TimeSlice	Time	LH_BicepsFemorisPosterior	BFP
9649	1.73682	0.0225415	-0.06
9650	1.737	0.0225415	-0.06
9651	1.73718	0.0225415	-0.06
9652	1.73736	0.0225415	-0.06
9653	1.73754	0.0225415	-0.06
9654	1.73772	0.0225415	-0.06
9655	1.7379	0.0225415	-0.06
9656	1.73808	0.0225415	-0.06
9657	1.73826	0.0225415	-0.06
9658	1.73844	0.0225415	-0.06
9659	1.73862	0.0225415	-0.06
9660	1.7388	0.0225415	-0.06
9661	1.73898	0.0225415	-0.06
9662	1.73916	0.0225415	-0.06
9663	1.73934	0.0225415	-0.06
9664	1.73952	0.0225415	-0.06
9665	1.7397	0.0225415	-0.06
9666	1.73988	0.0225415	-0.06
9667	1.74006	0.0225415	-0.06
9668	1.74024	0.0225415	-0.06
9669	1.74042	0.0225415	-0.06
9670	1.7406	0.0225415	-0.06
9671	1.74078	0.0225415	-0.06
9672	1.74096	0.0225415	-0.06
9673	1.74114	0.0225415	-0.06
9674	1.74132	0.0225415	-0.06
9675	1.7415	0.0225415	-0.06
9676	1.74168	0.0225415	-0.06
9677	1.74186	0.0225415	-0.06
9678	1.74204	0.0225415	-0.06
9679	1.74222	0.0225415	-0.06
9680	1.7424	0.0225415	-0.06
9681	1.74258	0.0225415	-0.06
9682	1.74276	0.0225415	-0.06
9683	1.74294	0.0225415	-0.06
9684	1.74312	0.0225415	-0.06
9685	1.7433	0.0225415	-0.06
9686	1.74348	0.0225415	-0.06
9687	1.74366	0.0225415	-0.06
9688	1.74384	0.0225415	-0.06
9689	1.74402	0.0225415	-0.06
9690	1.7442	0.0225415	-0.06
9691	1.74438	0.0225415	-0.06
9692	1.74456	0.0225415	-0.06
9693	1.74474	0.0225415	-0.06
9694	1.74492	0.0225415	-0.06
9695	1.7451	0.0225415	-0.06
9696	1.74528	0.0225415	-0.06
9697	1.74546	0.0225415	-0.06
9698	1.74564	0.0225415	-0.06
9699	1.74582	0.0225415	-0.06
9700	1.746	0.0225415	-0.06
9701	1.74618	0.0225415	-0.06
9702	1.74636	0.0225415	-0.06
9703	1.74654	0.0225415	-0.06
9704	1.74672	0.0225415	-0.06
9705	1.7469	0.0225415	-0.06
9706	1.74708	0.0225415	-0.06
9707	1.74726	0.0225415	-0.06
9708	1.74744	0.0225415	-0.06
9709	1.74762	0.0225415	-0.06
9710	1.7478	0.0225415	-0.06
9711	1.74798	0.0225415	-0.06
9712	1.74816	0.0225415	-0.06
9713	1.74834	0.0225415	-0.06
9714	1.74852	0.0225415	-0.06
9715	1.7487	0.0225415	-0.06
9716	1.74888	0.0225415	-0.06
9717	1.74906	0.0225415	-0.06
9718	1.74924	0.0225415	-0.06
9719	1.74942	0.0225415	-0.06
9720	1.7496	0.0225415	-0.06
9721	1.74978	0.0225415	-0.06
9722	1.74996	0.0225415	-0.06
9723	1.75014	0.0225415	-0.06
9724	1.75032	0.0225415	-0.06
9725	1.7505	0.0225415	-0.06
9726	1.75068	0.0225415	-0.06
9727	1.75086	0.0225415	-0.06
9728	1.75104	0.0225415	-0.06
9729	1.75122	0.0225415	-0.06
9730	1.7514	0.0225415	-0.06
9731	1.75158	0.0225415	-0.06
9732	1.75176	0.0225415	-0.06
9733	1.75194	0.0225415	-0.06
9734	1.75212	0.0225415	-0.06
9735	1.7523	0.0225415	-0.06
9736	1.75248	0.0225415	-0.06
9737	1.75266	0.0225415	-0.06
9738	1.75284	0.0225415	-0.06
9739	1.75302	0.0225415	-0.06
9740	1.7532	0.0225415	-0.06
9741	1.75338	0.0225415	-0.06
9742	1.75356	0.0225415	-0.06
9743	1.75374	0.0225415	-0.06
9744	1.75392	0.0225415	-0.06
9745	1.7541	0.0225415	-0.06
9746	1.75428	0.0225415	-0.06
9747	1.75446	0.0225415	-0.06
9748	1.75464	0.0225415	-0.06
9749	1.75482	0.0225415	-0.06
9750	1.755	0.0225415	-0.06
9751	1.75518	0.0225415	-0.06
9752	1.75536	0.0225415	-0.06
9753	1.75554	0.0225415	-0.06
9754	1.75572	0.0225415	-0.06
9755	1.7559	0.0225415	-0.06
9756	1.75608	0.0225415	-0.06
9757	1.75626	0.0225415	-0.06
9758	1.75644	0.0225415	-0.06
9759	1.75662	0.0225415	-0.06
9760	1.7568	0.0225415	-0.06
9761	1.75698	0.0225415	-0.06
9762	1.75716	0.0225415	-0.06
9763	1.75734	0.0225415	-0.06
9764	1.75752	0.0225415	-0.06
9765	1.7577	0.0225415	-0.06
9766	1.75788	0.0225415	-0.06
9767	1.75806	0.0225415	-0.06
9768	1.75824	0.0225415	-0.06
9769	1.75842	0.0225415	-0.06
9770	1.7586	0.0225415	-0.06
9771	1.75878	0.0225415	-0.06
9772	1.75896	0.0225415	-0.06
9773	1.75914	0.0225415	-0.06
9774	1.75932	0.0225415	-0.06
9775	1.7595	0.0225415	-0.06
9776	1.75968	0.0225415	-0.06
9777	1.75986	0.0225415	-0.06
9778	1.76004	0.0225415	-0.06
9779	1.76022	0.0225415	-0.06
9780	1.7604	0.0225415	-0.06
9781	1.76058	0.0225415	-0.06
9782	1.76076	0.0225415	-0.06
9783	1.76094	0.0225415	-0.06
9784	1.76112	0.0225415	-0.06
9785	1.7613	0.0225415	-0.06
9786	1.76148	0.0225415	-0.06
9787	1.76166	0.0225415	-0.06
9788	1.76184	0.0225415	-0.06
9789	1.76202	0.0225415	-0.06
9790	1.7622	0.0225415	-0.06
9791	1.76238	0.0225415	-0.06
9792	1.76256	0.0225415	-0.06
9793	1.76274	0.0225415	-0.06
9794	1.76292	0.0225415	-0.06
9795	1.7631	0.0225415	-0.06
9796	1.76328	0.0225415	-0.06
9797	1.76346	0.0225415	-0.06
9798	1.76364	0.0225415	-0.06
9799	1.76382	0.0225415	-0.06
9800	1.764	0.0225415	-0.06
9801	1.76418	0.0225415	-0.06
9802	1.76436	0.0225415	-0.06
9803	1.76454	0.0225415	-0.06
9804	1.76472	0.0225415	-0.06
9805	1.7649	0.0225415	-0.06
9806	1.76508	0.0225415	-0.06
9807	1.76526	0.0225415	-0.06
9808	1.76544	0.0225415	-0.06
9809	1.76562	0.0225415	-0.06
9810	1.7658	0.0225415	-0.06
9811	1.76598	0.0225415	-0.06
9812	1.76616	0.0225415	-0.06
9813	1.76634	0.0225415	-0.06
9814	1.76652	0.0225415	-0.06
9815	1.7667	0.0225415	-0.06
9816	1.76688	0.0225415	-0.06
9817	1.76706	0.0225415	-0.06
9818	1.76724	0.0225415	-0.06
9819	1.76742	0.0225415	-0.06
9820	1.7676	0.0225415	-0.06
9821	1.76778	0.0225415	-0.06
9822	1.76796	0.0225415	-0.06
9823	1.76814	0.0225415	-0.06
9824	1.76832	0.0225415	-0.06
9825	1.7685	0.0225415	-0.06
9826	1.76868	0.0225415	-0.06
9827	1.76886	0.0225415	-0.06
9828	1.76904	0.0225415	-0.06
9829	1.76922	0.0225415	-0.06
9830	1.7694	0.0225415	-0.06
9831	1.76958	0.0225415	-0.06
9832	1.76976	0.0225415	-0.06
9833	1.76994	0.0225415	-0.06
9834	1.77012	0.0225415	-0.06
9835	1.7703	0.0225415	-0.06
9836	1.77048	0.0225415	-0.06
9837	1.77066	0.0225415	-0.06
9838	1.77084	0.0225415	-0.06
9839	1.77102	0.0225415	-0.06
9840	1.7712	0.0225415	-0.06
9841	1.77138	0.0225415	-0.06
9842	1.77156	0.0225415	-0.06
9843	1.77174	0.0225415	-0.06
9844	1.77192	0.0225415	-0.06
9845	1.7721	0.0225415	-0.06
9846	1.77228	0.0225415	-0.06
9847	1.77246	0.0225415	-0.06
9848	1.77264	0.0225415	-0.06
9849	1.77282	0.0225415	-0.06
9850	1.773	0.0225415	-0.06
9851	1.77318	0.0225415	-0.06
9852	1.77336	0.0225415	-0.06
9853	1.77354	0.0225415	-0.06
9854	1.77372	0.0225415	-0.06
9855	1.7739	0.0225415	-0.06
9856	1.77408	0.0225415	-0.06
9857	1.77426	0.0225415	-0.06
9858	1.77444	0.0225415	-0.06
9859	1.77462	0.0225415	-0.06
9860	1.7748	0.0225415	-0.06
9861	1.77498	0.0225415	-0.06
9862	1.77516	0.0225415	-0.06
9863	1.77534	0.0225415	-0.06
9864	1.77552	0.0225415	-0.06
9865	1.7757	0.0225415	-0.06
9866	1.77588	0.0225415	-0.06
9867	1.77606	0.0225415	-0.06
9868	1.77624	0.0225415	-0.06
9869	1.77642	0.0225415	-0.06
9870	1.7766	0.0225415	-0.06
9871	1.77678	0.0225415	-0.06
9872	1.77696	0.0225415	-0.06
9873	1.77714	0.0225415	-0.06
9874	1.77732	0.0225415	-0.06
9875	1.7775	0.0225415	-0.06
9876	1.77768	0.0225415	-0.06
9877	1.77786	0.0225415	-0.06
9878	1.77804	0.0225415	-0.06
9879	1.77822	0.0225415	-0.06
9880	1.7784	0.0225415	-0.06
9881	1.77858	0.0225415	-0.06
9882	1.77876	0.0225415	-0.06
9883	1.77894	0.0225415	-0.06
9884	1.77912	0.0225415	-0.06
9885	1.7793	0.0225415	-0.06
9886	1.77948	0.0225415	-0.06
9887	1.77966	0.0225415	-0.06
9888	1.77984	0.0225415	-0.06
9889	1.78002	0.0225415	-0.06
9890	1.7802	0.0225415	-0.06
9891	1.78038	0.0225415	-0.06
9892	1.78056	0.0225415	-0.06
9893	1.78074	0.0225415	-0.06
9894	1.78092	0.0225415	-0.06
9895	1.7811	0.0225415	-0.06
9896	1.78128	0.0225415	-0.06
9897	1.78146	0.0225415	-0.06
9898	1.78164	0.0225415	-0.06
9899	1.78182	0.0225415	-0.06
9900	1.782	0.0225415	-0.06
9901	1.78218	0.0225415	-0.06
9902	1.78236	0.0225415	-0.06
9903	1.78254	0.0225415	-0.06
9904	1.78272	0.0225415	-0.06
9905	1.7829	0.0225415	-0.06
9906	1.78308	0.0225415	-0.06
9907	1.78326	0.0225415	-0.06
9908	1.78344	0.0225415	-0.06
9909	1.78362	0.0225415	-0.06
9910	1.7838	0.0225415	-0.06
9911	1.78398	0.0225415	-0.06
9912	1.78416	0.0225415	-0.06
9913	1.78434	0.0225415	-0.06
9914	1.78452	0.0225415	-0.06
9915	1.7847	0.0225415	-0.06
9916	1.78488	0.0225415	-0.06
9917	1.78506	0.0225415	-0.06
9918	1.78524	0.0225415	-0.06
9919	1.78542	0.0225415	-0.06
9920	1.7856	0.0225415	-0.06
9921	1.78578	0.0225415	-0.06
9922	1.78596	0.0225415	-0.06
9923	1.78614	0.0225415	-0.06
9924	1.78632	0.0225415	-0.06
9925	1.7865	0.0225415	-0.06
9926	1.78668	0.0225415	-0.06
9927	1.78686	0.0225415	-0.06
9928	1.78704	0.0225415	-0.06
9929	1.78722	0.0225415	-0.06
9930	1.7874	0.0225415	-0.06
9931	1.78758	0.0225415	-0.06
9932	1.78776	0.0225415	-0.06
9933	1.78794	0.0225415	-0.06
9934	1.78812	0.0225415	-0.06
9935	1.7883	0.0225415	-0.06
9936	1.78848	0.0225415	-0.06
9937	1.78866	0.0225415	-0.06
9938	1.78884	0.0225415	-0.06
9939	1.78902	0.0225415	-0.06
9940	1.7892	0.0225415	-0.06
9941	1.78938	0.0225415	-0.06
9942	1.78956	0.0225415	-0.06
9943	1.78974	0.0225415	-0.06
9944	1.78992	0.0225415	-0.06
9945	1.7901	0.0225415	-0.06
9946	1.79028	0.0225415	-0.06
9947	1.79046	0.0225415	-0.06
9948	1.79064	0.0225415	-0.06
9949	1.79082	0.0225415	-0.06
9950	1.791	0.0225415	-0.06
9951	1.79118	0.0225415	-0.06
9952	1.79136	0.0225415	-0.06
9953	1.79154	0.0225415	-0.06
9954	1.79172	0.0225415	-0.06
9955	1.7919	0.0225415	-0.06
9956	1.79208	0.0225415	-0.06
9957	1.79226	0.0225415	-0.06
9958	1.79244	0.0225415	-0.06
9959	1.79262	0.0225415	-0.06
9960	1.7928	0.0225415	-0.06
9961	1.79298	0.0225415	-0.06
9962	1.79316	0.0225415	-0.06
9963	1.79334	0.0225415	-0.06
9964	1.79352	0.0225415	-0.06
9965	1.7937	0.0225415	-0.06
9966	1.79388	0.0225415	-0.06
9967	1.79406	0.0225415	-0.06
9968	1.79424	0.0225415	-0.06
9969	1.79442	0.0225415	-0.06
9970	1.7946	0.0225415	-0.06
9971	1.79478	0.0225415	-0.06
9972	1.79496	0.0225415	-0.06
9973	1.79514	0.0225415	-0.06
9974	1.79532	0.0225415	-0.06
9975	1.7955	0.0225415	-0.06
9976	1.79568	0.0225415	-0.06
9977	1.79586	0.0225415	-0.06
9978	1.79604	0.0225415	-0.06
9979	1.79622	0.0225415	-0.06
9980	1.7964	0.0225415	-0.06
9981	1.79658	0.0225415	-0.06
9982	1.79676	0.0225415	-0.06
9983	1.79694	0.0225415	-0.06
9984	1.79712	0.0225415	-0.06
9985	1.7973	0.0225415	-0.06
9986	1.79748	0.0225415	-0.06
9987	1.79766	0.0225415	-0.06
9988	1.79784	0.0225415	-0.06
9989	1.79802	0.0225415	-0.06
9990	1.7982	0.0225415	-0.06
9991	1.79838	0.0225415	-0.06
9992	1.79856	0.0225415	-0.06
9993	1.79874	0.0225415	-0.06
9994	1.79892	0.0225415	-0.06
9995	1.7991	0.0225415	-0.06
9996	1.79928	0.0225415	-0.06
9997	1.79946	0.0225415	-0.06
9998	1.79964	0.0225415	-0.06
9999	1.79982	0.0225415	-0.06
10000	1.8	0.0225415	-0.06
10001	1.80018	0.0225415	-0.06
10002	1.80036	0.0225415	-0.06
10003	1.80054	0.0225415	-0.06
10004	1.80072	0.0225415	-0.06
10005	1.8009	0.0225415	-0.06
10006	1.80108	0.0225415	-0.06
10007	1.80126	0.0225415	-0.06
10008	1.80144	0.0225415	-0.06
10009	1.80162	0.0225415	-0.06
10010	1.8018	0.0225415	-0.06
10011	1.80198	0.0225415	-0.06
10012	1.80216	0.0225415	-0.06
10013	1.80234	0.0225415	-0.06
10014	1.80252	0.0225415	-0.06
10015	1.8027	0.0225415	-0.06
10016	1.80288	0.0225415	-0.06
10017	1.80306	0.0225415	-0.06
10018	1.80324	0.0225415	-0.06
10019	1.80342	0.0225415	-0.06
10020	1.8036	0.0225415	-0.06
10021	1.80378	0.0225415	-0.06
10022	1.80396	0.0225415	-0.06
10023	1.80414	0.0225415	-0.06
10024	1.80432	0.0225415	-0.06
10025	1.8045	0.0225415	-0.06
10026	1.80468	0.0225415	-0.06
10027	1.80486	0.0225415	-0.06
10028	1.80504	0.0225415	-0.06
10029	1.80522	0.0225415	-0.06
10030	1.8054	0.0225415	-0.06
10031	1.80558	0.0225415	-0.06
10032	1.80576	0.0225415	-0.06
10033	1.80594	0.0225415	-0.06
10034	1.80612	0.0225415	-0.06
10035	1.8063	0.0225415	-0.06
10036	1.80648	0.0225415	-0.06
10037	1.80666	0.0225415	-0.06
10038	1.80684	0.0225415	-0.06
10039	1.80702	0.0225415	-0.06
10040	1.8072	0.0225415	-0.06
10041	1.80738	0.0225415	-0.06
10042	1.80756	0.0225415	-0.06
10043	1.80774	0.0225415	-0.06
10044	1.80792	0.0225415	-0.06
10045	1.8081	0.0225415	-0.06
10046	1.80828	0.0225415	-0.06
10047	1.80846	0.0225415	-0.06
10048	1.80864	0.0225415	-0.06
10049	1.80882	0.0225415	-0.06
10050	1.809	0.0225415	-0.06
10051	1.80918	0.0225415	-0.06
10052	1.80936	0.0225415	-0.06
10053	1.80954	0.0225415	-0.06
10054	1.80972	0.0225415	-0.06
10055	1.8099	0.0225415	-0.06
10056	1.81008	0.0225415	-0.06
10057	1.81026	0.0225415	-0.06
10058	1.81044	0.0225415	-0.06
10059	1.81062	0.0225415	-0.06
10060	1.8108	0.0225415	-0.06
10061	1.81098	0.0225415	-0.06
10062	1.81116	0.0225415	-0.06
10063	1.81134	0.0225415	-0.06
10064	1.81152	0.0225415	-0.06
10065	1.8117	0.0225415	-0.06
10066	1.81188	0.0225415	-0.06
10067	1.81206	0.0225415	-0.06
10068	1.81224	0.0225415	-0.06
10069	1.81242	0.0225415	-0.06
10070	1.8126	0.0225415	-0.06
10071	1.81278	0.0225415	-0.06
10072	1.81296	0.0225415	-0.06
10073	1.81314	0.0225415	-0.06
10074	1.81332	0.0225415	-0.06
10075	1.8135	0.0225415	-0.06
10076	1.81368	0.0225415	-0.06
10077	1.81386	0.0225415	-0.06
10078	1.81404	0.0225415	-0.06
10079	1.81422	0.0225415	-0.06
10080	1.8144	0.0225415	-0.06
10081	1.81458	0.0225415	-0.06
10082	1.81476	0.0225415	-0.06
10083	1.81494	0.0225415	-0.06
10084	1.81512	0.0225415	-0.06
10085	1.8153	0.0225415	-0.06
10086	1.81548	0.0225415	-0.06
10087	1.81566	0.0225415	-0.06
10088	1.81584	0.0225415	-0.06
10089	1.81602	0.0225415	-0.06
10090	1.8162	0.0225415	-0.06
10091	1.81638	0.0225415	-0.06
10092	1.81656	0.0225415	-0.06
10093	1.81674	0.0225415	-0.06
10094	1.81692	0.0225415	-0.06
10095	1.8171	0.0225415	-0.06
10096	1.81728	0.0225415	-0.06
10097	1.81746	0.0225415	-0.06
10098	1.81764	0.0225415	-0.06
10099	1.81782	0.0225415	-0.06
10100	1.818	0.0225415	-0.06
10101	1.81818	0.0225415	-0.06
10102	1.81836	0.0225415	-0.06
10103	1.81854	0.0225415	-0.06
10104	1.81872	0.0225415	-0.06
10105	1.8189	0.0225415	-0.06
10106	1.81908	0.0225415	-0.06
10107	1.81926	0.0225415	-0.06
10108	1.81944	0.0225415	-0.06
10109	1.81962	0.0225415	-0.06
10110	1.8198	0.0225415	-0.06
10111	1.81998	0.0225415	-0.06
10112	1.82016	0.0225415	-0.06
10113	1.82034	0.0225415	-0.06
10114	1.82052	0.0225415	-0.06
10115	1.8207	0.0225415	-0.06
10116	1.82088	0.0225415	-0.06
10117	1.82106	0.0225415	-0.06
10118	1.82124	0.0225415	-0.06
10119	1.82142	0.0225415	-0.06
10120	1.8216	0.0225415	-0.06
10121	1.82178	0.0225415	-0.06
10122	1.82196	0.0225415	-0.06
10123	1.82214	0.0225415	-0.06
10124	1.82232	0.0225415	-0.06
10125	1.8225	0.0225415	-0.06
10126	1.82268	0.0225415	-0.06
10127	1.82286	0.0225415	-0.06
10128	1.82304	0.0225415	-0.06
10129	1.82322	0.0225415	-0.06
10130	1.8234	0.0225415	-0.06
10131	1.82358	0.0225415	-0.06
10132	1.82376	0.0225415	-0.06
10133	1.82394	0.0225415	-0.06
10134	1.82412	0.0225415	-0.06
10135	1.8243	0.0225415	-0.06
10136	1.82448	0.0225415	-0.06
10137	1.82466	0.0225415	-0.06
10138	1.82484	0.0225415	-0.06
10139	1.82502	0.0225415	-0.06
10140	1.8252	0.0225415	-0.06
10141	1.82538	0.0225415	-0.06
10142	1.82556	0.0225415	-0.06
10143	1.82574	0.0225415	-0.06
10144	1.82592	0.0225415	-0.06
10145	1.8261	0.0225415	-0.06
10146	1.82628	0.0225415	-0.06
10147	1.82646	0.0225415	-0.06
10148	1.82664	0.0225415	-0.06
10149	1.82682	0.0225415	-0.06
10150	1.827	0.0225415	-0.06
10151	1.82718	0.0225415	-0.06
10152	1.82736	0.0225415	-0.06
10153	1.82754	0.0225415	-0.06
10154	1.82772	0.0225415	-0.06
10155	1.8279	0.0225415	-0.06
10156	1.82808	0.0225415	-0.06
10157	1.82826	0.0225415	-0.06
10158	1.82844	0.0225415	-0.06
10159	1.82862	0.0225415	-0.06
10160	1.8288	0.0225415	-0.06
10161	1.82898	0.0225415	-0.06
10162	1.82916	0.0225415	-0.06
10163	1.82934	0.0225415	-0.06
10164	1.82952	0.0225415	-0.06
10165	1.8297	0.0225415	-0.06
10166	1.82988	0.0225415	-0.06
10167	1.83006	0.0225415	-0.06
10168	1.83024	0.0225415	-0.06
10169	1.83042	0.0225415	-0.06
10170	1.8306	0.0225415	-0.06
10171	1.83078	0.0225415	-0.06
10172	1.83096	0.0225415	-0.06
10173	1.83114	0.0225415	-0.06
10174	1.83132	0.0225415	-0.06
10175	1.8315	0.0225415	-0.06
10176	1.83168	0.0225415	-0.06
10177	1.83186	0.0225415	-0.06
10178	1.83204	0.0225415	-0.06
10179	1.83222	0.0225415	-0.06
10180	1.8324	0.0225415	-0.06
10181	1.83258	0.0225415	-0.06
10182	1.83276	0.0225415	-0.06
10183	1.83294	0.0225415	-0.06
10184	1.83312	0.0225415	-0.06
10185	1.8333	0.0225415	-0.06
10186	1.83348	0.0225415	-0.06
10187	1.83366	0.0225415	-0.06
10188	1.83384	0.0225415	-0.06
10189	1.83402	0.0225415	-0.06
10190	1.8342	0.0225415	-0.06
10191	1.83438	0.0225415	-0.06
10192	1.83456	0.0225415	-0.06
10193	1.83474	0.0225415	-0.06
10194	1.83492	0.0225415	-0.06
10195	1.8351	0.0225415	-0.06
10196	1.83528	0.0225415	-0.06
10197	1.83546	0.0225415	-0.06
10198	1.83564	0.0225415	-0.06
10199	1.83582	0.0225415	-0.06
10200	1.836	0.0225415	-0.06
10201	1.83618	0.0225415	-0.06
10202	1.83636	0.0225415	-0.06
10203	1.83654	0.0225415	-0.06
10204	1.83672	0.0225415	-0.06
10205	1.8369	0.0225415	-0.06
10206	1.83708	0.0225415	-0.06
10207	1.83726	0.0225415	-0.06
10208	1.83744	0.0225415	-0.06
10209	1.83762	0.0225415	-0.06
10210	1.8378	0.0225415	-0.06
10211	1.83798	0.0225415	-0.06
10212	1.83816	0.0225415	-0.06
10213	1.83834	0.0225415	-0.06
10214	1.83852	0.0225415	-0.06
10215	1.8387	0.0225415	-0.06
10216	1.83888	0.0225415	-0.06
10217	1.83906	0.0225415	-0.06
10218	1.83924	0.0225415	-0.06
10219	1.83942	0.0225415	-0.06
10220	1.8396	0.0225415	-0.06
10221	1.83978	0.0225415	-0.06
10222	1.83996	0.0225415	-0.06
10223	1.84014	0.0225415	-0.06
10224	1.84032	0.0225415	-0.06
10225	1.8405	0.0225415	-0.06
10226	1.84068	0.0225415	-0.06
10227	1.84086	0.0225415	-0.06
10228	1.84104	0.0225415	-0.06
10229	1.84122	0.0225415	-0.06
10230	1.8414	0.0225415	-0.06
10231	1.84158	0.0225415	-0.06
10232	1.84176	0.0225415	-0.06
10233	1.84194	0.0225415	-0.06
10234	1.84212	0.0225415	-0.06
10235	1.8423	0.0225415	-0.06
10236	1.84248	0.0225415	-0.06
10237	1.84266	0.0225415	-0.06
10238	1.84284	0.0225415	-0.06
10239	1.84302	0.0225415	-0.06
10240	1.8432	0.0225415	-0.06
10241	1.84338	0.0225415	-0.06
10242	1.84356	0.0225415	-0.06
10243	1.84374	0.0225415	-0.06
10244	1.84392	0.0225415	-0.06
10245	1.8441	0.0225415	-0.06
10246	1.84428	0.0225415	-0.06
10247	1.84446	0.0225415	-0.06
10248	1.84464	0.0225415	-0.06
10249	1.84482	0.0225415	-0.06
10250	1.845	0.0225415	-0.06
10251	1.84518	0.0225415	-0.06
10252	1.84536	0.0225415	-0.06
10253	1.84554	0.0225415	-0.06
10254	1.84572	0.0225415	-0.06
10255	1.8459	0.0225415	-0.06
10256	1.84608	0.0225415	-0.06
10257	1.84626	0.0225415	-0.06
10258	1.84644	0.0225415	-0.06
10259	1.84662	0.0225415	-0.06
10260	1.8468	0.0225415	-0.06
10261	1.84698	0.0225415	-0.06
10262	1.84716	0.0225415	-0.06
10263	1.84734	0.0225415	-0.06
10264	1.84752	0.0225415	-0.06
10265	1.8477	0.0225415	-0.06
10266	1.84788	0.0225415	-0.06
10267	1.84806	0.0225415	-0.06
10268	1.84824	0.0225415	-0.06
10269	1.84842	0.0225415	-0.06
10270	1.8486	0.0225415	-0.06
10271	1.84878	0.0225415	-0.06
10272	1.84896	0.0225415	-0.06
10273	1.84914	0.0225415	-0.06
10274	1.84932	0.0225415	-0.06
10275	1.8495	0.0225415	-0.06
10276	1.84968	0.0225415	-0.06
10277	1.84986	0.0225415	-0.06
10278	1.85004	0.0225415	-0.06
10279	1.85022	0.0225415	-0.06
10280	1.8504	0.0225415	-0.06
10281	1.85058	0.0225415	-0.06
10282	1.85076	0.0225415	-0.06
10283	1.85094	0.0225415	-0.06
10284	1.85112	0.0225415	-0.06
10285	1.8513	0.0225415	-0.06
10286	1.85148	0.0225415	-0.06
10287	1.85166	0.0225415	-0.06
10288	1.85184	0.0225415	-0.06
10289	1.85202	0.0225415	-0.06
10290	1.8522	0.0225415	-0.06
10291	1.85238	0.0225415	-0.06
10292	1.85256	0.0225415	-0.06
10293	1.85274	0.0225415	-0.06
10294	1.85292	0.0225415	-0.06
10295	1.8531	0.0225415	-0.06
10296	1.85328	0.0225415	-0.06
10297	1.85346	0.0225415	-0.06
10298	1.85364	0.0225415	-0.06
10299	1.85382	0.0225415	-0.06
10300	1.854	0.0225415	-0.06
10301	1.85418	0.0225415	-0.06
10302	1.85436	0.0225415	-0.06
10303	1.85454	0.0225415	-0.06
10304	1.85472	0.0225415	-0.06
10305	1.8549	0.0225415	-0.06
10306	1.85508	0.0225415	-0.06
10307	1.85526	0.0225415	-0.06
10308	1.85544	0.0225415	-0.06
10309	1.85562	0.0225415	-0.06
10310	1.8558	0.0225415	-0.06
10311	1.85598	0.0225415	-0.06
10312	1.85616	0.0225415	-0.06
10313	1.85634	0.0225415	-0.06
10314	1.85652	0.0225415	-0.06
10315	1.8567	0.0225415	-0.06
10316	1.85688	0.0225415	-0.06
10317	1.85706	0.0225415	-0.06
10318	1.85724	0.0225415	-0.06
10319	1.85742	0.0225415	-0.06
10320	1.8576	0.0225415	-0.06
10321	1.85778	0.0225415	-0.06
10322	1.85796	0.0225415	-0.06
10323	1.85814	0.0225415	-0.06
10324	1.85832	0.0225415	-0.06
10325	1.8585	0.0225415	-0.06
10326	1.85868	0.0225415	-0.06
10327	1.85886	0.0225415	-0.06
10328	1.85904	0.0225415	-0.06
10329	1.85922	0.0225415	-0.06
10330	1.8594	0.0225415	-0.06
10331	1.85958	0.0225415	-0.06
10332	1.85976	0.0225415	-0.06
10333	1.85994	0.0225415	-0.06
10334	1.86012	0.0225415	-0.06
10335	1.8603	0.0225415	-0.06
10336	1.86048	0.0225415	-0.06
10337	1.86066	0.0225415	-0.06
10338	1.86084	0.0225415	-0.06
10339	1.86102	0.0225415	-0.06
10340	1.8612	0.0225415	-0.06
10341	1.86138	0.0225415	-0.06
10342	1.86156	0.0225415	-0.06
10343	1.86174	0.0225415	-0.06
10344	1.86192	0.0225415	-0.06
10345	1.8621	0.0225415	-0.06
10346	1.86228	0.0225415	-0.06
10347	1.86246	0.0225415	-0.06
10348	1.86264	0.0225415	-0.06
10349	1.86282	0.0225415	-0.06
10350	1.863	0.0225415	-0.06
10351	1.86318	0.0225415	-0.06
10352	1.86336	0.0225415	-0.06
10353	1.86354	0.0225415	-0.06
10354	1.86372	0.0225415	-0.06
10355	1.8639	0.0225415	-0.06
10356	1.86408	0.0225415	-0.06
10357	1.86426	0.0225415	-0.06
10358	1.86444	0.0225415	-0.06
10359	1.86462	0.0225415	-0.06
10360	1.8648	0.0225415	-0.06
10361	1.86498	0.0225415	-0.06
10362	1.86516	0.0225415	-0.06
10363	1.86534	0.0225415	-0.06
10364	1.86552	0.0225415	-0.06
10365	1.8657	0.0225415	-0.06
10366	1.86588	0.0225415	-0.06
10367	1.86606	0.0225415	-0.06
10368	1.86624	0.0225415	-0.06
10369	1.86642	0.0225415	-0.06
10370	1.8666	0.0225415	-0.06
10371	1.86678	0.0225415	-0.06
10372	1.86696	0.0225415	-0.06
10373	1.86714	0.0225415	-0.06
10374	1.86732	0.0225415	-0.06
10375	1.8675	0.0225415	-0.06
10376	1.86768	0.0225415	-0.06
10377	1.86786	0.0225415	-0.06
10378	1.86804	0.0225415	-0.06
10379	1.86822	0.0225415	-0.06
10380	1.8684	0.0225415	-0.06
10381	1.86858	0.0225415	-0.06
10382	1.86876	0.0225415	-0.06
10383	1.86894	0.0225415	-0.06
10384	1.86912	0.0225415	-0.06
