TimeSlice	Time	LH_AdductorLongus
14166	2.54988	-0.06
14169	2.55042	-0.06
14172	2.55096	-0.06
14175	2.5515	-0.06
14178	2.55204	-0.06
14181	2.55258	-0.06
14184	2.55312	-0.06
14187	2.55366	-0.06
14190	2.5542	-0.06
14193	2.55474	-0.06
14196	2.55528	-0.06
14199	2.55582	-0.06
14202	2.55636	-0.06
14205	2.5569	-0.06
14208	2.55744	-0.06
14211	2.55798	-0.06
14214	2.55852	-0.06
14217	2.55906	-0.06
14220	2.5596	-0.06
14223	2.56014	-0.06
14226	2.56068	-0.06
14229	2.56122	-0.06
14232	2.56176	-0.06
14235	2.5623	-0.06
14238	2.56284	-0.06
14241	2.56338	-0.06
14244	2.56392	-0.06
14247	2.56446	-0.06
14250	2.565	-0.06
14253	2.56554	-0.06
14256	2.56608	-0.06
14259	2.56662	-0.06
14262	2.56716	-0.06
14265	2.5677	-0.06
14268	2.56824	-0.06
14271	2.56878	-0.06
14274	2.56932	-0.06
14277	2.56986	-0.06
14280	2.5704	-0.06
14283	2.57094	-0.06
14286	2.57148	-0.06
14289	2.57202	-0.06
14292	2.57256	-0.06
14295	2.5731	-0.06
14298	2.57364	-0.06
14301	2.57418	-0.06
14304	2.57472	-0.06
14307	2.57526	-0.06
14310	2.5758	-0.06
14313	2.57634	-0.06
14316	2.57688	-0.06
14319	2.57742	-0.06
14322	2.57796	-0.06
14325	2.5785	-0.06
14328	2.57904	-0.06
14331	2.57958	-0.06
14334	2.58012	-0.06
14337	2.58066	-0.06
14340	2.5812	-0.06
14343	2.58174	-0.06
14346	2.58228	-0.06
14349	2.58282	-0.06
14352	2.58336	-0.06
14355	2.5839	-0.06
14358	2.58444	-0.06
14361	2.58498	-0.06
14364	2.58552	-0.06
14367	2.58606	-0.06
14370	2.5866	-0.06
14373	2.58714	-0.06
14376	2.58768	-0.06
14379	2.58822	-0.06
14382	2.58876	-0.06
14385	2.5893	-0.06
14388	2.58984	-0.06
14391	2.59038	-0.06
14394	2.59092	-0.06
14397	2.59146	-0.06
14400	2.592	-0.06
14403	2.59254	-0.06
14406	2.59308	-0.06
14409	2.59362	-0.06
14412	2.59416	-0.06
14415	2.5947	-0.06
14418	2.59524	-0.06
14421	2.59578	-0.06
14424	2.59632	-0.06
14427	2.59686	-0.06
14430	2.5974	-0.06
14433	2.59794	-0.06
14436	2.59848	-0.06
14439	2.59902	-0.06
14442	2.59956	-0.06
14445	2.6001	-0.06
14448	2.60064	-0.06
14451	2.60118	-0.06
14454	2.60172	-0.06
14457	2.60226	-0.06
14460	2.6028	-0.06
14463	2.60334	-0.06
14466	2.60388	-0.06
14469	2.60442	-0.06
14472	2.60496	-0.06
14475	2.6055	-0.06
14478	2.60604	-0.06
14481	2.60658	-0.06
14484	2.60712	-0.06
14487	2.60766	-0.06
14490	2.6082	-0.06
14493	2.60874	-0.06
14496	2.60928	-0.06
14499	2.60982	-0.06
14502	2.61036	-0.06
14505	2.6109	-0.06
14508	2.61144	-0.06
14511	2.61198	-0.06
14514	2.61252	-0.06
14517	2.61306	-0.06
14520	2.6136	-0.06
14523	2.61414	-0.06
14526	2.61468	-0.06
14529	2.61522	-0.06
14532	2.61576	-0.06
14535	2.6163	-0.06
14538	2.61684	-0.06
14541	2.61738	-0.06
14544	2.61792	-0.06
14547	2.61846	-0.06
14550	2.619	-0.06
14553	2.61954	-0.06
14556	2.62008	-0.06
14559	2.62062	-0.06
14562	2.62116	-0.06
14565	2.6217	-0.06
14568	2.62224	-0.06
14571	2.62278	-0.06
14574	2.62332	-0.06
14577	2.62386	-0.06
14580	2.6244	-0.06
14583	2.62494	-0.06
14586	2.62548	-0.06
14589	2.62602	-0.06
14592	2.62656	-0.06
14595	2.6271	-0.06
14598	2.62764	-0.06
14601	2.62818	-0.06
14604	2.62872	-0.06
14607	2.62926	-0.06
14610	2.6298	-0.06
14613	2.63034	-0.06
14616	2.63088	-0.06
14619	2.63142	-0.06
14622	2.63196	-0.06
14625	2.6325	-0.06
14628	2.63304	-0.06
14631	2.63358	-0.06
14634	2.63412	-0.06
14637	2.63466	-0.06
14640	2.6352	-0.06
14643	2.63574	-0.06
14646	2.63628	-0.06
14649	2.63682	-0.06
14652	2.63736	-0.06
14655	2.6379	-0.06
14658	2.63844	-0.06
14661	2.63898	-0.06
14664	2.63952	-0.06
14667	2.64006	-0.06
14670	2.6406	-0.06
14673	2.64114	-0.06
14676	2.64168	-0.06
14679	2.64222	-0.06
14682	2.64276	-0.06
14685	2.6433	-0.06
14688	2.64384	-0.06
14691	2.64438	-0.06
14694	2.64492	-0.06
14697	2.64546	-0.06
14700	2.646	-0.06
14703	2.64654	-0.06
14706	2.64708	-0.06
14709	2.64762	-0.06
14712	2.64816	-0.06
14715	2.6487	-0.06
14718	2.64924	-0.06
14721	2.64978	-0.06
14724	2.65032	-0.06
14727	2.65086	-0.06
14730	2.6514	-0.06
14733	2.65194	-0.06
14736	2.65248	-0.06
14739	2.65302	-0.06
14742	2.65356	-0.06
14745	2.6541	-0.06
14748	2.65464	-0.06
14751	2.65518	-0.06
14754	2.65572	-0.06
14757	2.65626	-0.06
14760	2.6568	-0.06
14763	2.65734	-0.06
14766	2.65788	-0.06
14769	2.65842	-0.06
14772	2.65896	-0.06
14775	2.6595	-0.06
14778	2.66004	-0.06
14781	2.66058	-0.06
14784	2.66112	-0.06
14787	2.66166	-0.06
14790	2.6622	-0.06
14793	2.66274	-0.06
14796	2.66328	-0.06
14799	2.66382	-0.06
14802	2.66436	-0.06
14805	2.6649	-0.06
14808	2.66544	-0.06
14811	2.66598	-0.06
14814	2.66652	-0.06
14817	2.66706	-0.06
14820	2.6676	-0.06
14823	2.66814	-0.06
14826	2.66868	-0.06
14829	2.66922	-0.06
14832	2.66976	-0.06
14835	2.6703	-0.06
14838	2.67084	-0.06
14841	2.67138	-0.06
14844	2.67192	-0.06
14847	2.67246	-0.06
14850	2.673	-0.06
14853	2.67354	-0.06
14856	2.67408	-0.06
14859	2.67462	-0.06
14862	2.67516	-0.06
14865	2.6757	-0.06
14868	2.67624	-0.06
14871	2.67678	-0.06
14874	2.67732	-0.06
14877	2.67786	-0.06
14880	2.6784	-0.06
14883	2.67894	-0.06
14886	2.67948	-0.06
14889	2.68002	-0.06
14892	2.68056	-0.06
14895	2.6811	-0.06
14898	2.68164	-0.06
14901	2.68218	-0.06
14904	2.68272	-0.06
14907	2.68326	-0.06
14910	2.6838	-0.06
14913	2.68434	-0.06
14916	2.68488	-0.06
14919	2.68542	-0.06
14922	2.68596	-0.06
14925	2.6865	-0.06
14928	2.68704	-0.06
14931	2.68758	-0.06
14934	2.68812	-0.06
14937	2.68866	-0.06
14940	2.6892	-0.06
14943	2.68974	-0.06
14946	2.69028	-0.06
14949	2.69082	-0.06
14952	2.69136	-0.06
14955	2.6919	-0.06
14958	2.69244	-0.06
14961	2.69298	-0.06
14964	2.69352	-0.06
14967	2.69406	-0.06
14970	2.6946	-0.06
14973	2.69514	-0.06
14976	2.69568	-0.06
14979	2.69622	-0.06
14982	2.69676	-0.06
14985	2.6973	-0.06
14988	2.69784	-0.06
14991	2.69838	-0.06
14994	2.69892	-0.06
14997	2.69946	-0.06
15000	2.7	-0.06
15003	2.70054	-0.06
15006	2.70108	-0.06
15009	2.70162	-0.06
15012	2.70216	-0.06
15015	2.7027	-0.06
15018	2.70324	-0.06
15021	2.70378	-0.06
15024	2.70432	-0.06
15027	2.70486	-0.06
15030	2.7054	-0.06
15033	2.70594	-0.06
15036	2.70648	-0.06
15039	2.70702	-0.06
15042	2.70756	-0.06
15045	2.7081	-0.06
15048	2.70864	-0.06
15051	2.70918	-0.06
15054	2.70972	-0.06
15057	2.71026	-0.06
15060	2.7108	-0.06
15063	2.71134	-0.06
15066	2.71188	-0.06
15069	2.71242	-0.06
15072	2.71296	-0.06
15075	2.7135	-0.06
15078	2.71404	-0.06
15081	2.71458	-0.06
15084	2.71512	-0.06
15087	2.71566	-0.06
15090	2.7162	-0.06
15093	2.71674	-0.06
15096	2.71728	-0.06
15099	2.71782	-0.06
15102	2.71836	-0.06
15105	2.7189	-0.06
15108	2.71944	-0.06
15111	2.71998	-0.06
15114	2.72052	-0.06
15117	2.72106	-0.06
15120	2.7216	-0.06
15123	2.72214	-0.06
15126	2.72268	-0.06
15129	2.72322	-0.06
15132	2.72376	-0.06
15135	2.7243	-0.06
15138	2.72484	-0.06
15141	2.72538	-0.06
15144	2.72592	-0.06
15147	2.72646	-0.06
15150	2.727	-0.06
15153	2.72754	-0.06
15156	2.72808	-0.06
15159	2.72862	-0.06
15162	2.72916	-0.06
15165	2.7297	-0.06
15168	2.73024	-0.06
15171	2.73078	-0.06
15174	2.73132	-0.06
15177	2.73186	-0.06
15180	2.7324	-0.06
15183	2.73294	-0.06
15186	2.73348	-0.06
15189	2.73402	-0.06
15192	2.73456	-0.06
15195	2.7351	-0.06
15198	2.73564	-0.06
15201	2.73618	-0.06
15204	2.73672	-0.06
15207	2.73726	-0.06
15210	2.7378	-0.06
15213	2.73834	-0.06
15216	2.73888	-0.06
15219	2.73942	-0.06
15222	2.73996	-0.06
15225	2.7405	-0.06
15228	2.74104	-0.06
15231	2.74158	-0.06
15234	2.74212	-0.06
15237	2.74266	-0.06
15240	2.7432	-0.06
15243	2.74374	-0.06
15246	2.74428	-0.06
15249	2.74482	-0.06
15252	2.74536	-0.06
15255	2.7459	-0.06
15258	2.74644	-0.06
15261	2.74698	-0.06
15264	2.74752	-0.06
15267	2.74806	-0.06
15270	2.7486	-0.06
15273	2.74914	-0.06
15276	2.74968	-0.06
15279	2.75022	-0.06
15282	2.75076	-0.06
15285	2.7513	-0.06
15288	2.75184	-0.06
15291	2.75238	-0.06
15294	2.75292	-0.06
15297	2.75346	-0.06
15300	2.754	-0.06
15303	2.75454	-0.06
15306	2.75508	-0.06
15309	2.75562	-0.06
15312	2.75616	-0.06
15315	2.7567	-0.06
15318	2.75724	-0.06
15321	2.75778	-0.06
15324	2.75832	-0.06
15327	2.75886	-0.06
15330	2.7594	-0.06
15333	2.75994	-0.06
15336	2.76048	-0.06
15339	2.76102	-0.06
15342	2.76156	-0.06
15345	2.7621	-0.06
15348	2.76264	-0.06
15351	2.76318	-0.06
15354	2.76372	-0.06
15357	2.76426	-0.06
15360	2.7648	-0.06
15363	2.76534	-0.06
15366	2.76588	-0.06
15369	2.76642	-0.06
15372	2.76696	-0.06
15375	2.7675	-0.06
15378	2.76804	-0.06
15381	2.76858	-0.06
15384	2.76912	-0.06
15387	2.76966	-0.06
15390	2.7702	-0.06
15393	2.77074	-0.06
15396	2.77128	-0.06
15399	2.77182	-0.06
15402	2.77236	-0.06
15405	2.7729	-0.06
15408	2.77344	-0.06
15411	2.77398	-0.06
15414	2.77452	-0.06
15417	2.77506	-0.06
15420	2.7756	-0.06
15423	2.77614	-0.06
15426	2.77668	-0.06
15429	2.77722	-0.06
15432	2.77776	-0.06
15435	2.7783	-0.06
15438	2.77884	-0.06
15441	2.77938	-0.06
15444	2.77992	-0.06
15447	2.78046	-0.06
15450	2.781	-0.06
15453	2.78154	-0.06
15456	2.78208	-0.06
15459	2.78262	-0.06
15462	2.78316	-0.06
15465	2.7837	-0.06
15468	2.78424	-0.06
15471	2.78478	-0.06
15474	2.78532	-0.06
15477	2.78586	-0.06
15480	2.7864	-0.06
15483	2.78694	-0.06
15486	2.78748	-0.06
15489	2.78802	-0.06
15492	2.78856	-0.06
15495	2.7891	-0.06
15498	2.78964	-0.06
15501	2.79018	-0.06
15504	2.79072	-0.06
15507	2.79126	-0.06
15510	2.7918	-0.06
15513	2.79234	-0.06
15516	2.79288	-0.06
15519	2.79342	-0.06
15522	2.79396	-0.06
15525	2.7945	-0.06
15528	2.79504	-0.06
15531	2.79558	-0.06
15534	2.79612	-0.06
15537	2.79666	-0.06
15540	2.7972	-0.06
15543	2.79774	-0.06
15546	2.79828	-0.06
15549	2.79882	-0.06
15552	2.79936	-0.06
15555	2.7999	-0.06
15558	2.80044	-0.06
15561	2.80098	-0.06
15564	2.80152	-0.06
15567	2.80206	-0.06
15570	2.8026	-0.06
15573	2.80314	-0.06
15576	2.80368	-0.06
15579	2.80422	-0.06
15582	2.80476	-0.06
15585	2.8053	-0.06
15588	2.80584	-0.06
15591	2.80638	-0.06
15594	2.80692	-0.06
15597	2.80746	-0.06
15600	2.808	-0.06
15603	2.80854	-0.06
15606	2.80908	-0.06
15609	2.80962	-0.06
15612	2.81016	-0.06
15615	2.8107	-0.06
15618	2.81124	-0.06
15621	2.81178	-0.06
15624	2.81232	-0.06
15627	2.81286	-0.06
15630	2.8134	-0.06
15633	2.81394	-0.06
15636	2.81448	-0.06
15639	2.81502	-0.06
15642	2.81556	-0.06
15645	2.8161	-0.06
15648	2.81664	-0.06
15651	2.81718	-0.06
15654	2.81772	-0.06
15657	2.81826	-0.06
15660	2.8188	-0.06
15663	2.81934	-0.06
15666	2.81988	-0.06
15669	2.82042	-0.06
15672	2.82096	-0.06
15675	2.8215	-0.06
15678	2.82204	-0.06
15681	2.82258	-0.06
15684	2.82312	-0.06
15687	2.82366	-0.06
15690	2.8242	-0.06
15693	2.82474	-0.06
15696	2.82528	-0.06
15699	2.82582	-0.06
15702	2.82636	-0.06
15705	2.8269	-0.06
15708	2.82744	-0.06
15711	2.82798	-0.06
15714	2.82852	-0.06
15717	2.82906	-0.06
15720	2.8296	-0.06
15723	2.83014	-0.06
15726	2.83068	-0.06
15729	2.83122	-0.06
15732	2.83176	-0.06
15735	2.8323	-0.06
15738	2.83284	-0.06
15741	2.83338	-0.06
15744	2.83392	-0.06
15747	2.83446	-0.06
15750	2.835	-0.06
15753	2.83554	-0.06
15756	2.83608	-0.06
15759	2.83662	-0.06
15762	2.83716	-0.06
15765	2.8377	-0.06
15768	2.83824	-0.06
15771	2.83878	-0.06
15774	2.83932	-0.06
15777	2.83986	-0.06
15780	2.8404	-0.06
15783	2.84094	-0.06
15786	2.84148	-0.06
15789	2.84202	-0.06
15792	2.84256	-0.06
15795	2.8431	-0.06
15798	2.84364	-0.06
15801	2.84418	-0.06
15804	2.84472	-0.06
15807	2.84526	-0.06
15810	2.8458	-0.06
15813	2.84634	-0.06
15816	2.84688	-0.06
15819	2.84742	-0.06
15822	2.84796	-0.06
15825	2.8485	-0.06
15828	2.84904	-0.06
15831	2.84958	-0.06
15834	2.85012	-0.06
15837	2.85066	-0.06
15840	2.8512	-0.06
15843	2.85174	-0.06
15846	2.85228	-0.06
15849	2.85282	-0.06
15852	2.85336	-0.06
15855	2.8539	-0.06
15858	2.85444	-0.06
15861	2.85498	-0.06
15864	2.85552	-0.06
15867	2.85606	-0.06
15870	2.8566	-0.06
15873	2.85714	-0.06
15876	2.85768	-0.06
15879	2.85822	-0.06
15882	2.85876	-0.06
15885	2.8593	-0.06
15888	2.85984	-0.06
15891	2.86038	-0.06
15894	2.86092	-0.06
15897	2.86146	-0.06
15900	2.862	-0.06
15903	2.86254	-0.06
15906	2.86308	-0.06
15909	2.86362	-0.06
15912	2.86416	-0.06
15915	2.8647	-0.06
15918	2.86524	-0.06
15921	2.86578	-0.06
15924	2.86632	-0.06
15927	2.86686	-0.06
15930	2.8674	-0.06
15933	2.86794	-0.06
15936	2.86848	-0.06
15939	2.86902	-0.06
15942	2.86956	-0.06
15945	2.8701	-0.06
15948	2.87064	-0.06
15951	2.87118	-0.06
15954	2.87172	-0.06
15957	2.87226	-0.06
15960	2.8728	-0.06
15963	2.87334	-0.06
15966	2.87388	-0.06
15969	2.87442	-0.06
15972	2.87496	-0.06
15975	2.8755	-0.06
15978	2.87604	-0.06
15981	2.87658	-0.06
15984	2.87712	-0.06
15987	2.87766	-0.06
15990	2.8782	-0.06
15993	2.87874	-0.06
15996	2.87928	-0.06
15999	2.87982	-0.06
16002	2.88036	-0.06
16005	2.8809	-0.06
16008	2.88144	-0.06
16011	2.88198	-0.06
16014	2.88252	-0.06
16017	2.88306	-0.06
16020	2.8836	-0.06
16023	2.88414	-0.06
16026	2.88468	-0.06
16029	2.88522	-0.06
16032	2.88576	-0.06
16035	2.8863	-0.06
16038	2.88684	-0.06
16041	2.88738	-0.06
16044	2.88792	-0.06
16047	2.88846	-0.06
16050	2.889	-0.06
16053	2.88954	-0.06
16056	2.89008	-0.06
16059	2.89062	-0.06
16062	2.89116	-0.06
16065	2.8917	-0.06
16068	2.89224	-0.06
16071	2.89278	-0.06
16074	2.89332	-0.06
16077	2.89386	-0.06
16080	2.8944	-0.06
16083	2.89494	-0.06
16086	2.89548	-0.06
16089	2.89602	-0.06
16092	2.89656	-0.06
16095	2.8971	-0.06
16098	2.89764	-0.06
16101	2.89818	-0.06
16104	2.89872	-0.06
16107	2.89926	-0.06
16110	2.8998	-0.06
16113	2.90034	-0.06
16116	2.90088	-0.06
16119	2.90142	-0.06
16122	2.90196	-0.06
16125	2.9025	-0.06
16128	2.90304	-0.06
16131	2.90358	-0.06
16134	2.90412	-0.06
16137	2.90466	-0.06
16140	2.9052	-0.06
16143	2.90574	-0.06
16146	2.90628	-0.06
16149	2.90682	-0.06
16152	2.90736	-0.06
16155	2.9079	-0.06
16158	2.90844	-0.06
16161	2.90898	-0.06
16164	2.90952	-0.06
16167	2.91006	-0.06
16170	2.9106	-0.06
16173	2.91114	-0.06
16176	2.91168	-0.06
16179	2.91222	-0.06
16182	2.91276	-0.06
16185	2.9133	-0.06
16188	2.91384	-0.06
16191	2.91438	-0.06
16194	2.91492	-0.06
16197	2.91546	-0.06
16200	2.916	-0.06
16203	2.91654	-0.06
16206	2.91708	-0.06
16209	2.91762	-0.06
16212	2.91816	-0.06
16215	2.9187	-0.06
16218	2.91924	-0.06
16221	2.91978	-0.06
16224	2.92032	-0.06
16227	2.92086	-0.06
16230	2.9214	-0.06
16233	2.92194	-0.06
16236	2.92248	-0.06
16239	2.92302	-0.06
16242	2.92356	-0.06
16245	2.9241	-0.06
16248	2.92464	-0.06
16251	2.92518	-0.06
16254	2.92572	-0.06
16257	2.92626	-0.06
16260	2.9268	-0.06
16263	2.92734	-0.06
16266	2.92788	-0.06
16269	2.92842	-0.06
16272	2.92896	-0.06
16275	2.9295	-0.06
16278	2.93004	-0.06
16281	2.93058	-0.06
16284	2.93112	-0.06
16287	2.93166	-0.06
16290	2.9322	-0.06
16293	2.93274	-0.06
16296	2.93328	-0.06
16299	2.93382	-0.06
16302	2.93436	-0.06
16305	2.9349	-0.06
16308	2.93544	-0.06
16311	2.93598	-0.06
16314	2.93652	-0.06
16317	2.93706	-0.06
16320	2.9376	-0.06
16323	2.93814	-0.06
16326	2.93868	-0.06
16329	2.93922	-0.06
16332	2.93976	-0.06
16335	2.9403	-0.06
16338	2.94084	-0.06
16341	2.94138	-0.06
16344	2.94192	-0.06
16347	2.94246	-0.06
16350	2.943	-0.06
16353	2.94354	-0.06
16356	2.94408	-0.06
16359	2.94462	-0.06
16362	2.94516	-0.06
16365	2.9457	-0.06
16368	2.94624	-0.06
16371	2.94678	-0.06
16374	2.94732	-0.06
16377	2.94786	-0.06
16380	2.9484	-0.06
16383	2.94894	-0.06
16386	2.94948	-0.06
16389	2.95002	-0.06
16392	2.95056	-0.06
16395	2.9511	-0.06
16398	2.95164	-0.06
16401	2.95218	-0.06
16404	2.95272	-0.06
16407	2.95326	-0.06
16410	2.9538	-0.06
16413	2.95434	-0.06
16416	2.95488	-0.06
16419	2.95542	-0.06
16422	2.95596	-0.06
16425	2.9565	-0.06
16428	2.95704	-0.06
16431	2.95758	-0.06
16434	2.95812	-0.06
16437	2.95866	-0.06
16440	2.9592	-0.06
16443	2.95974	-0.06
16446	2.96028	-0.06
16449	2.96082	-0.06
16452	2.96136	-0.06
16455	2.9619	-0.06
16458	2.96244	-0.06
16461	2.96298	-0.06
16464	2.96352	-0.06
16467	2.96406	-0.06
16470	2.9646	-0.06
16473	2.96514	-0.06
16476	2.96568	-0.06
16479	2.96622	-0.06
16482	2.96676	-0.06
16485	2.9673	-0.06
16488	2.96784	-0.06
16491	2.96838	-0.06
16494	2.96892	-0.06
16497	2.96946	-0.06
16500	2.97	-0.06
16503	2.97054	-0.06
16506	2.97108	-0.06
16509	2.97162	-0.06
16512	2.97216	-0.06
16515	2.9727	-0.06
16518	2.97324	-0.06
16521	2.97378	-0.06
16524	2.97432	-0.06
16527	2.97486	-0.06
16530	2.9754	-0.06
16533	2.97594	-0.06
16536	2.97648	-0.06
16539	2.97702	-0.06
16542	2.97756	-0.06
16545	2.9781	-0.06
16548	2.97864	-0.06
16551	2.97918	-0.06
16554	2.97972	-0.06
16557	2.98026	-0.06
16560	2.9808	-0.06
16563	2.98134	-0.06
16566	2.98188	-0.06
16569	2.98242	-0.06
16572	2.98296	-0.06
16575	2.9835	-0.06
16578	2.98404	-0.06
16581	2.98458	-0.06
16584	2.98512	-0.06
16587	2.98566	-0.06
16590	2.9862	-0.06
16593	2.98674	-0.06
16596	2.98728	-0.06
16599	2.98782	-0.06
16602	2.98836	-0.06
16605	2.9889	-0.06
16608	2.98944	-0.06
16611	2.98998	-0.06
16614	2.99052	-0.06
16617	2.99106	-0.06
16620	2.9916	-0.06
16623	2.99214	-0.06
16626	2.99268	-0.06
16629	2.99322	-0.06
16632	2.99376	-0.06
16635	2.9943	-0.06
16638	2.99484	-0.06
16641	2.99538	-0.06
16644	2.99592	-0.06
16647	2.99646	-0.06
16650	2.997	-0.06
16653	2.99754	-0.06
16656	2.99808	-0.06
16659	2.99862	-0.06
16662	2.99916	-0.06
16665	2.9997	-0.06
16668	3.00024	-0.06
16671	3.00078	-0.06
16674	3.00132	-0.06
16677	3.00186	-0.06
16680	3.0024	-0.06
16683	3.00294	-0.06
16686	3.00348	-0.06
16689	3.00402	-0.06
16692	3.00456	-0.06
16695	3.0051	-0.06
16698	3.00564	-0.06
16701	3.00618	-0.06
16704	3.00672	-0.06
16707	3.00726	-0.06
16710	3.0078	-0.06
16713	3.00834	-0.06
16716	3.00888	-0.06
16719	3.00942	-0.06
16722	3.00996	-0.06
16725	3.0105	-0.06
16728	3.01104	-0.06
16731	3.01158	-0.06
16734	3.01212	-0.06
16737	3.01266	-0.06
16740	3.0132	-0.06
16743	3.01374	-0.06
16746	3.01428	-0.06
16749	3.01482	-0.06
16752	3.01536	-0.06
16755	3.0159	-0.06
16758	3.01644	-0.06
16761	3.01698	-0.06
16764	3.01752	-0.06
16767	3.01806	-0.06
16770	3.0186	-0.06
16773	3.01914	-0.06
16776	3.01968	-0.06
16779	3.02022	-0.06
16782	3.02076	-0.06
16785	3.0213	-0.06
16788	3.02184	-0.06
16791	3.02238	-0.06
16794	3.02292	-0.06
16797	3.02346	-0.06
16800	3.024	-0.06
16803	3.02454	-0.06
16806	3.02508	-0.06
16809	3.02562	-0.06
16812	3.02616	-0.06
16815	3.0267	-0.06
16818	3.02724	-0.06
16821	3.02778	-0.06
16824	3.02832	-0.06
16827	3.02886	-0.06
16830	3.0294	-0.06
16833	3.02994	-0.06
16836	3.03048	-0.06
16839	3.03102	-0.06
16842	3.03156	-0.06
16845	3.0321	-0.06
16848	3.03264	-0.06
16851	3.03318	-0.06
16854	3.03372	-0.06
16857	3.03426	-0.06
16860	3.0348	-0.06
16863	3.03534	-0.06
16866	3.03588	-0.06
16869	3.03642	-0.06
16872	3.03696	-0.06
16875	3.0375	-0.06
16878	3.03804	-0.06
16881	3.03858	-0.06
16884	3.03912	-0.06
16887	3.03966	-0.06
16890	3.0402	-0.06
16893	3.04074	-0.06
16896	3.04128	-0.06
16899	3.04182	-0.06
16902	3.04236	-0.06
16905	3.0429	-0.06
16908	3.04344	-0.06
16911	3.04398	-0.06
16914	3.04452	-0.06
16917	3.04506	-0.06
16920	3.0456	-0.06
16923	3.04614	-0.06
16926	3.04668	-0.06
16929	3.04722	-0.06
16932	3.04776	-0.06
16935	3.0483	-0.06
16938	3.04884	-0.06
16941	3.04938	-0.06
16944	3.04992	-0.06
16947	3.05046	-0.06
16950	3.051	-0.06
16953	3.05154	-0.06
16956	3.05208	-0.06
16959	3.05262	-0.06
16962	3.05316	-0.06
16965	3.0537	-0.06
16968	3.05424	-0.06
16971	3.05478	-0.06
16974	3.05532	-0.06
16977	3.05586	-0.06
16980	3.0564	-0.06
16983	3.05694	-0.06
16986	3.05748	-0.06
16989	3.05802	-0.06
16992	3.05856	-0.06
16995	3.0591	-0.06
16998	3.05964	-0.06
17001	3.06018	-0.06
17004	3.06072	-0.06
17007	3.06126	-0.06
17010	3.0618	-0.06
17013	3.06234	-0.06
17016	3.06288	-0.06
17019	3.06342	-0.06
17022	3.06396	-0.06
17025	3.0645	-0.06
17028	3.06504	-0.06
17031	3.06558	-0.06
17034	3.06612	-0.06
17037	3.06666	-0.06
17040	3.0672	-0.06
17043	3.06774	-0.06
17046	3.06828	-0.06
17049	3.06882	-0.06
17052	3.06936	-0.06
17055	3.0699	-0.06
17058	3.07044	-0.06
17061	3.07098	-0.06
17064	3.07152	-0.06
17067	3.07206	-0.06
17070	3.0726	-0.06
17073	3.07314	-0.06
17076	3.07368	-0.06
17079	3.07422	-0.06
17082	3.07476	-0.06
17085	3.0753	-0.06
17088	3.07584	-0.06
17091	3.07638	-0.06
17094	3.07692	-0.06
17097	3.07746	-0.06
17100	3.078	-0.06
17103	3.07854	-0.06
17106	3.07908	-0.06
17109	3.07962	-0.06
17112	3.08016	-0.06
17115	3.0807	-0.06
17118	3.08124	-0.06
17121	3.08178	-0.06
17124	3.08232	-0.06
17127	3.08286	-0.06
17130	3.0834	-0.06
17133	3.08394	-0.06
17136	3.08448	-0.06
17139	3.08502	-0.06
17142	3.08556	-0.06
17145	3.0861	-0.06
17148	3.08664	-0.06
17151	3.08718	-0.06
17154	3.08772	-0.06
17157	3.08826	-0.06
17160	3.0888	-0.06
17163	3.08934	-0.06
17166	3.08988	-0.06
17169	3.09042	-0.06
17172	3.09096	-0.06
17175	3.0915	-0.06
17178	3.09204	-0.06
17181	3.09258	-0.06
17184	3.09312	-0.06
17187	3.09366	-0.06
17190	3.0942	-0.06
17193	3.09474	-0.06
17196	3.09528	-0.06
17199	3.09582	-0.06
17202	3.09636	-0.06
17205	3.0969	-0.06
17208	3.09744	-0.06
17211	3.09798	-0.06
17214	3.09852	-0.06
17217	3.09906	-0.06
17220	3.0996	-0.06
17223	3.10014	-0.06
17226	3.10068	-0.06
17229	3.10122	-0.06
17232	3.10176	-0.06
17235	3.1023	-0.06
17238	3.10284	-0.06
17241	3.10338	-0.06
17244	3.10392	-0.06
17247	3.10446	-0.06
17250	3.105	-0.06
17253	3.10554	-0.06
17256	3.10608	-0.06
17259	3.10662	-0.06
17262	3.10716	-0.06
17265	3.1077	-0.06
17268	3.10824	-0.06
17271	3.10878	-0.06
17274	3.10932	-0.06
17277	3.10986	-0.06
17280	3.1104	-0.06
17283	3.11094	-0.06
17286	3.11148	-0.06
17289	3.11202	-0.06
17292	3.11256	-0.06
17295	3.1131	-0.06
17298	3.11364	-0.06
17301	3.11418	-0.06
17304	3.11472	-0.06
17307	3.11526	-0.06
17310	3.1158	-0.06
17313	3.11634	-0.06
17316	3.11688	-0.06
17319	3.11742	-0.06
17322	3.11796	-0.06
17325	3.1185	-0.06
17328	3.11904	-0.06
17331	3.11958	-0.06
17334	3.12012	-0.06
17337	3.12066	-0.06
17340	3.1212	-0.06
17343	3.12174	-0.06
17346	3.12228	-0.06
17349	3.12282	-0.06
17352	3.12336	-0.06
17355	3.1239	-0.06
17358	3.12444	-0.06
17361	3.12498	-0.06
17364	3.12552	-0.06
17367	3.12606	-0.06
17370	3.1266	-0.06
17373	3.12714	-0.06
17376	3.12768	-0.06
17379	3.12822	-0.06
17382	3.12876	-0.06
17385	3.1293	-0.06
17388	3.12984	-0.06
17391	3.13038	-0.06
