TimeSlice	Time	LH_Knee	LH_AnkleZ	LH_HipZ
14511	2.61198	-0.679909	-1.19042	-0.766908
14514	2.61252	-0.679686	-1.19038	-0.76752
14517	2.61306	-0.679461	-1.19034	-0.768132
14520	2.6136	-0.679236	-1.1903	-0.768743
14523	2.61414	-0.679009	-1.19025	-0.769353
14526	2.61468	-0.678782	-1.19021	-0.769963
14529	2.61522	-0.678553	-1.19016	-0.770572
14532	2.61576	-0.678323	-1.19011	-0.771181
14535	2.6163	-0.678092	-1.19005	-0.771788
14538	2.61684	-0.67786	-1.19	-0.772396
14541	2.61738	-0.677627	-1.18994	-0.773002
14544	2.61792	-0.677393	-1.18988	-0.773608
14547	2.61846	-0.677158	-1.18982	-0.774213
14550	2.619	-0.676921	-1.18975	-0.774818
14553	2.61954	-0.676684	-1.18968	-0.775422
14556	2.62008	-0.676445	-1.18962	-0.776026
14559	2.62062	-0.676205	-1.18954	-0.776628
14562	2.62116	-0.675964	-1.18947	-0.777231
14565	2.6217	-0.675722	-1.1894	-0.777832
14568	2.62224	-0.675479	-1.18932	-0.778433
14571	2.62278	-0.675235	-1.18924	-0.779033
14574	2.62332	-0.67499	-1.18916	-0.779633
14577	2.62386	-0.674743	-1.18907	-0.780231
14580	2.6244	-0.674495	-1.18898	-0.78083
14583	2.62494	-0.674246	-1.18889	-0.781427
14586	2.62548	-0.673997	-1.1888	-0.782024
14589	2.62602	-0.673746	-1.18871	-0.78262
14592	2.62656	-0.673493	-1.18861	-0.783216
14595	2.6271	-0.67324	-1.18852	-0.783811
14598	2.62764	-0.672985	-1.18842	-0.784405
14601	2.62818	-0.67273	-1.18831	-0.784999
14604	2.62872	-0.672473	-1.18821	-0.785592
14607	2.62926	-0.672215	-1.1881	-0.786184
14610	2.6298	-0.671956	-1.18799	-0.786776
14613	2.63034	-0.671696	-1.18788	-0.787367
14616	2.63088	-0.671435	-1.18777	-0.787957
14619	2.63142	-0.671172	-1.18765	-0.788547
14622	2.63196	-0.670909	-1.18753	-0.789136
14625	2.6325	-0.670644	-1.18741	-0.789724
14628	2.63304	-0.670378	-1.18729	-0.790311
14631	2.63358	-0.670111	-1.18717	-0.790898
14634	2.63412	-0.669842	-1.18704	-0.791485
14637	2.63466	-0.669573	-1.18691	-0.79207
14640	2.6352	-0.669302	-1.18678	-0.792655
14643	2.63574	-0.669031	-1.18664	-0.793239
14646	2.63628	-0.668758	-1.18651	-0.793823
14649	2.63682	-0.668484	-1.18637	-0.794406
14652	2.63736	-0.668209	-1.18623	-0.794988
14655	2.6379	-0.667932	-1.18609	-0.795569
14658	2.63844	-0.667655	-1.18594	-0.79615
14661	2.63898	-0.667376	-1.18579	-0.79673
14664	2.63952	-0.667096	-1.18564	-0.797309
14667	2.64006	-0.666815	-1.18549	-0.797888
14670	2.6406	-0.666533	-1.18534	-0.798466
14673	2.64114	-0.66625	-1.18518	-0.799043
14676	2.64168	-0.665965	-1.18502	-0.79962
14679	2.64222	-0.665679	-1.18486	-0.800196
14682	2.64276	-0.665393	-1.1847	-0.800771
14685	2.6433	-0.665105	-1.18453	-0.801346
14688	2.64384	-0.664815	-1.18437	-0.80192
14691	2.64438	-0.664525	-1.1842	-0.802493
14694	2.64492	-0.664233	-1.18402	-0.803065
14697	2.64546	-0.663941	-1.18385	-0.803637
14700	2.646	-0.663647	-1.18367	-0.804208
14703	2.64654	-0.663351	-1.18349	-0.804778
14706	2.64708	-0.663055	-1.18331	-0.805348
14709	2.64762	-0.662758	-1.18313	-0.805916
14712	2.64816	-0.662459	-1.18294	-0.806485
14715	2.6487	-0.662159	-1.18275	-0.807052
14718	2.64924	-0.661858	-1.18256	-0.807619
14721	2.64978	-0.661556	-1.18237	-0.808185
14724	2.65032	-0.661252	-1.18218	-0.80875
14727	2.65086	-0.660948	-1.18198	-0.809315
14730	2.6514	-0.660642	-1.18178	-0.809878
14733	2.65194	-0.660335	-1.18158	-0.810441
14736	2.65248	-0.660027	-1.18137	-0.811004
14739	2.65302	-0.659718	-1.18117	-0.811566
14742	2.65356	-0.659407	-1.18096	-0.812127
14745	2.6541	-0.659095	-1.18075	-0.812687
14748	2.65464	-0.658782	-1.18054	-0.813246
14751	2.65518	-0.658468	-1.18032	-0.813805
14754	2.65572	-0.658153	-1.1801	-0.814363
14757	2.65626	-0.657836	-1.17988	-0.81492
14760	2.6568	-0.657518	-1.17966	-0.815477
14763	2.65734	-0.6572	-1.17944	-0.816033
14766	2.65788	-0.656879	-1.17921	-0.816588
14769	2.65842	-0.656558	-1.17898	-0.817142
14772	2.65896	-0.656235	-1.17875	-0.817696
14775	2.6595	-0.655912	-1.17852	-0.818249
14778	2.66004	-0.655587	-1.17828	-0.818801
14781	2.66058	-0.655261	-1.17804	-0.819352
14784	2.66112	-0.654933	-1.1778	-0.819903
14787	2.66166	-0.654605	-1.17756	-0.820453
14790	2.6622	-0.654275	-1.17732	-0.821002
14793	2.66274	-0.653944	-1.17707	-0.82155
14796	2.66328	-0.653612	-1.17682	-0.822098
14799	2.66382	-0.653278	-1.17657	-0.822645
14802	2.66436	-0.652944	-1.17631	-0.823191
14805	2.6649	-0.652608	-1.17606	-0.823736
14808	2.66544	-0.652271	-1.1758	-0.824281
14811	2.66598	-0.651933	-1.17554	-0.824825
14814	2.66652	-0.651593	-1.17528	-0.825368
14817	2.66706	-0.651252	-1.17501	-0.82591
14820	2.6676	-0.65091	-1.17474	-0.826452
14823	2.66814	-0.650567	-1.17447	-0.826993
14826	2.66868	-0.650223	-1.1742	-0.827533
14829	2.66922	-0.649878	-1.17393	-0.828072
14832	2.66976	-0.649531	-1.17365	-0.828611
14835	2.6703	-0.649183	-1.17337	-0.829149
14838	2.67084	-0.648834	-1.17309	-0.829686
14841	2.67138	-0.648483	-1.17281	-0.830222
14844	2.67192	-0.648132	-1.17252	-0.830757
14847	2.67246	-0.647779	-1.17223	-0.831292
14850	2.673	-0.647425	-1.17194	-0.831826
14853	2.67354	-0.64707	-1.17165	-0.832359
14856	2.67408	-0.646713	-1.17136	-0.832892
14859	2.67462	-0.646355	-1.17106	-0.833423
14862	2.67516	-0.645996	-1.17076	-0.833954
14865	2.6757	-0.645636	-1.17046	-0.834484
14868	2.67624	-0.645275	-1.17015	-0.835014
14871	2.67678	-0.644912	-1.16985	-0.835542
14874	2.67732	-0.644548	-1.16954	-0.83607
14877	2.67786	-0.644183	-1.16923	-0.836597
14880	2.6784	-0.643817	-1.16892	-0.837123
14883	2.67894	-0.64345	-1.1686	-0.837649
14886	2.67948	-0.643081	-1.16828	-0.838173
14889	2.68002	-0.642711	-1.16796	-0.838697
14892	2.68056	-0.64234	-1.16764	-0.83922
14895	2.6811	-0.641967	-1.16732	-0.839742
14898	2.68164	-0.641594	-1.16699	-0.840264
14901	2.68218	-0.641219	-1.16666	-0.840785
14904	2.68272	-0.640843	-1.16633	-0.841304
14907	2.68326	-0.640466	-1.166	-0.841824
14910	2.6838	-0.640087	-1.16566	-0.842342
14913	2.68434	-0.639707	-1.16532	-0.842859
14916	2.68488	-0.639326	-1.16498	-0.843376
14919	2.68542	-0.638944	-1.16464	-0.843892
14922	2.68596	-0.638561	-1.1643	-0.844407
14925	2.6865	-0.638176	-1.16395	-0.844921
14928	2.68704	-0.63779	-1.1636	-0.845435
14931	2.68758	-0.637403	-1.16325	-0.845948
14934	2.68812	-0.637015	-1.1629	-0.84646
14937	2.68866	-0.636625	-1.16254	-0.846971
14940	2.6892	-0.636234	-1.16218	-0.847481
14943	2.68974	-0.635842	-1.16182	-0.84799
14946	2.69028	-0.635449	-1.16146	-0.848499
14949	2.69082	-0.635055	-1.1611	-0.849007
14952	2.69136	-0.634659	-1.16073	-0.849514
14955	2.6919	-0.634262	-1.16036	-0.85002
14958	2.69244	-0.633864	-1.15999	-0.850526
14961	2.69298	-0.633464	-1.15961	-0.85103
14964	2.69352	-0.633064	-1.15924	-0.851534
14967	2.69406	-0.632662	-1.15886	-0.852037
14970	2.6946	-0.632259	-1.15848	-0.852539
14973	2.69514	-0.631855	-1.1581	-0.853041
14976	2.69568	-0.631449	-1.15771	-0.853541
14979	2.69622	-0.631042	-1.15732	-0.854041
14982	2.69676	-0.630634	-1.15693	-0.85454
14985	2.6973	-0.630225	-1.15654	-0.855038
14988	2.69784	-0.629815	-1.15615	-0.855535
14991	2.69838	-0.629403	-1.15575	-0.856032
14994	2.69892	-0.62899	-1.15535	-0.856528
14997	2.69946	-0.628576	-1.15495	-0.857022
15000	2.7	-0.62816	-1.15455	-0.857516
15003	2.70054	-0.627744	-1.15414	-0.85801
15006	2.70108	-0.627326	-1.15374	-0.858502
15009	2.70162	-0.626907	-1.15333	-0.858993
15012	2.70216	-0.626487	-1.15291	-0.859484
15015	2.7027	-0.626065	-1.1525	-0.859974
15018	2.70324	-0.625642	-1.15208	-0.860463
15021	2.70378	-0.625218	-1.15167	-0.860951
15024	2.70432	-0.624793	-1.15124	-0.861438
15027	2.70486	-0.624367	-1.15082	-0.861925
15030	2.7054	-0.623939	-1.1504	-0.86241
15033	2.70594	-0.62351	-1.14997	-0.862895
15036	2.70648	-0.62308	-1.14954	-0.863379
15039	2.70702	-0.622649	-1.14911	-0.863862
15042	2.70756	-0.622216	-1.14867	-0.864345
15045	2.7081	-0.621782	-1.14824	-0.864826
15048	2.70864	-0.621347	-1.1478	-0.865307
15051	2.70918	-0.620911	-1.14736	-0.865787
15054	2.70972	-0.620474	-1.14691	-0.866266
15057	2.71026	-0.620035	-1.14647	-0.866744
15060	2.7108	-0.619595	-1.14602	-0.867221
15063	2.71134	-0.619154	-1.14557	-0.867697
15066	2.71188	-0.618712	-1.14512	-0.868173
15069	2.71242	-0.618268	-1.14467	-0.868648
15072	2.71296	-0.617823	-1.14421	-0.869121
15075	2.7135	-0.617377	-1.14375	-0.869595
15078	2.71404	-0.61693	-1.14329	-0.870067
15081	2.71458	-0.616481	-1.14283	-0.870538
15084	2.71512	-0.616032	-1.14236	-0.871008
15087	2.71566	-0.615581	-1.14189	-0.871478
15090	2.7162	-0.615129	-1.14142	-0.871947
15093	2.71674	-0.614675	-1.14095	-0.872415
15096	2.71728	-0.614221	-1.14048	-0.872882
15099	2.71782	-0.613765	-1.14	-0.873348
15102	2.71836	-0.613308	-1.13952	-0.873813
15105	2.7189	-0.61285	-1.13904	-0.874278
15108	2.71944	-0.61239	-1.13856	-0.874741
15111	2.71998	-0.61193	-1.13808	-0.875204
15114	2.72052	-0.611468	-1.13759	-0.875666
15117	2.72106	-0.611005	-1.1371	-0.876127
15120	2.7216	-0.610541	-1.13661	-0.876587
15123	2.72214	-0.610075	-1.13611	-0.877046
15126	2.72268	-0.609608	-1.13562	-0.877505
15129	2.72322	-0.60914	-1.13512	-0.877962
15132	2.72376	-0.608671	-1.13462	-0.878419
15135	2.7243	-0.608201	-1.13412	-0.878875
15138	2.72484	-0.607729	-1.13361	-0.87933
15141	2.72538	-0.607257	-1.13311	-0.879784
15144	2.72592	-0.606783	-1.1326	-0.880237
15147	2.72646	-0.606307	-1.13209	-0.880689
15150	2.727	-0.605831	-1.13157	-0.881141
15153	2.72754	-0.605353	-1.13106	-0.881591
15156	2.72808	-0.604875	-1.13054	-0.882041
15159	2.72862	-0.604395	-1.13002	-0.88249
15162	2.72916	-0.603913	-1.1295	-0.882938
15165	2.7297	-0.603431	-1.12898	-0.883385
15168	2.73024	-0.602947	-1.12845	-0.883831
15171	2.73078	-0.602463	-1.12792	-0.884277
15174	2.73132	-0.601977	-1.12739	-0.884721
15177	2.73186	-0.601489	-1.12686	-0.885165
15180	2.7324	-0.601001	-1.12632	-0.885608
15183	2.73294	-0.600511	-1.12579	-0.886049
15186	2.73348	-0.600021	-1.12525	-0.88649
15189	2.73402	-0.599529	-1.12471	-0.88693
15192	2.73456	-0.599035	-1.12416	-0.88737
15195	2.7351	-0.598541	-1.12362	-0.887808
15198	2.73564	-0.598045	-1.12307	-0.888245
15201	2.73618	-0.597549	-1.12252	-0.888682
15204	2.73672	-0.597051	-1.12197	-0.889117
15207	2.73726	-0.596552	-1.12142	-0.889552
15210	2.7378	-0.596051	-1.12086	-0.889986
15213	2.73834	-0.59555	-1.1203	-0.890419
15216	2.73888	-0.595047	-1.11974	-0.890851
15219	2.73942	-0.594543	-1.11918	-0.891282
15222	2.73996	-0.594038	-1.11861	-0.891713
15225	2.7405	-0.593532	-1.11805	-0.892142
15228	2.74104	-0.593024	-1.11748	-0.892571
15231	2.74158	-0.592516	-1.11691	-0.892998
15234	2.74212	-0.592006	-1.11633	-0.893425
15237	2.74266	-0.591495	-1.11576	-0.893851
15240	2.7432	-0.590983	-1.11518	-0.894276
15243	2.74374	-0.590469	-1.1146	-0.8947
15246	2.74428	-0.589955	-1.11402	-0.895123
15249	2.74482	-0.589439	-1.11344	-0.895546
15252	2.74536	-0.588922	-1.11285	-0.895967
15255	2.7459	-0.588404	-1.11227	-0.896387
15258	2.74644	-0.587885	-1.11168	-0.896807
15261	2.74698	-0.587365	-1.11108	-0.897226
15264	2.74752	-0.586843	-1.11049	-0.897644
15267	2.74806	-0.58632	-1.10989	-0.89806
15270	2.7486	-0.585796	-1.1093	-0.898476
15273	2.74914	-0.585271	-1.1087	-0.898892
15276	2.74968	-0.584745	-1.10809	-0.899306
15279	2.75022	-0.584218	-1.10749	-0.899719
15282	2.75076	-0.583689	-1.10688	-0.900131
15285	2.7513	-0.58316	-1.10627	-0.900543
15288	2.75184	-0.582629	-1.10566	-0.900953
15291	2.75238	-0.582097	-1.10505	-0.901363
15294	2.75292	-0.581564	-1.10444	-0.901772
15297	2.75346	-0.581029	-1.10382	-0.90218
15300	2.754	-0.580494	-1.1032	-0.902587
15303	2.75454	-0.579957	-1.10258	-0.902993
15306	2.75508	-0.57942	-1.10196	-0.903398
15309	2.75562	-0.578881	-1.10133	-0.903802
15312	2.75616	-0.578341	-1.10071	-0.904206
15315	2.7567	-0.577799	-1.10008	-0.904608
15318	2.75724	-0.577257	-1.09945	-0.90501
15321	2.75778	-0.576714	-1.09881	-0.90541
15324	2.75832	-0.576169	-1.09818	-0.90581
15327	2.75886	-0.575623	-1.09754	-0.906209
15330	2.7594	-0.575076	-1.0969	-0.906606
15333	2.75994	-0.574528	-1.09626	-0.907003
15336	2.76048	-0.573979	-1.09562	-0.907399
15339	2.76102	-0.573429	-1.09497	-0.907795
15342	2.76156	-0.572877	-1.09433	-0.908189
15345	2.7621	-0.572325	-1.09368	-0.908582
15348	2.76264	-0.571771	-1.09303	-0.908975
15351	2.76318	-0.571216	-1.09237	-0.909366
15354	2.76372	-0.57066	-1.09172	-0.909757
15357	2.76426	-0.570103	-1.09106	-0.910146
15360	2.7648	-0.569545	-1.0904	-0.910535
15363	2.76534	-0.568986	-1.08974	-0.910923
15366	2.76588	-0.568426	-1.08908	-0.91131
15369	2.76642	-0.567864	-1.08841	-0.911696
15372	2.76696	-0.567301	-1.08775	-0.912081
15375	2.7675	-0.566738	-1.08708	-0.912465
15378	2.76804	-0.566173	-1.08641	-0.912848
15381	2.76858	-0.565607	-1.08573	-0.91323
15384	2.76912	-0.56504	-1.08506	-0.913612
15387	2.76966	-0.564472	-1.08438	-0.913992
15390	2.7702	-0.563902	-1.0837	-0.914372
15393	2.77074	-0.563332	-1.08302	-0.91475
15396	2.77128	-0.56276	-1.08234	-0.915128
15399	2.77182	-0.562188	-1.08166	-0.915505
15402	2.77236	-0.561614	-1.08097	-0.915881
15405	2.7729	-0.561039	-1.08028	-0.916255
15408	2.77344	-0.560463	-1.07959	-0.916629
15411	2.77398	-0.559887	-1.0789	-0.917003
15414	2.77452	-0.559309	-1.0782	-0.917375
15417	2.77506	-0.558729	-1.07751	-0.917746
15420	2.7756	-0.558149	-1.07681	-0.918116
15423	2.77614	-0.557568	-1.07611	-0.918486
15426	2.77668	-0.556986	-1.07541	-0.918854
15429	2.77722	-0.556402	-1.0747	-0.919222
15432	2.77776	-0.555818	-1.074	-0.919588
15435	2.7783	-0.555232	-1.07329	-0.919954
15438	2.77884	-0.554645	-1.07258	-0.920319
15441	2.77938	-0.554058	-1.07187	-0.920682
15444	2.77992	-0.553469	-1.07115	-0.921045
15447	2.78046	-0.552879	-1.07044	-0.921407
15450	2.781	-0.552288	-1.06972	-0.921768
15453	2.78154	-0.551696	-1.069	-0.922128
15456	2.78208	-0.551103	-1.06828	-0.922487
15459	2.78262	-0.550509	-1.06756	-0.922846
15462	2.78316	-0.549914	-1.06683	-0.923203
15465	2.7837	-0.549317	-1.06611	-0.923559
15468	2.78424	-0.54872	-1.06538	-0.923915
15471	2.78478	-0.548122	-1.06465	-0.924269
15474	2.78532	-0.547522	-1.06392	-0.924623
15477	2.78586	-0.546922	-1.06318	-0.924976
15480	2.7864	-0.54632	-1.06245	-0.925327
15483	2.78694	-0.545718	-1.06171	-0.925678
15486	2.78748	-0.545114	-1.06097	-0.926028
15489	2.78802	-0.54451	-1.06023	-0.926377
15492	2.78856	-0.543904	-1.05948	-0.926725
15495	2.7891	-0.543298	-1.05874	-0.927072
15498	2.78964	-0.54269	-1.05799	-0.927418
15501	2.79018	-0.542081	-1.05724	-0.927763
15504	2.79072	-0.541472	-1.05649	-0.928107
15507	2.79126	-0.540861	-1.05574	-0.928451
15510	2.7918	-0.540249	-1.05498	-0.928793
15513	2.79234	-0.539636	-1.05423	-0.929135
15516	2.79288	-0.539022	-1.05347	-0.929475
15519	2.79342	-0.538408	-1.05271	-0.929815
15522	2.79396	-0.537792	-1.05195	-0.930153
15525	2.7945	-0.537175	-1.05119	-0.930491
15528	2.79504	-0.536557	-1.05042	-0.930828
15531	2.79558	-0.535938	-1.04965	-0.931164
15534	2.79612	-0.535318	-1.04888	-0.931499
15537	2.79666	-0.534698	-1.04811	-0.931832
15540	2.7972	-0.534076	-1.04734	-0.932166
15543	2.79774	-0.533453	-1.04657	-0.932498
15546	2.79828	-0.532829	-1.04579	-0.932829
15549	2.79882	-0.532204	-1.04501	-0.933159
15552	2.79936	-0.531579	-1.04423	-0.933488
15555	2.7999	-0.530952	-1.04345	-0.933817
15558	2.80044	-0.530324	-1.04267	-0.934144
15561	2.80098	-0.529695	-1.04189	-0.93447
15564	2.80152	-0.529066	-1.0411	-0.934796
15567	2.80206	-0.528435	-1.04031	-0.935121
15570	2.8026	-0.527803	-1.03952	-0.935444
15573	2.80314	-0.527171	-1.03873	-0.935767
15576	2.80368	-0.526537	-1.03794	-0.936089
15579	2.80422	-0.525903	-1.03714	-0.93641
15582	2.80476	-0.525267	-1.03634	-0.936729
15585	2.8053	-0.524631	-1.03555	-0.937048
15588	2.80584	-0.523993	-1.03475	-0.937366
15591	2.80638	-0.523355	-1.03394	-0.937683
15594	2.80692	-0.522715	-1.03314	-0.938
15597	2.80746	-0.522075	-1.03233	-0.938315
15600	2.808	-0.521434	-1.03153	-0.938629
15603	2.80854	-0.520792	-1.03072	-0.938942
15606	2.80908	-0.520149	-1.02991	-0.939255
15609	2.80962	-0.519505	-1.0291	-0.939566
15612	2.81016	-0.51886	-1.02828	-0.939877
15615	2.8107	-0.518214	-1.02747	-0.940186
15618	2.81124	-0.517567	-1.02665	-0.940495
15621	2.81178	-0.516919	-1.02583	-0.940803
15624	2.81232	-0.516271	-1.02501	-0.941109
15627	2.81286	-0.515621	-1.02419	-0.941415
15630	2.8134	-0.51497	-1.02336	-0.94172
15633	2.81394	-0.514319	-1.02254	-0.942024
15636	2.81448	-0.513667	-1.02171	-0.942327
15639	2.81502	-0.513013	-1.02088	-0.942629
15642	2.81556	-0.512359	-1.02005	-0.94293
15645	2.8161	-0.511704	-1.01922	-0.94323
15648	2.81664	-0.511048	-1.01839	-0.943529
15651	2.81718	-0.510391	-1.01755	-0.943828
15654	2.81772	-0.509734	-1.01672	-0.944125
15657	2.81826	-0.509075	-1.01588	-0.944422
15660	2.8188	-0.508415	-1.01504	-0.944717
15663	2.81934	-0.507755	-1.0142	-0.945011
15666	2.81988	-0.507094	-1.01335	-0.945305
15669	2.82042	-0.506432	-1.01251	-0.945598
15672	2.82096	-0.505769	-1.01166	-0.945889
15675	2.8215	-0.505105	-1.01081	-0.94618
15678	2.82204	-0.50444	-1.00996	-0.94647
15681	2.82258	-0.503774	-1.00911	-0.946759
15684	2.82312	-0.503108	-1.00826	-0.947047
15687	2.82366	-0.50244	-1.0074	-0.947334
15690	2.8242	-0.501772	-1.00655	-0.94762
15693	2.82474	-0.501103	-1.00569	-0.947905
15696	2.82528	-0.500433	-1.00483	-0.948189
15699	2.82582	-0.499762	-1.00397	-0.948473
15702	2.82636	-0.499091	-1.00311	-0.948755
15705	2.8269	-0.498418	-1.00225	-0.949036
15708	2.82744	-0.497745	-1.00138	-0.949317
15711	2.82798	-0.497071	-1.00051	-0.949596
15714	2.82852	-0.496396	-0.999646	-0.949875
15717	2.82906	-0.49572	-0.998777	-0.950152
15720	2.8296	-0.495043	-0.997905	-0.950429
15723	2.83014	-0.494366	-0.997033	-0.950705
15726	2.83068	-0.493687	-0.996158	-0.95098
15729	2.83122	-0.493008	-0.995283	-0.951253
15732	2.83176	-0.492328	-0.994406	-0.951526
15735	2.8323	-0.491647	-0.993527	-0.951798
15738	2.83284	-0.490966	-0.992647	-0.952069
15741	2.83338	-0.490284	-0.991765	-0.95234
15744	2.83392	-0.4896	-0.990882	-0.952609
15747	2.83446	-0.488916	-0.989997	-0.952877
15750	2.835	-0.488232	-0.989111	-0.953144
15753	2.83554	-0.487546	-0.988224	-0.953411
15756	2.83608	-0.48686	-0.987335	-0.953676
15759	2.83662	-0.486173	-0.986444	-0.953941
15762	2.83716	-0.485485	-0.985553	-0.954204
15765	2.8377	-0.484796	-0.984659	-0.954467
15768	2.83824	-0.484107	-0.983765	-0.954729
15771	2.83878	-0.483416	-0.982868	-0.954989
15774	2.83932	-0.482725	-0.981971	-0.955249
15777	2.83986	-0.482034	-0.981072	-0.955508
15780	2.8404	-0.481341	-0.980172	-0.955766
15783	2.84094	-0.480648	-0.97927	-0.956023
15786	2.84148	-0.479954	-0.978367	-0.956279
15789	2.84202	-0.479259	-0.977462	-0.956534
15792	2.84256	-0.478563	-0.976556	-0.956788
15795	2.8431	-0.477867	-0.975649	-0.957042
15798	2.84364	-0.47717	-0.97474	-0.957294
15801	2.84418	-0.476472	-0.97383	-0.957545
15804	2.84472	-0.475774	-0.972918	-0.957796
15807	2.84526	-0.475074	-0.972005	-0.958045
15810	2.8458	-0.474374	-0.971091	-0.958294
15813	2.84634	-0.473674	-0.970176	-0.958542
15816	2.84688	-0.472972	-0.969259	-0.958789
15819	2.84742	-0.47227	-0.968341	-0.959034
15822	2.84796	-0.471567	-0.967421	-0.959279
15825	2.8485	-0.470864	-0.9665	-0.959523
15828	2.84904	-0.47016	-0.965578	-0.959766
15831	2.84958	-0.469455	-0.964654	-0.960008
15834	2.85012	-0.468749	-0.963729	-0.960249
15837	2.85066	-0.468042	-0.962803	-0.96049
15840	2.8512	-0.467335	-0.961876	-0.960729
15843	2.85174	-0.466628	-0.960947	-0.960967
15846	2.85228	-0.465919	-0.960017	-0.961205
15849	2.85282	-0.46521	-0.959085	-0.961441
15852	2.85336	-0.4645	-0.958153	-0.961677
15855	2.8539	-0.46379	-0.957219	-0.961912
15858	2.85444	-0.463079	-0.956284	-0.962145
15861	2.85498	-0.462367	-0.955347	-0.962378
15864	2.85552	-0.461654	-0.954409	-0.96261
15867	2.85606	-0.460941	-0.95347	-0.962841
15870	2.8566	-0.460227	-0.95253	-0.963071
15873	2.85714	-0.459513	-0.951589	-0.9633
15876	2.85768	-0.458798	-0.950646	-0.963528
15879	2.85822	-0.458082	-0.949702	-0.963756
15882	2.85876	-0.457366	-0.948757	-0.963982
15885	2.8593	-0.456649	-0.94781	-0.964207
15888	2.85984	-0.455931	-0.946863	-0.964432
15891	2.86038	-0.455213	-0.945914	-0.964655
15894	2.86092	-0.454494	-0.944964	-0.964878
15897	2.86146	-0.453774	-0.944013	-0.9651
15900	2.862	-0.453054	-0.94306	-0.965321
15903	2.86254	-0.452333	-0.942107	-0.96554
15906	2.86308	-0.451612	-0.941152	-0.965759
15909	2.86362	-0.45089	-0.940196	-0.965977
15912	2.86416	-0.450167	-0.939239	-0.966195
15915	2.8647	-0.449444	-0.93828	-0.966411
15918	2.86524	-0.44872	-0.937321	-0.966626
15921	2.86578	-0.447996	-0.93636	-0.96684
15924	2.86632	-0.447271	-0.935399	-0.967054
15927	2.86686	-0.446545	-0.934436	-0.967266
15930	2.8674	-0.445819	-0.933472	-0.967478
15933	2.86794	-0.445092	-0.932506	-0.967689
15936	2.86848	-0.444365	-0.93154	-0.967898
15939	2.86902	-0.443637	-0.930573	-0.968107
15942	2.86956	-0.442908	-0.929604	-0.968315
15945	2.8701	-0.442179	-0.928634	-0.968522
15948	2.87064	-0.44145	-0.927664	-0.968728
15951	2.87118	-0.440719	-0.926692	-0.968933
15954	2.87172	-0.439989	-0.925719	-0.969138
15957	2.87226	-0.439258	-0.924745	-0.969341
15960	2.8728	-0.438526	-0.92377	-0.969544
15963	2.87334	-0.437793	-0.922794	-0.969745
15966	2.87388	-0.437061	-0.921816	-0.969946
15969	2.87442	-0.436327	-0.920838	-0.970145
15972	2.87496	-0.435593	-0.919859	-0.970344
15975	2.8755	-0.434859	-0.918878	-0.970542
15978	2.87604	-0.434124	-0.917897	-0.970739
15981	2.87658	-0.433388	-0.916914	-0.970935
15984	2.87712	-0.432652	-0.915931	-0.97113
15987	2.87766	-0.431916	-0.914946	-0.971325
15990	2.8782	-0.431179	-0.913961	-0.971518
15993	2.87874	-0.430441	-0.912974	-0.97171
15996	2.87928	-0.429703	-0.911987	-0.971902
15999	2.87982	-0.428964	-0.910998	-0.972093
16002	2.88036	-0.428225	-0.910008	-0.972282
16005	2.8809	-0.427486	-0.909018	-0.972471
16008	2.88144	-0.426746	-0.908026	-0.972659
16011	2.88198	-0.426006	-0.907034	-0.972846
16014	2.88252	-0.425265	-0.90604	-0.973032
16017	2.88306	-0.424523	-0.905046	-0.973217
16020	2.8836	-0.423781	-0.90405	-0.973402
16023	2.88414	-0.423039	-0.903054	-0.973585
16026	2.88468	-0.422296	-0.902057	-0.973768
16029	2.88522	-0.421553	-0.901058	-0.973949
16032	2.88576	-0.420809	-0.900059	-0.97413
16035	2.8863	-0.420065	-0.899059	-0.97431
16038	2.88684	-0.419321	-0.898058	-0.974489
16041	2.88738	-0.418576	-0.897056	-0.974667
16044	2.88792	-0.41783	-0.896053	-0.974844
16047	2.88846	-0.417084	-0.89505	-0.97502
16050	2.889	-0.416338	-0.894045	-0.975195
16053	2.88954	-0.415591	-0.893039	-0.97537
16056	2.89008	-0.414844	-0.892033	-0.975543
16059	2.89062	-0.414097	-0.891026	-0.975716
16062	2.89116	-0.413349	-0.890017	-0.975888
16065	2.8917	-0.4126	-0.889008	-0.976058
16068	2.89224	-0.411851	-0.887998	-0.976228
16071	2.89278	-0.411102	-0.886988	-0.976398
16074	2.89332	-0.410353	-0.885976	-0.976566
16077	2.89386	-0.409603	-0.884964	-0.976733
16080	2.8944	-0.408853	-0.88395	-0.976899
16083	2.89494	-0.408102	-0.882936	-0.977065
16086	2.89548	-0.407351	-0.881921	-0.97723
16089	2.89602	-0.406599	-0.880905	-0.977393
16092	2.89656	-0.405848	-0.879889	-0.977556
16095	2.8971	-0.405095	-0.878872	-0.977718
16098	2.89764	-0.404343	-0.877853	-0.977879
16101	2.89818	-0.40359	-0.876834	-0.97804
16104	2.89872	-0.402837	-0.875815	-0.978199
16107	2.89926	-0.402083	-0.874794	-0.978357
16110	2.8998	-0.401329	-0.873773	-0.978515
16113	2.90034	-0.400575	-0.872751	-0.978672
16116	2.90088	-0.39982	-0.871728	-0.978827
16119	2.90142	-0.399066	-0.870704	-0.978982
