Time	LH_RectusFemoris	LH_RectusFemoris	
2.11626	0.04544808	-0.00456693	
2.1168	0.04544562	-0.004560031	
2.11734	0.04544316	-0.004553132	
2.11788	0.0454407	-0.004560031	
2.11842	0.04543823	-0.00456693	
2.11896	0.04543577	-0.00456693	
2.1195	0.0454333	-0.00456693	
2.12004	0.04543083	-0.004580727	
2.12058	0.04542835	-0.004580727	
2.12112	0.04542588	-0.004580727	
2.12166	0.04542341	-0.004580727	
2.1222	0.04542093	-0.004587626	
2.12274	0.04541845	-0.004587626	
2.12328	0.04541597	-0.004601423	
2.12382	0.04541348	-0.004601423	
2.12436	0.045411	-0.004594524	
2.1249	0.04540852	-0.004594524	
2.12544	0.04540603	-0.004608322	
2.12598	0.04540354	-0.00461522	
2.12652	0.04540105	-0.004608322	
2.12706	0.04539856	-0.004608322	
2.1276	0.04539607	-0.004622119	
2.12814	0.04539357	-0.004622119	
2.12868	0.04539108	-0.004622119	
2.12922	0.04538858	-0.004629018	
2.12976	0.04538608	-0.004629018	
2.1303	0.04538358	-0.004629018	
2.13084	0.04538108	-0.004629018	
2.13138	0.04537857	-0.004642815	
2.13192	0.04537607	-0.004635917	
2.13246	0.04537356	-0.004649714	
2.133	0.04537105	-0.004635917	
2.13354	0.04536854	-0.004649714	
2.13408	0.04536603	-0.004656612	
2.13462	0.04536352	-0.004649714	
2.13516	0.045361	-0.004663511	
2.1357	0.04535848	-0.004656612	
2.13624	0.04535596	-0.004663511	
2.13678	0.04535344	-0.00467041	
2.13732	0.04535092	-0.004663511	
2.13786	0.0453484	-0.00467041	
2.1384	0.04534588	-0.00467041	
2.13894	0.04534335	-0.004677309	
2.13948	0.04534082	-0.004684207	
2.14002	0.0453383	-0.004677309	
2.14056	0.04533577	-0.004684207	
2.1411	0.04533324	-0.004684207	
2.14164	0.04533071	-0.004691106	
2.14218	0.04532818	-0.004684207	
2.14272	0.04532564	-0.004691106	
2.14326	0.04532311	-0.004698005	
2.1438	0.04532057	-0.004698005	
2.14434	0.04531803	-0.004698005	
2.14488	0.04531549	-0.004711802	
2.14542	0.04531295	-0.004698005	
2.14596	0.04531041	-0.004711802	
2.1465	0.04530787	-0.004704903	
2.14704	0.04530532	-0.004718701	
2.14758	0.04530277	-0.004711802	
2.14812	0.04530022	-0.004725599	
2.14866	0.04529767	-0.004718701	
2.1492	0.04529513	-0.004718701	
2.14974	0.04529257	-0.004732498	
2.15028	0.04529002	-0.004725599	
2.15082	0.04528747	-0.004725599	
2.15136	0.04528491	-0.004732498	
2.1519	0.04528236	-0.004732498	
2.15244	0.0452798	-0.004739397	
2.15298	0.04527724	-0.004739397	
2.15352	0.04527468	-0.004739397	
2.15406	0.04527212	-0.004739397	
2.1546	0.04526956	-0.004746296	
2.15514	0.04526699	-0.004746296	
2.15568	0.04526443	-0.004753194	
2.15622	0.04526186	-0.004753194	
2.15676	0.04525929	-0.004753194	
2.1573	0.04525673	-0.004753194	
2.15784	0.04525415	-0.004766991	
2.15838	0.04525158	-0.004760093	
2.15892	0.04524901	-0.004760093	
2.15946	0.04524644	-0.004760093	
2.16	0.04524387	-0.004766991	
2.16054	0.04524129	-0.004766991	
2.16108	0.04523871	-0.00477389	
2.16162	0.04523614	-0.00477389	
2.16216	0.04523356	-0.00477389	
2.1627	0.04523098	-0.00477389	
2.16324	0.0452284	-0.00477389	
2.16378	0.04522582	-0.004787688	
2.16432	0.04522323	-0.004787688	
2.16486	0.04522065	-0.00477389	
2.1654	0.04521807	-0.004787688	
2.16594	0.04521548	-0.004787688	
2.16648	0.04521289	-0.004794586	
2.16702	0.04521031	-0.004787688	
2.16756	0.04520772	-0.004801485	
2.1681	0.04520513	-0.004787688	
2.16864	0.04520254	-0.004801485	
2.16918	0.04519994	-0.004808384	
2.16972	0.04519735	-0.004794586	
2.17026	0.04519476	-0.004808384	
2.1708	0.04519216	-0.004801485	
2.17134	0.04518957	-0.004801485	
2.17188	0.04518697	-0.004808384	
2.17242	0.04518438	-0.004808384	
2.17296	0.04518178	-0.004815282	
2.1735	0.04517918	-0.004815282	
2.17404	0.04517658	-0.004815282	
2.17458	0.04517398	-0.004808384	
2.17512	0.04517138	-0.004822181	
2.17566	0.04516877	-0.004822181	
2.1762	0.04516617	-0.004822181	
2.17674	0.04516356	-0.00482908	
2.17728	0.04516096	-0.004822181	
2.17782	0.04515835	-0.004822181	
2.17836	0.04515574	-0.00482908	
2.1789	0.04515314	-0.00482908	
2.17944	0.04515053	-0.00482908	
2.17998	0.04514792	-0.004835978	
2.18052	0.04514531	-0.004835978	
2.18106	0.0451427	-0.004835978	
2.1816	0.04514008	-0.004835978	
2.18214	0.04513747	-0.004835978	
2.18268	0.04513485	-0.004849776	
2.18322	0.04513224	-0.004835978	
2.18376	0.04512963	-0.004842877	
2.1843	0.04512701	-0.004842877	
2.18484	0.04512439	-0.004849776	
2.18538	0.04512178	-0.004842877	
2.18592	0.04511916	-0.004849776	
2.18646	0.04511654	-0.004849776	
2.187	0.04511392	-0.004856674	
2.18754	0.0451113	-0.004842877	
2.18808	0.04510868	-0.004863573	
2.18862	0.04510606	-0.004842877	
2.18916	0.04510343	-0.004863573	
2.1897	0.04510081	-0.004856674	
2.19024	0.04509819	-0.004856674	
2.19078	0.04509556	-0.004863573	
2.19132	0.04509294	-0.004863573	
2.19186	0.04509031	-0.004856674	
2.1924	0.04508768	-0.004870472	
2.19294	0.04508506	-0.004863573	
2.19348	0.04508243	-0.004863573	
2.19402	0.0450798	-0.004863573	
2.19456	0.04507717	-0.00487737	
2.1951	0.04507454	-0.004870472	
2.19564	0.04507191	-0.004870472	
2.19618	0.04506928	-0.004870472	
2.19672	0.04506665	-0.004870472	
2.19726	0.04506402	-0.00487737	
2.1978	0.04506139	-0.004870472	
2.19834	0.04505875	-0.00487737	
2.19888	0.04505612	-0.00487737	
2.19942	0.04505349	-0.00487737	
2.19996	0.04505085	-0.004884269	
2.2005	0.04504821	-0.00487737	
2.20104	0.04504558	-0.00487737	
2.20158	0.04504294	-0.004884269	
2.20212	0.04504031	-0.004884269	
2.20266	0.04503767	-0.004884269	
2.2032	0.04503503	-0.004884269	
2.20374	0.04503239	-0.004884269	
2.20428	0.04502976	-0.004884269	
2.20482	0.04502711	-0.004891168	
2.20536	0.04502447	-0.004898067	
2.2059	0.04502183	-0.004884269	
2.20644	0.04501919	-0.004884269	
2.20698	0.04501655	-0.004891168	
2.20752	0.04501391	-0.004891168	
2.20806	0.04501127	-0.004898067	
2.2086	0.04500863	-0.004891168	
2.20914	0.04500598	-0.004891168	
2.20968	0.04500334	-0.004891168	
2.21022	0.0450007	-0.004898067	
2.21076	0.04499805	-0.004898067	
2.2113	0.04499541	-0.004898067	
2.21184	0.04499276	-0.004898067	
2.21238	0.04499012	-0.004898067	
2.21292	0.04498747	-0.004904965	
2.21346	0.04498482	-0.004898067	
2.214	0.04498218	-0.004904965	
2.21454	0.04497953	-0.004898067	
2.21508	0.04497689	-0.004898067	
2.21562	0.04497424	-0.004904965	
2.21616	0.04497159	-0.004898067	
2.2167	0.04496894	-0.004904965	
2.21724	0.0449663	-0.004904965	
2.21778	0.04496365	-0.004904965	
2.21832	0.044961	-0.004898067	
2.21886	0.04495835	-0.004911864	
2.2194	0.0449557	-0.004911864	
2.21994	0.04495305	-0.004904965	
2.22048	0.0449504	-0.004904965	
2.22102	0.04494775	-0.004904965	
2.22156	0.0449451	-0.004911864	
2.2221	0.04494245	-0.004904965	
2.22264	0.0449398	-0.004911864	
2.22318	0.04493714	-0.004911864	
2.22372	0.0449345	-0.004904965	
2.22426	0.04493185	-0.004904965	
2.2248	0.04492919	-0.004925661	
2.22534	0.04492654	-0.004898067	
2.22588	0.04492389	-0.004911864	
2.22642	0.04492124	-0.004911864	
2.22696	0.04491859	-0.004911864	
2.2275	0.04491593	-0.004911864	
2.22804	0.04491328	-0.004911864	
2.22858	0.04491063	-0.004911864	
2.22912	0.04490797	-0.004918762	
2.22966	0.04490532	-0.004911864	
2.2302	0.04490266	-0.004918762	
2.23074	0.04490002	-0.004898067	
2.23128	0.04489736	-0.004925661	
2.23182	0.04489471	-0.004911864	
2.23236	0.04489205	-0.004918762	
2.2329	0.0448894	-0.004911864	
2.23344	0.04488675	-0.004904965	
2.23398	0.04488409	-0.004925661	
2.23452	0.04488143	-0.004918762	
2.23506	0.04487878	-0.004904965	
2.2356	0.04487612	-0.004925661	
2.23614	0.04487347	-0.004911864	
2.23668	0.04487082	-0.004911864	
2.23722	0.04486817	-0.004911864	
2.23776	0.04486551	-0.004918762	
2.2383	0.04486286	-0.004918762	
2.23884	0.0448602	-0.004911864	
2.23938	0.04485754	-0.004925661	
2.23992	0.04485489	-0.004904965	
2.24046	0.04485224	-0.004918762	
2.241	0.04484958	-0.004918762	
2.24154	0.04484693	-0.004911864	
2.24208	0.04484428	-0.004911864	
2.24262	0.04484162	-0.004925661	
2.24316	0.04483896	-0.004911864	
2.2437	0.04483631	-0.004911864	
2.24424	0.04483366	-0.004918762	
2.24478	0.044831	-0.004911864	
2.24532	0.04482835	-0.004911864	
2.24586	0.0448257	-0.004918762	
2.2464	0.04482304	-0.004918762	
2.24694	0.04482038	-0.004918762	
2.24748	0.04481773	-0.004911864	
2.24802	0.04481507	-0.004918762	
2.24856	0.04481242	-0.004911864	
2.2491	0.04480977	-0.004911864	
2.24964	0.04480712	-0.004911864	
2.25018	0.04480447	-0.004911864	
2.25072	0.04480181	-0.004911864	
2.25126	0.04479916	-0.004911864	
2.2518	0.0447965	-0.004918762	
2.25234	0.04479386	-0.004904965	
2.25288	0.0447912	-0.004918762	
2.25342	0.04478855	-0.004904965	
2.25396	0.0447859	-0.004911864	
2.2545	0.04478324	-0.004918762	
2.25504	0.04478059	-0.004904965	
2.25558	0.04477794	-0.004911864	
2.25612	0.04477529	-0.004904965	
2.25666	0.04477264	-0.004911864	
2.2572	0.04476998	-0.004918762	
2.25774	0.04476733	-0.004911864	
2.25828	0.04476468	-0.004904965	
2.25882	0.04476203	-0.004904965	
2.25936	0.04475939	-0.004904965	
2.2599	0.04475673	-0.004911864	
2.26044	0.04475408	-0.004904965	
2.26098	0.04475144	-0.004904965	
2.26152	0.04474879	-0.004904965	
2.26206	0.04474613	-0.004911864	
2.2626	0.04474349	-0.004904965	
2.26314	0.04474084	-0.004904965	
2.26368	0.04473819	-0.004898067	
2.26422	0.04473554	-0.004911864	
2.26476	0.04473289	-0.004898067	
2.2653	0.04473025	-0.004904965	
2.26584	0.0447276	-0.004898067	
2.26638	0.04472496	-0.004898067	
2.26692	0.04472231	-0.004904965	
2.26746	0.04471966	-0.004898067	
2.268	0.04471701	-0.004904965	
2.26854	0.04471437	-0.004891168	
2.26908	0.04471173	-0.004891168	
2.26962	0.04470908	-0.004904965	
2.27016	0.04470644	-0.004898067	
2.2707	0.04470379	-0.004898067	
2.27124	0.04470116	-0.004884269	
2.27178	0.04469851	-0.004904965	
2.27232	0.04469587	-0.004891168	
2.27286	0.04469322	-0.004898067	
2.2734	0.04469058	-0.004884269	
2.27394	0.04468794	-0.004898067	
2.27448	0.0446853	-0.004891168	
2.27502	0.04468266	-0.004884269	
2.27556	0.04468001	-0.004898067	
2.2761	0.04467738	-0.00487737	
2.27664	0.04467474	-0.004898067	
2.27718	0.0446721	-0.004884269	
2.27772	0.04466946	-0.004891168	
2.27826	0.04466682	-0.00487737	
2.2788	0.04466419	-0.004884269	
2.27934	0.04466155	-0.004884269	
2.27988	0.04465891	-0.004884269	
2.28042	0.04465627	-0.004884269	
2.28096	0.04465364	-0.00487737	
2.2815	0.044651	-0.004884269	
2.28204	0.04464836	-0.004884269	
2.28258	0.04464574	-0.004863573	
2.28312	0.0446431	-0.004884269	
2.28366	0.04464047	-0.00487737	
2.2842	0.04463784	-0.004870472	
2.28474	0.0446352	-0.00487737	
2.28528	0.04463257	-0.004884269	
2.28582	0.04462994	-0.004863573	
2.28636	0.04462731	-0.004870472	
2.2869	0.04462468	-0.00487737	
2.28744	0.04462205	-0.004856674	
2.28798	0.04461942	-0.00487737	
2.28852	0.04461679	-0.004870472	
2.28906	0.04461416	-0.004863573	
2.2896	0.04461154	-0.004856674	
2.29014	0.04460891	-0.00487737	
2.29068	0.04460628	-0.004863573	
2.29122	0.04460366	-0.004856674	
2.29176	0.04460103	-0.004863573	
2.2923	0.04459841	-0.004856674	
2.29284	0.04459579	-0.004856674	
2.29338	0.04459317	-0.004849776	
2.29392	0.04459054	-0.004856674	
2.29446	0.04458792	-0.004863573	
2.295	0.0445853	-0.004856674	
2.29554	0.04458268	-0.004849776	
2.29608	0.04458005	-0.004856674	
2.29662	0.04457743	-0.004856674	
2.29716	0.04457482	-0.004842877	
2.2977	0.0445722	-0.004842877	
2.29824	0.04456959	-0.004842877	
2.29878	0.04456697	-0.004849776	
2.29932	0.04456436	-0.004835978	
2.29986	0.04456174	-0.004842877	
2.3004	0.04455912	-0.004856674	
2.30094	0.04455651	-0.004835978	
2.30148	0.04455389	-0.004835978	
2.30202	0.04455128	-0.004835978	
2.30256	0.04454867	-0.004835978	
2.3031	0.04454606	-0.004835978	
2.30364	0.04454345	-0.00482908	
2.30418	0.04454084	-0.004842877	
2.30472	0.04453823	-0.00482908	
2.30526	0.04453562	-0.004835978	
2.3058	0.04453301	-0.004822181	
2.30634	0.04453041	-0.00482908	
2.30688	0.0445278	-0.004822181	
2.30742	0.0445252	-0.004822181	
2.30796	0.04452259	-0.004822181	
2.3085	0.04451999	-0.00482908	
2.30904	0.04451739	-0.004815282	
2.30958	0.04451479	-0.004815282	
2.31012	0.04451218	-0.00482908	
2.31066	0.04450958	-0.004808384	
2.3112	0.04450698	-0.004815282	
2.31174	0.04450439	-0.004808384	
2.31228	0.04450178	-0.004822181	
2.31282	0.04449919	-0.004794586	
2.31336	0.04449659	-0.004815282	
2.3139	0.044494	-0.004801485	
2.31444	0.0444914	-0.004808384	
2.31498	0.04448881	-0.004801485	
2.31552	0.04448621	-0.004808384	
2.31606	0.04448362	-0.004794586	
2.3166	0.04448103	-0.004808384	
2.31714	0.04447844	-0.004787688	
2.31768	0.04447585	-0.004801485	
2.31822	0.04447326	-0.004801485	
2.31876	0.04447067	-0.004787688	
2.3193	0.04446808	-0.004794586	
2.31984	0.0444655	-0.004787688	
2.32038	0.04446291	-0.004787688	
2.32092	0.04446033	-0.004787688	
2.32146	0.04445774	-0.004780789	
2.322	0.04445516	-0.004780789	
2.32254	0.04445258	-0.004780789	
2.32308	0.04445	-0.004780789	
2.32362	0.04444742	-0.004780789	
2.32416	0.04444484	-0.00477389	
2.3247	0.04444226	-0.00477389	
2.32524	0.04443968	-0.004780789	
2.32578	0.04443711	-0.004766991	
2.32632	0.04443453	-0.00477389	
2.32686	0.04443195	-0.004766991	
2.3274	0.04442939	-0.004753194	
2.32794	0.04442681	-0.00477389	
2.32848	0.04442424	-0.004766991	
2.32902	0.04442167	-0.004753194	
2.32956	0.04441909	-0.004766991	
2.3301	0.04441653	-0.004753194	
2.33064	0.04441396	-0.004753194	
2.33118	0.04441139	-0.004753194	
2.33172	0.04440883	-0.004753194	
2.33226	0.04440626	-0.004753194	
2.3328	0.0444037	-0.004746296	
2.33334	0.04440114	-0.004746296	
2.33388	0.04439857	-0.004746296	
2.33442	0.04439601	-0.004739397	
2.33496	0.04439345	-0.004746296	
2.3355	0.04439089	-0.004732498	
2.33604	0.04438834	-0.004739397	
2.33658	0.04438578	-0.004732498	
2.33712	0.04438322	-0.004732498	
2.33766	0.04438067	-0.004732498	
2.3382	0.04437811	-0.004732498	
2.33874	0.04437556	-0.004732498	
2.33928	0.04437301	-0.004725599	
2.33982	0.04437045	-0.004725599	
2.34036	0.04436791	-0.004718701	
2.3409	0.04436536	-0.004718701	
2.34144	0.04436281	-0.004718701	
2.34198	0.04436026	-0.004718701	
2.34252	0.04435772	-0.004711802	
2.34306	0.04435517	-0.004711802	
2.3436	0.04435263	-0.004704903	
2.34414	0.04435009	-0.004711802	
2.34468	0.04434754	-0.004711802	
2.34522	0.044345	-0.004704903	
2.34576	0.04434247	-0.004698005	
2.3463	0.04433993	-0.004698005	
2.34684	0.04433739	-0.004704903	
2.34738	0.04433485	-0.004691106	
2.34792	0.04433232	-0.004698005	
2.34846	0.04432978	-0.004691106	
2.349	0.04432726	-0.004684207	
2.34954	0.04432472	-0.004691106	
2.35008	0.04432219	-0.004691106	
2.35062	0.04431966	-0.004684207	
2.35116	0.04431713	-0.004677309	
2.3517	0.0443146	-0.004684207	
2.35224	0.04431208	-0.004677309	
2.35278	0.04430955	-0.004677309	
2.35332	0.04430703	-0.00467041	
2.35386	0.04430451	-0.004663511	
2.3544	0.04430199	-0.004677309	
2.35494	0.04429946	-0.00467041	
2.35548	0.04429695	-0.004663511	
2.35602	0.04429443	-0.004663511	
2.35656	0.04429191	-0.004663511	
2.3571	0.04428939	-0.004663511	
2.35764	0.04428688	-0.004642815	
2.35818	0.04428437	-0.004656612	
2.35872	0.04428185	-0.004663511	
2.35926	0.04427935	-0.004635917	
2.3598	0.04427684	-0.004649714	
2.36034	0.04427433	-0.004649714	
2.36088	0.04427182	-0.004642815	
2.36142	0.04426932	-0.004635917	
2.36196	0.04426681	-0.004642815	
2.3625	0.04426431	-0.004635917	
2.36304	0.0442618	-0.004635917	
2.36358	0.0442593	-0.004635917	
2.36412	0.0442568	-0.004622119	
2.36466	0.0442543	-0.004635917	
2.3652	0.0442518	-0.004629018	
2.36574	0.04424931	-0.004608322	
2.36628	0.04424681	-0.004629018	
2.36682	0.04424432	-0.00461522	
2.36736	0.04424183	-0.00461522	
2.3679	0.04423933	-0.00461522	
2.36844	0.04423684	-0.00461522	
2.36898	0.04423435	-0.004608322	
2.36952	0.04423186	-0.00461522	
2.37006	0.04422938	-0.004594524	
2.3706	0.04422689	-0.004608322	
2.37114	0.04422441	-0.004601423	
2.37168	0.04422192	-0.004601423	
2.37222	0.04421945	-0.004587626	
2.37276	0.04421696	-0.004594524	
2.3733	0.04421448	-0.004594524	
2.37384	0.04421201	-0.004587626	
2.37438	0.04420953	-0.004580727	
2.37492	0.04420706	-0.004587626	
2.37546	0.04420458	-0.004580727	
2.376	0.04420211	-0.004580727	
2.37654	0.04419963	-0.004580727	
2.37708	0.04419717	-0.00456693	
2.37762	0.0441947	-0.004573829	
2.37816	0.04419223	-0.00456693	
2.3787	0.04418976	-0.004573829	
2.37924	0.0441873	-0.004560031	
2.37978	0.04418483	-0.004573829	
2.38032	0.04418237	-0.004553132	
2.38086	0.04417991	-0.00456693	
2.3814	0.04417745	-0.004553132	
2.38194	0.04417499	-0.004546233	
2.38248	0.04417253	-0.004553132	
2.38302	0.04417008	-0.004546233	
2.38356	0.04416762	-0.004553132	
2.3841	0.04416517	-0.004539335	
2.38464	0.04416272	-0.004539335	
2.38518	0.04416027	-0.004539335	
2.38572	0.04415781	-0.004539335	
2.38626	0.04415537	-0.004525538	
2.3868	0.04415293	-0.004525538	
2.38734	0.04415048	-0.004532436	
2.38788	0.04414803	-0.004532436	
2.38842	0.04414559	-0.004518639	
2.38896	0.04414315	-0.004518639	
2.3895	0.04414071	-0.004525538	
2.39004	0.04413827	-0.00451174	
2.39058	0.04413584	-0.00451174	
2.39112	0.0441334	-0.00451174	
2.39166	0.04413096	-0.00451174	
2.3922	0.04412853	-0.004504841	
2.39274	0.04412609	-0.00451174	
2.39328	0.04412367	-0.004491044	
2.39382	0.04412124	-0.004491044	
2.39436	0.04411881	-0.004504841	
2.3949	0.04411639	-0.004484145	
2.39544	0.04411396	-0.004497943	
2.39598	0.04411153	-0.004491044	
2.39652	0.04410911	-0.004484145	
2.39706	0.04410669	-0.004484145	
2.3976	0.04410427	-0.004477247	
2.39814	0.04410186	-0.004470348	
2.39868	0.04409945	-0.004470348	
2.39922	0.04409702	-0.004484145	
2.39976	0.04409461	-0.004470348	
2.4003	0.0440922	-0.004470348	
2.40084	0.04408979	-0.004456551	
2.40138	0.04408738	-0.004470348	
2.40192	0.04408497	-0.00446345	
2.40246	0.04408256	-0.004456551	
2.403	0.04408016	-0.004442753	
2.40354	0.04407775	-0.00446345	
2.40408	0.04407535	-0.004442753	
2.40462	0.04407295	-0.004449652	
2.40516	0.04407055	-0.004435854	
2.4057	0.04406815	-0.004449652	
2.40624	0.04406575	-0.004435854	
2.40678	0.04406336	-0.004435854	
2.40732	0.04406096	-0.004435854	
2.40786	0.04405857	-0.004428956	
2.4084	0.04405618	-0.004428956	
2.40894	0.04405379	-0.004422057	
2.40948	0.04405141	-0.004422057	
2.41002	0.04404901	-0.004428956	
2.41056	0.04404663	-0.004415159	
2.4111	0.04404425	-0.004415159	
2.41164	0.04404186	-0.00440826	
2.41218	0.04403948	-0.00440826	
2.41272	0.0440371	-0.00440826	
2.41326	0.04403472	-0.004415159	
2.4138	0.04403235	-0.004394462	
2.41434	0.04402997	-0.004394462	
2.41488	0.0440276	-0.004394462	
2.41542	0.04402522	-0.004401361	
2.41596	0.04402285	-0.004387564	
2.4165	0.04402048	-0.004394462	
2.41704	0.04401812	-0.004380665	
2.41758	0.04401575	-0.004380665	
2.41812	0.04401338	-0.004380665	
2.41866	0.04401102	-0.004380665	
2.4192	0.04400865	-0.004380665	
2.41974	0.0440063	-0.004359969	
2.42028	0.04400394	-0.004373766	
2.42082	0.04400158	-0.004359969	
2.42136	0.04399922	-0.004366868	
2.4219	0.04399687	-0.004366868	
2.42244	0.04399452	-0.004353071	
2.42298	0.04399216	-0.004366868	
2.42352	0.04398981	-0.004339273	
2.42406	0.04398746	-0.004353071	
2.4246	0.04398512	-0.004346172	
2.42514	0.04398277	-0.004346172	
2.42568	0.04398042	-0.004346172	
2.42622	0.04397808	-0.004346172	
2.42676	0.04397574	-0.004325476	
2.4273	0.0439734	-0.004339273	
2.42784	0.04397106	-0.004325476	
2.42838	0.04396873	-0.004318577	
2.42892	0.04396639	-0.004325476	
2.42946	0.04396405	-0.004332374	
2.43	0.04396173	-0.004311678	
2.43054	0.04395939	-0.004325476	
2.43108	0.04395706	-0.004311678	
2.43162	0.04395473	-0.004318577	
2.43216	0.04395241	-0.00430478	
2.4327	0.04395008	-0.00430478	
2.43324	0.04394776	-0.00430478	
2.43378	0.04394543	-0.00430478	
2.43432	0.04394311	-0.004297881	
2.43486	0.04394079	-0.004290982	
2.4354	0.04393848	-0.004290982	
2.43594	0.04393616	-0.004290982	
2.43648	0.04393385	-0.004284083	
2.43702	0.04393153	-0.004284083	
2.43756	0.04392922	-0.004284083	
2.4381	0.04392691	-0.004270286	
2.43864	0.0439246	-0.004284083	
2.43918	0.04392229	-0.004270286	
2.43972	0.04391999	-0.004263388	
2.44026	0.04391768	-0.004277185	
2.4408	0.04391539	-0.00424959	
2.44134	0.04391308	-0.004277185	
2.44188	0.04391078	-0.00424959	
2.44242	0.04390848	-0.004256489	
2.44296	0.04390619	-0.00424959	
2.4435	0.04390389	-0.004263388	
2.44404	0.0439016	-0.004242691	
2.44458	0.04389931	-0.004235793	
2.44512	0.04389701	-0.00424959	
2.44566	0.04389473	-0.004235793	
2.4462	0.04389244	-0.004235793	
2.44674	0.04389015	-0.004235793	
2.44728	0.04388786	-0.004235793	
2.44782	0.04388559	-0.004215097	
2.44836	0.04388331	-0.004228894	
2.4489	0.04388103	-0.004221995	
2.44944	0.04387875	-0.004221995	
2.44998	0.04387647	-0.004215097	
2.45052	0.04387419	-0.004215097	
2.45106	0.04387192	-0.004208198	
2.4516	0.04386965	-0.004208198	
2.45214	0.04386738	-0.004208198	
2.45268	0.04386511	-0.004194401	
2.45322	0.04386284	-0.0042013	
2.45376	0.04386058	-0.004194401	
2.4543	0.04385831	-0.0042013	
2.45484	0.04385605	-0.004180603	
2.45538	0.04385379	-0.004194401	
2.45592	0.04385152	-0.004194401	
2.45646	0.04384927	-0.004166806	
2.457	0.04384701	-0.004194401	
2.45754	0.04384476	-0.004166806	
2.45808	0.0438425	-0.004173704	
2.45862	0.04384025	-0.004173704	
2.45916	0.043838	-0.004166806	
2.4597	0.04383575	-0.004166806	
2.46024	0.0438335	-0.004159907	
2.46078	0.04383126	-0.004159907	
2.46132	0.04382901	-0.004153009	
2.46186	0.04382677	-0.004153009	
2.4624	0.04382452	-0.004159907	
2.46294	0.04382228	-0.00414611	
2.46348	0.04382005	-0.004139211	
2.46402	0.04381781	-0.00414611	
2.46456	0.04381558	-0.004132312	
2.4651	0.04381334	-0.00414611	
2.46564	0.04381111	-0.004132312	
2.46618	0.04380888	-0.004132312	
2.46672	0.04380665	-0.004132312	
2.46726	0.04380442	-0.004118515	
2.4678	0.04380219	-0.004125414	
2.46834	0.04379997	-0.004125414	
2.46888	0.04379775	-0.004104718	
2.46942	0.04379552	-0.004125414	
2.46996	0.04379331	-0.004104718	
2.4705	0.04379109	-0.004104718	
2.47104	0.04378888	-0.004097819	
2.47158	0.04378665	-0.004118515	
2.47212	0.04378444	-0.004090921	
2.47266	0.04378223	-0.004097819	
2.4732	0.04378002	-0.004097819	
2.47374	0.0437778	-0.004097819	
2.47428	0.0437756	-0.004084022	
2.47482	0.04377339	-0.004084022	
2.47536	0.04377119	-0.004084022	
2.4759	0.04376899	-0.004063325	
2.47644	0.04376679	-0.004090921	
2.47698	0.04376459	-0.004070224	
2.47752	0.04376239	-0.004063325	
2.47806	0.04376019	-0.004084022	
2.4786	0.04375799	-0.004063325	
2.47914	0.0437558	-0.004056427	
2.47968	0.04375361	-0.004056427	
2.48022	0.04375142	-0.004056427	
2.48076	0.04374923	-0.004063325	
2.4813	0.04374705	-0.00404263	
2.48184	0.04374486	-0.004049528	
2.48238	0.04374268	-0.00404263	
2.48292	0.04374049	-0.004049528	
2.48346	0.04373831	-0.00404263	
2.484	0.04373613	-0.004035731	
2.48454	0.04373395	-0.004028832	
2.48508	0.04373178	-0.004028832	
2.48562	0.0437296	-0.004028832	
2.48616	0.04372742	-0.004028832	
2.4867	0.04372525	-0.004021933	
2.48724	0.04372308	-0.004028832	
2.48778	0.04372091	-0.004008136	
2.48832	0.04371874	-0.004015035	
2.48886	0.04371658	-0.004015035	
2.4894	0.04371442	-0.004001237	
2.48994	0.04371225	-0.004008136	
2.49048	0.04371008	-0.004015035	
2.49102	0.04370793	-0.003994339	
2.49156	0.04370577	-0.003994339	
2.4921	0.04370361	-0.003994339	
2.49264	0.04370146	-0.003980542	
2.49318	0.04369931	-0.003994339	
2.49372	0.04369715	-0.003994339	
2.49426	0.043695	-0.003980542	
2.4948	0.04369285	-0.003980542	
2.49534	0.0436907	-0.003980542	
2.49588	0.04368856	-0.003966744	
2.49642	0.04368642	-0.003966744	
2.49696	0.04368427	-0.003973643	
2.4975	0.04368213	-0.003966744	
2.49804	0.04367999	-0.003959845	
2.49858	0.04367785	-0.003966744	
2.49912	0.04367571	-0.003952947	
2.49966	0.04367358	-0.003952947	
2.5002	0.04367144	-0.003959845	
2.50074	0.04366931	-0.003946048	
2.50128	0.04366718	-0.003946048	
2.50182	0.04366505	-0.003946048	
2.50236	0.04366292	-0.003946048	
2.5029	0.04366079	-0.003932251	
2.50344	0.04365867	-0.003932251	
2.50398	0.04365654	-0.003939149	
2.50452	0.04365442	-0.003925352	
2.50506	0.04365231	-0.003918453	
2.5056	0.04365019	-0.003925352	
2.50614	0.04364807	-0.003925352	
2.50668	0.04364595	-0.003925352	
2.50722	0.04364384	-0.003897757	
2.50776	0.04364172	-0.003925352	
2.5083	0.04363962	-0.003897757	
2.50884	0.04363751	-0.003911554	
2.50938	0.04363539	-0.003911554	
2.50992	0.04363329	-0.003897757	
2.51046	0.04363118	-0.003904656	
2.511	0.04362908	-0.003890858	
2.51154	0.04362698	-0.003897757	
2.51208	0.04362487	-0.003890858	
2.51262	0.04362278	-0.00388396	
2.51316	0.04362068	-0.00388396	
