TimeSlice	Time	bicepsfemorisposterior	gemellussuperior	gracilisanterior	gracilisposterior	illiopsoas	rectusfemoris	semimembranosus	semitendinosus	tibialisanterior	vastusintermedius	vastuslateralis	vastusmedialis
3919	2.11626	0.0389277	0.37	0.00655925	0.0329072	0.143074	0.126531	0.0116144	0.0206991	0	0	0	0
3920	2.1168	0.0391686	0.37	0.00661459	0.0330399	0.143204	0.126573	0.0114869	0.0209239	0	0	0	0
3921	2.11734	0.039423	0.37	0.00666285	0.0331731	0.143314	0.126601	0.0114096	0.021145	0	0	0	0
3922	2.11788	0.0396811	0.37	0.00670371	0.0333016	0.143403	0.126611	0.0113773	0.021356	0	0	0	0
3923	2.11842	0.0399301	0.37	0.00673686	0.0334235	0.143474	0.126609	0.0113807	0.0215458	0	0	0	0
3924	2.11896	0.0401687	0.37	0.00676007	0.0335341	0.143525	0.126597	0.0114208	0.0217118	0	0	0	0
3925	2.1195	0.0403831	0.37	0.00677295	0.0336305	0.143556	0.126572	0.0114931	0.0218479	0	0	0	0
3926	2.12004	0.0405675	0.37	0.00677397	0.0337103	0.14357	0.126537	0.0115934	0.0219455	0	0	0	0
3927	2.12058	0.04072	0.37	0.00676295	0.0337721	0.143564	0.126497	0.0117193	0.0220039	0	0	0	0
3928	2.12112	0.0408333	0.37	0.00674172	0.033813	0.143541	0.126447	0.0118689	0.0220206	0	0	0	0
3929	2.12166	0.0409044	0.37	0.00670951	0.0338327	0.143501	0.12639	0.0120399	0.0219954	0	0	0	0
3930	2.1222	0.0409355	0.37	0.00666604	0.0338288	0.143445	0.126326	0.012226	0.0219313	0	0	0	0
3931	2.12274	0.0409254	0.37	0.00661305	0.033805	0.143374	0.126259	0.0124273	0.0218312	0	0	0	0
3932	2.12328	0.0408726	0.37	0.00655126	0.0337624	0.143288	0.126187	0.0126477	0.0216993	0	0	0	0
3933	2.12382	0.0407851	0.37	0.00648289	0.0336998	0.143187	0.126108	0.0128862	0.0215358	0	0	0	0
3934	2.12436	0.0406648	0.37	0.00640871	0.0336219	0.143074	0.126024	0.0131356	0.0213496	0	0	0	0
3935	2.1249	0.040517	0.37	0.00632942	0.0335315	0.142948	0.125936	0.0134008	0.0211521	0	0	0	0
3936	2.12544	0.0403488	0.37	0.00624797	0.03343	0.142812	0.12584	0.0136837	0.0209446	0	0	0	0
3937	2.12598	0.0401667	0.37	0.0061654	0.0333207	0.142666	0.125741	0.0139807	0.0207317	0.00124036	0	0	0
3938	2.12652	0.0399768	0.37	0.00608303	0.0332067	0.142512	0.125635	0.0142922	0.0205245	0.00610052	0	0	0
3939	2.12706	0.0397851	0.37	0.0060028	0.0330905	0.142351	0.125517	0.0146111	0.0203292	0.0112916	0	0	0
3940	2.1276	0.0395986	0.37	0.0059276	0.0329777	0.142185	0.125397	0.0149334	0.0201463	0.0167224	0	0	0
3941	2.12814	0.0394227	0.37	0.00585763	0.0328672	0.142019	0.125277	0.0152464	0.0199813	0.0222472	0	0	0
3942	2.12868	0.0392584	0.37	0.00579463	0.0327612	0.141859	0.125157	0.0155361	0.0198355	0.0277066	0	0	0
3943	2.12922	0.0391034	0.37	0.00573973	0.0326613	0.141711	0.125039	0.0157993	0.0197067	0.0329536	0	0	0
3944	2.12976	0.0389588	0.37	0.00569318	0.0325662	0.141576	0.124925	0.0160246	0.0195982	0.0378419	0	0	0
3945	2.1303	0.038826	0.37	0.00565712	0.0324785	0.141458	0.124823	0.0162003	0.0195075	0.0422299	0	0	0
3946	2.13084	0.0387024	0.37	0.00562954	0.0323969	0.141363	0.124732	0.0163244	0.0194326	0.0459912	0	0	0
3947	2.13138	0.0385857	0.37	0.00561023	0.0323235	0.141291	0.124654	0.0163903	0.0193716	0.0490157	0	0	0
3948	2.13192	0.0384756	0.37	0.00560017	0.032257	0.141246	0.124596	0.0163929	0.0193195	0.0512203	0	0	0
3949	2.13246	0.0383717	0.37	0.00559868	0.0321953	0.141229	0.124556	0.0163324	0.0192787	0.0525316	0	0	0
3950	2.133	0.0382736	0.37	0.00560631	0.0321418	0.141242	0.124538	0.0162057	0.0192479	0.0528964	0	0	0
3951	2.13354	0.038181	0.37	0.00562159	0.0320963	0.141283	0.12454	0.0160159	0.0192241	0.0523064	0	0	0
3952	2.13408	0.0380937	0.37	0.00564364	0.0320607	0.141352	0.124562	0.0157678	0.01921	0.0507713	0	0	0
3953	2.13462	0.0380166	0.37	0.00567323	0.0320337	0.141449	0.124602	0.0154689	0.019208	0.0483151	0	0	0
3954	2.13516	0.0379528	0.37	0.00570985	0.0320161	0.141572	0.124661	0.015125	0.0192201	0.044997	0	0	0
3955	2.1357	0.0379034	0.37	0.0057519	0.0320116	0.141717	0.124736	0.0147448	0.0192465	0.0409083	0	0	0
3956	2.13624	0.0378747	0.37	0.00580031	0.0320228	0.14188	0.124826	0.0143425	0.0192923	0.036152	0	0	0
3957	2.13678	0.0378728	0.37	0.00585551	0.0320503	0.142059	0.124926	0.0139292	0.0193624	0.030846	0	0	0
3958	2.13732	0.037898	0.37	0.00591435	0.032093	0.142249	0.125031	0.0135142	0.0194539	0.0251384	0	0	0
3959	2.13786	0.0379541	0.37	0.00597797	0.0321528	0.142446	0.125138	0.0131094	0.0195712	0.0191855	0	0	0
3960	2.1384	0.0380484	0.37	0.00604501	0.0322297	0.142644	0.125241	0.0127287	0.0197183	0.0131351	0	0	0
3961	2.13894	0.0381787	0.37	0.00611352	0.0323226	0.142838	0.125343	0.0123852	0.0198917	0.0071609	0	0	0
3962	2.13948	0.0383431	0.37	0.0061837	0.0324316	0.143026	0.125431	0.0120862	0.0200866	0.00143135	0	0	0
3963	2.14002	0.0385431	0.37	0.00625301	0.0325539	0.143199	0.125507	0.0118385	0.0203023	0	0	0	0
3964	2.14056	0.0387769	0.37	0.00631841	0.0326869	0.143355	0.125569	0.0116495	0.0205327	0	0	0	0
3965	2.1411	0.0390335	0.37	0.00637997	0.0328256	0.143492	0.125616	0.0115146	0.0207693	0	0	0	0
3966	2.14164	0.0393008	0.37	0.00643578	0.0329647	0.14361	0.125647	0.0114284	0.0210096	0	0	0	0
3967	2.14218	0.0395765	0.37	0.00648337	0.0331019	0.143708	0.125659	0.0113859	0.0212393	0	0	0	0
3968	2.14272	0.0398492	0.37	0.00652295	0.0332349	0.143784	0.125658	0.0113832	0.0214473	0	0	0	0
3969	2.14326	0.0401067	0.37	0.00655268	0.0333564	0.143841	0.125644	0.0114166	0.0216328	0	0	0	0
3970	2.1438	0.0403443	0.37	0.00657179	0.0334645	0.14388	0.125619	0.0114843	0.0217879	0	0	0	0
3971	2.14434	0.0405542	0.37	0.00657957	0.0335561	0.1439	0.125587	0.011582	0.021904	0	0	0	0
3972	2.14488	0.040729	0.37	0.00657462	0.0336271	0.143901	0.125546	0.0117037	0.0219805	0	0	0	0
3973	2.14542	0.0408616	0.37	0.00655846	0.0336788	0.143884	0.125493	0.0118465	0.0220132	0	0	0	0
3974	2.14596	0.0409508	0.37	0.00653085	0.0337071	0.14385	0.125438	0.0120111	0.0220004	0	0	0	0
3975	2.1465	0.0409954	0.37	0.0064904	0.0337127	0.143798	0.125381	0.0121938	0.0219472	0	0	0	0
3976	2.14704	0.0409945	0.37	0.0064402	0.0336946	0.143732	0.12531	0.0123902	0.0218551	0	0	0	0
3977	2.14758	0.0409522	0.37	0.00638141	0.0336553	0.143651	0.125236	0.0126049	0.0217267	0	0	0	0
3978	2.14812	0.0408709	0.37	0.00631387	0.0335971	0.143553	0.125162	0.0128344	0.0215662	0	0	0	0
3979	2.14866	0.0407511	0.37	0.0062394	0.0335201	0.143442	0.125081	0.0130798	0.0213776	0	0	0	0
3980	2.1492	0.0406003	0.37	0.00616001	0.0334281	0.14332	0.124994	0.0133411	0.0211709	0	0	0	0
3981	2.14974	0.0404256	0.37	0.00607786	0.0333263	0.143186	0.124902	0.013615	0.0209517	0	0	0	0
3982	2.15028	0.0402355	0.37	0.00599444	0.033215	0.143043	0.124803	0.0139026	0.0207268	2.53387e-005	0	0	0
3983	2.15082	0.0400346	0.37	0.00591071	0.0330973	0.142889	0.124697	0.0142069	0.0205073	0.00478839	0	0	0
3984	2.15136	0.0398287	0.37	0.00582866	0.0329786	0.142728	0.124587	0.0145225	0.020296	0.00990333	0	0	0
3985	2.1519	0.0396309	0.37	0.00575046	0.0328594	0.142562	0.124473	0.0148391	0.0200988	0.0152963	0	0	0
3986	2.15244	0.0394387	0.37	0.00567763	0.0327428	0.142397	0.124354	0.0151511	0.0199195	0.0208222	0	0	0
3987	2.15298	0.0392519	0.37	0.00561149	0.0326302	0.142234	0.124233	0.0154453	0.0197575	0.0263276	0	0	0
3988	2.15352	0.0390792	0.37	0.00555323	0.0325222	0.14208	0.124114	0.0157119	0.0196162	0.0316605	0	0	0
3989	2.15406	0.0389198	0.37	0.00550427	0.0324215	0.14194	0.124003	0.0159458	0.0194931	0.0366716	0	0	0
3990	2.1546	0.0387712	0.37	0.00546471	0.0323273	0.141815	0.123898	0.0161324	0.0193896	0.0412199	0	0	0
3991	2.15514	0.0386327	0.37	0.00543383	0.0322383	0.141713	0.123804	0.0162669	0.0193016	0.0451742	0	0	0
3992	2.15568	0.0385019	0.37	0.00541258	0.0321577	0.141634	0.123727	0.0163482	0.0192291	0.0484182	0	0	0
3993	2.15622	0.0383785	0.37	0.00540138	0.0320836	0.141579	0.123668	0.0163671	0.0191737	0.0508588	0	0	0
3994	2.15676	0.0382639	0.37	0.00539789	0.0320151	0.141554	0.123624	0.0163213	0.019123	0.0524222	0	0	0
3995	2.1573	0.0381538	0.37	0.00540237	0.0319562	0.141559	0.1236	0.0162113	0.0190817	0.0530564	0	0	0
3996	2.15784	0.0380518	0.37	0.00541625	0.0319037	0.141591	0.123596	0.0160392	0.0190539	0.0527363	0	0	0
3997	2.15838	0.0379572	0.37	0.00543763	0.0318608	0.141652	0.123611	0.0158062	0.0190362	0.0514593	0	0	0
3998	2.15892	0.0378716	0.37	0.00546563	0.0318284	0.141742	0.123649	0.0155189	0.0190293	0.0492478	0	0	0
3999	2.15946	0.0377998	0.37	0.00550104	0.031805	0.141856	0.123704	0.0151871	0.0190337	0.0461613	0	0	0
4000	2.16	0.0377446	0.37	0.00554378	0.031796	0.141995	0.123775	0.0148183	0.0190548	0.0422773	0	0	0
4001	2.16054	0.0377086	0.37	0.00559298	0.0318	0.142154	0.123861	0.0144234	0.0190962	0.0376871	0	0	0
4002	2.16108	0.0376981	0.37	0.00564828	0.0318194	0.142328	0.123956	0.0140125	0.0191605	0.0325149	0	0	0
4003	2.16162	0.0377204	0.37	0.00570936	0.0318576	0.142515	0.124059	0.013599	0.019252	0.0268976	0	0	0
4004	2.16216	0.0377739	0.37	0.00577473	0.0319154	0.142711	0.124167	0.0131965	0.0193694	0.0209853	0	0	0
4005	2.1627	0.0378639	0.37	0.00584313	0.0319909	0.142909	0.124273	0.0128127	0.0195149	0.0149384	0	0	0
4006	2.16324	0.037992	0.37	0.00591536	0.0320813	0.143105	0.124374	0.012459	0.0196885	0.00891906	0	0	0
4007	2.16378	0.0381579	0.37	0.00598981	0.0321909	0.143296	0.124466	0.0121504	0.0198871	0.00309183	0	0	0
4008	2.16432	0.0383629	0.37	0.00606267	0.0323154	0.143475	0.124544	0.0118935	0.0201095	0	0	0	0
4009	2.16486	0.0386032	0.37	0.00613334	0.0324511	0.143637	0.124609	0.0116895	0.0203494	0	0	0	0
4010	2.1654	0.0388695	0.37	0.0062017	0.0325953	0.143781	0.124653	0.011543	0.0206013	0	0	0	0
4011	2.16594	0.0391532	0.37	0.00626448	0.032742	0.143904	0.124682	0.0114512	0.0208551	0	0	0	0
4012	2.16648	0.0394461	0.37	0.00631919	0.0328888	0.144007	0.1247	0.0114016	0.0211018	0	0	0	0
4013	2.16702	0.0397406	0.37	0.00636601	0.0330301	0.144091	0.124702	0.011393	0.0213319	0	0	0	0
4014	2.16756	0.0400221	0.37	0.0064031	0.0331625	0.144156	0.124689	0.0114244	0.0215369	0	0	0	0
4015	2.1681	0.0402825	0.37	0.00642888	0.0332828	0.1442	0.124665	0.0114876	0.0217127	0	0	0	0
4016	2.16864	0.0405138	0.37	0.00644309	0.0333846	0.144226	0.124633	0.0115783	0.0218489	0	0	0	0
4017	2.16918	0.0407088	0.37	0.00644476	0.033466	0.144234	0.124591	0.011696	0.021943	0	0	0	0
4018	2.16972	0.0408659	0.37	0.00643416	0.033529	0.144223	0.12454	0.0118368	0.0219948	0	0	0	0
4019	2.17026	0.0409764	0.37	0.00641159	0.033567	0.144194	0.124483	0.0119969	0.0219988	0	0	0	0
4020	2.1708	0.0410394	0.37	0.00637647	0.0335799	0.144148	0.124423	0.0121753	0.0219571	0	0	0	0
4021	2.17134	0.0410539	0.37	0.00633029	0.0335705	0.144086	0.124359	0.0123676	0.0218697	0	0	0	0
4022	2.17188	0.0410227	0.37	0.00627357	0.0335385	0.144008	0.124288	0.0125766	0.0217439	0	0	0	0
4023	2.17242	0.0409464	0.37	0.00620755	0.0334845	0.143914	0.124212	0.0127998	0.0215857	0	0	0	0
4024	2.17296	0.0408278	0.37	0.0061341	0.0334103	0.143807	0.124132	0.0130365	0.0213972	0	0	0	0
4025	2.1735	0.0406762	0.37	0.00605411	0.0333212	0.143688	0.124048	0.0132905	0.0211855	0	0	0	0
4026	2.17404	0.0404991	0.37	0.0059711	0.0332176	0.143557	0.123959	0.0135574	0.0209585	0	0	0	0
4027	2.17458	0.0403013	0.37	0.00588581	0.0331022	0.143415	0.123863	0.0138383	0.0207266	0	0	0	0
4028	2.17512	0.0400859	0.37	0.0057993	0.0329811	0.143264	0.123762	0.0141354	0.0204922	0.0034462	0	0	0
4029	2.17566	0.0398663	0.37	0.00571525	0.0328568	0.143104	0.123656	0.014445	0.0202625	0.00847337	0	0	0
4030	2.1762	0.039652	0.37	0.00563455	0.0327317	0.142939	0.123544	0.0147567	0.0200492	0.0138011	0	0	0
4031	2.17674	0.0394406	0.37	0.00555876	0.0326104	0.142771	0.123425	0.0150633	0.0198537	0.0192997	0	0	0
4032	2.17728	0.0392358	0.37	0.00548889	0.0324916	0.142606	0.123307	0.0153605	0.0196759	0.02482	0	0	0
4033	2.17782	0.0390442	0.37	0.0054262	0.0323742	0.142448	0.123191	0.0156316	0.019517	0.030214	0	0	0
4034	2.17836	0.038867	0.37	0.00537339	0.032266	0.142303	0.12308	0.015868	0.0193801	0.035331	0	0	0
4035	2.1789	0.0387015	0.37	0.00533009	0.0321657	0.142175	0.122972	0.0160679	0.0192627	0.040027	0	0	0
4036	2.17944	0.0385454	0.37	0.00529597	0.0320696	0.142064	0.122875	0.0162176	0.0191624	0.0441657	0	0	0
4037	2.17998	0.0383998	0.37	0.00527074	0.0319822	0.141976	0.122798	0.0163126	0.0190791	0.0476242	0	0	0
4038	2.18052	0.0382641	0.37	0.00525493	0.031902	0.141915	0.122734	0.0163472	0.0190089	0.050307	0	0	0
4039	2.18106	0.0381379	0.37	0.005249	0.0318265	0.141881	0.122685	0.0163163	0.0189538	0.0521354	0	0	0
4040	2.1816	0.0380188	0.37	0.0052514	0.0317591	0.141875	0.122659	0.0162223	0.0189087	0.0530445	0	0	0
4041	2.18214	0.0379063	0.37	0.00526233	0.0317006	0.141897	0.12265	0.0160663	0.0188705	0.0530016	0	0	0
4042	2.18268	0.0378038	0.37	0.00528158	0.0316496	0.14195	0.122662	0.0158505	0.0188472	0.0520057	0	0	0
4043	2.18322	0.0377088	0.37	0.00530855	0.0316094	0.142031	0.122694	0.0155814	0.018837	0.0500702	0	0	0
4044	2.18376	0.0376281	0.37	0.00534235	0.0315818	0.142137	0.122744	0.015265	0.0188384	0.0472386	0	0	0
4045	2.1843	0.0375682	0.37	0.00538374	0.0315677	0.142268	0.122812	0.0149056	0.0188571	0.0435854	0	0	0
4046	2.18484	0.0375278	0.37	0.00543144	0.0315667	0.142422	0.122894	0.0145177	0.0188961	0.039199	0	0	0
4047	2.18538	0.037513	0.37	0.00548588	0.0315818	0.142591	0.122988	0.0141154	0.0189567	0.0341938	0	0	0
4048	2.18592	0.0375296	0.37	0.00554745	0.0316159	0.142774	0.123089	0.0137047	0.019045	0.0287041	0	0	0
4049	2.18646	0.0375794	0.37	0.00561413	0.0316685	0.142967	0.123193	0.0132985	0.0191613	0.0228688	0	0	0
4050	2.187	0.0376677	0.37	0.00568532	0.0317401	0.143165	0.123295	0.012913	0.0193057	0.0168515	0	0	0
4051	2.18754	0.0377979	0.37	0.00575893	0.0318303	0.143363	0.123393	0.0125569	0.0194819	0.010816	0	0	0
4052	2.18808	0.0379656	0.37	0.00583466	0.0319395	0.143556	0.123488	0.0122395	0.0196845	0.00492091	0	0	0
4053	2.18862	0.0381707	0.37	0.00591149	0.0320649	0.143738	0.123572	0.0119699	0.0199104	0	0	0	0
4054	2.18916	0.0384145	0.37	0.00598692	0.0322037	0.143906	0.123638	0.0117565	0.0201587	0	0	0	0
4055	2.1897	0.0386897	0.37	0.00605956	0.0323521	0.144057	0.123688	0.0116029	0.0204215	0	0	0	0
4056	2.19024	0.0389871	0.37	0.00612737	0.0325052	0.144188	0.123722	0.0115007	0.0206883	0	0	0	0
4057	2.19078	0.0392983	0.37	0.00618778	0.0326605	0.144298	0.123738	0.0114439	0.0209519	0	0	0	0
4058	2.19132	0.0396119	0.37	0.00624089	0.0328123	0.144388	0.123736	0.0114276	0.021202	0	0	0	0
4059	2.19186	0.039915	0.37	0.0062844	0.0329549	0.144459	0.123726	0.0114499	0.0214282	0	0	0	0
4060	2.1924	0.0401976	0.37	0.00631591	0.0330851	0.14451	0.123704	0.0115098	0.021621	0	0	0	0
4061	2.19294	0.0404516	0.37	0.00633606	0.0331987	0.144543	0.123669	0.0115982	0.0217773	0	0	0	0
4062	2.19348	0.0406699	0.37	0.00634461	0.0332917	0.144557	0.123629	0.0117129	0.0218928	0	0	0	0
4063	2.19402	0.0408489	0.37	0.00633978	0.0333624	0.144552	0.123583	0.0118482	0.02196	0	0	0	0
4064	2.19456	0.0409784	0.37	0.00632158	0.0334103	0.144529	0.123527	0.0120039	0.0219793	0	0	0	0
4065	2.1951	0.0410592	0.37	0.00629002	0.0334338	0.144486	0.123464	0.0121781	0.0219511	0	0	0	0
4066	2.19564	0.0410906	0.37	0.00624627	0.0334336	0.144428	0.123395	0.0123646	0.0218774	0	0	0	0
4067	2.19618	0.0410699	0.37	0.00619256	0.0334082	0.144355	0.123328	0.0125718	0.0217584	0	0	0	0
4068	2.19672	0.0410036	0.37	0.00612848	0.0333584	0.144267	0.123256	0.0127932	0.0216011	0	0	0	0
4069	2.19726	0.0408944	0.37	0.00605645	0.0332893	0.144163	0.123178	0.0130237	0.0214134	0	0	0	0
4070	2.1978	0.0407463	0.37	0.00597739	0.0332006	0.144046	0.123094	0.0132664	0.0211972	0	0	0	0
4071	2.19834	0.0405634	0.37	0.00589371	0.0330974	0.143918	0.123003	0.0135262	0.0209627	0	0	0	0
4072	2.19888	0.0403566	0.37	0.00580791	0.0329824	0.143779	0.122913	0.0138013	0.0207207	0	0	0	0
4073	2.19942	0.0401345	0.37	0.00571986	0.0328583	0.143629	0.122816	0.0140901	0.0204774	0.00248374	0	0	0
4074	2.19996	0.0399051	0.37	0.00563295	0.0327322	0.143471	0.122712	0.01439	0.0202363	0.00742574	0	0	0
4075	2.2005	0.0396724	0.37	0.00554942	0.032603	0.143306	0.122602	0.0146971	0.020006	0.0126835	0	0	0
4076	2.20104	0.0394419	0.37	0.00547003	0.0324743	0.14314	0.122488	0.0150028	0.0197921	0.0181467	0	0	0
4077	2.20158	0.0392226	0.37	0.00539707	0.0323484	0.142974	0.122371	0.0152955	0.0195979	0.0236686	0	0	0
4078	2.20212	0.0390139	0.37	0.00533133	0.0322263	0.142814	0.122254	0.0155688	0.0194247	0.0290965	0	0	0
4079	2.20266	0.0388186	0.37	0.00527432	0.0321114	0.142665	0.122145	0.0158108	0.0192716	0.034277	0	0	0
4080	2.2032	0.0386343	0.37	0.00522659	0.0320011	0.142532	0.122041	0.0160124	0.0191399	0.0390631	0	0	0
4081	2.20374	0.0384604	0.37	0.00518784	0.0318976	0.142416	0.121945	0.0161665	0.0190269	0.0433234	0	0	0
4082	2.20428	0.038298	0.37	0.00515974	0.0318029	0.142323	0.121864	0.0162683	0.0189307	0.0469393	0	0	0
4083	2.20482	0.0381465	0.37	0.00514066	0.0317135	0.142255	0.121798	0.0163112	0.0188508	0.0497978	0	0	0
4084	2.20536	0.0380053	0.37	0.0051311	0.0316313	0.142212	0.121748	0.0162946	0.0187838	0.0518146	0	0	0
4085	2.2059	0.0378721	0.37	0.00513034	0.0315574	0.1422	0.121717	0.0162159	0.018728	0.052935	0	0	0
4086	2.20644	0.0377481	0.37	0.00513773	0.0314903	0.142216	0.121708	0.0160718	0.0186839	0.0531129	0	0	0
4087	2.20698	0.0376329	0.37	0.00515428	0.0314333	0.14226	0.121716	0.0158674	0.0186537	0.0523346	0	0	0
4088	2.20752	0.0375314	0.37	0.0051789	0.0313872	0.142335	0.121746	0.015609	0.0186357	0.0506154	0	0	0
4089	2.20806	0.0374445	0.37	0.00521183	0.0313529	0.142435	0.121794	0.0153029	0.0186319	0.0479897	0	0	0
4090	2.2086	0.0373733	0.37	0.00525209	0.0313333	0.142558	0.121858	0.0149559	0.0186477	0.0445253	0	0	0
4091	2.20914	0.0373259	0.37	0.00529959	0.0313293	0.142705	0.121937	0.0145763	0.0186825	0.0403128	0	0	0
4092	2.20968	0.0373063	0.37	0.00535428	0.0313392	0.142871	0.122027	0.0141783	0.0187445	0.0354528	0	0	0
4093	2.21022	0.0373183	0.37	0.0054153	0.0313682	0.14305	0.122126	0.0137716	0.0188323	0.0300732	0	0	0
4094	2.21076	0.0373674	0.37	0.00548191	0.0314194	0.143242	0.12223	0.0133685	0.0189447	0.0243213	0	0	0
4095	2.2113	0.0374551	0.37	0.00555305	0.0314885	0.143439	0.122333	0.0129822	0.0190909	0.0183524	0	0	0
4096	2.21184	0.0375846	0.37	0.00562898	0.0315762	0.143636	0.122431	0.0126208	0.0192705	0.0123224	0	0	0
4097	2.21238	0.0377554	0.37	0.00570793	0.0316853	0.14383	0.122524	0.0123003	0.019476	0.006395	0	0	0
4098	2.21292	0.0379687	0.37	0.00578721	0.0318129	0.144015	0.122608	0.0120268	0.0197098	0.000741322	0	0	0
4099	2.21346	0.0382203	0.37	0.00586558	0.031955	0.144187	0.122677	0.0118079	0.0199667	0	0	0	0
4100	2.214	0.0385027	0.37	0.00594276	0.0321089	0.144343	0.122728	0.0116481	0.0202405	0	0	0	0
4101	2.21454	0.0388161	0.37	0.00601575	0.0322696	0.14448	0.122758	0.0115391	0.0205259	0	0	0	0
4102	2.21508	0.0391477	0.37	0.00608189	0.0324323	0.144595	0.122775	0.0114777	0.0208076	0	0	0	0
4103	2.21562	0.0394787	0.37	0.00614003	0.0325924	0.14469	0.12278	0.0114597	0.0210755	0	0	0	0
4104	2.21616	0.039802	0.37	0.00618835	0.0327464	0.144767	0.12277	0.0114794	0.0213225	0	0	0	0
4105	2.2167	0.0401088	0.37	0.00622645	0.0328878	0.144824	0.122745	0.0115342	0.021539	0	0	0	0
4106	2.21724	0.0403895	0.37	0.00625198	0.0330123	0.144862	0.12271	0.0116195	0.0217145	0	0	0	0
4107	2.21778	0.0406346	0.37	0.00626408	0.0331158	0.14488	0.122668	0.0117322	0.0218452	0	0	0	0
4108	2.21832	0.0408336	0.37	0.00626314	0.0331978	0.14488	0.122619	0.0118682	0.0219293	0	0	0	0
4109	2.21886	0.0409837	0.37	0.00624873	0.0332566	0.144862	0.122561	0.012021	0.0219653	0	0	0	0
4110	2.2194	0.0410805	0.37	0.00622009	0.0332885	0.144824	0.122501	0.0121933	0.0219484	0	0	0	0
4111	2.21994	0.0411268	0.37	0.00617928	0.0332953	0.14477	0.122434	0.0123817	0.0218829	0	0	0	0
4112	2.22048	0.0411221	0.37	0.00612734	0.0332766	0.144701	0.122364	0.0125806	0.0217712	0	0	0	0
4113	2.22102	0.0410637	0.37	0.00606402	0.0332333	0.144614	0.122296	0.0127925	0.0216169	0	0	0	0
4114	2.22156	0.0409582	0.37	0.00599144	0.033166	0.144514	0.122215	0.0130192	0.0214283	0	0	0	0
4115	2.2221	0.0408084	0.37	0.00591107	0.033079	0.1444	0.122131	0.013262	0.0212078	0	0	0	0
4116	2.22264	0.040622	0.37	0.00582542	0.0329774	0.144275	0.122047	0.0135155	0.0209678	0	0	0	0
4117	2.22318	0.0404084	0.37	0.00573628	0.0328606	0.144137	0.121959	0.013781	0.0207158	0	0	0	0
4118	2.22372	0.0401744	0.37	0.00564602	0.0327335	0.143989	0.121864	0.0140625	0.0204584	0.00185176	0	0	0
4119	2.22426	0.0399302	0.37	0.00555674	0.0326023	0.143831	0.121763	0.0143564	0.0202031	0.0067271	0	0	0
4120	2.2248	0.0396853	0.37	0.00546833	0.0324682	0.143667	0.121656	0.0146567	0.0199568	0.0119311	0	0	0
4121	2.22534	0.0394416	0.37	0.00538461	0.0323335	0.1435	0.121545	0.014956	0.0197288	0.0173618	0	0	0
4122	2.22588	0.0392043	0.37	0.00530778	0.0321995	0.143333	0.121432	0.0152472	0.0195187	0.0228758	0	0	0
4123	2.22642	0.0389768	0.37	0.0052378	0.0320696	0.143172	0.121318	0.0155189	0.0193278	0.0283157	0	0	0
4124	2.22696	0.0387585	0.37	0.00517703	0.031947	0.143022	0.12121	0.0157595	0.0191593	0.0335294	0	0	0
4125	2.2275	0.0385542	0.37	0.00512554	0.0318305	0.142885	0.121108	0.0159624	0.0190121	0.0383765	0	0	0
4126	2.22804	0.0383614	0.37	0.00508226	0.0317199	0.142766	0.121013	0.0161213	0.0188856	0.0427209	0	0	0
4127	2.22858	0.0381813	0.37	0.00504895	0.0316171	0.142668	0.12093	0.0162277	0.0187773	0.04644	0	0	0
4128	2.22912	0.0380166	0.37	0.00502602	0.031521	0.142594	0.120864	0.0162741	0.0186833	0.0494201	0	0	0
4129	2.22966	0.0378594	0.37	0.00501303	0.0314312	0.142548	0.120815	0.0162616	0.0186038	0.0515744	0	0	0
4130	2.2302	0.0377092	0.37	0.0050092	0.031351	0.142529	0.120783	0.0161904	0.0185388	0.0528406	0	0	0
4131	2.23074	0.0375728	0.37	0.00501384	0.031279	0.142539	0.120771	0.0160553	0.0184901	0.0531689	0	0	0
4132	2.23128	0.0374495	0.37	0.00502793	0.0312149	0.142578	0.120779	0.0158594	0.0184557	0.052547	0	0	0
4133	2.23182	0.0373367	0.37	0.00505074	0.031162	0.142646	0.120807	0.0156073	0.0184323	0.0509883	0	0	0
4134	2.23236	0.0372392	0.37	0.00508125	0.0311233	0.142741	0.120851	0.0153072	0.0184238	0.0485128	0	0	0
4135	2.2329	0.0371634	0.37	0.00511933	0.0310984	0.142861	0.120912	0.0149695	0.0184371	0.0451867	0	0	0
4136	2.23344	0.0371116	0.37	0.00516527	0.0310868	0.143002	0.120989	0.0145988	0.0184715	0.0410993	0	0	0
4137	2.23398	0.0370896	0.37	0.00521894	0.031094	0.143165	0.121078	0.0142064	0.0185297	0.0363497	0	0	0
4138	2.23452	0.0371013	0.37	0.0052798	0.0311217	0.143342	0.121177	0.0138052	0.0186176	0.0310645	0	0	0
4139	2.23506	0.0371482	0.37	0.00534703	0.0311703	0.143531	0.121278	0.0134045	0.0187353	0.0253825	0	0	0
4140	2.2356	0.0372375	0.37	0.00541986	0.0312404	0.143727	0.121381	0.0130195	0.0188862	0.0194562	0	0	0
4141	2.23614	0.0373702	0.37	0.00549685	0.031329	0.143924	0.121479	0.0126613	0.0190699	0.0134405	0	0	0
4142	2.23668	0.0375494	0.37	0.00557752	0.0314379	0.144118	0.12157	0.0123375	0.0192861	0.00750178	0	0	0
