Time	Current
0	3.5545e-10
0.00054	3.5978e-10
0.00108	3.6411e-10
0.00162	3.6845e-10
0.00216	3.7278e-10
0.0027	3.7711e-10
0.00324	3.8145e-10
0.00378	3.8578e-10
0.00432	3.9012e-10
0.00486	3.9445e-10
0.0054	3.9878e-10
0.00594	4.0312e-10
0.00648	4.0745e-10
0.00702	4.1178e-10
0.00756	4.1612e-10
0.0081	4.2045e-10
0.00864	4.2478e-10
0.00918	4.2912e-10
0.00972	4.3345e-10
0.01026	4.3778e-10
0.0108	4.4212e-10
0.01134	4.4645e-10
0.01188	4.5079e-10
0.01242	4.5512e-10
0.01296	4.5945e-10
0.0135	4.6379e-10
0.01404	4.6812e-10
0.01458	4.7245e-10
0.01512	4.7679e-10
0.01566	4.8112e-10
0.0162	4.8545e-10
0.01674	4.8979e-10
0.01728	4.9412e-10
0.01782	4.9845e-10
0.01836	5.0279e-10
0.0189	5.0712e-10
0.01944	5.1145e-10
0.01998	5.1579e-10
0.02052	5.2012e-10
0.02106	5.2446e-10
0.0216	5.2879e-10
0.02214	5.3312e-10
0.02268	5.3746e-10
0.02322	5.4179e-10
0.02376	5.4612e-10
0.0243	5.5046e-10
0.02484	5.5479e-10
0.02538	5.5912e-10
0.02592	5.6346e-10
0.02646	5.6779e-10
0.027	5.7212e-10
0.02754	5.7646e-10
0.02808	5.8079e-10
0.02862	5.8513e-10
0.02916	5.8946e-10
0.0297	5.9379e-10
0.03024	5.9813e-10
0.03078	6.0246e-10
0.03132	6.0679e-10
0.03186	6.1113e-10
0.0324	6.1546e-10
0.03294	6.1979e-10
0.03348	6.2413e-10
0.03402	6.2933e-10
0.03456	6.3452e-10
0.0351	6.3972e-10
0.03564	6.4491e-10
0.03618	6.5011e-10
0.03672	6.553e-10
0.03726	6.605e-10
0.0378	6.6569e-10
0.03834	6.7088e-10
0.03888	6.7608e-10
0.03942	6.8127e-10
0.03996	6.8647e-10
0.0405	6.9166e-10
0.04104	6.9686e-10
0.04158	7.0205e-10
0.04212	7.0725e-10
0.04266	7.1244e-10
0.0432	7.1764e-10
0.04374	7.2283e-10
0.04428	7.2803e-10
0.04482	7.3322e-10
0.04536	7.3842e-10
0.0459	7.4361e-10
0.04644	7.4881e-10
0.04698	7.54e-10
0.04752	7.592e-10
0.04806	7.6439e-10
0.0486	7.6959e-10
0.04914	7.7478e-10
0.04968	7.7998e-10
0.05022	7.8517e-10
0.05076	7.9037e-10
0.0513	7.9556e-10
0.05184	8.0076e-10
0.05238	8.0595e-10
0.05292	8.1115e-10
0.05346	8.1634e-10
0.054	8.2154e-10
0.05454	8.2673e-10
0.05508	8.3193e-10
0.05562	8.3712e-10
0.05616	8.4232e-10
0.0567	8.4751e-10
0.05724	8.5271e-10
0.05778	8.579e-10
0.05832	8.631e-10
0.05886	8.6829e-10
0.0594	8.7349e-10
0.05994	8.7868e-10
0.06048	8.8388e-10
0.06102	8.8907e-10
0.06156	8.9427e-10
0.0621	8.9946e-10
0.06264	9.0466e-10
0.06318	9.0985e-10
0.06372	9.1505e-10
0.06426	9.2024e-10
0.0648	9.2544e-10
0.06534	9.3063e-10
0.06588	9.3583e-10
0.06642	9.4102e-10
0.06696	9.4622e-10
0.0675	9.5172e-10
0.06804	9.5722e-10
0.06858	9.6273e-10
0.06912	9.6823e-10
0.06966	9.7373e-10
0.0702	9.7924e-10
0.07074	9.8474e-10
0.07128	9.9024e-10
0.07182	9.9575e-10
0.07236	1.0013e-09
0.0729	1.0068e-09
0.07344	1.0123e-09
0.07398	1.0178e-09
0.07452	1.0233e-09
0.07506	1.0288e-09
0.0756	1.0343e-09
0.07614	1.0398e-09
0.07668	1.0453e-09
0.07722	1.0508e-09
0.07776	1.0563e-09
0.0783	1.0618e-09
0.07884	1.0673e-09
0.07938	1.0728e-09
0.07992	1.0783e-09
0.08046	1.0838e-09
0.081	1.0893e-09
0.08154	1.0948e-09
0.08208	1.1003e-09
0.08262	1.1058e-09
0.08316	1.1113e-09
0.0837	1.1168e-09
0.08424	1.1223e-09
0.08478	1.1278e-09
0.08532	1.1333e-09
0.08586	1.1388e-09
0.0864	1.1443e-09
0.08694	1.1498e-09
0.08748	1.1553e-09
0.08802	1.1608e-09
0.08856	1.1663e-09
0.0891	1.1718e-09
0.08964	1.1774e-09
0.09018	1.1829e-09
0.09072	1.1884e-09
0.09126	1.1939e-09
0.0918	1.1994e-09
0.09234	1.2049e-09
0.09288	1.2104e-09
0.09342	1.2159e-09
0.09396	1.2214e-09
0.0945	1.2269e-09
0.09504	1.2324e-09
0.09558	1.2379e-09
0.09612	1.2434e-09
0.09666	1.2489e-09
0.0972	1.2544e-09
0.09774	1.2599e-09
0.09828	1.2654e-09
0.09882	1.2709e-09
0.09936	1.2764e-09
0.0999	1.2819e-09
0.10044	1.2874e-09
0.10098	1.2919e-09
0.10152	1.2964e-09
0.10206	1.3009e-09
0.1026	1.3054e-09
0.10314	1.3099e-09
0.10368	1.3144e-09
0.10422	1.3189e-09
0.10476	1.3234e-09
0.1053	1.3279e-09
0.10584	1.3324e-09
0.10638	1.3369e-09
0.10692	1.3414e-09
0.10746	1.346e-09
0.108	1.3505e-09
0.10854	1.355e-09
0.10908	1.3595e-09
0.10962	1.364e-09
0.11016	1.3685e-09
0.1107	1.373e-09
0.11124	1.3775e-09
0.11178	1.382e-09
0.11232	1.3865e-09
0.11286	1.391e-09
0.1134	1.3955e-09
0.11394	1.4e-09
0.11448	1.4045e-09
0.11502	1.409e-09
0.11556	1.4135e-09
0.1161	1.418e-09
0.11664	1.4225e-09
0.11718	1.427e-09
0.11772	1.4315e-09
0.11826	1.436e-09
0.1188	1.4405e-09
0.11934	1.445e-09
0.11988	1.4495e-09
0.12042	1.454e-09
0.12096	1.4585e-09
0.1215	1.4631e-09
0.12204	1.4676e-09
0.12258	1.4721e-09
0.12312	1.4766e-09
0.12366	1.4811e-09
0.1242	1.4856e-09
0.12474	1.4901e-09
0.12528	1.4946e-09
0.12582	1.4991e-09
0.12636	1.5036e-09
0.1269	1.5081e-09
0.12744	1.5126e-09
0.12798	1.5171e-09
0.12852	1.5216e-09
0.12906	1.5261e-09
0.1296	1.5306e-09
0.13014	1.5351e-09
0.13068	1.5396e-09
0.13122	1.5441e-09
0.13176	1.5486e-09
0.1323	1.5531e-09
0.13284	1.5576e-09
0.13338	1.5621e-09
0.13392	1.5666e-09
0.13446	1.5691e-09
0.135	1.5717e-09
0.13554	1.5742e-09
0.13608	1.5767e-09
0.13662	1.5792e-09
0.13716	1.5818e-09
0.1377	1.5843e-09
0.13824	1.5868e-09
0.13878	1.5894e-09
0.13932	1.5919e-09
0.13986	1.5944e-09
0.1404	1.5969e-09
0.14094	1.5995e-09
