Time	Current
 0.00000	4.2579e-10
 0.00054	4.2512e-10
 0.00108	4.2445e-10
 0.00162	4.2378e-10
 0.00216	4.2311e-10
 0.00270	4.2245e-10
 0.00324	4.2178e-10
 0.00378	4.2111e-10
 0.00432	4.2044e-10
 0.00486	4.1977e-10
 0.00540	4.1910e-10
 0.00594	4.1844e-10
 0.00648	4.1777e-10
 0.00702	4.1710e-10
 0.00756	4.1643e-10
 0.00810	4.1576e-10
 0.00864	4.1510e-10
 0.00918	4.1443e-10
 0.00972	4.1376e-10
 0.01026	4.1309e-10
 0.01080	4.1242e-10
 0.01134	4.1175e-10
 0.01188	4.1109e-10
 0.01242	4.1042e-10
 0.01296	4.0975e-10
 0.01350	4.0908e-10
 0.01404	4.0841e-10
 0.01458	4.0774e-10
 0.01512	4.0708e-10
 0.01566	4.0641e-10
 0.01620	4.0574e-10
 0.01674	4.0507e-10
 0.01728	4.0440e-10
 0.01782	4.0374e-10
 0.01836	4.0307e-10
 0.01890	4.0240e-10
 0.01944	4.0173e-10
 0.01998	4.0106e-10
 0.02052	4.0039e-10
 0.02106	3.9973e-10
 0.02160	3.9906e-10
 0.02214	3.9839e-10
 0.02268	3.9772e-10
 0.02322	3.9705e-10
 0.02376	3.9639e-10
 0.02430	3.9572e-10
 0.02484	3.9505e-10
 0.02538	3.9438e-10
 0.02592	3.9371e-10
 0.02646	3.9304e-10
 0.02700	3.9238e-10
 0.02754	3.9171e-10
 0.02808	3.9104e-10
 0.02862	3.9037e-10
 0.02916	3.8970e-10
 0.02970	3.8904e-10
 0.03024	3.8837e-10
 0.03078	3.8770e-10
 0.03132	3.8703e-10
 0.03186	3.8636e-10
 0.03240	3.8569e-10
 0.03294	3.8503e-10
 0.03348	3.8436e-10
 0.03402	3.8369e-10
 0.03456	3.8302e-10
 0.03510	3.8235e-10
 0.03564	3.8169e-10
 0.03618	3.8102e-10
 0.03672	3.8035e-10
 0.03726	3.7968e-10
 0.03780	3.7901e-10
 0.03834	3.7834e-10
 0.03888	3.7768e-10
 0.03942	3.7701e-10
 0.03996	3.7634e-10
 0.04050	3.7567e-10
 0.04104	3.7500e-10
 0.04158	3.7433e-10
 0.04212	3.7367e-10
 0.04266	3.7300e-10
 0.04320	3.7233e-10
 0.04374	3.7166e-10
 0.04428	3.7099e-10
 0.04482	3.7033e-10
 0.04536	3.6966e-10
 0.04590	3.6899e-10
 0.04644	3.6832e-10
 0.04698	3.6765e-10
 0.04752	3.6698e-10
 0.04806	3.6632e-10
 0.04860	3.6565e-10
 0.04914	3.6498e-10
 0.04968	3.6431e-10
 0.05022	3.6364e-10
 0.05076	3.6298e-10
 0.05130	3.6231e-10
 0.05184	3.6164e-10
 0.05238	3.6097e-10
 0.05292	3.6030e-10
 0.05346	3.5963e-10
 0.05400	3.5897e-10
 0.05454	3.5830e-10
 0.05508	3.5763e-10
 0.05562	3.5696e-10
 0.05616	3.5629e-10
 0.05670	3.5563e-10
 0.05724	3.5496e-10
 0.05778	3.5429e-10
 0.05832	3.5362e-10
 0.05886	3.5295e-10
 0.05940	3.5228e-10
 0.05994	3.5162e-10
 0.06048	3.5095e-10
 0.06102	3.5028e-10
 0.06156	3.4961e-10
 0.06210	3.4894e-10
