Time	Current
 0.00000	1.8146e-09
 0.00054	1.8153e-09
 0.00108	1.8161e-09
 0.00162	1.8169e-09
 0.00216	1.8176e-09
 0.00270	1.8184e-09
 0.00324	1.8192e-09
 0.00378	1.8200e-09
 0.00432	1.8207e-09
 0.00486	1.8215e-09
 0.00540	1.8223e-09
 0.00594	1.8230e-09
 0.00648	1.8238e-09
 0.00702	1.8246e-09
 0.00756	1.8254e-09
 0.00810	1.8261e-09
 0.00864	1.8269e-09
 0.00918	1.8277e-09
 0.00972	1.8284e-09
 0.01026	1.8292e-09
 0.01080	1.8300e-09
 0.01134	1.8308e-09
 0.01188	1.8315e-09
 0.01242	1.8323e-09
 0.01296	1.8331e-09
 0.01350	1.8338e-09
 0.01404	1.8346e-09
 0.01458	1.8354e-09
 0.01512	1.8362e-09
 0.01566	1.8369e-09
 0.01620	1.8377e-09
 0.01674	1.8385e-09
 0.01728	1.8392e-09
 0.01782	1.8400e-09
 0.01836	1.8408e-09
 0.01890	1.8416e-09
 0.01944	1.8423e-09
 0.01998	1.8431e-09
 0.02052	1.8439e-09
 0.02106	1.8446e-09
 0.02160	1.8454e-09
 0.02214	1.8462e-09
 0.02268	1.8470e-09
 0.02322	1.8477e-09
 0.02376	1.8485e-09
 0.02430	1.8493e-09
 0.02484	1.8500e-09
 0.02538	1.8508e-09
 0.02592	1.8516e-09
 0.02646	1.8524e-09
 0.02700	1.8531e-09
 0.02754	1.8539e-09
 0.02808	1.8547e-09
 0.02862	1.8554e-09
 0.02916	1.8562e-09
 0.02970	1.8570e-09
 0.03024	1.8578e-09
 0.03078	1.8585e-09
 0.03132	1.8593e-09
 0.03186	1.8601e-09
 0.03240	1.8608e-09
 0.03294	1.8616e-09
 0.03348	1.8624e-09
 0.03402	1.8631e-09
 0.03456	1.8639e-09
 0.03510	1.8647e-09
 0.03564	1.8655e-09
 0.03618	1.8662e-09
 0.03672	1.8670e-09
 0.03726	1.8678e-09
 0.03780	1.8685e-09
 0.03834	1.8693e-09
 0.03888	1.8701e-09
 0.03942	1.8709e-09
 0.03996	1.8716e-09
 0.04050	1.8724e-09
 0.04104	1.8732e-09
 0.04158	1.8739e-09
 0.04212	1.8747e-09
 0.04266	1.8755e-09
 0.04320	1.8763e-09
 0.04374	1.8770e-09
 0.04428	1.8778e-09
 0.04482	1.8786e-09
 0.04536	1.8793e-09
 0.04590	1.8801e-09
 0.04644	1.8809e-09
 0.04698	1.8817e-09
 0.04752	1.8824e-09
 0.04806	1.8832e-09
 0.04860	1.8840e-09
 0.04914	1.8847e-09
 0.04968	1.8855e-09
 0.05022	1.8863e-09
 0.05076	1.8871e-09
 0.05130	1.8878e-09
 0.05184	1.8886e-09
 0.05238	1.8894e-09
 0.05292	1.8901e-09
 0.05346	1.8909e-09
 0.05400	1.8917e-09
 0.05454	1.8925e-09
 0.05508	1.8932e-09
 0.05562	1.8940e-09
 0.05616	1.8948e-09
 0.05670	1.8955e-09
 0.05724	1.8963e-09
 0.05778	1.8971e-09
 0.05832	1.8979e-09
 0.05886	1.8986e-09
 0.05940	1.8994e-09
 0.05994	1.9002e-09
 0.06048	1.9009e-09
 0.06102	1.9017e-09
 0.06156	1.9025e-09
 0.06210	1.9033e-09
 0.06264	1.9040e-09
 0.06318	1.9048e-09
 0.06372	1.9056e-09
 0.06426	1.9063e-09
 0.06480	1.9071e-09
 0.06534	1.9079e-09
 0.06588	1.9087e-09
 0.06642	1.9094e-09
 0.06696	1.9102e-09
 0.06750	1.9110e-09
 0.06804	1.9117e-09
 0.06858	1.9125e-09
 0.06912	1.9133e-09
 0.06966	1.9141e-09
 0.07020	1.9148e-09
 0.07074	1.9156e-09
 0.07128	1.9164e-09
 0.07182	1.9171e-09
 0.07236	1.9179e-09
 0.07290	1.9187e-09
 0.07344	1.9195e-09
 0.07398	1.9202e-09
 0.07452	1.9210e-09
 0.07506	1.9218e-09
 0.07560	1.9225e-09
 0.07614	1.9233e-09
 0.07668	1.9241e-09
 0.07722	1.9248e-09
 0.07776	1.9256e-09
 0.07830	1.9264e-09
 0.07884	1.9272e-09
 0.07938	1.9279e-09
 0.07992	1.9287e-09
 0.08046	1.9295e-09
 0.08100	1.9302e-09
 0.08154	1.9310e-09
 0.08208	1.9318e-09
 0.08262	1.9326e-09
 0.08316	1.9333e-09
 0.08370	1.9341e-09
 0.08424	1.9349e-09
 0.08478	1.9356e-09
 0.08532	1.9364e-09
 0.08586	1.9372e-09
 0.08640	1.9380e-09
 0.08694	1.9387e-09
 0.08748	1.9395e-09
 0.08802	1.9403e-09
 0.08856	1.9410e-09
 0.08910	1.9418e-09
 0.08964	1.9426e-09
 0.09018	1.9434e-09
 0.09072	1.9441e-09
 0.09126	1.9449e-09
 0.09180	1.9457e-09
 0.09234	1.9464e-09
 0.09288	1.9472e-09
 0.09342	1.9480e-09
 0.09396	1.9488e-09
 0.09450	1.9495e-09
 0.09504	1.9503e-09
 0.09558	1.9511e-09
 0.09612	1.9518e-09
 0.09666	1.9526e-09
 0.09720	1.9534e-09
 0.09774	1.9542e-09
 0.09828	1.9549e-09
 0.09882	1.9557e-09
 0.09936	1.9565e-09
 0.09990	1.9572e-09
 0.10044	1.9580e-09
 0.10098	1.9588e-09
 0.10152	1.9589e-09
 0.10206	1.9587e-09
 0.10260	1.9585e-09
 0.10314	1.9584e-09
 0.10368	1.9582e-09
 0.10422	1.9581e-09
 0.10476	1.9579e-09
 0.10530	1.9577e-09
 0.10584	1.9576e-09
 0.10638	1.9574e-09
 0.10692	1.9573e-09
 0.10746	1.9571e-09
 0.10800	1.9570e-09
 0.10854	1.9568e-09
 0.10908	1.9566e-09
 0.10962	1.9565e-09
 0.11016	1.9563e-09
 0.11070	1.9562e-09
 0.11124	1.9560e-09
 0.11178	1.9558e-09
 0.11232	1.9557e-09
 0.11286	1.9555e-09
 0.11340	1.9554e-09
 0.11394	1.9552e-09
 0.11448	1.9550e-09
 0.11502	1.9549e-09
 0.11556	1.9547e-09
 0.11610	1.9546e-09
 0.11664	1.9544e-09
 0.11718	1.9543e-09
 0.11772	1.9541e-09
 0.11826	1.9539e-09
 0.11880	1.9538e-09
 0.11934	1.9536e-09
 0.11988	1.9535e-09
 0.12042	1.9533e-09
 0.12096	1.9531e-09
 0.12150	1.9530e-09
 0.12204	1.9528e-09
 0.12258	1.9527e-09
 0.12312	1.9525e-09
 0.12366	1.9524e-09
 0.12420	1.9522e-09
 0.12474	1.9520e-09
 0.12528	1.9519e-09
 0.12582	1.9517e-09
 0.12636	1.9516e-09
 0.12690	1.9514e-09
 0.12744	1.9512e-09
 0.12798	1.9511e-09
 0.12852	1.9509e-09
 0.12906	1.9508e-09
 0.12960	1.9506e-09
 0.13014	1.9505e-09
 0.13068	1.9503e-09
 0.13122	1.9501e-09
 0.13176	1.9500e-09
 0.13230	1.9498e-09
 0.13284	1.9497e-09
 0.13338	1.9495e-09
 0.13392	1.9493e-09
 0.13446	1.9492e-09
 0.13500	1.9490e-09
 0.13554	1.9489e-09
 0.13608	1.9487e-09
 0.13662	1.9486e-09
 0.13716	1.9484e-09
 0.13770	1.9482e-09
 0.13824	1.9481e-09
 0.13878	1.9479e-09
 0.13932	1.9478e-09
 0.13986	1.9476e-09
 0.14040	1.9474e-09
 0.14094	1.9473e-09
 0.14148	1.9471e-09
 0.14202	1.9470e-09
 0.14256	1.9468e-09
 0.14310	1.9467e-09
 0.14364	1.9465e-09
 0.14418	1.9463e-09
 0.14472	1.9462e-09
 0.14526	1.9460e-09
 0.14580	1.9459e-09
 0.14634	1.9457e-09
 0.14688	1.9455e-09
 0.14742	1.9454e-09
 0.14796	1.9452e-09
 0.14850	1.9451e-09
 0.14904	1.9449e-09
 0.14958	1.9448e-09
 0.15012	1.9446e-09
 0.15066	1.9444e-09
 0.15120	1.9443e-09
 0.15174	1.9441e-09
 0.15228	1.9440e-09
 0.15282	1.9438e-09
 0.15336	1.9436e-09
 0.15390	1.9435e-09
 0.15444	1.9433e-09
 0.15498	1.9432e-09
 0.15552	1.9430e-09
 0.15606	1.9429e-09
 0.15660	1.9427e-09
 0.15714	1.9425e-09
 0.15768	1.9424e-09
 0.15822	1.9422e-09
 0.15876	1.9421e-09
 0.15930	1.9419e-09
 0.15984	1.9417e-09
 0.16038	1.9416e-09
 0.16092	1.9414e-09
 0.16146	1.9413e-09
 0.16200	1.9411e-09
 0.16254	1.9409e-09
 0.16308	1.9408e-09
 0.16362	1.9406e-09
 0.16416	1.9405e-09
 0.16470	1.9403e-09
 0.16524	1.9402e-09
 0.16578	1.9400e-09
 0.16632	1.9398e-09
 0.16686	1.9397e-09
 0.16740	1.9395e-09
 0.16794	1.9394e-09
 0.16848	1.9392e-09
 0.16902	1.9390e-09
 0.16956	1.9389e-09
 0.17010	1.9387e-09
 0.17064	1.9386e-09
 0.17118	1.9384e-09
 0.17172	1.9383e-09
 0.17226	1.9381e-09
 0.17280	1.9379e-09
 0.17334	1.9378e-09
 0.17388	1.9376e-09
 0.17442	1.9375e-09
 0.17496	1.9373e-09
 0.17550	1.9371e-09
 0.17604	1.9370e-09
 0.17658	1.9368e-09
 0.17712	1.9367e-09
 0.17766	1.9365e-09
 0.17820	1.9364e-09
 0.17874	1.9362e-09
 0.17928	1.9360e-09
 0.17982	1.9359e-09
 0.18036	1.9357e-09
 0.18090	1.9356e-09
 0.18144	1.9354e-09
 0.18198	1.9352e-09
 0.18252	1.9351e-09
 0.18306	1.9349e-09
 0.18360	1.9348e-09
 0.18414	1.9346e-09
 0.18468	1.9345e-09
 0.18522	1.9343e-09
 0.18576	1.9341e-09
 0.18630	1.9340e-09
 0.18684	1.9338e-09
 0.18738	1.9337e-09
 0.18792	1.9335e-09
 0.18846	1.9333e-09
 0.18900	1.9332e-09
 0.18954	1.9330e-09
 0.19008	1.9329e-09
 0.19062	1.9327e-09
 0.19116	1.9326e-09
 0.19170	1.9324e-09
 0.19224	1.9322e-09
 0.19278	1.9321e-09
 0.19332	1.9319e-09
 0.19386	1.9318e-09
 0.19440	1.9316e-09
 0.19494	1.9314e-09
 0.19548	1.9313e-09
 0.19602	1.9311e-09
 0.19656	1.9310e-09
 0.19710	1.9308e-09
 0.19764	1.9307e-09
