TimeSlice	Time	bicepsfemorisposterior	gemellussuperior	gracilisanterior	gracilisposterior	illiopsoas	rectusfemoris	semimembranosus	semitendinosus	tibialisanterior	vastusintermedius	vastuslateralis	vastusmedialis
1696	0.91584	0.042889	0.0067814	0.0283582	0.032233	0.0145677	0.0455552	0.0341865	0.040384	0.0466647	0.0363418	0.0412292	0.0399927
1697	0.91638	0.0428895	0.00678141	0.0283586	0.0322334	0.0145675	0.045555	0.0341869	0.0403846	0.0466675	0.0363418	0.0412292	0.0399927
1698	0.91692	0.04289	0.00678143	0.0283589	0.0322337	0.0145674	0.0455549	0.0341874	0.0403851	0.0466701	0.0363418	0.0412292	0.0399928
1699	0.91746	0.0428904	0.00678144	0.0283592	0.0322341	0.0145673	0.0455547	0.0341878	0.0403855	0.0466726	0.0363418	0.0412292	0.0399929
1700	0.918	0.0428908	0.00678145	0.0283595	0.0322343	0.0145672	0.0455546	0.0341881	0.0403859	0.0466748	0.0363418	0.0412292	0.0399929
1701	0.91854	0.0428911	0.00678146	0.0283597	0.0322345	0.0145671	0.0455545	0.0341883	0.0403862	0.0466768	0.0363418	0.0412292	0.039993
1702	0.91908	0.0428914	0.00678147	0.0283599	0.0322347	0.014567	0.0455544	0.0341885	0.0403865	0.0466784	0.0363418	0.0412292	0.0399931
1703	0.91962	0.0428915	0.00678147	0.02836	0.0322347	0.014567	0.0455543	0.0341886	0.0403866	0.0466797	0.0363418	0.0412292	0.0399933
1704	0.92016	0.0428916	0.00678147	0.0283601	0.0322347	0.014567	0.0455543	0.0341885	0.0403867	0.0466806	0.0363418	0.0412292	0.0399934
1705	0.9207	0.0428915	0.00678147	0.02836	0.0322346	0.014567	0.0455543	0.0341884	0.0403867	0.046681	0.0363418	0.0412292	0.0399935
1706	0.92124	0.0428914	0.00678147	0.02836	0.0322344	0.014567	0.0455544	0.0341882	0.0403865	0.0466811	0.0363418	0.0412292	0.0399936
1707	0.92178	0.0428912	0.00678146	0.0283598	0.0322342	0.0145671	0.0455544	0.0341879	0.0403863	0.0466807	0.0363418	0.0412292	0.0399937
1708	0.92232	0.0428909	0.00678145	0.0283596	0.0322339	0.0145671	0.0455545	0.0341875	0.040386	0.04668	0.0363418	0.0412292	0.0399938
1709	0.92286	0.0428905	0.00678144	0.0283593	0.0322335	0.0145672	0.0455547	0.0341871	0.0403856	0.0466789	0.0363418	0.0412292	0.0399939
1710	0.9234	0.0428901	0.00678143	0.028359	0.0322331	0.0145674	0.0455548	0.0341866	0.0403852	0.0466775	0.0363418	0.0412292	0.0399939
1711	0.92394	0.0428896	0.00678142	0.0283587	0.0322326	0.0145675	0.045555	0.0341861	0.0403847	0.0466758	0.0363418	0.0412292	0.039994
1712	0.92448	0.0428891	0.0067814	0.0283583	0.0322322	0.0145676	0.0455552	0.0341855	0.0403842	0.0466738	0.0363418	0.0412292	0.039994
1713	0.92502	0.0428886	0.00678139	0.0283579	0.0322317	0.0145678	0.0455554	0.034185	0.0403836	0.0466717	0.0363418	0.0412292	0.039994
1714	0.92556	0.042888	0.00678137	0.0283575	0.0322312	0.0145679	0.0455556	0.0341844	0.0403831	0.0466695	0.0363418	0.0412292	0.039994
1715	0.9261	0.0428875	0.00678136	0.0283571	0.0322308	0.0145681	0.0455558	0.0341839	0.0403825	0.0466673	0.0363418	0.0412292	0.039994
1716	0.92664	0.0428869	0.00678134	0.0283567	0.0322303	0.0145682	0.045556	0.0341833	0.0403819	0.0466651	0.0363418	0.0412292	0.039994
1717	0.92718	0.0428864	0.00678132	0.0283563	0.0322299	0.0145684	0.0455561	0.0341829	0.0403814	0.0466629	0.0363418	0.0412292	0.0399939
1718	0.92772	0.0428859	0.00678131	0.028356	0.0322295	0.0145685	0.0455563	0.0341824	0.0403809	0.0466609	0.0363418	0.0412292	0.0399939
1719	0.92826	0.0428855	0.0067813	0.0283557	0.0322292	0.0145686	0.0455565	0.034182	0.0403805	0.0466591	0.0363418	0.0412292	0.0399938
1720	0.9288	0.0428851	0.00678129	0.0283554	0.0322289	0.0145687	0.0455566	0.0341817	0.0403801	0.0466575	0.0363418	0.0412292	0.0399938
1721	0.92934	0.0428848	0.00678128	0.0283552	0.0322287	0.0145688	0.0455567	0.0341814	0.0403797	0.0466562	0.0363418	0.0412292	0.0399937
1722	0.92988	0.0428845	0.00678127	0.028355	0.0322285	0.0145689	0.0455568	0.0341812	0.0403794	0.0466552	0.0363418	0.0412292	0.0399936
1723	0.93042	0.0428843	0.00678126	0.0283548	0.0322283	0.0145689	0.0455569	0.034181	0.0403792	0.0466544	0.0363418	0.0412292	0.0399936
1724	0.93096	0.0428841	0.00678126	0.0283547	0.0322282	0.014569	0.045557	0.0341809	0.040379	0.0466538	0.0363418	0.0412292	0.0399935
1725	0.9315	0.042884	0.00678125	0.0283546	0.0322282	0.014569	0.045557	0.0341808	0.0403789	0.0466536	0.0363418	0.0412292	0.0399934
1726	0.93204	0.0428839	0.00678125	0.0283545	0.0322282	0.014569	0.045557	0.0341808	0.0403788	0.0466536	0.0363418	0.0412292	0.0399933
1727	0.93258	0.0428839	0.00678125	0.0283545	0.0322282	0.014569	0.045557	0.0341808	0.0403788	0.0466538	0.0363418	0.0412292	0.0399933
1728	0.93312	0.0428839	0.00678125	0.0283546	0.0322283	0.014569	0.045557	0.0341809	0.0403789	0.0466543	0.0363418	0.0412292	0.0399932
1729	0.93366	0.042884	0.00678126	0.0283546	0.0322284	0.014569	0.045557	0.0341811	0.040379	0.0466551	0.0363418	0.0412292	0.0399931
1730	0.9342	0.0428842	0.00678126	0.0283548	0.0322286	0.014569	0.0455569	0.0341813	0.0403791	0.0466562	0.0363418	0.0412292	0.0399931
1731	0.93474	0.0428844	0.00678127	0.0283549	0.0322288	0.0145689	0.0455569	0.0341816	0.0403793	0.0466575	0.0363418	0.0412292	0.039993
1732	0.93528	0.0428847	0.00678128	0.0283551	0.0322291	0.0145688	0.0455568	0.0341819	0.0403796	0.046659	0.0363418	0.0412292	0.0399929
1733	0.93582	0.042885	0.00678128	0.0283553	0.0322294	0.0145687	0.0455566	0.0341823	0.04038	0.0466609	0.0363418	0.0412292	0.0399929
1734	0.93636	0.0428854	0.0067813	0.0283556	0.0322298	0.0145686	0.0455565	0.0341827	0.0403803	0.0466629	0.0363418	0.0412292	0.0399928
1735	0.9369	0.0428858	0.00678131	0.0283559	0.0322302	0.0145685	0.0455564	0.0341832	0.0403808	0.0466653	0.0363418	0.0412292	0.0399928
1736	0.93744	0.0428862	0.00678132	0.0283562	0.0322306	0.0145684	0.0455562	0.0341837	0.0403812	0.0466678	0.0363418	0.0412292	0.0399927
1737	0.93798	0.0428867	0.00678133	0.0283566	0.0322311	0.0145683	0.045556	0.0341842	0.0403818	0.0466705	0.0363418	0.0412292	0.0399927
1738	0.93852	0.0428873	0.00678135	0.028357	0.0322315	0.0145681	0.0455558	0.0341847	0.0403823	0.0466732	0.0363418	0.0412292	0.0399927
1739	0.93906	0.0428878	0.00678136	0.0283573	0.0322319	0.014568	0.0455556	0.0341852	0.0403828	0.046676	0.0363418	0.0412292	0.0399927
1740	0.9396	0.0428883	0.00678138	0.0283577	0.0322323	0.0145679	0.0455555	0.0341857	0.0403833	0.0466787	0.0363418	0.0412292	0.0399927
1741	0.94014	0.0428888	0.00678139	0.028358	0.0322327	0.0145677	0.0455553	0.0341862	0.0403838	0.0466813	0.0363418	0.0412292	0.0399928
1742	0.94068	0.0428892	0.00678141	0.0283584	0.032233	0.0145676	0.0455551	0.0341865	0.0403843	0.0466837	0.0363418	0.0412292	0.0399929
1743	0.94122	0.0428896	0.00678142	0.0283586	0.0322333	0.0145675	0.045555	0.0341869	0.0403847	0.0466859	0.0363418	0.0412292	0.0399929
1744	0.94176	0.0428899	0.00678142	0.0283589	0.0322335	0.0145674	0.0455549	0.0341871	0.040385	0.0466879	0.0363418	0.0412292	0.039993
1745	0.9423	0.0428901	0.00678143	0.028359	0.0322336	0.0145674	0.0455548	0.0341873	0.0403852	0.0466895	0.0363418	0.0412292	0.0399931
1746	0.94284	0.0428903	0.00678144	0.0283591	0.0322337	0.0145673	0.0455548	0.0341873	0.0403854	0.0466907	0.0363418	0.0412292	0.0399933
1747	0.94338	0.0428904	0.00678144	0.0283592	0.0322337	0.0145673	0.0455547	0.0341873	0.0403854	0.0466916	0.0363418	0.0412292	0.0399934
1748	0.94392	0.0428903	0.00678144	0.0283592	0.0322336	0.0145673	0.0455547	0.0341872	0.0403854	0.046692	0.0363418	0.0412292	0.0399935
1749	0.94446	0.0428902	0.00678143	0.0283591	0.0322334	0.0145673	0.0455548	0.034187	0.0403853	0.0466921	0.0363418	0.0412292	0.0399936
1750	0.945	0.04289	0.00678143	0.0283589	0.0322331	0.0145674	0.0455549	0.0341867	0.0403851	0.0466917	0.0363418	0.0412292	0.0399937
1751	0.94554	0.0428897	0.00678142	0.0283587	0.0322328	0.0145675	0.045555	0.0341863	0.0403848	0.046691	0.0363418	0.0412292	0.0399938
1752	0.94608	0.0428893	0.00678141	0.0283585	0.0322325	0.0145676	0.0455551	0.0341859	0.0403844	0.0466899	0.0363418	0.0412292	0.0399939
1753	0.94662	0.0428889	0.0067814	0.0283582	0.0322321	0.0145677	0.0455553	0.0341854	0.040384	0.0466885	0.0363418	0.0412292	0.0399939
1754	0.94716	0.0428884	0.00678138	0.0283578	0.0322316	0.0145678	0.0455554	0.0341849	0.0403835	0.0466869	0.0363418	0.0412292	0.039994
1755	0.9477	0.0428879	0.00678137	0.0283574	0.0322312	0.014568	0.0455556	0.0341843	0.040383	0.046685	0.0363418	0.0412292	0.039994
1756	0.94824	0.0428874	0.00678135	0.0283571	0.0322307	0.0145681	0.0455558	0.0341838	0.0403824	0.046683	0.0363418	0.0412292	0.039994
1757	0.94878	0.0428868	0.00678134	0.0283567	0.0322302	0.0145682	0.045556	0.0341832	0.0403818	0.0466808	0.0363418	0.0412292	0.039994
1758	0.94932	0.0428863	0.00678132	0.0283563	0.0322298	0.0145684	0.0455562	0.0341827	0.0403813	0.0466786	0.0363418	0.0412292	0.039994
1759	0.94986	0.0428858	0.0067813	0.0283559	0.0322293	0.0145685	0.0455564	0.0341822	0.0403807	0.0466764	0.0363418	0.0412292	0.039994
1760	0.9504	0.0428853	0.00678129	0.0283555	0.0322289	0.0145687	0.0455565	0.0341817	0.0403802	0.0466743	0.0363418	0.0412292	0.0399939
1761	0.95094	0.0428848	0.00678128	0.0283552	0.0322286	0.0145688	0.0455567	0.0341812	0.0403797	0.0466723	0.0363418	0.0412292	0.0399939
1762	0.95148	0.0428843	0.00678127	0.0283549	0.0322282	0.0145689	0.0455569	0.0341808	0.0403793	0.0466706	0.0363418	0.0412292	0.0399938
1763	0.95202	0.042884	0.00678125	0.0283546	0.0322279	0.014569	0.045557	0.0341805	0.0403789	0.046669	0.0363418	0.0412292	0.0399938
1764	0.95256	0.0428836	0.00678124	0.0283543	0.0322277	0.0145691	0.0455571	0.0341802	0.0403785	0.0466677	0.0363418	0.0412292	0.0399937
1765	0.9531	0.0428833	0.00678124	0.0283541	0.0322275	0.0145692	0.0455572	0.03418	0.0403783	0.0466667	0.0363418	0.0412292	0.0399936
1766	0.95364	0.0428831	0.00678123	0.028354	0.0322274	0.0145693	0.0455573	0.0341798	0.040378	0.0466659	0.0363418	0.0412292	0.0399936
1767	0.95418	0.0428829	0.00678122	0.0283538	0.0322273	0.0145693	0.0455574	0.0341797	0.0403779	0.0466654	0.0363418	0.0412292	0.0399935
1768	0.95472	0.0428828	0.00678122	0.0283538	0.0322272	0.0145693	0.0455574	0.0341797	0.0403777	0.0466652	0.0363418	0.0412292	0.0399934
1769	0.95526	0.0428828	0.00678122	0.0283537	0.0322272	0.0145694	0.0455574	0.0341796	0.0403777	0.0466652	0.0363418	0.0412292	0.0399933
1770	0.9558	0.0428828	0.00678122	0.0283537	0.0322272	0.0145694	0.0455574	0.0341797	0.0403777	0.0466654	0.0363418	0.0412292	0.0399933
1771	0.95634	0.0428828	0.00678122	0.0283537	0.0322273	0.0145693	0.0455574	0.0341798	0.0403777	0.046666	0.0363418	0.0412292	0.0399932
1772	0.95688	0.0428829	0.00678122	0.0283538	0.0322275	0.0145693	0.0455574	0.0341799	0.0403778	0.0466668	0.0363418	0.0412292	0.0399931
1773	0.95742	0.0428831	0.00678123	0.0283539	0.0322276	0.0145693	0.0455573	0.0341802	0.040378	0.0466678	0.0363418	0.0412292	0.0399931
1774	0.95796	0.0428833	0.00678123	0.0283541	0.0322279	0.0145692	0.0455573	0.0341804	0.0403782	0.0466691	0.0363418	0.0412292	0.039993
1775	0.9585	0.0428835	0.00678124	0.0283543	0.0322281	0.0145691	0.0455572	0.0341807	0.0403785	0.0466706	0.0363418	0.0412292	0.0399929
1776	0.95904	0.0428839	0.00678125	0.0283545	0.0322285	0.0145691	0.045557	0.0341811	0.0403788	0.0466724	0.0363418	0.0412292	0.0399929
1777	0.95958	0.0428842	0.00678126	0.0283548	0.0322288	0.014569	0.0455569	0.0341816	0.0403792	0.0466745	0.0363418	0.0412292	0.0399928
1778	0.96012	0.0428846	0.00678127	0.0283551	0.0322292	0.0145688	0.0455568	0.034182	0.0403796	0.0466768	0.0363418	0.0412292	0.0399928
1779	0.96066	0.0428851	0.00678129	0.0283554	0.0322296	0.0145687	0.0455566	0.0341825	0.0403801	0.0466793	0.0363418	0.0412292	0.0399927
1780	0.9612	0.0428856	0.0067813	0.0283558	0.0322301	0.0145686	0.0455564	0.034183	0.0403806	0.0466819	0.0363418	0.0412292	0.0399927
1781	0.96174	0.0428861	0.00678131	0.0283561	0.0322305	0.0145684	0.0455563	0.0341835	0.0403811	0.0466846	0.0363418	0.0412292	0.0399927
1782	0.96228	0.0428866	0.00678133	0.0283565	0.0322309	0.0145683	0.0455561	0.0341841	0.0403816	0.0466873	0.0363418	0.0412292	0.0399927
1783	0.96282	0.0428871	0.00678134	0.0283569	0.0322313	0.0145682	0.0455559	0.0341845	0.0403821	0.04669	0.0363418	0.0412292	0.0399927
1784	0.96336	0.0428876	0.00678136	0.0283572	0.0322317	0.014568	0.0455557	0.034185	0.0403826	0.0466925	0.0363418	0.0412292	0.0399928
1785	0.9639	0.042888	0.00678137	0.0283575	0.032232	0.0145679	0.0455556	0.0341853	0.040383	0.0466949	0.0363418	0.0412292	0.0399929
1786	0.96444	0.0428884	0.00678138	0.0283578	0.0322323	0.0145678	0.0455554	0.0341857	0.0403834	0.0466971	0.0363418	0.0412292	0.039993
1787	0.96498	0.0428887	0.00678139	0.028358	0.0322325	0.0145677	0.0455553	0.0341859	0.0403837	0.046699	0.0363418	0.0412292	0.039993
1788	0.96552	0.0428889	0.0067814	0.0283582	0.0322326	0.0145677	0.0455552	0.034186	0.040384	0.0467005	0.0363418	0.0412292	0.0399931
1789	0.96606	0.0428891	0.0067814	0.0283583	0.0322327	0.0145676	0.0455552	0.0341861	0.0403841	0.0467017	0.0363418	0.0412292	0.0399933
1790	0.9666	0.0428891	0.00678141	0.0283583	0.0322326	0.0145676	0.0455552	0.0341861	0.0403842	0.0467026	0.0363418	0.0412292	0.0399934
1791	0.96714	0.0428891	0.0067814	0.0283583	0.0322325	0.0145676	0.0455552	0.034186	0.0403842	0.046703	0.0363418	0.0412292	0.0399935
1792	0.96768	0.042889	0.0067814	0.0283582	0.0322324	0.0145677	0.0455552	0.0341857	0.040384	0.046703	0.0363418	0.0412292	0.0399936
1793	0.96822	0.0428888	0.00678139	0.0283581	0.0322321	0.0145677	0.0455553	0.0341855	0.0403838	0.0467027	0.0363418	0.0412292	0.0399937
1794	0.96876	0.0428885	0.00678139	0.0283579	0.0322318	0.0145678	0.0455554	0.0341851	0.0403835	0.0467019	0.0363418	0.0412292	0.0399938
1795	0.9693	0.0428881	0.00678138	0.0283576	0.0322314	0.0145679	0.0455555	0.0341847	0.0403832	0.0467009	0.0363418	0.0412292	0.0399939
1796	0.96984	0.0428877	0.00678136	0.0283573	0.032231	0.014568	0.0455557	0.0341842	0.0403827	0.0466995	0.0363418	0.0412292	0.0399939
1797	0.97038	0.0428872	0.00678135	0.028357	0.0322306	0.0145681	0.0455558	0.0341837	0.0403823	0.0466978	0.0363418	0.0412292	0.039994
1798	0.97092	0.0428867	0.00678133	0.0283566	0.0322302	0.0145683	0.045556	0.0341831	0.0403817	0.046696	0.0363418	0.0412292	0.039994
1799	0.97146	0.0428862	0.00678132	0.0283562	0.0322297	0.0145684	0.0455562	0.0341826	0.0403812	0.046694	0.0363418	0.0412292	0.039994
1800	0.972	0.0428857	0.0067813	0.0283558	0.0322292	0.0145686	0.0455564	0.0341821	0.0403807	0.0466919	0.0363418	0.0412292	0.039994
1801	0.97254	0.0428852	0.00678129	0.0283554	0.0322288	0.0145687	0.0455566	0.0341815	0.0403801	0.0466897	0.0363418	0.0412292	0.039994
1802	0.97308	0.0428846	0.00678127	0.0283551	0.0322284	0.0145688	0.0455568	0.034181	0.0403796	0.0466876	0.0363418	0.0412292	0.039994
1803	0.97362	0.0428841	0.00678126	0.0283547	0.032228	0.014569	0.0455569	0.0341806	0.0403791	0.0466855	0.0363418	0.0412292	0.0399939
1804	0.97416	0.0428837	0.00678125	0.0283544	0.0322276	0.0145691	0.0455571	0.0341801	0.0403786	0.0466836	0.0363418	0.0412292	0.0399939
1805	0.9747	0.0428832	0.00678123	0.0283541	0.0322273	0.0145692	0.0455573	0.0341798	0.0403781	0.0466819	0.0363418	0.0412292	0.0399938
1806	0.97524	0.0428829	0.00678122	0.0283538	0.032227	0.0145693	0.0455574	0.0341794	0.0403778	0.0466803	0.0363418	0.0412292	0.0399937
1807	0.97578	0.0428825	0.00678121	0.0283536	0.0322268	0.0145694	0.0455575	0.0341792	0.0403774	0.0466791	0.0363418	0.0412292	0.0399937
1808	0.97632	0.0428823	0.00678121	0.0283534	0.0322266	0.0145695	0.0455576	0.0341789	0.0403772	0.0466781	0.0363418	0.0412292	0.0399936
1809	0.97686	0.0428821	0.0067812	0.0283532	0.0322265	0.0145695	0.0455577	0.0341788	0.0403769	0.0466774	0.0363418	0.0412292	0.0399935
1810	0.9774	0.0428819	0.00678119	0.0283531	0.0322264	0.0145696	0.0455577	0.0341787	0.0403768	0.0466769	0.0363418	0.0412292	0.0399935
1811	0.97794	0.0428818	0.00678119	0.028353	0.0322263	0.0145696	0.0455578	0.0341786	0.0403767	0.0466767	0.0363418	0.0412292	0.0399934
1812	0.97848	0.0428817	0.00678119	0.028353	0.0322263	0.0145696	0.0455578	0.0341786	0.0403766	0.0466767	0.0363418	0.0412292	0.0399933
1813	0.97902	0.0428817	0.00678119	0.028353	0.0322264	0.0145696	0.0455578	0.0341787	0.0403766	0.046677	0.0363418	0.0412292	0.0399933
1814	0.97956	0.0428818	0.00678119	0.028353	0.0322265	0.0145696	0.0455578	0.0341788	0.0403767	0.0466775	0.0363418	0.0412292	0.0399932
1815	0.9801	0.0428819	0.00678119	0.0283531	0.0322266	0.0145696	0.0455577	0.0341789	0.0403768	0.0466783	0.0363418	0.0412292	0.0399931
1816	0.98064	0.0428821	0.0067812	0.0283532	0.0322268	0.0145695	0.0455577	0.0341792	0.040377	0.0466793	0.0363418	0.0412292	0.0399931
1817	0.98118	0.0428823	0.00678121	0.0283534	0.032227	0.0145695	0.0455576	0.0341794	0.0403772	0.0466806	0.0363418	0.0412292	0.039993
1818	0.98172	0.0428825	0.00678121	0.0283536	0.0322273	0.0145694	0.0455575	0.0341798	0.0403774	0.0466822	0.0363418	0.0412292	0.0399929
1819	0.98226	0.0428829	0.00678122	0.0283538	0.0322276	0.0145693	0.0455574	0.0341801	0.0403778	0.046684	0.0363418	0.0412292	0.0399929
1820	0.9828	0.0428833	0.00678123	0.0283541	0.032228	0.0145692	0.0455573	0.0341806	0.0403782	0.0466861	0.0363418	0.0412292	0.0399928
1821	0.98334	0.0428837	0.00678125	0.0283544	0.0322284	0.0145691	0.0455571	0.034181	0.0403786	0.0466883	0.0363418	0.0412292	0.0399928
1822	0.98388	0.0428841	0.00678126	0.0283547	0.0322288	0.014569	0.0455569	0.0341815	0.0403791	0.0466908	0.0363418	0.0412292	0.0399927
1823	0.98442	0.0428846	0.00678127	0.0283551	0.0322292	0.0145688	0.0455568	0.034182	0.0403796	0.0466934	0.0363418	0.0412292	0.0399927
1824	0.98496	0.0428851	0.00678129	0.0283554	0.0322297	0.0145687	0.0455566	0.0341826	0.0403801	0.0466961	0.0363418	0.0412292	0.0399927
1825	0.9855	0.0428856	0.0067813	0.0283558	0.0322301	0.0145686	0.0455564	0.0341831	0.0403806	0.0466987	0.0363418	0.0412292	0.0399927
1826	0.98604	0.0428861	0.00678132	0.0283561	0.0322305	0.0145684	0.0455562	0.0341835	0.0403811	0.0467013	0.0363418	0.0412292	0.0399928
1827	0.98658	0.0428866	0.00678133	0.0283565	0.0322309	0.0145683	0.0455561	0.034184	0.0403816	0.0467038	0.0363418	0.0412292	0.0399928
1828	0.98712	0.042887	0.00678134	0.0283568	0.0322312	0.0145682	0.0455559	0.0341843	0.040382	0.0467061	0.0363418	0.0412292	0.0399929
1829	0.98766	0.0428874	0.00678135	0.0283571	0.0322314	0.0145681	0.0455558	0.0341846	0.0403824	0.0467082	0.0363418	0.0412292	0.039993
1830	0.9882	0.0428877	0.00678136	0.0283573	0.0322316	0.014568	0.0455557	0.0341849	0.0403827	0.04671	0.0363418	0.0412292	0.0399931
1831	0.98874	0.0428879	0.00678137	0.0283574	0.0322317	0.014568	0.0455556	0.034185	0.0403829	0.0467115	0.0363418	0.0412292	0.0399932
1832	0.98928	0.042888	0.00678137	0.0283575	0.0322318	0.0145679	0.0455556	0.034185	0.0403831	0.0467127	0.0363418	0.0412292	0.0399933
1833	0.98982	0.0428881	0.00678137	0.0283576	0.0322317	0.0145679	0.0455555	0.034185	0.0403831	0.0467134	0.0363418	0.0412292	0.0399934
1834	0.99036	0.0428881	0.00678137	0.0283575	0.0322316	0.0145679	0.0455556	0.0341849	0.0403831	0.0467138	0.0363418	0.0412292	0.0399935
1835	0.9909	0.0428879	0.00678137	0.0283574	0.0322314	0.014568	0.0455556	0.0341847	0.040383	0.0467138	0.0363418	0.0412292	0.0399936
1836	0.99144	0.0428877	0.00678136	0.0283573	0.0322312	0.014568	0.0455557	0.0341844	0.0403827	0.0467134	0.0363418	0.0412292	0.0399937
1837	0.99198	0.0428874	0.00678135	0.0283571	0.0322309	0.0145681	0.0455558	0.034184	0.0403824	0.0467127	0.0363418	0.0412292	0.0399938
1838	0.99252	0.0428871	0.00678134	0.0283568	0.0322305	0.0145682	0.0455559	0.0341836	0.0403821	0.0467116	0.0363418	0.0412292	0.0399939
1839	0.99306	0.0428866	0.00678133	0.0283565	0.0322301	0.0145683	0.0455561	0.0341831	0.0403816	0.0467102	0.0363418	0.0412292	0.0399939
1840	0.9936	0.0428862	0.00678132	0.0283562	0.0322297	0.0145684	0.0455562	0.0341826	0.0403812	0.0467086	0.0363418	0.0412292	0.039994
1841	0.99414	0.0428857	0.0067813	0.0283558	0.0322292	0.0145686	0.0455564	0.0341821	0.0403806	0.0467068	0.0363418	0.0412292	0.039994
1842	0.99468	0.0428852	0.00678129	0.0283554	0.0322288	0.0145687	0.0455566	0.0341815	0.0403801	0.0467048	0.0363418	0.0412292	0.039994
1843	0.99522	0.0428846	0.00678127	0.0283551	0.0322284	0.0145689	0.0455568	0.034181	0.0403796	0.0467027	0.0363418	0.0412292	0.039994
1844	0.99576	0.0428841	0.00678126	0.0283547	0.0322279	0.014569	0.045557	0.0341805	0.040379	0.0467006	0.0363418	0.0412292	0.039994
1845	0.9963	0.0428836	0.00678124	0.0283543	0.0322275	0.0145691	0.0455571	0.03418	0.0403785	0.0466985	0.0363418	0.0412292	0.039994
1846	0.99684	0.0428831	0.00678123	0.028354	0.0322271	0.0145693	0.0455573	0.0341795	0.040378	0.0466965	0.0363418	0.0412292	0.0399939
1847	0.99738	0.0428826	0.00678122	0.0283536	0.0322267	0.0145694	0.0455575	0.0341791	0.0403775	0.0466946	0.0363418	0.0412292	0.0399938
1848	0.99792	0.0428822	0.0067812	0.0283533	0.0322264	0.0145695	0.0455576	0.0341787	0.0403771	0.046693	0.0363418	0.0412292	0.0399938
1849	0.99846	0.0428819	0.00678119	0.0283531	0.0322262	0.0145696	0.0455578	0.0341784	0.0403767	0.0466915	0.0363418	0.0412292	0.0399937
1850	0.999	0.0428815	0.00678118	0.0283528	0.032226	0.0145697	0.0455579	0.0341781	0.0403764	0.0466903	0.0363418	0.0412292	0.0399937
1851	0.99954	0.0428813	0.00678118	0.0283527	0.0322258	0.0145698	0.045558	0.0341779	0.0403761	0.0466894	0.0363418	0.0412292	0.0399936
1852	1.00008	0.0428811	0.00678117	0.0283525	0.0322256	0.0145698	0.045558	0.0341778	0.0403759	0.0466887	0.0363418	0.0412292	0.0399935
1853	1.00062	0.0428809	0.00678117	0.0283524	0.0322256	0.0145698	0.0455581	0.0341777	0.0403758	0.0466883	0.0363418	0.0412292	0.0399935
1854	1.00116	0.0428808	0.00678116	0.0283523	0.0322255	0.0145699	0.0455581	0.0341776	0.0403757	0.0466881	0.0363418	0.0412292	0.0399934
1855	1.0017	0.0428808	0.00678116	0.0283523	0.0322255	0.0145699	0.0455581	0.0341776	0.0403756	0.0466881	0.0363418	0.0412292	0.0399933
1856	1.00224	0.0428808	0.00678116	0.0283523	0.0322256	0.0145699	0.0455581	0.0341777	0.0403756	0.0466885	0.0363418	0.0412292	0.0399933
1857	1.00278	0.0428808	0.00678117	0.0283523	0.0322257	0.0145699	0.0455581	0.0341778	0.0403757	0.046689	0.0363418	0.0412292	0.0399932
1858	1.00332	0.042881	0.00678117	0.0283524	0.0322258	0.0145698	0.0455581	0.034178	0.0403758	0.0466899	0.0363418	0.0412292	0.0399931
1859	1.00386	0.0428811	0.00678117	0.0283525	0.032226	0.0145698	0.045558	0.0341782	0.040376	0.0466909	0.0363418	0.0412292	0.0399931
1860	1.0044	0.0428814	0.00678118	0.0283527	0.0322262	0.0145697	0.0455579	0.0341785	0.0403762	0.0466922	0.0363418	0.0412292	0.039993
1861	1.00494	0.0428816	0.00678119	0.0283529	0.0322265	0.0145697	0.0455578	0.0341788	0.0403765	0.0466938	0.0363418	0.0412292	0.0399929
1862	1.00548	0.042882	0.0067812	0.0283531	0.0322269	0.0145696	0.0455577	0.0341792	0.0403768	0.0466956	0.0363418	0.0412292	0.0399929
1863	1.00602	0.0428823	0.00678121	0.0283534	0.0322272	0.0145695	0.0455576	0.0341797	0.0403772	0.0466977	0.0363418	0.0412292	0.0399928
1864	1.00656	0.0428828	0.00678122	0.0283537	0.0322276	0.0145693	0.0455574	0.0341801	0.0403777	0.0467	0.0363418	0.0412292	0.0399927
1865	1.0071	0.0428832	0.00678123	0.0283541	0.032228	0.0145692	0.0455573	0.0341806	0.0403781	0.0467024	0.0363418	0.0412292	0.0399927
1866	1.00764	0.0428837	0.00678125	0.0283544	0.0322285	0.0145691	0.0455571	0.0341811	0.0403786	0.046705	0.0363418	0.0412292	0.0399927
1867	1.00818	0.0428842	0.00678126	0.0283548	0.0322289	0.014569	0.0455569	0.0341816	0.0403792	0.0467076	0.0363418	0.0412292	0.0399927
1868	1.00872	0.0428847	0.00678128	0.0283551	0.0322293	0.0145688	0.0455567	0.0341821	0.0403797	0.0467102	0.0363418	0.0412292	0.0399927
1869	1.00926	0.0428852	0.00678129	0.0283555	0.0322297	0.0145687	0.0455566	0.0341826	0.0403802	0.0467128	0.0363418	0.0412292	0.0399928
1870	1.0098	0.0428857	0.0067813	0.0283558	0.03223	0.0145686	0.0455564	0.034183	0.0403806	0.0467152	0.0363418	0.0412292	0.0399928
1871	1.01034	0.0428861	0.00678131	0.0283561	0.0322303	0.0145685	0.0455563	0.0341833	0.0403811	0.0467174	0.0363418	0.0412292	0.0399929
