TimeSlice	Time	adductorbrevis	tensorfascialatae
868	1.736	0.396836	0.375588
869	1.738	0.396835	0.375588
870	1.74	0.396835	0.375588
871	1.742	0.396835	0.375588
872	1.744	0.396835	0.375589
873	1.746	0.396835	0.375589
874	1.748	0.396836	0.375589
875	1.75	0.396835	0.375588
876	1.752	0.396835	0.375588
877	1.754	0.396835	0.375589
878	1.756	0.396835	0.375589
879	1.758	0.396836	0.375589
880	1.76	0.396836	0.375588
881	1.762	0.396835	0.375588
882	1.764	0.396835	0.375588
883	1.766	0.396835	0.375589
884	1.768	0.396835	0.375589
885	1.77	0.396835	0.375589
886	1.772	0.396835	0.375588
887	1.774	0.396835	0.375588
888	1.776	0.396836	0.375589
889	1.778	0.396836	0.375588
890	1.78	0.396836	0.375587
891	1.782	0.396836	0.375587
892	1.784	0.396836	0.375588
893	1.786	0.396836	0.375588
894	1.788	0.396835	0.375588
895	1.79	0.396835	0.375588
896	1.792	0.396835	0.375589
897	1.794	0.396835	0.375589
898	1.796	0.396835	0.375589
899	1.798	0.396835	0.375588
900	1.8	0.396835	0.375589
901	1.802	0.396835	0.375589
902	1.804	0.396834	0.375589
903	1.806	0.396834	0.375589
904	1.808	0.396834	0.375589
905	1.81	0.396834	0.375588
906	1.812	0.396834	0.375588
907	1.814	0.396835	0.375587
908	1.816	0.396835	0.375588
909	1.818	0.396836	0.375588
910	1.82	0.396835	0.375587
911	1.822	0.396835	0.375587
912	1.824	0.396835	0.375587
913	1.826	0.396835	0.375587
914	1.828	0.396835	0.375587
915	1.83	0.396835	0.375588
916	1.832	0.396835	0.375588
917	1.834	0.396835	0.375588
918	1.836	0.396835	0.375588
919	1.838	0.396835	0.375588
920	1.84	0.396834	0.375588
921	1.842	0.396834	0.375588
922	1.844	0.396834	0.375588
923	1.846	0.396834	0.375589
924	1.848	0.396834	0.375589
925	1.85	0.396834	0.375589
926	1.852	0.396834	0.375589
927	1.854	0.396835	0.375588
928	1.856	0.396835	0.375588
929	1.858	0.396835	0.375588
930	1.86	0.396835	0.375587
931	1.862	0.396834	0.375587
932	1.864	0.396835	0.375588
933	1.866	0.396835	0.375588
934	1.868	0.396835	0.375588
935	1.87	0.396835	0.375588
936	1.872	0.396835	0.375588
937	1.874	0.396835	0.375588
938	1.876	0.396835	0.375588
939	1.878	0.396835	0.375588
940	1.88	0.396835	0.375587
941	1.882	0.396834	0.375588
942	1.884	0.396835	0.375588
943	1.886	0.396835	0.375588
944	1.888	0.396835	0.375588
945	1.89	0.396835	0.375587
946	1.892	0.396835	0.375587
947	1.894	0.396835	0.375588
948	1.896	0.396835	0.375588
949	1.898	0.396835	0.375588
950	1.9	0.396835	0.375588
951	1.902	0.396835	0.375589
952	1.904	0.396834	0.375589
953	1.906	0.396834	0.375589
954	1.908	0.396834	0.375588
955	1.91	0.396834	0.375588
956	1.912	0.396834	0.375588
957	1.914	0.396834	0.375587
958	1.916	0.396834	0.375587
959	1.918	0.396834	0.375588
960	1.92	0.396834	0.375588
961	1.922	0.396834	0.375588
962	1.924	0.396834	0.375588
963	1.926	0.396834	0.375588
964	1.928	0.396834	0.375588
965	1.93	0.396835	0.375588
966	1.932	0.396835	0.375587
967	1.934	0.396836	0.375587
968	1.936	0.396835	0.375587
969	1.938	0.396835	0.375588
970	1.94	0.396834	0.375588
971	1.942	0.396834	0.375588
972	1.944	0.396834	0.375588
973	1.946	0.396834	0.375588
974	1.948	0.396834	0.375588
975	1.95	0.396834	0.375588
976	1.952	0.396834	0.375588
977	1.954	0.396835	0.375588
978	1.956	0.396835	0.375588
979	1.958	0.396835	0.375588
980	1.96	0.396835	0.375588
981	1.962	0.396835	0.375588
982	1.964	0.396835	0.375588
983	1.966	0.396835	0.375588
984	1.968	0.396834	0.375588
985	1.97	0.396835	0.375588
986	1.972	0.396835	0.375587
987	1.974	0.396835	0.375587
988	1.976	0.396835	0.375588
989	1.978	0.396835	0.375588
990	1.98	0.396835	0.375587
991	1.982	0.396835	0.375587
992	1.984	0.396835	0.375588
993	1.986	0.396835	0.375588
994	1.988	0.396835	0.375588
995	1.99	0.396834	0.375588
996	1.992	0.396834	0.375588
997	1.994	0.396835	0.375588
998	1.996	0.396834	0.375588
999	1.998	0.396834	0.375588
1000	2	0.396834	0.375588
1001	2.002	0.396834	0.375588
1002	2.004	0.396834	0.375588
1003	2.006	0.396834	0.375588
1004	2.008	0.396834	0.375587
1005	2.01	0.396834	0.375587
1006	2.012	0.396834	0.375587
1007	2.014	0.396834	0.375588
1008	2.016	0.396834	0.375588
1009	2.018	0.396834	0.375588
1010	2.02	0.396834	0.375587
1011	2.022	0.396834	0.375587
1012	2.024	0.396834	0.375587
1013	2.026	0.396834	0.375587
1014	2.028	0.396834	0.375587
1015	2.03	0.396834	0.375587
1016	2.032	0.396834	0.375588
1017	2.034	0.396834	0.375588
1018	2.036	0.396834	0.375588
1019	2.038	0.396834	0.375588
1020	2.04	0.396834	0.375588
1021	2.042	0.396834	0.375588
1022	2.044	0.396834	0.375588
1023	2.046	0.396834	0.375587
1024	2.048	0.396834	0.375587
1025	2.05	0.396834	0.375587
1026	2.052	0.396834	0.375587
1027	2.054	0.396834	0.375587
1028	2.056	0.396834	0.375587
1029	2.058	0.396834	0.375587
1030	2.06	0.396834	0.375588
1031	2.062	0.396835	0.375588
1032	2.064	0.396835	0.375588
1033	2.066	0.396834	0.375588
1034	2.068	0.396834	0.375589
1035	2.07	0.396834	0.375589
1036	2.072	0.396834	0.375588
1037	2.074	0.396834	0.375588
1038	2.076	0.396834	0.375587
1039	2.078	0.396834	0.375588
1040	2.08	0.396834	0.375588
1041	2.082	0.396835	0.375588
1042	2.084	0.396834	0.375588
1043	2.086	0.396834	0.375587
1044	2.088	0.396834	0.375587
1045	2.09	0.396834	0.375587
1046	2.092	0.396834	0.375587
1047	2.094	0.396834	0.375587
1048	2.096	0.396834	0.375587
1049	2.098	0.396834	0.375587
1050	2.1	0.396834	0.375587
1051	2.102	0.396834	0.375587
1052	2.104	0.396834	0.375588
1053	2.106	0.396834	0.375588
1054	2.108	0.396834	0.375588
1055	2.11	0.396834	0.375588
1056	2.112	0.396834	0.375588
1057	2.114	0.396834	0.375588
1058	2.116	0.396834	0.375588
1059	2.118	0.396834	0.375588
1060	2.12	0.396834	0.375588
1061	2.122	0.396834	0.375588
1062	2.124	0.396835	0.375588
1063	2.126	0.396835	0.375588
1064	2.128	0.396835	0.375586
1065	2.13	0.396835	0.375586
1066	2.132	0.396835	0.375586
1067	2.134	0.396834	0.375587
1068	2.136	0.396834	0.375587
1069	2.138	0.396834	0.375587
1070	2.14	0.396834	0.375589
1071	2.142	0.396834	0.375589
1072	2.144	0.396834	0.375589
1073	2.146	0.396834	0.375588
1074	2.148	0.396834	0.375588
1075	2.15	0.396834	0.375588
1076	2.152	0.396834	0.375586
1077	2.154	0.396834	0.375587
1078	2.156	0.396834	0.375587
1079	2.158	0.396834	0.375587
1080	2.16	0.396834	0.375587
1081	2.162	0.396834	0.375587
1082	2.164	0.396834	0.375587
1083	2.166	0.396834	0.375587
1084	2.168	0.396833	0.375589
1085	2.17	0.396833	0.375589
1086	2.172	0.396833	0.375589
1087	2.174	0.396833	0.375589
1088	2.176	0.396834	0.375588
1089	2.178	0.396834	0.375587
1090	2.18	0.396834	0.375587
1091	2.182	0.396833	0.375589
1092	2.184	0.396833	0.375589
1093	2.186	0.396834	0.375588
1094	2.188	0.396834	0.375588
1095	2.19	0.396834	0.375586
1096	2.192	0.396834	0.375587
1097	2.194	0.396834	0.375587
1098	2.196	0.396834	0.375587
1099	2.198	0.396834	0.375587
1100	2.2	0.396834	0.375587
1101	2.202	0.396834	0.375587
1102	2.204	0.396834	0.375587
1103	2.206	0.396834	0.375587
1104	2.208	0.396834	0.375587
1105	2.21	0.396834	0.375587
1106	2.212	0.396834	0.375587
1107	2.214	0.396834	0.375587
1108	2.216	0.396834	0.375587
1109	2.218	0.396834	0.375587
1110	2.22	0.396834	0.375587
1111	2.222	0.396834	0.375587
1112	2.224	0.396834	0.375587
1113	2.226	0.396834	0.375587
1114	2.228	0.396834	0.375587
1115	2.23	0.396834	0.375587
1116	2.232	0.396834	0.375587
1117	2.234	0.396834	0.375587
1118	2.236	0.396834	0.375587
1119	2.238	0.396834	0.375587
1120	2.24	0.396834	0.375587
1121	2.242	0.396834	0.375587
1122	2.244	0.396834	0.375587
1123	2.246	0.396834	0.375587
1124	2.248	0.396834	0.375587
1125	2.25	0.396834	0.375587
1126	2.252	0.396834	0.375587
1127	2.254	0.396834	0.375587
1128	2.256	0.396834	0.375587
1129	2.258	0.396834	0.375587
1130	2.26	0.396834	0.375587
1131	2.262	0.396834	0.375587
1132	2.264	0.396834	0.375587
1133	2.266	0.396834	0.375587
1134	2.268	0.396834	0.375587
1135	2.27	0.396834	0.375587
1136	2.272	0.396834	0.375587
1137	2.274	0.396834	0.375587
1138	2.276	0.396834	0.375587
1139	2.278	0.396834	0.375587
1140	2.28	0.396834	0.375587
1141	2.282	0.396834	0.375587
1142	2.284	0.396834	0.375587
1143	2.286	0.396835	0.375587
1144	2.288	0.396835	0.375587
1145	2.29	0.396834	0.375587
1146	2.292	0.396834	0.375588
1147	2.294	0.396834	0.375588
1148	2.296	0.396834	0.375588
1149	2.298	0.396834	0.375588
1150	2.3	0.396834	0.375588
1151	2.302	0.396834	0.375588
1152	2.304	0.396834	0.375588
1153	2.306	0.396834	0.375588
1154	2.308	0.396834	0.375588
1155	2.31	0.396834	0.375588
1156	2.312	0.396834	0.375588
1157	2.314	0.396834	0.375588
1158	2.316	0.396834	0.375588
1159	2.318	0.396834	0.375588
1160	2.32	0.396835	0.375588
1161	2.322	0.396835	0.375587
1162	2.324	0.396835	0.375587
1163	2.326	0.396835	0.375587
1164	2.328	0.396835	0.375587
1165	2.33	0.396834	0.375587
1166	2.332	0.396834	0.375588
1167	2.334	0.396834	0.375588
1168	2.336	0.396835	0.375588
1169	2.338	0.396834	0.375587
1170	2.34	0.396834	0.375587
1171	2.342	0.396834	0.375587
1172	2.344	0.396834	0.375587
1173	2.346	0.396834	0.375587
1174	2.348	0.396833	0.375587
1175	2.35	0.396833	0.375587
1176	2.352	0.396833	0.375588
1177	2.354	0.396833	0.375588
1178	2.356	0.396833	0.375588
1179	2.358	0.396833	0.375588
1180	2.36	0.396834	0.375587
1181	2.362	0.396834	0.375587
1182	2.364	0.396834	0.375587
1183	2.366	0.396835	0.375587
1184	2.368	0.396835	0.375587
1185	2.37	0.396834	0.375587
1186	2.372	0.396834	0.375587
1187	2.374	0.396834	0.375587
1188	2.376	0.396834	0.375587
1189	2.378	0.396834	0.375587
1190	2.38	0.396834	0.375587
1191	2.382	0.396834	0.375587
1192	2.384	0.396834	0.375587
1193	2.386	0.396834	0.375587
1194	2.388	0.396834	0.375587
1195	2.39	0.396834	0.375587
1196	2.392	0.396833	0.375587
1197	2.394	0.396833	0.375588
1198	2.396	0.396834	0.375588
1199	2.398	0.396834	0.375587
1200	2.4	0.396834	0.375587
1201	2.402	0.396833	0.375587
1202	2.404	0.396833	0.375588
1203	2.406	0.396834	0.375588
1204	2.408	0.396834	0.375587
1205	2.41	0.396834	0.375587
1206	2.412	0.396834	0.375587
1207	2.414	0.396834	0.375587
1208	2.416	0.396835	0.375587
1209	2.418	0.396835	0.375587
1210	2.42	0.396835	0.375587
1211	2.422	0.396834	0.375587
1212	2.424	0.396834	0.375587
1213	2.426	0.396834	0.375587
1214	2.428	0.396834	0.375587
1215	2.43	0.396834	0.375587
1216	2.432	0.396834	0.375587
1217	2.434	0.396834	0.375587
1218	2.436	0.396834	0.375587
1219	2.438	0.396834	0.375587
1220	2.44	0.396834	0.375587
1221	2.442	0.396834	0.375587
1222	2.444	0.396834	0.375587
1223	2.446	0.396834	0.375587
1224	2.448	0.396834	0.375587
1225	2.45	0.396834	0.375587
1226	2.452	0.396834	0.375587
1227	2.454	0.396834	0.375587
1228	2.456	0.396834	0.375587
1229	2.458	0.396834	0.375587
1230	2.46	0.396834	0.375587
1231	2.462	0.396834	0.375587
1232	2.464	0.396834	0.375587
1233	2.466	0.396834	0.375587
1234	2.468	0.396834	0.375587
1235	2.47	0.396834	0.375587
1236	2.472	0.396834	0.375587
1237	2.474	0.396834	0.375587
1238	2.476	0.396834	0.375587
1239	2.478	0.396834	0.375587
1240	2.48	0.396834	0.375587
1241	2.482	0.396834	0.375587
1242	2.484	0.396834	0.375587
1243	2.486	0.396834	0.375587
1244	2.488	0.396834	0.375587
1245	2.49	0.396834	0.375587
1246	2.492	0.396834	0.375587
1247	2.494	0.396834	0.375587
1248	2.496	0.396834	0.375587
1249	2.498	0.396834	0.375587
1250	2.5	0.396834	0.375587
1251	2.502	0.396834	0.375587
1252	2.504	0.396834	0.375587
1253	2.506	0.396834	0.375587
1254	2.508	0.396834	0.375587
1255	2.51	0.396834	0.375587
1256	2.512	0.396834	0.375587
1257	2.514	0.396834	0.375587
1258	2.516	0.396834	0.375587
1259	2.518	0.396834	0.375587
1260	2.52	0.396834	0.375587
1261	2.522	0.396834	0.375587
1262	2.524	0.396834	0.375587
1263	2.526	0.396834	0.375587
1264	2.528	0.396834	0.375587
1265	2.53	0.396834	0.375587
1266	2.532	0.396834	0.375587
1267	2.534	0.396834	0.375587
1268	2.536	0.396834	0.375587
1269	2.538	0.396834	0.375587
1270	2.54	0.396834	0.375587
1271	2.542	0.396834	0.375587
1272	2.544	0.396834	0.375587
1273	2.546	0.396834	0.375587
1274	2.548	0.396834	0.375587
1275	2.55	0.396834	0.375587
1276	2.552	0.396834	0.375587
1277	2.554	0.396834	0.375587
1278	2.556	0.396834	0.375587
1279	2.558	0.396834	0.375587
1280	2.56	0.396834	0.375587
1281	2.562	0.396834	0.375587
1282	2.564	0.396834	0.375587
1283	2.566	0.396834	0.375587
1284	2.568	0.396834	0.375587
1285	2.57	0.396834	0.375587
1286	2.572	0.396834	0.375587
1287	2.574	0.396834	0.375587
1288	2.576	0.396834	0.375587
1289	2.578	0.396834	0.375587
1290	2.58	0.396834	0.375587
1291	2.582	0.396834	0.375587
1292	2.584	0.396834	0.375587
1293	2.586	0.396834	0.375587
1294	2.588	0.396834	0.375587
1295	2.59	0.396834	0.375587
1296	2.592	0.396834	0.375587
1297	2.594	0.396834	0.375587
1298	2.596	0.396834	0.375587
1299	2.598	0.396834	0.375587
1300	2.6	0.396834	0.375587
1301	2.602	0.396834	0.375587
1302	2.604	0.396834	0.375587
1303	2.606	0.396834	0.375587
1304	2.608	0.396834	0.375587
1305	2.61	0.396834	0.375587
1306	2.612	0.396834	0.375587
1307	2.614	0.396834	0.375587
1308	2.616	0.396834	0.375587
1309	2.618	0.396834	0.375587
1310	2.62	0.396834	0.375587
1311	2.622	0.396834	0.375587
1312	2.624	0.396834	0.375587
1313	2.626	0.396834	0.375587
1314	2.628	0.396834	0.375587
1315	2.63	0.396834	0.375587
1316	2.632	0.396834	0.375587
1317	2.634	0.396834	0.375587
1318	2.636	0.396834	0.375587
1319	2.638	0.396834	0.375587
1320	2.64	0.396834	0.375587
1321	2.642	0.396834	0.375587
1322	2.644	0.396834	0.375587
1323	2.646	0.396834	0.375587
1324	2.648	0.396834	0.375587
1325	2.65	0.396834	0.375587
1326	2.652	0.396834	0.375587
1327	2.654	0.396834	0.375587
1328	2.656	0.396834	0.375587
1329	2.658	0.396834	0.375587
1330	2.66	0.396834	0.375587
1331	2.662	0.396834	0.375587
1332	2.664	0.396834	0.375587
1333	2.666	0.396834	0.375587
1334	2.668	0.396834	0.375587
1335	2.67	0.396834	0.375587
1336	2.672	0.396834	0.375587
1337	2.674	0.396834	0.375587
1338	2.676	0.396834	0.375587
1339	2.678	0.396834	0.375587
1340	2.68	0.396834	0.375587
1341	2.682	0.396834	0.375587
1342	2.684	0.396834	0.375587
1343	2.686	0.396834	0.375587
1344	2.688	0.396834	0.375587
1345	2.69	0.396834	0.375587
1346	2.692	0.396834	0.375587
1347	2.694	0.396834	0.375587
1348	2.696	0.396834	0.375587
1349	2.698	0.396834	0.375587
1350	2.7	0.396834	0.375587
1351	2.702	0.396834	0.375587
1352	2.704	0.396834	0.375587
1353	2.706	0.396834	0.375587
1354	2.708	0.396834	0.375587
1355	2.71	0.396834	0.375587
1356	2.712	0.396834	0.375587
1357	2.714	0.396834	0.375587
1358	2.716	0.396834	0.375587
1359	2.718	0.396834	0.375587
1360	2.72	0.396834	0.375587
1361	2.722	0.396834	0.375587
1362	2.724	0.396834	0.375587
1363	2.726	0.396834	0.375587
1364	2.728	0.396834	0.375587
1365	2.73	0.396834	0.375587
1366	2.732	0.396834	0.375587
1367	2.734	0.396834	0.375587
1368	2.736	0.396834	0.375587
1369	2.738	0.396834	0.375587
1370	2.74	0.396834	0.375587
1371	2.742	0.396834	0.375587
1372	2.744	0.396834	0.375587
1373	2.746	0.396834	0.375587
1374	2.748	0.396834	0.375587
1375	2.75	0.396834	0.375587
1376	2.752	0.396834	0.375587
1377	2.754	0.396834	0.375587
1378	2.756	0.396834	0.375587
1379	2.758	0.396834	0.375587
1380	2.76	0.396834	0.375587
1381	2.762	0.396834	0.375587
1382	2.764	0.396834	0.375587
1383	2.766	0.396834	0.375587
1384	2.768	0.396834	0.375587
1385	2.77	0.396834	0.375587
1386	2.772	0.396834	0.375587
1387	2.774	0.396834	0.375587
1388	2.776	0.396834	0.375587
1389	2.778	0.396834	0.375587
1390	2.78	0.396834	0.375587
1391	2.782	0.396834	0.375587
1392	2.784	0.396834	0.375587
1393	2.786	0.396834	0.375587
1394	2.788	0.396834	0.375587
1395	2.79	0.396834	0.375587
1396	2.792	0.396834	0.375587
1397	2.794	0.396834	0.375587
1398	2.796	0.396834	0.375587
1399	2.798	0.396834	0.375587
1400	2.8	0.396834	0.375587
1401	2.802	0.396834	0.375587
1402	2.804	0.396834	0.375587
1403	2.806	0.396834	0.375587
1404	2.808	0.396834	0.375587
1405	2.81	0.396834	0.375587
1406	2.812	0.396834	0.375587
1407	2.814	0.396834	0.375587
1408	2.816	0.396834	0.375587
1409	2.818	0.396834	0.375587
1410	2.82	0.396834	0.375587
1411	2.822	0.396834	0.375587
1412	2.824	0.396834	0.375587
1413	2.826	0.396834	0.375587
1414	2.828	0.396834	0.375587
1415	2.83	0.396834	0.375587
1416	2.832	0.396834	0.375587
1417	2.834	0.396834	0.375587
1418	2.836	0.396834	0.375587
1419	2.838	0.396834	0.375587
1420	2.84	0.396834	0.375587
1421	2.842	0.396834	0.375587
1422	2.844	0.396834	0.375587
1423	2.846	0.396834	0.375587
1424	2.848	0.396834	0.375587
1425	2.85	0.396834	0.375587
1426	2.852	0.396834	0.375587
1427	2.854	0.396834	0.375587
1428	2.856	0.396834	0.375587
1429	2.858	0.396834	0.375587
1430	2.86	0.396834	0.375587
1431	2.862	0.396834	0.375587
1432	2.864	0.396834	0.375587
1433	2.866	0.396834	0.375587
1434	2.868	0.396834	0.375587
1435	2.87	0.396834	0.375587
1436	2.872	0.396834	0.375587
1437	2.874	0.396834	0.375587
1438	2.876	0.396834	0.375587
1439	2.878	0.396834	0.375587
1440	2.88	0.396834	0.375587
1441	2.882	0.396834	0.375587
1442	2.884	0.396834	0.375587
1443	2.886	0.396834	0.375587
1444	2.888	0.396834	0.375587
1445	2.89	0.396834	0.375587
1446	2.892	0.396834	0.375587
1447	2.894	0.396834	0.375587
1448	2.896	0.396834	0.375587
1449	2.898	0.396834	0.375587
1450	2.9	0.396834	0.375587
1451	2.902	0.396834	0.375587
1452	2.904	0.396834	0.375587
1453	2.906	0.396834	0.375587
1454	2.908	0.396834	0.375587
1455	2.91	0.396834	0.375587
1456	2.912	0.396834	0.375587
1457	2.914	0.396834	0.375587
1458	2.916	0.396834	0.375587
1459	2.918	0.396834	0.375587
1460	2.92	0.396834	0.375587
1461	2.922	0.396834	0.375587
1462	2.924	0.396834	0.375587
1463	2.926	0.396834	0.375587
1464	2.928	0.396834	0.375587
1465	2.93	0.396834	0.375587
1466	2.932	0.396834	0.375587
1467	2.934	0.396834	0.375587
1468	2.936	0.396834	0.375587
1469	2.938	0.396834	0.375587
1470	2.94	0.396834	0.375587
1471	2.942	0.396834	0.375587
1472	2.944	0.396834	0.375587
1473	2.946	0.396834	0.375587
1474	2.948	0.396834	0.375587
1475	2.95	0.396834	0.375587
1476	2.952	0.396834	0.375587
1477	2.954	0.396834	0.375587
1478	2.956	0.396834	0.375587
1479	2.958	0.396834	0.375587
1480	2.96	0.396834	0.375587
1481	2.962	0.396834	0.375587
1482	2.964	0.396834	0.375587
1483	2.966	0.396834	0.375587
1484	2.968	0.396834	0.375587
1485	2.97	0.396834	0.375587
1486	2.972	0.396834	0.375587
1487	2.974	0.396834	0.375587
1488	2.976	0.396834	0.375587
1489	2.978	0.396834	0.375587
1490	2.98	0.396834	0.375587
1491	2.982	0.396834	0.375587
1492	2.984	0.396834	0.375587
1493	2.986	0.396834	0.375587
1494	2.988	0.396834	0.375587
1495	2.99	0.396834	0.375587
1496	2.992	0.396834	0.375587
1497	2.994	0.396834	0.375587
1498	2.996	0.396834	0.375587
1499	2.998	0.396834	0.375587
1500	3	0.396834	0.375587
1501	3.002	0.396834	0.375587
1502	3.004	0.396834	0.375587
1503	3.006	0.396834	0.375587
1504	3.008	0.396834	0.375587
1505	3.01	0.396834	0.375587
1506	3.012	0.396834	0.375587
1507	3.014	0.396834	0.375587
1508	3.016	0.396834	0.375587
1509	3.018	0.396834	0.375587
1510	3.02	0.396834	0.375587
1511	3.022	0.396834	0.375587
1512	3.024	0.396834	0.375587
1513	3.026	0.396834	0.375587
1514	3.028	0.396834	0.375587
1515	3.03	0.396834	0.375587
1516	3.032	0.396834	0.375587
1517	3.034	0.396834	0.375587
1518	3.036	0.396834	0.375587
1519	3.038	0.396834	0.375587
1520	3.04	0.396834	0.375587
1521	3.042	0.396834	0.375587
1522	3.044	0.396834	0.375587
1523	3.046	0.396834	0.375587
1524	3.048	0.396834	0.375587
1525	3.05	0.396834	0.375587
1526	3.052	0.396834	0.375587
1527	3.054	0.396834	0.375587
1528	3.056	0.396834	0.375587
1529	3.058	0.396834	0.375587
1530	3.06	0.396834	0.375587
1531	3.062	0.396834	0.375587
1532	3.064	0.396834	0.375587
1533	3.066	0.396834	0.375587
1534	3.068	0.396834	0.375587
1535	3.07	0.396834	0.375587
1536	3.072	0.396834	0.375587
1537	3.074	0.396834	0.375587
1538	3.076	0.396834	0.375587
1539	3.078	0.396834	0.375587
1540	3.08	0.396834	0.375587
1541	3.082	0.396834	0.375587
1542	3.084	0.396834	0.375587
1543	3.086	0.396834	0.375587
1544	3.088	0.396834	0.375587
1545	3.09	0.396834	0.375587
1546	3.092	0.396834	0.375587
1547	3.094	0.396834	0.375587
1548	3.096	0.396834	0.375587
1549	3.098	0.396834	0.375587
1550	3.1	0.396834	0.375587
1551	3.102	0.396834	0.375587
1552	3.104	0.396834	0.375587
1553	3.106	0.396834	0.375587
1554	3.108	0.396834	0.375587
1555	3.11	0.396834	0.375587
1556	3.112	0.396834	0.375587
1557	3.114	0.396834	0.375587
1558	3.116	0.396834	0.375587
1559	3.118	0.396834	0.375587
1560	3.12	0.396834	0.375587
1561	3.122	0.396834	0.375587
1562	3.124	0.396834	0.375587
1563	3.126	0.396834	0.375587
1564	3.128	0.396834	0.375587
1565	3.13	0.396834	0.375587
1566	3.132	0.396834	0.375587
1567	3.134	0.396834	0.375587
1568	3.136	0.396834	0.375587
1569	3.138	0.396834	0.375587
1570	3.14	0.396834	0.375587
1571	3.142	0.396834	0.375587
1572	3.144	0.396834	0.375587
1573	3.146	0.396834	0.375587
1574	3.148	0.396834	0.375587
1575	3.15	0.396834	0.375587
1576	3.152	0.396834	0.375587
1577	3.154	0.396834	0.375587
1578	3.156	0.396834	0.375587
1579	3.158	0.396834	0.375587
1580	3.16	0.396834	0.375587
1581	3.162	0.396834	0.375587
1582	3.164	0.396834	0.375587
1583	3.166	0.396834	0.375587
1584	3.168	0.396834	0.375587
1585	3.17	0.396834	0.375587
1586	3.172	0.396834	0.375587
1587	3.174	0.396834	0.375587
1588	3.176	0.396834	0.375587
1589	3.178	0.396834	0.375587
1590	3.18	0.396834	0.375587
1591	3.182	0.396834	0.375587
1592	3.184	0.396834	0.375587
1593	3.186	0.396834	0.375587
1594	3.188	0.396834	0.375587
1595	3.19	0.396834	0.375587
1596	3.192	0.396834	0.375587
1597	3.194	0.396834	0.375587
1598	3.196	0.396834	0.375587
1599	3.198	0.396834	0.375587
1600	3.2	0.396834	0.375587
1601	3.202	0.396834	0.375587
1602	3.204	0.396834	0.375587
1603	3.206	0.396834	0.375587
1604	3.208	0.396834	0.375587
1605	3.21	0.396834	0.375587
1606	3.212	0.396834	0.375587
1607	3.214	0.396834	0.375587
1608	3.216	0.396834	0.375587
1609	3.218	0.396834	0.375587
1610	3.22	0.396834	0.375587
1611	3.222	0.396834	0.375587
1612	3.224	0.396834	0.375587
1613	3.226	0.396834	0.375587
1614	3.228	0.396834	0.375587
1615	3.23	0.396834	0.375587
1616	3.232	0.396834	0.375587
1617	3.234	0.396834	0.375587
1618	3.236	0.396834	0.375587
1619	3.238	0.396834	0.375587
1620	3.24	0.396834	0.375587
1621	3.242	0.396834	0.375587
1622	3.244	0.396834	0.375587
1623	3.246	0.396834	0.375587
1624	3.248	0.396834	0.375587
1625	3.25	0.396834	0.375587
1626	3.252	0.396834	0.375587
1627	3.254	0.396834	0.375587
1628	3.256	0.396834	0.375587
1629	3.258	0.396834	0.375587
1630	3.26	0.396834	0.375587
1631	3.262	0.396834	0.375587
1632	3.264	0.396834	0.375587
1633	3.266	0.396834	0.375587
1634	3.268	0.396834	0.375587
1635	3.27	0.396834	0.375587
1636	3.272	0.396834	0.375587
1637	3.274	0.396834	0.375587
1638	3.276	0.396834	0.375587
1639	3.278	0.396834	0.375587
1640	3.28	0.396834	0.375587
1641	3.282	0.396834	0.375587
1642	3.284	0.396834	0.375587
1643	3.286	0.396834	0.375587
1644	3.288	0.396834	0.375587
1645	3.29	0.396834	0.375587
1646	3.292	0.396834	0.375587
1647	3.294	0.396834	0.375587
1648	3.296	0.396834	0.375587
1649	3.298	0.396834	0.375587
1650	3.3	0.396834	0.375587
1651	3.302	0.396834	0.375587
1652	3.304	0.396834	0.375587
1653	3.306	0.396834	0.375587
1654	3.308	0.396834	0.375587
1655	3.31	0.396834	0.375587
1656	3.312	0.396834	0.375587
1657	3.314	0.396834	0.375587
1658	3.316	0.396834	0.375587
1659	3.318	0.396834	0.375587
1660	3.32	0.396834	0.375587
1661	3.322	0.396834	0.375587
1662	3.324	0.396834	0.375587
1663	3.326	0.396834	0.375587
1664	3.328	0.396834	0.375587
1665	3.33	0.396834	0.375587
1666	3.332	0.396834	0.375587
1667	3.334	0.396834	0.375587
1668	3.336	0	0
1669	3.338	0	0
1670	3.34	0	0
1671	3.342	0	0
1672	3.344	0	0
1673	3.346	0	0
1674	3.348	0	0
1675	3.35	0	0
1676	3.352	0	0
