Time	LH_AnkleZ	LH_HipZ	LH_Knee	
1.99098	-0.5697729	-0.114707	-0.5601059	
1.9926	-0.5718277	-0.1164745	-0.5616455	
1.99422	-0.5738924	-0.1182453	-0.5631786	
1.99584	-0.5759667	-0.1200192	-0.5647053	
1.99746	-0.5780507	-0.1217963	-0.5662253	
1.99908	-0.5801441	-0.1235766	-0.5677387	
2.0007	-0.5822469	-0.1253599	-0.5692455	
2.00232	-0.5843589	-0.1271464	-0.5707456	
2.00394	-0.5864801	-0.1289359	-0.5722389	
2.00556	-0.5886102	-0.1307284	-0.5737255	
2.00718	-0.5907493	-0.1325239	-0.5752051	
2.0088	-0.5928971	-0.1343223	-0.576678	
2.01042	-0.5950535	-0.1361237	-0.5781438	
2.01204	-0.5972185	-0.137928	-0.5796028	
2.01366	-0.5993918	-0.1397352	-0.5810547	
2.01528	-0.6015734	-0.1415452	-0.5824996	
2.0169	-0.6037632	-0.143358	-0.5839373	
2.01852	-0.605961	-0.1451736	-0.5853679	
2.02014	-0.6081666	-0.146992	-0.5867914	
2.02176	-0.6103801	-0.148813	-0.5882077	
2.02338	-0.6126012	-0.1506368	-0.5896167	
2.025	-0.6148298	-0.1524632	-0.5910183	
2.02662	-0.6170658	-0.1542922	-0.5924127	
2.02824	-0.6193091	-0.1561238	-0.5937997	
2.02986	-0.6215596	-0.157958	-0.5951793	
2.03148	-0.623817	-0.1597947	-0.5965515	
2.0331	-0.6260813	-0.161634	-0.5979162	
2.03472	-0.6283525	-0.1634757	-0.5992734	
2.03634	-0.6306302	-0.1653199	-0.600623	
2.03796	-0.6329144	-0.1671664	-0.6019651	
2.03958	-0.6352051	-0.1690154	-0.6032996	
2.0412	-0.637502	-0.1708667	-0.6046265	
2.04282	-0.639805	-0.1727203	-0.6059457	
2.04444	-0.642114	-0.1745763	-0.6072572	
2.04606	-0.6444289	-0.1764344	-0.608561	
2.04768	-0.6467495	-0.1782949	-0.609857	
2.0493	-0.6490757	-0.1801575	-0.6111452	
2.05092	-0.6514075	-0.1820223	-0.6124256	
2.05254	-0.6537445	-0.1838892	-0.6136982	
2.05416	-0.6560868	-0.1857582	-0.6149629	
2.05578	-0.6584342	-0.1876294	-0.6162198	
2.0574	-0.6607866	-0.1895025	-0.6174687	
2.05902	-0.6631438	-0.1913777	-0.6187097	
2.06064	-0.6655056	-0.1932549	-0.6199427	
2.06226	-0.6678721	-0.1951341	-0.6211678	
2.06388	-0.6702431	-0.1970151	-0.6223848	
2.0655	-0.6726183	-0.1988981	-0.6235937	
2.06712	-0.6749977	-0.2007829	-0.6247947	
2.06874	-0.6773812	-0.2026696	-0.6259875	
2.07036	-0.6797686	-0.2045581	-0.6271724	
2.07198	-0.6821598	-0.2064483	-0.628349	
2.0736	-0.6845546	-0.2083403	-0.6295175	
2.07522	-0.686953	-0.2102341	-0.6306779	
2.07684	-0.6893548	-0.2121295	-0.6318301	
2.07846	-0.6917599	-0.2140266	-0.6329741	
2.08008	-0.6941681	-0.2159252	-0.6341099	
2.0817	-0.6965793	-0.2178255	-0.6352375	
2.08332	-0.6989934	-0.2197274	-0.6363568	
2.08494	-0.7014103	-0.2216308	-0.6374679	
2.08656	-0.7038298	-0.2235357	-0.6385708	
2.08818	-0.7062517	-0.225442	-0.6396653	
2.0898	-0.7086761	-0.2273498	-0.6407516	
2.09142	-0.7111027	-0.2292591	-0.6418296	
2.09304	-0.7135314	-0.2311697	-0.6428992	
2.09466	-0.715962	-0.2330817	-0.6439605	
2.09628	-0.7183945	-0.234995	-0.6450135	
2.0979	-0.7208288	-0.2369096	-0.6460581	
2.09952	-0.7232646	-0.2388254	-0.6470944	
2.10114	-0.7257018	-0.2407425	-0.6481223	
2.10276	-0.7281404	-0.2426609	-0.6491418	
2.10438	-0.7305802	-0.2445803	-0.650153	
2.106	-0.7330211	-0.246501	-0.6511558	
2.10762	-0.7354629	-0.2484227	-0.6521502	
2.10924	-0.7379056	-0.2503455	-0.6531361	
2.11086	-0.7403489	-0.2522694	-0.6541137	
2.11248	-0.7427928	-0.2541943	-0.6550828	
2.1141	-0.7452371	-0.2561203	-0.6560435	
2.11572	-0.7476817	-0.2580472	-0.6569958	
2.11734	-0.7501266	-0.259975	-0.6579397	
2.11896	-0.7525715	-0.2619037	-0.6588751	
2.12058	-0.7550163	-0.2638333	-0.6598021	
2.1222	-0.757461	-0.2657638	-0.6607206	
2.12382	-0.7599052	-0.2676951	-0.6616307	
2.12544	-0.762349	-0.2696272	-0.6625324	
2.12706	-0.7647923	-0.27156	-0.6634257	
2.12868	-0.7672349	-0.2734936	-0.6643106	
2.1303	-0.7696766	-0.2754279	-0.6651869	
2.13192	-0.7721174	-0.2773629	-0.6660549	
2.13354	-0.7745571	-0.2792985	-0.6669144	
2.13516	-0.7769956	-0.2812347	-0.6677655	
2.13678	-0.7794328	-0.2831715	-0.6686082	
2.1384	-0.7818686	-0.2851089	-0.6694424	
2.14002	-0.7843028	-0.2870468	-0.6702682	
2.14164	-0.7867353	-0.2889852	-0.6710856	
2.14326	-0.789166	-0.2909241	-0.6718946	
2.14488	-0.7915949	-0.2928634	-0.6726952	
2.1465	-0.7940216	-0.2948032	-0.6734874	
2.14812	-0.7964462	-0.2967433	-0.6742711	
2.14974	-0.7988685	-0.2986838	-0.6750465	
2.15136	-0.8012884	-0.3006246	-0.6758135	
2.15298	-0.8037058	-0.3025657	-0.6765721	
2.1546	-0.8061205	-0.3045071	-0.6773224	
2.15622	-0.8085324	-0.3064487	-0.6780643	
2.15784	-0.8109415	-0.3083906	-0.6787978	
2.15946	-0.8133476	-0.3103326	-0.679523	
2.16108	-0.8157505	-0.3122748	-0.6802399	
2.1627	-0.8181503	-0.3142171	-0.6809484	
2.16432	-0.8205467	-0.3161595	-0.6816487	
2.16594	-0.8229396	-0.318102	-0.6823406	
2.16756	-0.825329	-0.3200445	-0.6830242	
2.16918	-0.8277147	-0.321987	-0.6836996	
2.1708	-0.8300966	-0.3239295	-0.6843667	
2.17242	-0.8324745	-0.325872	-0.6850256	
2.17404	-0.8348485	-0.3278145	-0.6856762	
2.17566	-0.8372183	-0.329757	-0.6863186	
2.17728	-0.8395838	-0.3316992	-0.6869527	
2.1789	-0.841945	-0.3336413	-0.6875787	
2.18052	-0.8443017	-0.3355832	-0.6881964	
2.18214	-0.8466538	-0.3375249	-0.6888061	
2.18376	-0.8490012	-0.3394664	-0.6894075	
2.18538	-0.8513439	-0.3414076	-0.6900008	
2.187	-0.8536816	-0.3433485	-0.690586	
2.18862	-0.8560143	-0.3452891	-0.6911631	
2.19024	-0.8583419	-0.3472294	-0.691732	
2.19186	-0.8606642	-0.3491693	-0.6922929	
2.19348	-0.8629813	-0.3511088	-0.6928458	
2.1951	-0.8652928	-0.3530479	-0.6933905	
2.19672	-0.8675988	-0.3549865	-0.6939273	
2.19834	-0.8698992	-0.3569247	-0.6944561	
2.19996	-0.8721939	-0.3588623	-0.6949769	
2.20158	-0.8744826	-0.3607994	-0.6954896	
2.2032	-0.8767655	-0.362736	-0.6959945	
2.20482	-0.8790422	-0.364672	-0.6964914	
2.20644	-0.8813128	-0.3666074	-0.6969804	
2.20806	-0.8835772	-0.3685421	-0.6974615	
2.20968	-0.8858352	-0.3704762	-0.6979348	
2.2113	-0.8880867	-0.3724096	-0.6984002	
2.21292	-0.8903317	-0.3743423	-0.6988577	
2.21454	-0.89257	-0.3762742	-0.6993075	
2.21616	-0.8948016	-0.3782054	-0.6997495	
2.21778	-0.8970264	-0.3801357	-0.7001836	
2.2194	-0.8992442	-0.3820653	-0.7006101	
2.22102	-0.9014549	-0.383994	-0.7010288	
2.22264	-0.9036586	-0.3859218	-0.7014399	
2.22426	-0.905855	-0.3878488	-0.7018431	
2.22588	-0.9080441	-0.3897748	-0.7022389	
2.2275	-0.9102258	-0.3916999	-0.7026269	
2.22912	-0.9124001	-0.3936239	-0.7030073	
2.23074	-0.9145667	-0.3955471	-0.7033801	
2.23236	-0.9167256	-0.3974691	-0.7037454	
2.23398	-0.9188768	-0.3993902	-0.7041031	
2.2356	-0.9210202	-0.4013101	-0.7044533	
2.23722	-0.9231555	-0.4032289	-0.704796	
2.23884	-0.9252829	-0.4051467	-0.7051313	
2.24046	-0.9274022	-0.4070632	-0.7054591	
2.24208	-0.9295133	-0.4089786	-0.7057794	
2.2437	-0.9316161	-0.4108928	-0.7060924	
2.24532	-0.9337105	-0.4128058	-0.706398	
2.24694	-0.9357964	-0.4147176	-0.7066962	
2.24856	-0.9378739	-0.416628	-0.7069871	
2.25018	-0.9399427	-0.4185372	-0.7072707	
2.2518	-0.9420028	-0.420445	-0.7075471	
2.25342	-0.9440542	-0.4223515	-0.7078162	
2.25504	-0.9460967	-0.4242566	-0.7080781	
2.25666	-0.9481303	-0.4261603	-0.7083327	
2.25828	-0.9501549	-0.4280626	-0.7085803	
2.2599	-0.9521704	-0.4299635	-0.7088206	
2.26152	-0.9541768	-0.4318629	-0.7090538	
2.26314	-0.9561739	-0.4337608	-0.70928	
2.26476	-0.9581617	-0.4356572	-0.709499	
2.26638	-0.96014	-0.4375521	-0.7097111	
2.268	-0.962109	-0.4394454	-0.7099161	
2.26962	-0.9640685	-0.4413371	-0.7101141	
2.27124	-0.9660183	-0.4432272	-0.7103052	
2.27286	-0.9679585	-0.4451157	-0.7104893	
2.27448	-0.9698889	-0.4470025	-0.7106665	
2.2761	-0.9718095	-0.4488876	-0.7108368	
2.27772	-0.9737203	-0.4507711	-0.7110003	
2.27934	-0.975621	-0.4526528	-0.7111569	
2.28096	-0.9775118	-0.4545328	-0.7113068	
2.28258	-0.9793925	-0.456411	-0.7114498	
2.2842	-0.9812631	-0.4582874	-0.7115861	
2.28582	-0.9831234	-0.460162	-0.7117157	
2.28744	-0.9849735	-0.4620348	-0.7118385	
2.28906	-0.9868133	-0.4639057	-0.7119548	
2.29068	-0.9886426	-0.4657747	-0.7120643	
2.2923	-0.9904615	-0.4676419	-0.7121673	
2.29392	-0.9922699	-0.4695071	-0.7122636	
2.29554	-0.9940678	-0.4713704	-0.7123534	
2.29716	-0.995855	-0.4732317	-0.7124367	
2.29878	-0.9976314	-0.475091	-0.7125134	
2.3004	-0.9993972	-0.4769483	-0.7125837	
2.30202	-1.001152	-0.4788035	-0.7126476	
2.30364	-1.002896	-0.4806567	-0.7127049	
2.30526	-1.004629	-0.4825079	-0.7127559	
2.30688	-1.006352	-0.4843569	-0.7128005	
2.3085	-1.008063	-0.4862038	-0.7128387	
2.31012	-1.009763	-0.4880486	-0.7128707	
2.31174	-1.011452	-0.4898913	-0.7128963	
2.31336	-1.01313	-0.4917317	-0.7129157	
2.31498	-1.014796	-0.49357	-0.7129288	
2.3166	-1.016451	-0.495406	-0.7129356	
2.31822	-1.018095	-0.4972398	-0.7129363	
2.31984	-1.019728	-0.4990713	-0.7129309	
2.32146	-1.021349	-0.5009006	-0.7129193	
2.32308	-1.022959	-0.5027275	-0.7129016	
2.3247	-1.024557	-0.5045521	-0.7128778	
2.32632	-1.026144	-0.5063744	-0.7128479	
2.32794	-1.027719	-0.5081943	-0.712812	
2.32956	-1.029282	-0.5100119	-0.7127701	
2.33118	-1.030834	-0.511827	-0.7127222	
2.3328	-1.032374	-0.5136397	-0.7126684	
2.33442	-1.033902	-0.5154499	-0.7126086	
2.33604	-1.035419	-0.5172578	-0.7125429	
2.33766	-1.036923	-0.5190631	-0.7124712	
2.33928	-1.038416	-0.5208659	-0.7123938	
2.3409	-1.039897	-0.5226662	-0.7123106	
2.34252	-1.041366	-0.524464	-0.7122214	
2.34414	-1.042822	-0.5262592	-0.7121266	
2.34576	-1.044267	-0.5280519	-0.7120259	
2.34738	-1.0457	-0.529842	-0.7119195	
2.349	-1.047121	-0.5316294	-0.7118074	
2.35062	-1.048529	-0.5334142	-0.7116897	
2.35224	-1.049925	-0.5351964	-0.7115662	
2.35386	-1.05131	-0.5369759	-0.7114371	
2.35548	-1.052682	-0.5387527	-0.7113024	
2.3571	-1.054041	-0.5405268	-0.7111621	
2.35872	-1.055389	-0.5422982	-0.7110162	
2.36034	-1.056724	-0.5440668	-0.7108648	
2.36196	-1.058046	-0.5458328	-0.7107078	
2.36358	-1.059357	-0.5475959	-0.7105454	
2.3652	-1.060655	-0.5493563	-0.7103775	
2.36682	-1.06194	-0.5511138	-0.7102041	
2.36844	-1.063214	-0.5528685	-0.7100252	
2.37006	-1.064474	-0.5546204	-0.709841	
2.37168	-1.065722	-0.5563694	-0.7096513	
2.3733	-1.066958	-0.5581155	-0.7094563	
2.37492	-1.068181	-0.5598587	-0.7092559	
2.37654	-1.069392	-0.5615991	-0.7090502	
2.37816	-1.07059	-0.5633365	-0.7088392	
2.37978	-1.071775	-0.5650709	-0.7086229	
2.3814	-1.072948	-0.5668024	-0.7084014	
2.38302	-1.074108	-0.568531	-0.7081746	
2.38464	-1.075256	-0.5702565	-0.7079426	
2.38626	-1.076391	-0.5719791	-0.7077054	
2.38788	-1.077513	-0.5736986	-0.7074629	
2.3895	-1.078622	-0.5754151	-0.7072154	
2.39112	-1.079719	-0.5771285	-0.7069626	
2.39274	-1.080803	-0.5788388	-0.7067047	
2.39436	-1.081874	-0.5805461	-0.7064418	
2.39598	-1.082933	-0.5822503	-0.7061737	
2.3976	-1.083979	-0.5839514	-0.7059005	
2.39922	-1.085012	-0.5856493	-0.7056224	
2.40084	-1.086032	-0.5873441	-0.7053391	
2.40246	-1.087039	-0.5890356	-0.7050509	
2.40408	-1.088034	-0.5907241	-0.7047577	
2.4057	-1.089016	-0.5924094	-0.7044594	
2.40732	-1.089985	-0.5940914	-0.7041562	
2.40894	-1.090941	-0.5957702	-0.7038481	
2.41056	-1.091884	-0.5974458	-0.703535	
2.41218	-1.092814	-0.5991182	-0.703217	
2.4138	-1.093732	-0.6007873	-0.7028942	
2.41542	-1.094637	-0.6024531	-0.7025664	
2.41704	-1.095528	-0.6041156	-0.7022337	
2.41866	-1.096407	-0.6057748	-0.7018962	
2.42028	-1.097273	-0.6074307	-0.7015539	
2.4219	-1.098127	-0.6090833	-0.7012067	
2.42352	-1.098967	-0.6107326	-0.7008547	
2.42514	-1.099794	-0.6123784	-0.700498	
2.42676	-1.100609	-0.6140209	-0.7001364	
2.42838	-1.101411	-0.6156601	-0.6997702	
2.43	-1.1022	-0.6172957	-0.6993991	
2.43162	-1.102975	-0.6189281	-0.6990233	
2.43324	-1.103739	-0.620557	-0.6986427	
2.43486	-1.104489	-0.6221825	-0.6982575	
2.43648	-1.105226	-0.6238045	-0.6978676	
2.4381	-1.10595	-0.625423	-0.697473	
2.43972	-1.106662	-0.6270381	-0.6970737	
2.44134	-1.107361	-0.6286498	-0.6966698	
2.44296	-1.108047	-0.6302578	-0.6962611	
2.44458	-1.10872	-0.6318625	-0.6958479	
2.4462	-1.10938	-0.6334636	-0.69543	
2.44782	-1.110027	-0.6350611	-0.6950076	
2.44944	-1.110662	-0.6366552	-0.6945804	
2.45106	-1.111283	-0.6382456	-0.6941488	
2.45268	-1.111892	-0.6398325	-0.6937125	
2.4543	-1.112488	-0.6414158	-0.6932716	
2.45592	-1.113071	-0.6429955	-0.6928263	
2.45754	-1.113642	-0.6445717	-0.6923763	
2.45916	-1.114199	-0.6461442	-0.6919218	
2.46078	-1.114744	-0.6477131	-0.6914628	
2.4624	-1.115276	-0.6492784	-0.6909992	
2.46402	-1.115795	-0.65084	-0.6905311	
2.46564	-1.116302	-0.652398	-0.6900585	
2.46726	-1.116796	-0.6539524	-0.6895815	
2.46888	-1.117277	-0.655503	-0.6890998	
2.4705	-1.117746	-0.65705	-0.6886138	
2.47212	-1.118201	-0.6585933	-0.6881232	
2.47374	-1.118644	-0.6601328	-0.6876282	
2.47536	-1.119075	-0.6616687	-0.6871287	
2.47698	-1.119493	-0.6632009	-0.6866248	
2.4786	-1.119898	-0.6647293	-0.6861165	
2.48022	-1.12029	-0.666254	-0.6856036	
2.48184	-1.12067	-0.6677749	-0.6850864	
2.48346	-1.121038	-0.669292	-0.6845647	
2.48508	-1.121392	-0.6708055	-0.6840385	
2.4867	-1.121735	-0.6723151	-0.683508	
2.48832	-1.122064	-0.6738209	-0.682973	
2.48994	-1.122381	-0.6753229	-0.6824337	
2.49156	-1.122686	-0.6768212	-0.68189	
2.49318	-1.122978	-0.6783156	-0.6813418	
2.4948	-1.123258	-0.6798062	-0.6807892	
2.49642	-1.123526	-0.681293	-0.6802323	
2.49804	-1.12378	-0.682776	-0.679671	
2.49966	-1.124023	-0.6842551	-0.6791053	
2.50128	-1.124253	-0.6857303	-0.6785352	
2.5029	-1.124471	-0.6872017	-0.6779607	
2.50452	-1.124676	-0.6886692	-0.6773819	
2.50614	-1.124869	-0.6901329	-0.6767986	
2.50776	-1.12505	-0.6915926	-0.6762111	
2.50938	-1.125219	-0.6930485	-0.6756191	
2.511	-1.125375	-0.6945005	-0.6750228	
2.51262	-1.12552	-0.6959485	-0.6744222	
2.51424	-1.125651	-0.6973927	-0.6738172	
2.51586	-1.125771	-0.698833	-0.6732079	
2.51748	-1.125879	-0.7002693	-0.6725941	
2.5191	-1.125974	-0.7017016	-0.6719761	
2.52072	-1.126058	-0.7031301	-0.6713537	
2.52234	-1.126129	-0.7045546	-0.670727	
2.52396	-1.126188	-0.7059752	-0.6700959	
2.52558	-1.126236	-0.7073917	-0.6694604	
2.5272	-1.126271	-0.7088044	-0.6688206	
2.52882	-1.126294	-0.7102131	-0.6681765	
2.53044	-1.126306	-0.7116177	-0.667528	
2.53206	-1.126305	-0.7130184	-0.6668752	
2.53368	-1.126293	-0.7144151	-0.666218	
2.5353	-1.126268	-0.7158079	-0.6655565	
2.53692	-1.126232	-0.7171966	-0.6648906	
2.53854	-1.126184	-0.7185813	-0.6642205	
2.54016	-1.126125	-0.719962	-0.663546	
2.54178	-1.126053	-0.7213387	-0.6628671	
2.5434	-1.12597	-0.7227113	-0.6621838	
2.54502	-1.125875	-0.72408	-0.6614963	
2.54664	-1.125769	-0.7254446	-0.6608044	
2.54826	-1.12565	-0.7268052	-0.6601081	
2.54988	-1.125521	-0.7281617	-0.6594076	
2.5515	-1.125379	-0.7295142	-0.6587026	
2.55312	-1.125226	-0.7308626	-0.6579933	
2.55474	-1.125062	-0.7322071	-0.6572797	
2.55636	-1.124886	-0.7335474	-0.6565617	
2.55798	-1.124699	-0.7348837	-0.6558393	
2.5596	-1.1245	-0.7362158	-0.6551126	
2.56122	-1.12429	-0.737544	-0.6543816	
2.56284	-1.124069	-0.7388681	-0.6536461	
2.56446	-1.123836	-0.7401881	-0.6529064	
2.56608	-1.123592	-0.741504	-0.6521622	
2.5677	-1.123336	-0.7428158	-0.6514137	
2.56932	-1.12307	-0.7441235	-0.6506608	
2.57094	-1.122792	-0.7454271	-0.6499036	
2.57256	-1.122503	-0.7467267	-0.649142	
2.57418	-1.122203	-0.7480221	-0.648376	
2.5758	-1.121892	-0.7493135	-0.6476056	
2.57742	-1.12157	-0.7506008	-0.6468309	
2.57904	-1.121237	-0.7518839	-0.6460518	
2.58066	-1.120892	-0.7531629	-0.6452683	
2.58228	-1.120537	-0.7544379	-0.6444803	
2.5839	-1.120171	-0.7557086	-0.6436881	
2.58552	-1.119794	-0.7569754	-0.6428914	
2.58714	-1.119406	-0.7582379	-0.6420904	
2.58876	-1.119007	-0.7594964	-0.6412849	
2.59038	-1.118598	-0.7607507	-0.6404751	
2.592	-1.118178	-0.7620009	-0.6396608	
2.59362	-1.117747	-0.763247	-0.6388422	
2.59524	-1.117305	-0.7644889	-0.6380191	
2.59686	-1.116853	-0.7657267	-0.6371916	
2.59848	-1.11639	-0.7669604	-0.6363598	
2.6001	-1.115916	-0.76819	-0.6355234	
2.60172	-1.115432	-0.7694154	-0.6346828	
2.60334	-1.114938	-0.7706367	-0.6338376	
2.60496	-1.114432	-0.7718538	-0.6329881	
2.60658	-1.113917	-0.7730668	-0.6321341	
2.6082	-1.113391	-0.7742757	-0.6312757	
2.60982	-1.112855	-0.7754804	-0.6304129	
2.61144	-1.112308	-0.7766809	-0.6295456	
2.61306	-1.111751	-0.7778774	-0.628674	
2.61468	-1.111184	-0.7790697	-0.6277978	
2.6163	-1.110607	-0.7802578	-0.6269172	
2.61792	-1.110019	-0.7814419	-0.6260322	
2.61954	-1.109421	-0.7826217	-0.6251428	
2.62116	-1.108813	-0.7837974	-0.6242489	
2.62278	-1.108195	-0.784969	-0.6233506	
2.6244	-1.107567	-0.7861364	-0.6224478	
2.62602	-1.106929	-0.7872996	-0.6215405	
2.62764	-1.106281	-0.7884588	-0.6206289	
2.62926	-1.105623	-0.7896138	-0.6197128	
2.63088	-1.104956	-0.7907646	-0.6187922	
2.6325	-1.104278	-0.7919113	-0.6178671	
2.63412	-1.10359	-0.7930538	-0.6169376	
2.63574	-1.102893	-0.7941922	-0.6160036	
2.63736	-1.102186	-0.7953265	-0.6150652	
2.63898	-1.101469	-0.7964566	-0.6141223	
2.6406	-1.100743	-0.7975826	-0.613175	
2.64222	-1.100007	-0.7987044	-0.6122232	
2.64384	-1.099261	-0.799822	-0.6112669	
2.64546	-1.098506	-0.8009356	-0.6103062	
2.64708	-1.097741	-0.802045	-0.609341	
2.6487	-1.096967	-0.8031503	-0.6083713	
2.65032	-1.096183	-0.8042514	-0.6073972	
2.65194	-1.09539	-0.8053484	-0.6064186	
2.65356	-1.094588	-0.8064412	-0.6054356	
2.65518	-1.093776	-0.80753	-0.604448	
2.6568	-1.092955	-0.8086146	-0.6034561	
2.65842	-1.092124	-0.8096951	-0.6024596	
2.66004	-1.091285	-0.8107714	-0.6014587	
2.66166	-1.090436	-0.8118436	-0.6004533	
2.66328	-1.089578	-0.8129117	-0.5994435	
2.6649	-1.088711	-0.8139756	-0.5984292	
2.66652	-1.087835	-0.8150355	-0.5974105	
2.66814	-1.08695	-0.8160912	-0.5963873	
2.66976	-1.086056	-0.8171428	-0.5953596	
2.67138	-1.085153	-0.8181903	-0.5943276	
2.673	-1.084241	-0.8192338	-0.593291	
2.67462	-1.08332	-0.820273	-0.59225	
2.67624	-1.08239	-0.8213082	-0.5912046	
2.67786	-1.081452	-0.8223393	-0.5901547	
2.67948	-1.080504	-0.8233663	-0.5891004	
2.6811	-1.079548	-0.8243891	-0.5880417	
2.68272	-1.078584	-0.8254079	-0.5869785	
2.68434	-1.07761	-0.8264226	-0.5859109	
2.68596	-1.076629	-0.8274332	-0.5848389	
2.68758	-1.075638	-0.8284397	-0.5837625	
2.6892	-1.074639	-0.8294421	-0.5826817	
2.69082	-1.073631	-0.8304405	-0.5815964	
2.69244	-1.072616	-0.8314348	-0.5805068	
2.69406	-1.071591	-0.8324249	-0.5794128	
2.69568	-1.070558	-0.8334111	-0.5783143	
2.6973	-1.069517	-0.8343931	-0.5772115	
2.69892	-1.068468	-0.8353711	-0.5761043	
2.70054	-1.06741	-0.8363451	-0.5749928	
2.70216	-1.066344	-0.837315	-0.5738769	
2.70378	-1.06527	-0.8382808	-0.5727565	
2.7054	-1.064188	-0.8392426	-0.5716319	
2.70702	-1.063098	-0.8402004	-0.5705029	
2.70864	-1.061999	-0.841154	-0.5693697	
2.71026	-1.060893	-0.8421037	-0.568232	
2.71188	-1.059779	-0.8430493	-0.5670901	
2.7135	-1.058656	-0.8439909	-0.5659438	
2.71512	-1.057526	-0.8449285	-0.5647932	
2.71674	-1.056388	-0.845862	-0.5636384	
2.71836	-1.055242	-0.8467916	-0.5624793	
2.71998	-1.054088	-0.8477171	-0.5613159	
2.7216	-1.052927	-0.8486387	-0.5601482	
2.72322	-1.051758	-0.8495561	-0.5589764	
2.72484	-1.050581	-0.8504697	-0.5578002	
2.72646	-1.049396	-0.8513792	-0.5566198	
2.72808	-1.048204	-0.8522848	-0.5554352	
2.7297	-1.047005	-0.8531864	-0.5542464	
2.73132	-1.045797	-0.8540839	-0.5530535	
2.73294	-1.044583	-0.8549775	-0.5518563	
2.73456	-1.043361	-0.8558671	-0.550655	
2.73618	-1.042131	-0.8567529	-0.5494496	
2.7378	-1.040895	-0.8576345	-0.5482399	
2.73942	-1.03965	-0.8585123	-0.5470262	
2.74104	-1.038399	-0.8593861	-0.5458084	
2.74266	-1.03714	-0.860256	-0.5445864	
2.74428	-1.035874	-0.861122	-0.5433604	
2.7459	-1.034601	-0.861984	-0.5421304	
2.74752	-1.033321	-0.862842	-0.5408962	
2.74914	-1.032034	-0.8636962	-0.5396581	
2.75076	-1.03074	-0.8645464	-0.5384159	
2.75238	-1.029439	-0.8653927	-0.5371697	
2.754	-1.028131	-0.8662351	-0.5359195	
2.75562	-1.026815	-0.8670737	-0.5346655	
2.75724	-1.025493	-0.8679083	-0.5334074	
2.75886	-1.024165	-0.868739	-0.5321454	
2.76048	-1.022829	-0.8695659	-0.5308795	
2.7621	-1.021487	-0.8703889	-0.5296097	
2.76372	-1.020138	-0.871208	-0.528336	
2.76534	-1.018782	-0.8720232	-0.5270585	
2.76696	-1.017419	-0.8728346	-0.5257772	
2.76858	-1.01605	-0.8736421	-0.5244921	
2.7702	-1.014675	-0.8744458	-0.5232031	
2.77182	-1.013293	-0.8752456	-0.5219104	
2.77344	-1.011904	-0.8760417	-0.520614	
2.77506	-1.010509	-0.8768339	-0.5193138	
2.77668	-1.009108	-0.8776222	-0.51801	
2.7783	-1.0077	-0.8784068	-0.5167024	
2.77992	-1.006286	-0.8791875	-0.5153912	
2.78154	-1.004866	-0.8799644	-0.5140764	
2.78316	-1.003439	-0.8807375	-0.512758	
2.78478	-1.002007	-0.8815069	-0.511436	
2.7864	-1.000568	-0.8822725	-0.5101104	
2.78802	-0.999123	-0.8830342	-0.5087814	
2.78964	-0.997672	-0.8837922	-0.5074487	
2.79126	-0.996215	-0.8845465	-0.5061127	
2.79288	-0.994752	-0.885297	-0.5047731	
2.7945	-0.9932831	-0.8860437	-0.5034302	
2.79612	-0.9918082	-0.8867867	-0.5020839	
2.79774	-0.9903276	-0.887526	-0.5007342	
2.79936	-0.9888411	-0.8882615	-0.4993811	
2.80098	-0.9873488	-0.8889933	-0.4980247	
2.8026	-0.9858508	-0.8897214	-0.4966651	
2.80422	-0.9843471	-0.8904458	-0.4953022	
2.80584	-0.9828378	-0.8911664	-0.4939361	
2.80746	-0.9813229	-0.8918834	-0.4925667	
2.80908	-0.9798024	-0.8925967	-0.4911943	
2.8107	-0.9782764	-0.8933063	-0.4898187	
2.81232	-0.9767449	-0.8940123	-0.4884399	
2.81394	-0.975208	-0.8947145	-0.4870582	
2.81556	-0.9736657	-0.8954132	-0.4856734	
2.81718	-0.9721181	-0.8961081	-0.4842855	
2.8188	-0.9705651	-0.8967994	-0.4828947	
2.82042	-0.969007	-0.8974871	-0.481501	
2.82204	-0.9674435	-0.8981711	-0.4801044	
2.82366	-0.965875	-0.8988515	-0.4787049	
2.82528	-0.9643012	-0.8995283	-0.4773026	
2.8269	-0.9627224	-0.9002015	-0.4758975	
2.82852	-0.9611385	-0.9008711	-0.4744896	
2.83014	-0.9595497	-0.9015371	-0.473079	
2.83176	-0.957956	-0.9021994	-0.4716657	
2.83338	-0.9563572	-0.9028583	-0.4702497	
2.835	-0.9547536	-0.9035136	-0.4688312	
2.83662	-0.9531452	-0.9041652	-0.46741	
2.83824	-0.9515321	-0.9048133	-0.4659863	
2.83986	-0.9499142	-0.9054579	-0.4645602	
2.84148	-0.9482915	-0.906099	-0.4631315	
2.8431	-0.9466643	-0.9067364	-0.4617004	
2.84472	-0.9450324	-0.9073704	-0.460267	
2.84634	-0.943396	-0.9080008	-0.4588312	
2.84796	-0.9417551	-0.9086278	-0.4573931	
2.84958	-0.9401097	-0.9092512	-0.4559527	
2.8512	-0.9384599	-0.9098712	-0.4545101	
2.85282	-0.9368058	-0.9104876	-0.4530653	
2.85444	-0.9351473	-0.9111006	-0.4516184	
