Time	LH_AnkleZ	LH_HipZ	LH_Knee	
5.32332	-0.5667403	-0.11176	-0.558081	
5.32494	-0.5687667	-0.1135151	-0.5596276	
5.32656	-0.5708029	-0.1152735	-0.5611677	
5.32818	-0.5728488	-0.1170352	-0.5627014	
5.3298	-0.5749043	-0.1188	-0.5642286	
5.33142	-0.5769693	-0.1205681	-0.5657493	
5.33304	-0.5790437	-0.1223392	-0.5672634	
5.33466	-0.5811274	-0.1241135	-0.5687708	
5.33628	-0.5832202	-0.1258909	-0.5702716	
5.3379	-0.585322	-0.1276713	-0.5717656	
5.33952	-0.5874327	-0.1294548	-0.5732529	
5.34114	-0.5895522	-0.1312413	-0.5747333	
5.34276	-0.5916803	-0.1330307	-0.5762069	
5.34438	-0.5938171	-0.1348231	-0.5776735	
5.346	-0.5959621	-0.1366183	-0.5791332	
5.34762	-0.5981155	-0.1384165	-0.5805859	
5.34924	-0.6002771	-0.1402175	-0.5820316	
5.35086	-0.6024467	-0.1420213	-0.5834702	
5.35248	-0.6046243	-0.1438279	-0.5849016	
5.3541	-0.6068097	-0.1456373	-0.5863259	
5.35572	-0.6090027	-0.1474494	-0.5877431	
5.35734	-0.6112033	-0.1492641	-0.589153	
5.35896	-0.6134114	-0.1510816	-0.5905555	
5.36058	-0.6156268	-0.1529016	-0.5919508	
5.3622	-0.6178493	-0.1547243	-0.5933388	
5.36382	-0.620079	-0.1565496	-0.5947194	
5.36544	-0.6223155	-0.1583774	-0.5960925	
5.36706	-0.6245589	-0.1602077	-0.5974581	
5.36868	-0.6268091	-0.1620405	-0.5988163	
5.3703	-0.6290657	-0.1638758	-0.6001669	
5.37192	-0.6313288	-0.1657134	-0.60151	
5.37354	-0.6335983	-0.1675535	-0.6028455	
5.37516	-0.6358739	-0.1693959	-0.6041734	
5.37678	-0.6381556	-0.1712407	-0.6054935	
5.3784	-0.6404432	-0.1730878	-0.6068061	
5.38002	-0.6427366	-0.1749371	-0.6081109	
5.38164	-0.6450357	-0.1767887	-0.609408	
5.38326	-0.6473404	-0.1786425	-0.6106972	
5.38488	-0.6496505	-0.1804985	-0.6119787	
5.3865	-0.651966	-0.1823566	-0.6132523	
5.38812	-0.6542866	-0.1842168	-0.6145181	
5.38974	-0.6566122	-0.1860792	-0.615776	
5.39136	-0.6589428	-0.1879436	-0.617026	
5.39298	-0.6612781	-0.18981	-0.618268	
5.3946	-0.6636182	-0.1916784	-0.6195021	
5.39622	-0.6659628	-0.1935488	-0.6207282	
5.39784	-0.6683118	-0.1954212	-0.6219463	
5.39946	-0.670665	-0.1972954	-0.6231564	
5.40108	-0.6730224	-0.1991716	-0.6243584	
5.4027	-0.6753839	-0.2010496	-0.6255523	
5.40432	-0.6777493	-0.2029293	-0.6267381	
5.40594	-0.6801185	-0.2048109	-0.6279159	
5.40756	-0.6824912	-0.2066943	-0.6290855	
5.40918	-0.6848676	-0.2085794	-0.6302469	
5.4108	-0.6872473	-0.2104661	-0.6314002	
5.41242	-0.6896303	-0.2123546	-0.6325452	
5.41404	-0.6920164	-0.2142447	-0.6336821	
5.41566	-0.6944055	-0.2161364	-0.6348108	
5.41728	-0.6967975	-0.2180296	-0.6359312	
5.4189	-0.6991922	-0.2199244	-0.6370434	
5.42052	-0.7015896	-0.2218208	-0.6381472	
5.42214	-0.7039894	-0.2237186	-0.6392428	
5.42376	-0.7063917	-0.2256179	-0.6403301	
5.42538	-0.7087961	-0.2275186	-0.6414092	
5.427	-0.7112027	-0.2294208	-0.6424798	
5.42862	-0.7136114	-0.2313242	-0.6435422	
5.43024	-0.7160218	-0.2332291	-0.6445962	
5.43186	-0.718434	-0.2351352	-0.6456418	
5.43348	-0.7208478	-0.2370426	-0.646679	
5.4351	-0.7232631	-0.2389513	-0.647708	
5.43672	-0.7256797	-0.2408612	-0.6487285	
5.43834	-0.7280976	-0.2427723	-0.6497406	
5.43996	-0.7305166	-0.2446845	-0.6507443	
5.44158	-0.7329365	-0.2465979	-0.6517397	
5.4432	-0.7353573	-0.2485124	-0.6527266	
5.44482	-0.7377788	-0.2504279	-0.6537051	
5.44644	-0.740201	-0.2523445	-0.6546751	
5.44806	-0.7426236	-0.2542621	-0.6556367	
5.44968	-0.7450466	-0.2561808	-0.6565899	
5.4513	-0.7474698	-0.2581003	-0.6575347	
5.45292	-0.7498932	-0.2600208	-0.658471	
5.45454	-0.7523165	-0.2619422	-0.6593989	
5.45616	-0.7547398	-0.2638644	-0.6603183	
5.45778	-0.7571627	-0.2657875	-0.6612293	
5.4594	-0.7595852	-0.2677114	-0.6621318	
5.46102	-0.7620072	-0.2696361	-0.6630259	
5.46264	-0.7644286	-0.2715615	-0.6639115	
5.46426	-0.7668492	-0.2734877	-0.6647887	
5.46588	-0.7692689	-0.2754145	-0.6656575	
5.4675	-0.7716877	-0.277342	-0.6665177	
5.46912	-0.7741054	-0.2792702	-0.6673695	
5.47074	-0.7765217	-0.2811989	-0.668213	
5.47236	-0.7789368	-0.2831282	-0.6690479	
5.47398	-0.7813504	-0.2850581	-0.6698744	
5.4756	-0.7837624	-0.2869885	-0.6706924	
5.47722	-0.7861727	-0.2889194	-0.6715021	
5.47884	-0.7885811	-0.2908508	-0.6723033	
5.48046	-0.7909876	-0.2927825	-0.6730961	
5.48208	-0.7933921	-0.2947147	-0.6738805	
5.4837	-0.7957943	-0.2966473	-0.6746565	
5.48532	-0.7981942	-0.2985802	-0.675424	
5.48694	-0.8005918	-0.3005134	-0.6761832	
5.48856	-0.8029868	-0.302447	-0.6769341	
5.49018	-0.8053791	-0.3043807	-0.6776764	
5.4918	-0.8077687	-0.3063148	-0.6784105	
5.49342	-0.8101554	-0.308249	-0.6791362	
5.49504	-0.8125391	-0.3101834	-0.6798535	
5.49666	-0.8149197	-0.312118	-0.6805625	
5.49828	-0.8172971	-0.3140526	-0.6812631	
5.4999	-0.8196712	-0.3159874	-0.6819555	
5.50152	-0.8220418	-0.3179223	-0.6826395	
5.50314	-0.8244089	-0.3198571	-0.6833153	
5.50476	-0.8267723	-0.321792	-0.6839827	
5.50638	-0.8291319	-0.3237268	-0.6846418	
5.508	-0.8314876	-0.3256617	-0.6852927	
5.50962	-0.8338394	-0.3275965	-0.6859354	
5.51124	-0.8361869	-0.3295313	-0.6865698	
5.51286	-0.8385304	-0.3314659	-0.687196	
5.51448	-0.8408695	-0.3334002	-0.687814	
5.5161	-0.8432041	-0.3353344	-0.6884238	
5.51772	-0.8455343	-0.3372684	-0.6890253	
5.51934	-0.8478598	-0.3392021	-0.6896188	
5.52096	-0.8501805	-0.3411356	-0.6902041	
5.52258	-0.8524964	-0.3430687	-0.6907813	
5.5242	-0.8548073	-0.3450016	-0.6913503	
5.52582	-0.8571132	-0.3469341	-0.6919113	
5.52744	-0.8594139	-0.3488663	-0.6924641	
5.52906	-0.8617094	-0.350798	-0.6930089	
5.53068	-0.8639994	-0.3527294	-0.6935456	
5.5323	-0.866284	-0.3546602	-0.6940744	
5.53392	-0.868563	-0.3565906	-0.6945951	
5.53554	-0.8708364	-0.3585205	-0.6951078	
5.53716	-0.8731039	-0.3604499	-0.6956125	
5.53878	-0.8753657	-0.3623787	-0.6961093	
5.5404	-0.8776214	-0.3643069	-0.6965982	
5.54202	-0.8798711	-0.3662345	-0.6970791	
5.54364	-0.8821146	-0.3681614	-0.6975521	
5.54526	-0.8843518	-0.3700877	-0.6980172	
5.54688	-0.8865827	-0.3720134	-0.6984745	
5.5485	-0.8888072	-0.3739383	-0.698924	
5.55012	-0.8910251	-0.3758624	-0.6993656	
5.55174	-0.8932363	-0.3777858	-0.6997995	
5.55336	-0.8954408	-0.3797084	-0.7002256	
5.55498	-0.8976386	-0.3816302	-0.7006439	
5.5566	-0.8998293	-0.3835511	-0.7010545	
5.55822	-0.9020131	-0.3854711	-0.7014574	
5.55984	-0.9041898	-0.3873903	-0.7018526	
5.56146	-0.9063593	-0.3893085	-0.7022401	
5.56308	-0.9085215	-0.3912258	-0.70262	
5.5647	-0.9106764	-0.3931421	-0.7029923	
5.56632	-0.9128238	-0.3950574	-0.703357	
5.56794	-0.9149637	-0.3969717	-0.7037142	
5.56956	-0.9170959	-0.3988849	-0.7040638	
5.57118	-0.9192204	-0.4007971	-0.7044058	
5.5728	-0.9213371	-0.4027081	-0.7047404	
5.57442	-0.923446	-0.4046181	-0.7050675	
5.57604	-0.9255469	-0.4065269	-0.7053872	
5.57766	-0.9276397	-0.4084345	-0.7056994	
5.57928	-0.9297245	-0.410341	-0.7060042	
5.5809	-0.931801	-0.4122462	-0.7063016	
5.58252	-0.9338692	-0.4141501	-0.7065917	
5.58414	-0.935929	-0.4160528	-0.7068745	
5.58576	-0.9379804	-0.4179542	-0.70715	
5.58738	-0.9400233	-0.4198543	-0.7074182	
5.589	-0.9420576	-0.421753	-0.7076792	
5.59062	-0.9440832	-0.4236504	-0.7079329	
5.59224	-0.9461	-0.4255464	-0.7081794	
5.59386	-0.948108	-0.4274409	-0.7084188	
5.59548	-0.9501072	-0.4293341	-0.708651	
5.5971	-0.9520972	-0.4312257	-0.7088761	
5.59872	-0.9540783	-0.4331159	-0.7090941	
5.60034	-0.9560503	-0.4350046	-0.709305	
5.60196	-0.958013	-0.4368917	-0.709509	
5.60358	-0.9599665	-0.4387773	-0.7097058	
5.6052	-0.9619107	-0.4406613	-0.7098957	
5.60682	-0.9638454	-0.4425437	-0.7100787	
5.60844	-0.9657707	-0.4444245	-0.7102547	
5.61006	-0.9676864	-0.4463036	-0.7104238	
5.61168	-0.9695925	-0.4481811	-0.710586	
5.6133	-0.971489	-0.4500569	-0.7107413	
5.61492	-0.9733756	-0.4519309	-0.7108898	
5.61654	-0.9752525	-0.4538033	-0.7110316	
5.61816	-0.9771196	-0.4556738	-0.7111665	
5.61978	-0.9789766	-0.4575426	-0.7112947	
5.6214	-0.9808238	-0.4594096	-0.7114162	
5.62302	-0.9826608	-0.4612747	-0.711531	
5.62464	-0.9844877	-0.463138	-0.7116392	
5.62626	-0.9863044	-0.4649994	-0.7117407	
5.62788	-0.9881109	-0.466859	-0.7118355	
5.6295	-0.9899071	-0.4687166	-0.7119238	
5.63112	-0.991693	-0.4705723	-0.7120056	
5.63274	-0.9934684	-0.472426	-0.7120808	
5.63436	-0.9952334	-0.4742777	-0.7121494	
5.63598	-0.9969879	-0.4761275	-0.7122117	
5.6376	-0.9987317	-0.4779752	-0.7122675	
5.63922	-1.000465	-0.4798208	-0.7123168	
5.64084	-1.002187	-0.4816645	-0.7123597	
5.64246	-1.003899	-0.483506	-0.7123963	
5.64408	-1.0056	-0.4853454	-0.7124265	
5.6457	-1.007291	-0.4871827	-0.7124505	
5.64732	-1.00897	-0.4890179	-0.7124681	
5.64894	-1.010638	-0.4908508	-0.7124795	
5.65056	-1.012296	-0.4926817	-0.7124846	
5.65218	-1.013942	-0.4945102	-0.7124835	
5.6538	-1.015577	-0.4963366	-0.7124763	
5.65542	-1.017201	-0.4981607	-0.7124628	
5.65704	-1.018814	-0.4999825	-0.7124433	
5.65866	-1.020416	-0.5018021	-0.7124177	
5.66028	-1.022007	-0.5036193	-0.712386	
5.6619	-1.023586	-0.5054342	-0.7123482	
5.66352	-1.025153	-0.5072467	-0.7123043	
5.66514	-1.02671	-0.5090569	-0.7122545	
5.66676	-1.028255	-0.5108647	-0.7121987	
5.66838	-1.029788	-0.5126702	-0.7121369	
5.67	-1.03131	-0.5144731	-0.7120693	
5.67162	-1.032821	-0.5162736	-0.7119957	
5.67324	-1.03432	-0.5180717	-0.7119163	
5.67486	-1.035807	-0.5198673	-0.711831	
5.67648	-1.037282	-0.5216603	-0.7117398	
5.6781	-1.038746	-0.5234509	-0.7116429	
5.67972	-1.040198	-0.5252389	-0.7115402	
5.68134	-1.041639	-0.5270244	-0.7114317	
5.68296	-1.043067	-0.5288072	-0.7113175	
5.68458	-1.044484	-0.5305876	-0.7111977	
5.6862	-1.045889	-0.5323652	-0.7110721	
5.68782	-1.047282	-0.5341402	-0.7109409	
5.68944	-1.048663	-0.5359126	-0.710804	
5.69106	-1.050032	-0.5376824	-0.7106616	
5.69268	-1.051389	-0.5394494	-0.7105135	
5.6943	-1.052734	-0.5412138	-0.7103599	
5.69592	-1.054066	-0.5429754	-0.7102008	
5.69754	-1.055387	-0.5447342	-0.7100362	
5.69916	-1.056696	-0.5464904	-0.709866	
5.70078	-1.057993	-0.5482437	-0.7096904	
5.7024	-1.059277	-0.5499942	-0.7095094	
5.70402	-1.060549	-0.551742	-0.7093229	
5.70564	-1.06181	-0.5534869	-0.709131	
5.70726	-1.063057	-0.5552291	-0.7089337	
5.70888	-1.064293	-0.5569683	-0.7087311	
5.7105	-1.065516	-0.5587047	-0.7085232	
5.71212	-1.066727	-0.5604382	-0.7083099	
5.71374	-1.067926	-0.5621687	-0.7080913	
5.71536	-1.069112	-0.5638964	-0.7078675	
5.71698	-1.070286	-0.5656211	-0.7076384	
5.7186	-1.071448	-0.5673428	-0.7074041	
5.72022	-1.072597	-0.5690616	-0.7071645	
5.72184	-1.073734	-0.5707774	-0.7069198	
5.72346	-1.074859	-0.5724902	-0.7066699	
5.72508	-1.075971	-0.5742	-0.7064149	
5.7267	-1.07707	-0.5759068	-0.7061547	
5.72832	-1.078157	-0.5776105	-0.7058894	
5.72994	-1.079232	-0.5793111	-0.705619	
5.73156	-1.080294	-0.5810087	-0.7053435	
5.73318	-1.081343	-0.5827031	-0.705063	
5.7348	-1.08238	-0.5843945	-0.7047775	
5.73642	-1.083405	-0.5860828	-0.7044869	
5.73804	-1.084417	-0.5877678	-0.7041913	
5.73966	-1.085416	-0.5894498	-0.7038907	
5.74128	-1.086403	-0.5911286	-0.7035852	
5.7429	-1.087377	-0.5928042	-0.7032747	
5.74452	-1.088339	-0.5944766	-0.7029594	
5.74614	-1.089288	-0.5961458	-0.702639	
5.74776	-1.090224	-0.5978118	-0.7023138	
5.74938	-1.091148	-0.5994745	-0.7019837	
5.751	-1.092059	-0.601134	-0.7016487	
5.75262	-1.092958	-0.6027902	-0.7013088	
5.75424	-1.093844	-0.6044432	-0.7009642	
5.75586	-1.094717	-0.6060929	-0.7006147	
5.75748	-1.095578	-0.6077392	-0.7002604	
5.7591	-1.096426	-0.6093823	-0.6999013	
5.76072	-1.097261	-0.6110219	-0.6995375	
5.76234	-1.098084	-0.6126583	-0.6991689	
5.76396	-1.098894	-0.6142913	-0.6987955	
5.76558	-1.099692	-0.615921	-0.6984174	
5.7672	-1.100476	-0.6175472	-0.6980346	
5.76882	-1.101249	-0.6191701	-0.6976471	
5.77044	-1.102008	-0.6207895	-0.6972549	
5.77206	-1.102755	-0.6224055	-0.696858	
5.77368	-1.103489	-0.6240181	-0.6964564	
5.7753	-1.104211	-0.6256273	-0.6960502	
5.77692	-1.10492	-0.627233	-0.6956394	
5.77854	-1.105616	-0.6288352	-0.6952239	
5.78016	-1.1063	-0.630434	-0.6948038	
5.78178	-1.106971	-0.6320292	-0.6943791	
5.7834	-1.107629	-0.633621	-0.6939498	
5.78502	-1.108275	-0.6352093	-0.6935159	
5.78664	-1.108908	-0.636794	-0.6930774	
5.78826	-1.109529	-0.6383752	-0.6926344	
5.78988	-1.110137	-0.6399528	-0.6921868	
5.7915	-1.110732	-0.6415269	-0.6917347	
5.79312	-1.111315	-0.6430975	-0.6912781	
5.79474	-1.111885	-0.6446643	-0.6908169	
5.79636	-1.112443	-0.6462277	-0.6903512	
5.79798	-1.112988	-0.6477875	-0.689881	
5.7996	-1.11352	-0.6493436	-0.6894063	
5.80122	-1.11404	-0.6508961	-0.6889272	
5.80284	-1.114548	-0.652445	-0.6884435	
5.80446	-1.115043	-0.6539902	-0.6879554	
5.80608	-1.115525	-0.6555318	-0.6874629	
5.8077	-1.115995	-0.6570697	-0.6869658	
5.80932	-1.116452	-0.658604	-0.6864643	
5.81094	-1.116897	-0.6601346	-0.6859584	
5.81256	-1.11733	-0.6616614	-0.6854481	
5.81418	-1.11775	-0.6631846	-0.6849332	
5.8158	-1.118157	-0.6647041	-0.684414	
5.81742	-1.118552	-0.6662199	-0.6838905	
5.81904	-1.118935	-0.6677319	-0.6833624	
5.82066	-1.119305	-0.6692402	-0.68283	
5.82228	-1.119663	-0.6707448	-0.6822932	
5.8239	-1.120009	-0.6722456	-0.681752	
5.82552	-1.120342	-0.6737427	-0.6812064	
5.82714	-1.120663	-0.6752359	-0.6806564	
5.82876	-1.120971	-0.6767254	-0.6801021	
5.83038	-1.121267	-0.6782112	-0.6795434	
5.832	-1.121551	-0.679693	-0.6789803	
5.83362	-1.121823	-0.6811712	-0.6784129	
5.83524	-1.122082	-0.6826454	-0.6778411	
5.83686	-1.12233	-0.6841159	-0.6772649	
5.83848	-1.122565	-0.6855826	-0.6766844	
5.8401	-1.122787	-0.6870455	-0.6760995	
5.84172	-1.122998	-0.6885044	-0.6755103	
5.84334	-1.123196	-0.6899595	-0.6749169	
5.84496	-1.123383	-0.6914108	-0.674319	
5.84658	-1.123557	-0.6928582	-0.6737168	
5.8482	-1.123719	-0.6943018	-0.6731102	
5.84982	-1.123869	-0.6957415	-0.6724994	
5.85144	-1.124007	-0.6971772	-0.6718842	
5.85306	-1.124133	-0.6986092	-0.6712647	
5.85468	-1.124247	-0.7000371	-0.6706409	
5.8563	-1.124349	-0.7014613	-0.6700127	
5.85792	-1.124439	-0.7028815	-0.6693802	
5.85954	-1.124516	-0.7042977	-0.6687434	
5.86116	-1.124583	-0.7057101	-0.6681023	
5.86278	-1.124637	-0.7071185	-0.6674569	
5.8644	-1.124679	-0.708523	-0.6668072	
5.86602	-1.124709	-0.7099235	-0.6661531	
5.86764	-1.124728	-0.7113201	-0.6654947	
5.86926	-1.124735	-0.7127128	-0.6648321	
5.87088	-1.12473	-0.7141014	-0.664165	
5.8725	-1.124713	-0.7154862	-0.6634937	
5.87412	-1.124685	-0.716867	-0.6628181	
5.87574	-1.124645	-0.7182437	-0.6621381	
5.87736	-1.124593	-0.7196165	-0.6614538	
5.87898	-1.124529	-0.7209854	-0.6607653	
5.8806	-1.124454	-0.7223502	-0.6600724	
5.88222	-1.124367	-0.7237111	-0.6593752	
5.88384	-1.124269	-0.7250679	-0.6586737	
5.88546	-1.124159	-0.7264208	-0.6579679	
5.88708	-1.124038	-0.7277697	-0.6572577	
5.8887	-1.123905	-0.7291145	-0.6565432	
5.89032	-1.123761	-0.7304553	-0.6558244	
5.89194	-1.123605	-0.7317921	-0.6551013	
5.89356	-1.123438	-0.7331249	-0.6543738	
5.89518	-1.123259	-0.7344537	-0.6536421	
5.8968	-1.123069	-0.7357784	-0.6529059	
5.89842	-1.122868	-0.7370991	-0.6521655	
5.90004	-1.122655	-0.7384157	-0.6514208	
5.90166	-1.122431	-0.7397283	-0.6506717	
5.90328	-1.122196	-0.7410369	-0.6499183	
5.9049	-1.12195	-0.7423414	-0.6491605	
5.90652	-1.121693	-0.7436419	-0.6483984	
5.90814	-1.121424	-0.7449383	-0.6476319	
5.90976	-1.121144	-0.7462307	-0.6468612	
5.91138	-1.120853	-0.747519	-0.646086	
5.913	-1.120551	-0.7488032	-0.6453066	
5.91462	-1.120238	-0.7500833	-0.6445228	
5.91624	-1.119914	-0.7513595	-0.6437346	
5.91786	-1.119579	-0.7526315	-0.6429421	
5.91948	-1.119233	-0.7538995	-0.6421452	
5.9211	-1.118877	-0.7551633	-0.641344	
5.92272	-1.118509	-0.7564231	-0.6405383	
5.92434	-1.11813	-0.7576788	-0.6397284	
5.92596	-1.117741	-0.7589304	-0.638914	
5.92758	-1.117341	-0.760178	-0.6380954	
5.9292	-1.11693	-0.7614215	-0.6372723	
5.93082	-1.116508	-0.7626609	-0.6364449	
5.93244	-1.116076	-0.7638962	-0.635613	
5.93406	-1.115633	-0.7651274	-0.6347768	
5.93568	-1.115179	-0.7663545	-0.6339363	
5.9373	-1.114715	-0.7675775	-0.6330913	
5.93892	-1.11424	-0.7687964	-0.632242	
5.94054	-1.113755	-0.7700112	-0.6313882	
5.94216	-1.113259	-0.7712219	-0.6305301	
5.94378	-1.112752	-0.7724286	-0.6296676	
5.9454	-1.112236	-0.7736311	-0.6288007	
5.94702	-1.111708	-0.7748296	-0.6279293	
5.94864	-1.111171	-0.7760239	-0.6270536	
5.95026	-1.110623	-0.7772141	-0.6261736	
5.95188	-1.110065	-0.7784002	-0.625289	
5.9535	-1.109496	-0.7795823	-0.6244001	
5.95512	-1.108917	-0.7807602	-0.6235068	
5.95674	-1.108328	-0.781934	-0.6226091	
5.95836	-1.107729	-0.7831037	-0.6217069	
5.95998	-1.10712	-0.7842693	-0.6208003	
5.9616	-1.106501	-0.7854308	-0.6198894	
5.96322	-1.105871	-0.7865883	-0.618974	
5.96484	-1.105232	-0.7877415	-0.6180542	
5.96646	-1.104582	-0.7888907	-0.6171299	
5.96808	-1.103923	-0.7900358	-0.6162013	
5.9697	-1.103253	-0.7911768	-0.6152682	
5.97132	-1.102574	-0.7923137	-0.6143307	
5.97294	-1.101885	-0.7934465	-0.6133888	
5.97456	-1.101186	-0.7945752	-0.6124424	
5.97618	-1.100477	-0.7956998	-0.6114916	
5.9778	-1.099758	-0.7968203	-0.6105365	
5.97942	-1.09903	-0.7979367	-0.6095768	
5.98104	-1.098292	-0.799049	-0.6086127	
5.98266	-1.097544	-0.8001572	-0.6076443	
5.98428	-1.096787	-0.8012614	-0.6066713	
5.9859	-1.09602	-0.8023614	-0.605694	
5.98752	-1.095243	-0.8034573	-0.6047122	
5.98914	-1.094457	-0.8045492	-0.603726	
5.99076	-1.093662	-0.8056369	-0.6027354	
5.99238	-1.092857	-0.8067206	-0.6017404	
5.994	-1.092042	-0.8078001	-0.6007408	
5.99562	-1.091219	-0.8088756	-0.5997369	
5.99724	-1.090386	-0.8099471	-0.5987286	
5.99886	-1.089543	-0.8110144	-0.5977159	
6.00048	-1.088691	-0.8120776	-0.5966987	
6.0021	-1.08783	-0.8131369	-0.5956771	
6.00372	-1.08696	-0.814192	-0.5946511	
6.00534	-1.086081	-0.815243	-0.5936207	
6.00696	-1.085192	-0.81629	-0.5925858	
6.00858	-1.084295	-0.8173329	-0.5915465	
6.0102	-1.083388	-0.8183718	-0.5905029	
6.01182	-1.082473	-0.8194065	-0.5894548	
6.01344	-1.081548	-0.8204373	-0.5884024	
6.01506	-1.080614	-0.8214639	-0.5873455	
6.01668	-1.079672	-0.8224866	-0.5862843	
6.0183	-1.07872	-0.8235051	-0.5852186	
6.01992	-1.07776	-0.8245196	-0.5841486	
6.02154	-1.076791	-0.8255301	-0.5830742	
6.02316	-1.075813	-0.8265365	-0.5819954	
6.02478	-1.074827	-0.827539	-0.5809122	
6.0264	-1.073831	-0.8285373	-0.5798247	
6.02802	-1.072827	-0.8295317	-0.5787328	
6.02964	-1.071815	-0.8305219	-0.5776365	
6.03126	-1.070794	-0.8315083	-0.5765359	
6.03288	-1.069764	-0.8324905	-0.575431	
6.0345	-1.068726	-0.8334687	-0.5743217	
6.03612	-1.067679	-0.834443	-0.5732081	
6.03774	-1.066624	-0.8354132	-0.5720901	
6.03936	-1.06556	-0.8363794	-0.5709679	
6.04098	-1.064488	-0.8373416	-0.5698413	
6.0426	-1.063408	-0.8382998	-0.5687104	
6.04422	-1.062319	-0.839254	-0.5675752	
6.04584	-1.061223	-0.8402043	-0.5664358	
6.04746	-1.060117	-0.8411505	-0.565292	
6.04908	-1.059004	-0.8420928	-0.564144	
6.0507	-1.057883	-0.843031	-0.5629917	
6.05232	-1.056753	-0.8439654	-0.5618352	
6.05394	-1.055616	-0.8448957	-0.5606745	
6.05556	-1.05447	-0.845822	-0.5595095	
6.05718	-1.053316	-0.8467445	-0.5583403	
6.0588	-1.052155	-0.8476629	-0.5571669	
6.06042	-1.050985	-0.8485774	-0.5559893	
6.06204	-1.049808	-0.849488	-0.5548075	
6.06366	-1.048623	-0.8503945	-0.5536215	
6.06528	-1.04743	-0.8512972	-0.5524313	
6.0669	-1.046229	-0.852196	-0.551237	
6.06852	-1.04502	-0.8530908	-0.5500386	
6.07014	-1.043804	-0.8539817	-0.5488361	
6.07176	-1.04258	-0.8548687	-0.5476294	
6.07338	-1.041349	-0.8557517	-0.5464186	
6.075	-1.04011	-0.8566308	-0.5452038	
6.07662	-1.038863	-0.8575061	-0.5439849	
6.07824	-1.037609	-0.8583775	-0.5427619	
6.07986	-1.036347	-0.8592449	-0.5415349	
6.08148	-1.035078	-0.8601084	-0.5403038	
6.0831	-1.033802	-0.8609681	-0.5390688	
6.08472	-1.032518	-0.8618239	-0.5378298	
6.08634	-1.031227	-0.8626759	-0.5365868	
6.08796	-1.029929	-0.863524	-0.5353398	
6.08958	-1.028623	-0.8643682	-0.5340889	
6.0912	-1.02731	-0.8652086	-0.5328341	
6.09282	-1.02599	-0.8660451	-0.5315753	
6.09444	-1.024663	-0.8668777	-0.5303127	
6.09606	-1.023329	-0.8677065	-0.5290462	
6.09768	-1.021988	-0.8685316	-0.5277759	
6.0993	-1.02064	-0.8693528	-0.5265017	
6.10092	-1.019285	-0.8701701	-0.5252238	
6.10254	-1.017923	-0.8709837	-0.523942	
6.10416	-1.016554	-0.8717934	-0.5226565	
6.10578	-1.015179	-0.8725993	-0.5213672	
6.1074	-1.013796	-0.8734015	-0.5200742	
6.10902	-1.012407	-0.8741998	-0.5187775	
6.11064	-1.011011	-0.8749943	-0.5174772	
6.11226	-1.009608	-0.8757851	-0.5161731	
6.11388	-1.008199	-0.8765722	-0.5148654	
6.1155	-1.006783	-0.8773554	-0.5135542	
6.11712	-1.005361	-0.8781349	-0.5122393	
6.11874	-1.003932	-0.8789107	-0.5109208	
6.12036	-1.002497	-0.8796827	-0.5095989	
6.12198	-1.001055	-0.880451	-0.5082734	
6.1236	-0.9996066	-0.8812155	-0.5069444	
6.12522	-0.9981521	-0.8819762	-0.5056119	
6.12684	-0.9966912	-0.8827333	-0.504276	
6.12846	-0.9952242	-0.8834867	-0.5029368	
6.13008	-0.9937509	-0.8842364	-0.5015941	
6.1317	-0.9922714	-0.8849823	-0.5002481	
6.13332	-0.9907858	-0.8857247	-0.4988987	
6.13494	-0.9892941	-0.8864632	-0.497546	
6.13656	-0.9877964	-0.8871982	-0.4961901	
6.13818	-0.9862926	-0.8879294	-0.494831	
6.1398	-0.9847829	-0.888657	-0.4934686	
6.14142	-0.9832672	-0.8893809	-0.492103	
6.14304	-0.9817457	-0.8901011	-0.4907343	
6.14466	-0.9802184	-0.8908178	-0.4893625	
6.14628	-0.9786851	-0.8915308	-0.4879876	
6.1479	-0.9771463	-0.89224	-0.4866096	
6.14952	-0.9756016	-0.8929458	-0.4852286	
6.15114	-0.9740514	-0.8936479	-0.4838446	
6.15276	-0.9724954	-0.8943464	-0.4824577	
6.15438	-0.970934	-0.8950413	-0.4810678	
6.156	-0.9693669	-0.8957326	-0.479675	
6.15762	-0.9677944	-0.8964204	-0.4782794	
6.15924	-0.9662164	-0.8971044	-0.4768809	
6.16086	-0.9646331	-0.897785	-0.4754797	
6.16248	-0.9630444	-0.898462	-0.4740757	
6.1641	-0.9614504	-0.8991355	-0.4726689	
6.16572	-0.9598511	-0.8998054	-0.4712595	
6.16734	-0.9582466	-0.9004717	-0.4698475	
6.16896	-0.9566369	-0.9011345	-0.4684328	
6.17058	-0.9550221	-0.9017937	-0.4670156	
6.1722	-0.9534022	-0.9024495	-0.4655958	
6.17382	-0.9517772	-0.9031017	-0.4641735	
6.17544	-0.9501473	-0.9037505	-0.4627488	
6.17706	-0.9485124	-0.9043957	-0.4613216	
6.17868	-0.9468726	-0.9050374	-0.4598921	
6.1803	-0.9452279	-0.9056756	-0.4584602	
6.18192	-0.9435784	-0.9063104	-0.457026	
6.18354	-0.9419242	-0.9069417	-0.4555896	
6.18516	-0.9402652	-0.9075696	-0.4541509	
