TimeSlice	Time	adductorbrevis	bicepsfemorisposterior	flexordigitorumlongus	medialgastrocnemius	rectusfemoris	tensorfascialatae	tibialisanterior
984	0.53136	0	0	0.0157488	0	0.126219	0.276028	0
985	0.5319	0	0	0.0157495	0	0.126219	0.276028	0
986	0.53244	0	0	0.015743	0	0.12622	0.276028	0
987	0.53298	0	0	0.0157439	0	0.126217	0.276028	0
988	0.53352	0	0	0.0157447	0	0.126217	0.276028	0
989	0.53406	0	0	0.0157455	0	0.126218	0.276028	0
990	0.5346	0	0	0.0157463	0	0.126219	0.276028	0
991	0.53514	0	0	0.0157398	0	0.126219	0.276028	0
992	0.53568	0	0	0.015748	0	0.126224	0.276028	0
993	0.53622	0	0	0.0157559	0	0.126224	0.276028	0
994	0.53676	0	0	0.0157564	0	0.126221	0.276028	0
995	0.5373	0	0	0.0157425	0	0.126222	0.276028	0
996	0.53784	0	0	0.0157505	0	0.126222	0.276028	0
997	0.53838	0	0	0.0157512	0	0.126219	0.276028	0
998	0.53892	0	0	0.0157518	0	0.12622	0.276028	0
999	0.53946	0	0	0.0157524	0	0.12622	0.276028	0
1000	0.54	0	0	0.0157458	0	0.126221	0.276028	0
1001	0.54054	0	0	0.0157466	0	0.126221	0.276028	0
1002	0.54108	0	0	0.0157545	0	0.126218	0.276028	0
1003	0.54162	0	0	0.0157478	0	0.126219	0.276028	0
1004	0.54216	0	0	0.0157485	0	0.12622	0.276028	0
1005	0.5427	0	0	0.0157492	0	0.12622	0.276028	0
1006	0.54324	0	0	0.0157427	0	0.126221	0.276028	0
1007	0.54378	0	0	0.0157507	0	0.126221	0.276028	0
1008	0.54432	0	0	0.0157513	0	0.126222	0.276028	0
1009	0.54486	0	0	0.015752	0	0.126219	0.276028	0
1010	0.5454	0	0	0.0157525	0	0.126219	0.276028	0
1011	0.54594	0	0	0.0157459	0	0.12622	0.276028	0
1012	0.54648	0	0	0.0157539	0	0.126221	0.276028	0
1013	0.54702	0	0	0.0157544	0	0.126221	0.276028	0
1014	0.54756	0	0	0.0157477	0	0.126222	0.276028	0
1015	0.5481	0	0	0.0157484	0	0.126222	0.276028	0
1016	0.54864	0	0	0.0157491	0	0.126223	0.276028	0
1017	0.54918	0	0	0.0157497	0	0.126223	0.276028	0
1018	0.54972	0	0	0.0157504	0	0.126224	0.276028	0
1019	0.55026	0	0	0.015751	0	0.126224	0.276028	0
1020	0.5508	0	0	0.0157516	0	0.126225	0.276024	0
1021	0.55134	0	0	0.0157522	0	0.126225	0.276025	0
1022	0.55188	0	0	0.0157528	0	0.126226	0.276025	0
1023	0.55242	0	0	0.0157533	0	0.126226	0.276025	0
1024	0.55296	0	0	0.0157539	0	0.126227	0.276025	0
1025	0.5535	0	0	0.0157544	0	0.126227	0.276025	0
1026	0.55404	0	0	0.0157549	0	0.126224	0.276026	0
1027	0.55458	0	0	0.0157554	0	0.126224	0.276026	0
1028	0.55512	0	0	0.0157559	0	0.126225	0.276026	0
1029	0.55566	0	0	0.0157564	0	0.126225	0.276026	0
1030	0.5562	0	0	0.0157568	0	0.126222	0.276026	0
1031	0.55674	0	0	0.0157573	0	0.126226	0.276026	0
1032	0.55728	0	0	0.0157577	0	0.126227	0.276026	0
1033	0.55782	0	0	0.0157581	0	0.126227	0.276027	0
1034	0.55836	0	0	0.0157585	0	0.126228	0.276027	0
1035	0.5589	0	0	0.0157589	0	0.126224	0.276027	0
1036	0.55944	0	0	0.0157449	0	0.126225	0.276027	0
1037	0.55998	0	0	0.0157528	0	0.126225	0.276027	0
1038	0.56052	0	0	0.0157534	0	0.126226	0.276027	0
1039	0.56106	0	0	0.0157539	0	0.126226	0.276027	0
1040	0.5616	0	0	0.0157544	0	0.126227	0.276027	0
1041	0.56214	0	0	0.0157549	0	0.126227	0.276027	0
1042	0.56268	0	0	0.0157482	0	0.126228	0.276027	0
1043	0.56322	0	0	0.0157561	0	0.126228	0.276027	0
1044	0.56376	0	0	0.0157565	0	0.126228	0.276027	0
1045	0.5643	0	0	0.0157569	0	0.126225	0.276027	0
1046	0.56484	0	0	0.0157574	0	0.126226	0.276027	0
1047	0.56538	0	0	0.0157578	0	0.126226	0.276026	0
1048	0.56592	0	0	0.015751	0	0.126226	0.276026	0
1049	0.56646	0	0	0.0157516	0	0.126223	0.276026	0
1050	0.567	0	0	0.0157521	0	0.126227	0.276026	0
1051	0.56754	0	0	0.0157527	0	0.126224	0.276026	0
1052	0.56808	0	0	0.0157532	0	0.126225	0.276026	0
1053	0.56862	0	0	0.0157537	0	0.126225	0.276026	0
1054	0.56916	0	0	0.0157542	0	0.126222	0.276027	0
1055	0.5697	0	0	0.0157547	0	0.126223	0.276027	0
1056	0.57024	0	0	0.015748	0	0.126223	0.276027	0
1057	0.57078	0	0	0.0157486	0	0.126223	0.276027	0
1058	0.57132	0	0	0.0157564	0	0.126224	0.276027	0
1059	0.57186	0	0	0.0157569	0	0.126224	0.276027	0
1060	0.5724	0	0	0.0157573	0	0.126228	0.276027	0
1061	0.57294	0	0	0.0157433	0	0.126229	0.276027	0
1062	0.57348	0	0	0.0157512	0	0.126229	0.276027	0
1063	0.57402	0	0	0.0157518	0	0.12623	0.276027	0
1064	0.57456	0	0	0.0157595	0	0.12623	0.276027	0
1065	0.5751	0	0	0.0157599	0	0.126227	0.276027	0
1066	0.57564	0	0	0.0157602	0	0.126227	0.276027	0
1067	0.57618	0	0	0.0157605	0	0.126224	0.276027	0
1068	0.57672	0	0	0.0157465	0	0.126224	0.276027	0
1069	0.57726	0	0	0.0157471	0	0.126225	0.276027	0
1070	0.5778	0	0	0.015755	0	0.126225	0.276027	0
1071	0.57834	0	0	0.0157554	0	0.126226	0.276027	0
1072	0.57888	0	0	0.0157559	0	0.126226	0.276027	0
1073	0.57942	0	0	0.0157635	0	0.126227	0.276027	0
1074	0.57996	0	0	0.0157493	0	0.126227	0.276028	0
1075	0.5805	0	0	0.0157499	0	0.126227	0.276028	0
1076	0.58104	0	0	0.0157505	0	0.126224	0.276028	0
1077	0.58158	0	0	0.0157511	0	0.126225	0.276028	0
1078	0.58212	0	0	0.0157516	0	0.126225	0.276026	0
1079	0.58266	0	0	0.0157521	0	0.126226	0.276026	0
1080	0.5832	0	0	0.0157527	0	0.126226	0.276026	0
1081	0.58374	0	0	0.0157532	0	0.126226	0.276026	0
1082	0.58428	0	0	0.0157536	0	0.126227	0.276026	0
1083	0.58482	0	0	0.0157541	0	0.126231	0.276026	0
1084	0.58536	0	0	0.0157546	0	0.126227	0.276026	0
1085	0.5859	0	0	0.015755	0	0.126228	0.276027	0
1086	0.58644	0	0	0.0157555	0	0.126228	0.276027	0
1087	0.58698	0	0	0.0157559	0	0.126229	0.276027	0
1088	0.58752	0	0	0.0157563	0	0.126229	0.276027	0
1089	0.58806	0	0	0.0157567	0	0.126226	0.276027	0
1090	0.5886	0	0	0.0157571	0	0.126226	0.276027	0
1091	0.58914	0	0	0.0157575	0	0.126227	0.276027	0
1092	0.58968	0	0	0.0157579	0	0.126227	0.276027	0
1093	0.59022	0	0	0.0157582	0	0.126227	0.276027	0
1094	0.59076	0	0	0.0157586	0	0.126228	0.276027	0
1095	0.5913	0	0	0.0157589	0	0.126228	0.276027	0
1096	0.59184	0	0	0.0157592	0	0.126228	0.276027	0
1097	0.59238	0	0	0.0157596	0	0.126229	0.276027	0
1098	0.59292	0	0	0.0157599	0	0.126229	0.276027	0
1099	0.59346	0	0	0.0157602	0	0.12623	0.276027	0
1100	0.594	0	0	0.0157605	0	0.12623	0.276027	0
1101	0.59454	0	0	0.0157608	0	0.12623	0.276027	0
1102	0.59508	0	0	0.0157611	0	0.126231	0.276027	0
1103	0.59562	0	0	0.0157613	0	0.126231	0.276027	0
1104	0.59616	0	0	0.0157544	0	0.126231	0.276027	0
1105	0.5967	0	0	0.0157548	0	0.126231	0.276027	0
1106	0.59724	0	0	0.0157553	0	0.126232	0.276027	0
1107	0.59778	0	0	0.0157557	0	0.126232	0.276027	0
1108	0.59832	0	0	0.0157561	0	0.126232	0.276027	0
1109	0.59886	0	0	0.0157565	0	0.126233	0.276027	0
1110	0.5994	0	0	0.0157569	0	0.126233	0.276027	0
1111	0.59994	0	0	0.0157572	0	0.126233	0.276027	0
1112	0.60048	0	0	0.0157576	0	0.126233	0.276027	0
1113	0.60102	0	0	0.015758	0	0.126234	0.276027	0
1114	0.60156	0	0	0.0157583	0	0.126234	0.276027	0
1115	0.6021	0	0	0.0157586	0	0.126234	0.276027	0
1116	0.60264	0	0	0.015759	0	0.126231	0.276027	0
1117	0.60318	0	0	0.0157593	0	0.126231	0.276027	0
1118	0.60372	0	0	0.0157596	0	0.126231	0.276027	0
1119	0.60426	0	0	0.0157599	0	0.126232	0.276027	0
1120	0.6048	0	0	0.0157602	0	0.126232	0.276027	0
1121	0.60534	0	0	0.0157605	0	0.126232	0.276027	0
1122	0.60588	0	0	0.0157607	0	0.126229	0.276027	0
1123	0.60642	0	0	0.015761	0	0.126229	0.276027	0
1124	0.60696	0	0	0.0157613	0	0.12623	0.276027	0
1125	0.6075	0	0	0.0157615	0	0.126234	0.276027	0
1126	0.60804	0	0	0.0157618	0	0.126234	0.276027	0
1127	0.60858	0	0	0.015762	0	0.126234	0.276027	0
1128	0.60912	0	0	0.0157622	0	0.126234	0.276027	0
1129	0.60966	0	0	0.0157625	0	0.126235	0.276027	0
1130	0.6102	0	0	0.0157627	0	0.126235	0.276027	0
1131	0.61074	0	0	0.0157629	0	0.126231	0.276027	0
1132	0.61128	0	0	0.0157631	0	0.126232	0.276027	0
1133	0.61182	0	0	0.0157633	0	0.126232	0.276027	0
1134	0.61236	0	0	0.0157635	0	0.126232	0.276027	0
1135	0.6129	0	0	0.0157493	0	0.126233	0.276027	0
1136	0.61344	0	0	0.0157498	0	0.126233	0.276027	0
1137	0.61398	0	0	0.0157504	0	0.126233	0.276027	0
1138	0.61452	0	0	0.0157581	0	0.126233	0.276027	0
1139	0.61506	0	0	0.0157584	0	0.126234	0.276027	0
1140	0.6156	0	0	0.0157588	0	0.126234	0.276027	0
1141	0.61614	0	0	0.0157591	0	0.126234	0.276027	0
1142	0.61668	0	0	0.0157594	0	0.126234	0.276027	0
1143	0.61722	0	0	0.0157597	0	0.126235	0.276027	0
1144	0.61776	0	0	0.0157599	0	0.126235	0.276027	0
1145	0.6183	0	0	0.0157602	0	0.126235	0.276027	0
1146	0.61884	0	0	0.0157533	0	0.126235	0.276027	0
1147	0.61938	0	0	0.0157609	0	0.126235	0.276027	0
1148	0.61992	0	0	0.0157612	0	0.126232	0.276027	0
1149	0.62046	0	0	0.0157614	0	0.126232	0.276027	0
1150	0.621	0	0	0.0157617	0	0.126233	0.276027	0
1151	0.62154	0	0	0.0157619	0	0.126233	0.276027	0
1152	0.62208	0	0	0.0157549	0	0.126229	0.276027	0
1153	0.62262	0	0	0.0157553	0	0.12623	0.276027	0
1154	0.62316	0	0	0.0157629	0	0.12623	0.276027	0
1155	0.6237	0	0	0.0157631	0	0.12623	0.276027	0
1156	0.62424	0	0	0.0157633	0	0.126231	0.276027	0
1157	0.62478	0	0	0.0157563	0	0.126231	0.276027	0
1158	0.62532	0	0	0.0157566	0	0.126231	0.276027	0
1159	0.62586	0	0	0.015757	0	0.126235	0.276027	0
1160	0.6264	0	0	0.0157573	0	0.126235	0.276027	0
1161	0.62694	0	0	0.0157576	0	0.126236	0.276027	0
1162	0.62748	0	0	0.0157652	0	0.126236	0.276027	0
1163	0.62802	0	0	0.0157653	0	0.126236	0.276027	0
1164	0.62856	0	0	0.0157654	0	0.126236	0.276027	0
1165	0.6291	0	0	0.0157656	0	0.126236	0.276027	0
1166	0.62964	0	0	0.0157657	0	0.126237	0.276027	0
1167	0.63018	0	0	0.0157658	0	0.126233	0.276027	0
1168	0.63072	0	0	0.0157659	0	0.126233	0.276027	0
1169	0.63126	0	0	0.0157588	0	0.126234	0.276027	0
1170	0.6318	0	0	0.0157591	0	0.126234	0.276027	0
1171	0.63234	0	0	0.0157594	0	0.126234	0.276027	0
1172	0.63288	0	0	0.0157525	0	0.126234	0.276027	0
1173	0.63342	0	0	0.0157529	0	0.126234	0.276027	0
1174	0.63396	0	0	0.0157534	0	0.126235	0.276027	0
1175	0.6345	0	0	0.0157538	0	0.126235	0.276027	0
1176	0.63504	0	0	0.0157614	0	0.126235	0.276027	0
1177	0.63558	0	0	0.0157616	0	0.126235	0.276027	0
1178	0.63612	0	0	0.0157619	0	0.126236	0.276027	0
1179	0.63666	0	0	0.0157621	0	0.126236	0.276027	0
1180	0.6372	0	0	0.0157623	0	0.126236	0.276027	0
1181	0.63774	0	0	0.0157625	0	0.126236	0.276027	0
1182	0.63828	0	0	0.0157555	0	0.126236	0.276027	0
1183	0.63882	0	0	0.0157558	0	0.126236	0.276027	0
1184	0.63936	0	0	0.0157562	0	0.126237	0.276027	0
1185	0.6399	0	0	0.0157565	0	0.126237	0.276027	0
1186	0.64044	0	0	0.0157569	0	0.126237	0.276027	0
1187	0.64098	0	0	0.0157572	0	0.126237	0.276027	0
1188	0.64152	0	0	0.0157647	0	0.126237	0.276027	0
1189	0.64206	0	0	0.0157649	0	0.126234	0.276027	0
1190	0.6426	0	0	0.015765	0	0.126234	0.276027	0
1191	0.64314	0	0	0.0157651	0	0.126234	0.276027	0
1192	0.64368	0	0	0.0157652	0	0.126235	0.276027	0
1193	0.64422	0	0	0.0157582	0	0.126235	0.276027	0
1194	0.64476	0	0	0.0157585	0	0.126235	0.276027	0
1195	0.6453	0	0	0.0157587	0	0.126235	0.276027	0
1196	0.64584	0	0	0.015759	0	0.126235	0.276027	0
1197	0.64638	0	0	0.0157593	0	0.126236	0.276027	0
1198	0.64692	0	0	0.0157596	0	0.126236	0.276027	0
1199	0.64746	0	0	0.0157598	0	0.126236	0.276027	0
1200	0.648	0	0	0.0157601	0	0.126236	0.276027	0
1201	0.64854	0	0	0.0157603	0	0.126236	0.276027	0
1202	0.64908	0	0	0.0157606	0	0.12624	0.276027	0
1203	0.64962	0	0	0.0157608	0	0.12624	0.276027	0
1204	0.65016	0	0	0.015761	0	0.12624	0.276027	0
1205	0.6507	0	0	0.0157612	0	0.12624	0.276027	0
1206	0.65124	0	0	0.0157614	0	0.126237	0.276027	0
1207	0.65178	0	0	0.0157689	0	0.126237	0.276027	0
1208	0.65232	0	0	0.0157689	0	0.126237	0.276027	0
1209	0.65286	0	0	0.0157689	0	0.126237	0.276027	0
1210	0.6534	0	0	0.0157689	0	0.126237	0.276027	0
1211	0.65394	0	0	0.0157689	0	0.126238	0.276027	0
1212	0.65448	0	0	0.0157617	0	0.126238	0.276027	0
1213	0.65502	0	0	0.0157619	0	0.126234	0.276027	0
1214	0.65556	0	0	0.0157621	0	0.126235	0.276027	0
1215	0.6561	0	0	0.0157623	0	0.126235	0.276027	0
1216	0.65664	0	0	0.0157625	0	0.126235	0.276027	0
1217	0.65718	0	0	0.0157627	0	0.126235	0.276027	0
1218	0.65772	0	0	0.0157629	0	0.126235	0.276027	0
1219	0.65826	0	0	0.015763	0	0.126235	0.276027	0
1220	0.6588	0	0	0.0157632	0	0.126236	0.276027	0
1221	0.65934	0	0	0.0157633	0	0.126236	0.276027	0
1222	0.65988	0	0	0.0157635	0	0.126236	0.276027	0
1223	0.66042	0	0	0.0157637	0	0.126236	0.276027	0
1224	0.66096	0	0	0.0157638	0	0.126236	0.276027	0
1225	0.6615	0	0	0.0157639	0	0.126237	0.276027	0
1226	0.66204	0	0	0.0157641	0	0.126237	0.276027	0
1227	0.66258	0	0	0.0157642	0	0.126237	0.276027	0
1228	0.66312	0	0	0.0157644	0	0.126237	0.276027	0
1229	0.66366	0	0	0.0157645	0	0.126237	0.276027	0
1230	0.6642	0	0	0.0157646	0	0.126237	0.276027	0
1231	0.66474	0	0	0.0157647	0	0.126237	0.276027	0
1232	0.66528	0	0	0.0157648	0	0.126238	0.276027	0
1233	0.66582	0	0	0.015765	0	0.126238	0.276026	0
1234	0.66636	0	0	0.0157579	0	0.126238	0.276026	0
1235	0.6669	0	0	0.0157654	0	0.126238	0.276026	0
1236	0.66744	0	0	0.0157655	0	0.126238	0.276026	0
1237	0.66798	0	0	0.0157656	0	0.126238	0.276026	0
1238	0.66852	0	0	0.0157657	0	0.126238	0.276026	0
1239	0.66906	0	0	0.0157657	0	0.126239	0.276026	0
1240	0.6696	0	0	0.0157658	0	0.126235	0.276026	0
1241	0.67014	0	0	0.0157659	0	0.126235	0.276027	0
1242	0.67068	0	0	0.015766	0	0.126235	0.276027	0
1243	0.67122	0	0	0.0157661	0	0.126236	0.276027	0
1244	0.67176	0	0	0.0157662	0	0.126236	0.276027	0
1245	0.6723	0	0	0.0157662	0	0.126236	0.276027	0
1246	0.67284	0	0	0.0157663	0	0.126236	0.276027	0
1247	0.67338	0	0	0.0157664	0	0.126236	0.276027	0
1248	0.67392	0	0	0.0157521	0	0.126236	0.276027	0
1249	0.67446	0	0	0.0157525	0	0.126237	0.276027	0
1250	0.675	0	0	0.0157529	0	0.126237	0.276027	0
1251	0.67554	0	0	0.0157533	0	0.126237	0.276027	0
1252	0.67608	0	0	0.0157537	0	0.126237	0.276027	0
1253	0.67662	0	0	0.0157685	0	0.126237	0.276027	0
1254	0.67716	0	0	0.0157613	0	0.126237	0.276027	0
1255	0.6777	0	0	0.0157615	0	0.126238	0.276027	0
1256	0.67824	0	0	0.0157617	0	0.126238	0.276027	0
1257	0.67878	0	0	0.0157619	0	0.126238	0.276027	0
1258	0.67932	0	0	0.0157693	0	0.126238	0.276027	0
1259	0.67986	0	0	0.0157693	0	0.126238	0.276027	0
1260	0.6804	0	0	0.0157693	0	0.126238	0.276027	0
1261	0.68094	0	0	0.0157693	0	0.126238	0.276027	0
1262	0.68148	0	0	0.0157693	0	0.126238	0.276027	0
1263	0.68202	0	0	0.0157693	0	0.126239	0.276027	0
1264	0.68256	0	0	0.0157693	0	0.126239	0.276027	0
1265	0.6831	0	0	0.0157693	0	0.126239	0.276027	0
1266	0.68364	0	0	0.0157692	0	0.126239	0.276027	0
1267	0.68418	0	0	0.0157692	0	0.126239	0.276027	0
1268	0.68472	0	0	0.0157692	0	0.126239	0.276027	0
1269	0.68526	0	0	0.0157692	0	0.126239	0.276027	0
1270	0.6858	0	0	0.015762	0	0.126239	0.276027	0
1271	0.68634	0	0	0.0157622	0	0.126239	0.276027	0
1272	0.68688	0	0	0.0157624	0	0.12624	0.276027	0
1273	0.68742	0	0	0.0157625	0	0.12624	0.276027	0
1274	0.68796	0	0	0.0157627	0	0.126236	0.276027	0
1275	0.6885	0	0	0.0157629	0	0.126236	0.276027	0
1276	0.68904	0	0	0.015763	0	0.126236	0.276027	0
1277	0.68958	0	0	0.0157632	0	0.126237	0.276027	0
1278	0.69012	0	0	0.0157633	0	0.126237	0.276027	0
1279	0.69066	0	0	0.0157635	0	0.126237	0.276027	0
1280	0.6912	0	0	0.0157636	0	0.126237	0.276027	0
1281	0.69174	0	0	0.0157637	0	0.126237	0.276027	0
1282	0.69228	0	0	0.0157639	0	0.126237	0.276027	0
1283	0.69282	0	0	0.015764	0	0.126237	0.276027	0
1284	0.69336	0	0	0.0157569	0	0.126238	0.276027	0
1285	0.6939	0	0	0.0157572	0	0.126238	0.276027	0
1286	0.69444	0	0	0.0157575	0	0.126238	0.276027	0
1287	0.69498	0	0	0.0157578	0	0.126238	0.276027	0
1288	0.69552	0	0	0.0157581	0	0.126238	0.276027	0
1289	0.69606	0	0	0.0157583	0	0.126238	0.276027	0
1290	0.6966	0	0	0.0157586	0	0.126238	0.276027	0
1291	0.69714	0	0	0.0157589	0	0.126238	0.276027	0
1292	0.69768	0	0	0.0157591	0	0.126239	0.276027	0
1293	0.69822	0	0	0.0157593	0	0.126239	0.276027	0
1294	0.69876	0	0	0.0157596	0	0.126239	0.276027	0
1295	0.6993	0	0	0.0157598	0	0.126239	0.276027	0
1296	0.69984	0	0	0.01576	0	0.126239	0.276027	0
1297	0.70038	0	0	0.0157603	0	0.126239	0.276027	0
1298	0.70092	0	0	0.0157605	0	0.126239	0.276027	0
1299	0.70146	0	0	0.0157607	0	0.126239	0.276027	0
1300	0.702	0	0	0.0157609	0	0.126239	0.276027	0
1301	0.70254	0	0	0.0157611	0	0.126239	0.276027	0
1302	0.70308	0	0	0.0157613	0	0.12624	0.276027	0
1303	0.70362	0	0	0.0157614	0	0.12624	0.276027	0
1304	0.70416	0	0	0.0157616	0	0.12624	0.276027	0
1305	0.7047	0	0	0.0157618	0	0.12624	0.276027	0
1306	0.70524	0	0	0.015762	0	0.12624	0.276027	0
1307	0.70578	0	0	0.0157621	0	0.12624	0.276027	0
1308	0.70632	0	0	0.0157623	0	0.12624	0.276027	0
1309	0.70686	0	0	0.0157624	0	0.12624	0.276027	0
1310	0.7074	0	0	0.0157626	0	0.12624	0.276027	0
1311	0.70794	0	0	0.0157627	0	0.12624	0.276027	0
1312	0.70848	0	0	0.0157629	0	0.12624	0.276027	0
1313	0.70902	0	0	0.015763	0	0.12624	0.276027	0
1314	0.70956	0	0	0.0157632	0	0.126241	0.276027	0
1315	0.7101	0	0	0.0157705	0	0.126241	0.276027	0
1316	0.71064	0	0	0.0157704	0	0.126241	0.276027	0
1317	0.71118	0	0	0.0157704	0	0.126241	0.276027	0
1318	0.71172	0	0	0.0157703	0	0.126241	0.276027	0
1319	0.71226	0	0	0.0157703	0	0.126241	0.276027	0
1320	0.7128	0	0	0.0157702	0	0.126241	0.276027	0
1321	0.71334	0	0	0.0157702	0	0.126241	0.276027	0
1322	0.71388	0	0	0.0157701	0	0.126241	0.276027	0
1323	0.71442	0	0	0.0157629	0	0.126241	0.276027	0
1324	0.71496	0	0	0.015763	0	0.126241	0.276027	0
1325	0.7155	0	0	0.0157632	0	0.126241	0.276027	0
1326	0.71604	0	0	0.0157633	0	0.126241	0.276027	0
1327	0.71658	0	0	0.0157634	0	0.126241	0.276027	0
1328	0.71712	0	0	0.0157636	0	0.126241	0.276027	0
1329	0.71766	0	0	0.0157637	0	0.126241	0.276027	0
1330	0.7182	0	0	0.0157638	0	0.126242	0.276027	0
1331	0.71874	0	0	0.0157639	0	0.126242	0.276027	0
1332	0.71928	0	0	0.015764	0	0.126242	0.276027	0
1333	0.71982	0	0	0.0157641	0	0.126242	0.276027	0
1334	0.72036	0	0	0.0157642	0	0.126242	0.276027	0
1335	0.7209	0	0	0.0157643	0	0.126242	0.276027	0
1336	0.72144	0	0	0.0157644	0	0.126242	0.276027	0
1337	0.72198	0	0	0.0157645	0	0.126242	0.276027	0
1338	0.72252	0	0	0.0157646	0	0.126242	0.276027	0
1339	0.72306	0	0	0.0157647	0	0.126242	0.276027	0
1340	0.7236	0	0	0.0157648	0	0.126242	0.276027	0
1341	0.72414	0	0	0.0157649	0	0.126242	0.276027	0
1342	0.72468	0	0	0.015765	0	0.126242	0.276027	0
1343	0.72522	0	0	0.0157651	0	0.126242	0.276027	0
1344	0.72576	0	0	0.0157652	0	0.126242	0.276027	0
1345	0.7263	0	0	0.0157652	0	0.126242	0.276027	0
1346	0.72684	0	0	0.0157653	0	0.126242	0.276027	0
1347	0.72738	0	0	0.0157654	0	0.126242	0.276027	0
1348	0.72792	0	0	0.0157655	0	0.126242	0.276027	0
1349	0.72846	0	0	0.0157655	0	0.126242	0.276026	0
1350	0.729	0	0	0.0157656	0	0.126242	0.276026	0
1351	0.72954	0	0	0.0157657	0	0.126242	0.276026	0
1352	0.73008	0	0	0.0157657	0	0.126242	0.276026	0
1353	0.73062	0	0	0.0157658	0	0.126242	0.276026	0
1354	0.73116	0	0	0.0157658	0	0.126242	0.276026	0
1355	0.7317	0	0	0.0157659	0	0.126243	0.276026	0
1356	0.73224	0	0	0.015766	0	0.126243	0.276026	0
1357	0.73278	0	0	0.015766	0	0.126243	0.276026	0
1358	0.73332	0	0	0.0157661	0	0.126243	0.276026	0
1359	0.73386	0	0	0.0157661	0	0.126243	0.276027	0
1360	0.7344	0	0	0.0157662	0	0.126243	0.276027	0
1361	0.73494	0	0	0.0157662	0	0.126243	0.276027	0
1362	0.73548	0	0	0.0157663	0	0.126243	0.276027	0
1363	0.73602	0	0	0.0157663	0	0.126243	0.276027	0
1364	0.73656	0	0	0.0157664	0	0.126243	0.276027	0
1365	0.7371	0	0	0.0157664	0	0.126243	0.276027	0
1366	0.73764	0	0	0.0157665	0	0.126243	0.276027	0
1367	0.73818	0	0	0.0157665	0	0.126243	0.276027	0
1368	0.73872	0	0	0.0157665	0	0.126243	0.276027	0
1369	0.73926	0	0	0.0157666	0	0.126243	0.276027	0
1370	0.7398	0	0	0.0157666	0	0.126243	0.276027	0
1371	0.74034	0	0	0.0157667	0	0.126243	0.276027	0
1372	0.74088	0	0	0.0157667	0	0.126243	0.276027	0
1373	0.74142	0	0	0.0157667	0	0.126239	0.276027	0
1374	0.74196	0	0	0.0157668	0	0.126239	0.276027	0
1375	0.7425	0	0	0.0157668	0	0.12624	0.276027	0
1376	0.74304	0	0	0.0157668	0	0.12624	0.276027	0
1377	0.74358	0	0	0.0157669	0	0.12624	0.276027	0
1378	0.74412	0	0	0.0157669	0	0.12624	0.276027	0
1379	0.74466	0	0	0.0157669	0	0.12624	0.276027	0
1380	0.7452	0	0	0.015767	0	0.12624	0.276027	0
1381	0.74574	0	0	0.015767	0	0.12624	0.276027	0
1382	0.74628	0	0	0.015767	0	0.12624	0.276027	0
1383	0.74682	0	0	0.015767	0	0.12624	0.276027	0
1384	0.74736	0	0	0.0157671	0	0.12624	0.276027	0
1385	0.7479	0	0	0.0157671	0	0.12624	0.276027	0
1386	0.74844	0	0	0.0157671	0	0.12624	0.276027	0
1387	0.74898	0	0	0.0157671	0	0.12624	0.276027	0
1388	0.74952	0	0	0.0157672	0	0.126241	0.276027	0
1389	0.75006	0	0	0.0157672	0	0.126241	0.276027	0
1390	0.7506	0	0	0.0157672	0	0.126241	0.276027	0
1391	0.75114	0	0	0.0157672	0	0.126241	0.276027	0
1392	0.75168	0	0	0.0157601	0	0.126241	0.276027	0
1393	0.75222	0	0	0.0157603	0	0.126241	0.276027	0
1394	0.75276	0	0	0.0157605	0	0.126241	0.276027	0
1395	0.7533	0	0	0.0157606	0	0.126241	0.276027	0
1396	0.75384	0	0	0.0157608	0	0.126241	0.276027	0
1397	0.75438	0	0	0.015761	0	0.126237	0.276027	0
1398	0.75492	0	0	0.0157612	0	0.126238	0.276027	0
1399	0.75546	0	0	0.0157614	0	0.126238	0.276027	0
1400	0.756	0	0	0.0157543	0	0.126238	0.276027	0
1401	0.75654	0	0	0.0157547	0	0.126238	0.276027	0
1402	0.75708	0	0	0.015755	0	0.126238	0.276027	0
1403	0.75762	0	0	0.0157553	0	0.126238	0.276027	0
1404	0.75816	0	0	0.0157556	0	0.126238	0.276027	0
1405	0.7587	0	0	0.015756	0	0.126238	0.276027	0
1406	0.75924	0	0	0.0157563	0	0.126238	0.276027	0
1407	0.75978	0	0	0.0157565	0	0.126239	0.276027	0
1408	0.76032	0	0	0.0157568	0	0.126239	0.276027	0
1409	0.76086	0	0	0.0157571	0	0.126239	0.276027	0
1410	0.7614	0	0	0.0157574	0	0.126239	0.276027	0
1411	0.76194	0	0	0.0157576	0	0.126239	0.276027	0
1412	0.76248	0	0	0.0157579	0	0.126239	0.276027	0
1413	0.76302	0	0	0.0157653	0	0.126239	0.276027	0
1414	0.76356	0	0	0.0157654	0	0.126239	0.276027	0
1415	0.7641	0	0	0.0157655	0	0.126239	0.276027	0
1416	0.76464	0	0	0.0157655	0	0.126243	0.276027	0
1417	0.76518	0	0	0.0157656	0	0.126243	0.276027	0
1418	0.76572	0	0	0.0157656	0	0.126243	0.276027	0
1419	0.76626	0	0	0.0157657	0	0.126243	0.276027	0
1420	0.7668	0	0	0.0157657	0	0.126243	0.276027	0
