TimeSlice	Time	LH_BicepsFemorisPosterior	LH_TensorFasciaLatae	neur2	LH_BicepsFemorisPosterior
2370	1.2798	0.0500709	37.4785	-0.0526253	0
2371	1.28034	0.0500709	37.4785	-0.052637	0
2372	1.28088	0.0500709	37.4785	-0.0526486	0
2373	1.28142	0.0500709	37.4785	-0.0526603	0
2374	1.28196	0.0500709	37.4785	-0.0526719	0
2375	1.2825	0.0500709	37.4785	-0.0526836	0
2376	1.28304	0.0500709	37.4785	-0.0526954	0
2377	1.28358	0.0500709	37.4785	-0.0527071	0
2378	1.28412	0.0500709	37.4785	-0.0527189	0
2379	1.28466	0.0500709	37.4785	-0.0527306	0
2380	1.2852	0.0500709	37.4785	-0.0527424	0
2381	1.28574	0.0500709	37.4785	-0.0527542	0
2382	1.28628	0.0500709	37.4785	-0.0527661	0
2383	1.28682	0.0500709	37.4785	-0.0527779	0
2384	1.28736	0.0500709	37.4786	-0.0527898	0
2385	1.2879	0.0500709	37.4786	-0.0528017	0
2386	1.28844	0.0500709	37.4786	-0.0528136	0
2387	1.28898	0.0500709	37.4786	-0.0528255	4.59912e-006
2388	1.28952	0.0500709	37.4786	-0.0528375	4.59912e-006
2389	1.29006	0.0500709	37.4786	-0.0528494	4.59912e-006
2390	1.2906	0.0500709	37.4786	-0.0528614	0
2391	1.29114	0.0500709	37.4786	-0.0528734	0
2392	1.29168	0.0500709	37.4786	-0.0528854	0
2393	1.29222	0.0500709	37.4786	-0.0528974	0
2394	1.29276	0.0500709	37.4786	-0.0529095	0
2395	1.2933	0.0500709	37.4786	-0.0529215	0
2396	1.29384	0.0500709	37.4786	-0.0529336	0
2397	1.29438	0.0500709	37.4786	-0.0529457	0
2398	1.29492	0.0500709	37.4786	-0.0529578	0
2399	1.29546	0.0500709	37.4786	-0.0529699	0
2400	1.296	0.0500709	37.4786	-0.0529821	0
2401	1.29654	0.0500709	37.4786	-0.0529942	0
2402	1.29708	0.0500709	37.4786	-0.0530064	0
2403	1.29762	0.0500709	37.4786	-0.0530185	0
2404	1.29816	0.0500709	37.4786	-0.0530307	0
2405	1.2987	0.0500709	37.4786	-0.0530429	0
2406	1.29924	0.0500709	37.4786	-0.0530552	0
2407	1.29978	0.0500709	37.4786	-0.0530674	0
2408	1.30032	0.0500709	37.4786	-0.0530797	0
2409	1.30086	0.0500709	37.4786	-0.0530919	0
2410	1.3014	0.0500709	37.4786	-0.0531042	0
2411	1.30194	0.0500709	37.4786	-0.0531165	0
2412	1.30248	0.0500709	37.4786	-0.0531288	0
2413	1.30302	0.0500709	37.4786	-0.0531411	0
2414	1.30356	0.0500709	37.4786	-0.0531534	0
2415	1.3041	0.0500709	37.4786	-0.0531658	0
2416	1.30464	0.0500709	37.4786	-0.0531781	0
2417	1.30518	0.0500709	37.4786	-0.0531905	0
2418	1.30572	0.0500709	37.4786	-0.0532028	0
2419	1.30626	0.0500709	37.4786	-0.0532152	0
2420	1.3068	0.0500709	37.4786	-0.0532276	0
2421	1.30734	0.0500709	37.4786	-0.05324	0
2422	1.30788	0.0500709	37.4786	-0.0532524	0
2423	1.30842	0.0500709	37.4786	-0.0532649	0
2424	1.30896	0.0500709	37.4786	-0.0532773	0
2425	1.3095	0.0500709	37.4786	-0.0532897	0
2426	1.31004	0.0500709	37.4786	-0.0533022	0
2427	1.31058	0.0500709	37.4786	-0.0533147	0
2428	1.31112	0.0500709	37.4786	-0.0533271	0
2429	1.31166	0.0500709	37.4786	-0.0533396	0
2430	1.3122	0.0500709	37.4786	-0.0533521	0
2431	1.31274	0.0500709	37.4786	-0.0533646	0
2432	1.31328	0.0500709	37.4786	-0.0533771	0
2433	1.31382	0.0500709	37.4786	-0.0533896	0
2434	1.31436	0.0500709	37.4786	-0.0534022	0
2435	1.3149	0.0500709	37.4786	-0.0534147	4.59912e-006
2436	1.31544	0.0500709	37.4786	-0.0534272	4.59912e-006
2437	1.31598	0.0500709	37.4786	-0.0534398	4.59912e-006
2438	1.31652	0.0500709	37.4786	-0.0534524	-4.59912e-006
2439	1.31706	0.0500709	37.4786	-0.0534649	-4.59912e-006
2440	1.3176	0.0500709	37.4786	-0.0534775	-4.59912e-006
2441	1.31814	0.0500709	37.4786	-0.0534901	4.59912e-006
2442	1.31868	0.0500709	37.4786	-0.0535026	4.59912e-006
2443	1.31922	0.0500709	37.4786	-0.0535152	4.59912e-006
2444	1.31976	0.0500709	37.4786	-0.0535278	0
2445	1.3203	0.0500709	37.4786	-0.0535404	0
2446	1.32084	0.0500709	37.4786	-0.053553	0
2447	1.32138	0.0500709	37.4786	-0.0535656	0
2448	1.32192	0.0500709	37.4786	-0.0535782	0
2449	1.32246	0.0500709	37.4786	-0.0535909	0
2450	1.323	0.0500709	37.4786	-0.0536035	0
2451	1.32354	0.0500709	37.4786	-0.0536161	0
2452	1.32408	0.0500709	37.4786	-0.0536287	0
2453	1.32462	0.0500709	37.4786	-0.0536414	0
2454	1.32516	0.0500709	37.4786	-0.053654	0
2455	1.3257	0.0500709	37.4786	-0.0536666	0
2456	1.32624	0.0500709	37.4786	-0.0536793	0
2457	1.32678	0.0500709	37.4786	-0.0536919	0
2458	1.32732	0.0500709	37.4786	-0.0537046	0
2459	1.32786	0.0500709	37.4786	-0.0537172	0
2460	1.3284	0.0500709	37.4786	-0.0537299	0
2461	1.32894	0.0500709	37.4786	-0.0537425	0
2462	1.32948	0.0500709	37.4786	-0.0537552	0
2463	1.33002	0.0500709	37.4786	-0.0537679	0
2464	1.33056	0.0500709	37.4786	-0.0537805	0
2465	1.3311	0.0500709	37.4786	-0.0537932	0
2466	1.33164	0.0500709	37.4786	-0.0538058	0
2467	1.33218	0.0500709	37.4786	-0.0538185	0
2468	1.33272	0.0500709	37.4786	-0.0538312	0
2469	1.33326	0.0500709	37.4786	-0.0538438	0
2470	1.3338	0.0500709	37.4786	-0.0538565	0
2471	1.33434	0.0500709	37.4786	-0.0538691	0
2472	1.33488	0.0500709	37.4786	-0.0538818	0
2473	1.33542	0.0500709	37.4786	-0.0538945	0
2474	1.33596	0.0500709	37.4786	-0.0539071	0
2475	1.3365	0.0500709	37.4786	-0.0539198	0
2476	1.33704	0.0500709	37.4786	-0.0539324	0
2477	1.33758	0.0500709	37.4786	-0.0539451	0
2478	1.33812	0.0500709	37.4786	-0.0539577	0
2479	1.33866	0.0500709	37.4786	-0.0539704	0
2480	1.3392	0.0500709	37.4786	-0.053983	0
2481	1.33974	0.0500709	37.4786	-0.0539957	0
2482	1.34028	0.0500709	37.4786	-0.0540083	0
2483	1.34082	0.0500709	37.4786	-0.0540209	0
2484	1.34136	0.0500709	37.4786	-0.0540336	0
2485	1.3419	0.0500709	37.4786	-0.0540462	0
2486	1.34244	0.0500709	37.4786	-0.0540588	0
2487	1.34298	0.0500709	37.4786	-0.0540714	0
2488	1.34352	0.0500709	37.4786	-0.0540841	0
2489	1.34406	0.0500709	37.4786	-0.0540967	0
2490	1.3446	0.0500709	37.4786	-0.0541093	0
2491	1.34514	0.0500709	37.4786	-0.0541219	0
2492	1.34568	0.0500709	37.4786	-0.0541345	0
2493	1.34622	0.0500709	37.4786	-0.0541471	0
2494	1.34676	0.0500709	37.4786	-0.0541596	0
2495	1.3473	0.0500709	37.4786	-0.0541722	0
2496	1.34784	0.0500709	37.4786	-0.0541848	0
2497	1.34838	0.0500709	37.4786	-0.0541974	0
2498	1.34892	0.0500709	37.4786	-0.0542099	0
2499	1.34946	0.0500709	37.4786	-0.0542225	0
2500	1.35	0.0500709	37.4786	-0.054235	0
2501	1.35054	0.0500709	37.4786	-0.0542475	2.29956e-006
2502	1.35108	0.0500709	37.4786	-0.0542601	2.29956e-006
2503	1.35162	0.0500709	37.4786	-0.0542726	2.29956e-006
2504	1.35216	0.0500709	37.4786	-0.0542851	0
2505	1.3527	0.0500709	37.4786	-0.0542976	0
2506	1.35324	0.0500709	37.4786	-0.0543101	0
2507	1.35378	0.0500709	37.4786	-0.0543226	0
2508	1.35432	0.0500709	37.4786	-0.054335	0
2509	1.35486	0.0500709	37.4786	-0.0543475	0
2510	1.3554	0.0500709	37.4786	-0.05436	0
2511	1.35594	0.0500709	37.4786	-0.0543724	0
2512	1.35648	0.0500709	37.4786	-0.0543848	0
2513	1.35702	0.0500709	37.4786	-0.0543973	0
2514	1.35756	0.0500709	37.4786	-0.0544097	0
2515	1.3581	0.0500709	37.4786	-0.0544221	0
2516	1.35864	0.0500709	37.4786	-0.0544345	0
2517	1.35918	0.0500709	37.4786	-0.0544468	0
2518	1.35972	0.0500709	37.4786	-0.0544592	0
2519	1.36026	0.0500709	37.4786	-0.0544716	0
2520	1.3608	0.0500709	37.4786	-0.0544839	0
2521	1.36134	0.0500709	37.4786	-0.0544962	0
2522	1.36188	0.0500709	37.4786	-0.0545086	0
2523	1.36242	0.0500709	37.4786	-0.0545209	0
2524	1.36296	0.0500709	37.4786	-0.0545332	0
2525	1.3635	0.0500709	37.4786	-0.0545454	0
2526	1.36404	0.0500709	37.4786	-0.0545577	0
2527	1.36458	0.0500709	37.4786	-0.0545699	0
2528	1.36512	0.0500709	37.4786	-0.0545822	0
2529	1.36566	0.0500709	37.4786	-0.0545944	0
2530	1.3662	0.0500709	37.4786	-0.0546066	0
2531	1.36674	0.0500709	37.4786	-0.0546188	0
2532	1.36728	0.0500709	37.4786	-0.054631	0
2533	1.36782	0.0500709	37.4786	-0.0546431	0
2534	1.36836	0.0500709	37.4786	-0.0546553	0
2535	1.3689	0.0500709	37.4786	-0.0546674	0
2536	1.36944	0.0500709	37.4786	-0.0546795	0
2537	1.36998	0.0500709	37.4786	-0.0546916	0
2538	1.37052	0.0500709	37.4786	-0.0547037	0
2539	1.37106	0.0500709	37.4786	-0.0547157	0
2540	1.3716	0.0500709	37.4786	-0.0547278	0
2541	1.37214	0.0500709	37.4786	-0.0547398	0
2542	1.37268	0.0500709	37.4786	-0.0547518	0
2543	1.37322	0.0500709	37.4786	-0.0547638	0
2544	1.37376	0.0500709	37.4786	-0.0547758	0
2545	1.3743	0.0500709	37.4786	-0.0547877	0
2546	1.37484	0.0500709	37.4786	-0.0547996	0
2547	1.37538	0.0500709	37.4786	-0.0548116	0
2548	1.37592	0.0500709	37.4786	-0.0548235	0
2549	1.37646	0.0500709	37.4786	-0.0548353	0
2550	1.377	0.0500709	37.4786	-0.0548472	0
2551	1.37754	0.0500709	37.4786	-0.054859	0
2552	1.37808	0.0500709	37.4786	-0.0548708	0
2553	1.37862	0.0500709	37.4786	-0.0548826	0
2554	1.37916	0.0500709	37.4786	-0.0548944	0
2555	1.3797	0.0500709	37.4786	-0.0549062	0
2556	1.38024	0.0500709	37.4786	-0.0549179	0
2557	1.38078	0.0500709	37.4786	-0.0549296	0
2558	1.38132	0.0500709	37.4786	-0.0549413	0
2559	1.38186	0.0500709	37.4786	-0.054953	0
2560	1.3824	0.0500709	37.4786	-0.0549646	0
2561	1.38294	0.0500709	37.4786	-0.0549762	0
2562	1.38348	0.0500709	37.4786	-0.0549878	0
2563	1.38402	0.0500709	37.4786	-0.0549994	0
2564	1.38456	0.0500709	37.4786	-0.055011	0
2565	1.3851	0.0500709	37.4786	-0.0550225	0
2566	1.38564	0.0500709	37.4786	-0.055034	0
2567	1.38618	0.0500709	37.4786	-0.0550455	4.59912e-006
2568	1.38672	0.0500709	37.4786	-0.0550569	4.59912e-006
2569	1.38726	0.0500709	37.4786	-0.0550684	4.59912e-006
2570	1.3878	0.0500709	37.4786	-0.0550798	0
2571	1.38834	0.0500709	37.4786	-0.0550912	0
2572	1.38888	0.0500709	37.4786	-0.0551025	0
2573	1.38942	0.0500709	37.4786	-0.0551138	0
2574	1.38996	0.0500709	37.4786	-0.0551251	0
2575	1.3905	0.0500709	37.4786	-0.0551364	0
2576	1.39104	0.0500709	37.4786	-0.0551477	0
2577	1.39158	0.0500709	37.4786	-0.0551589	0
2578	1.39212	0.0500709	37.4786	-0.0551701	0
2579	1.39266	0.0500709	37.4786	-0.0551813	0
2580	1.3932	0.0500709	37.4786	-0.0551924	0
2581	1.39374	0.0500709	37.4786	-0.0552035	0
2582	1.39428	0.0500709	37.4786	-0.0552146	2.29956e-006
2583	1.39482	0.0500709	37.4786	-0.0552257	2.29956e-006
2584	1.39536	0.0500709	37.4786	-0.0552367	2.29956e-006
2585	1.3959	0.0500709	37.4786	-0.0552477	0
2586	1.39644	0.0500709	37.4786	-0.0552587	0
2587	1.39698	0.0500709	37.4786	-0.0552697	0
2588	1.39752	0.0500709	37.4786	-0.0552806	0
2589	1.39806	0.0500709	37.4786	-0.0552915	0
2590	1.3986	0.0500709	37.4786	-0.0553023	0
2591	1.39914	0.0500709	37.4786	-0.0553132	0
2592	1.39968	0.0500709	37.4786	-0.055324	0
2593	1.40022	0.0500709	37.4786	-0.0553348	0
2594	1.40076	0.0500709	37.4786	-0.0553455	0
2595	1.4013	0.0500709	37.4786	-0.0553562	0
2596	1.40184	0.0500709	37.4786	-0.0553669	0
2597	1.40238	0.0500709	37.4786	-0.0553775	0
2598	1.40292	0.0500709	37.4786	-0.0553881	0
2599	1.40346	0.0500709	37.4786	-0.0553987	0
2600	1.404	0.0500709	37.4786	-0.0554093	0
2601	1.40454	0.0500709	37.4786	-0.0554198	0
2602	1.40508	0.0500709	37.4786	-0.0554303	0
2603	1.40562	0.0500709	37.4786	-0.0554407	0
2604	1.40616	0.0500709	37.4786	-0.0554512	0
2605	1.4067	0.0500709	37.4786	-0.0554615	0
2606	1.40724	0.0500709	37.4786	-0.0554719	0
2607	1.40778	0.0500709	37.4786	-0.0554822	0
2608	1.40832	0.0500709	37.4786	-0.0554925	0
2609	1.40886	0.0500709	37.4786	-0.0555028	0
2610	1.4094	0.0500709	37.4786	-0.055513	0
2611	1.40994	0.0500709	37.4786	-0.0555232	0
2612	1.41048	0.0500709	37.4786	-0.0555333	0
2613	1.41102	0.0500709	37.4786	-0.0555434	0
2614	1.41156	0.0500709	37.4786	-0.0555535	0
2615	1.4121	0.0500709	37.4786	-0.0555635	0
2616	1.41264	0.0500709	37.4786	-0.0555736	0
2617	1.41318	0.0500709	37.4786	-0.0555835	0
2618	1.41372	0.0500709	37.4786	-0.0555935	0
2619	1.41426	0.0500709	37.4786	-0.0556034	0
2620	1.4148	0.0500709	37.4786	-0.0556132	0
2621	1.41534	0.0500709	37.4787	-0.055623	0
2622	1.41588	0.0500709	37.4787	-0.0556328	0
2623	1.41642	0.0500709	37.4787	-0.0556426	0
2624	1.41696	0.0500709	37.4787	-0.0556523	0
2625	1.4175	0.0500709	37.4787	-0.055662	0
2626	1.41804	0.0500709	37.4787	-0.0556716	0
2627	1.41858	0.0500709	37.4787	-0.0556812	0
2628	1.41912	0.0500709	37.4787	-0.0556908	0
2629	1.41966	0.0500709	37.4787	-0.0557003	0
2630	1.4202	0.0500709	37.4787	-0.0557098	0
2631	1.42074	0.0500709	37.4787	-0.0557192	0
2632	1.42128	0.0500709	37.4787	-0.0557286	0
2633	1.42182	0.0500709	37.4787	-0.055738	0
2634	1.42236	0.0500709	37.4787	-0.0557473	0
2635	1.4229	0.0500709	37.4787	-0.0557566	0
2636	1.42344	0.0500709	37.4787	-0.0557658	0
2637	1.42398	0.0500709	37.4787	-0.055775	0
2638	1.42452	0.0500709	37.4787	-0.0557842	0
2639	1.42506	0.0500709	37.4787	-0.0557933	0
2640	1.4256	0.0500709	37.4787	-0.0558024	0
2641	1.42614	0.0500709	37.4787	-0.0558114	0
2642	1.42668	0.0500709	37.4787	-0.0558204	0
2643	1.42722	0.0500709	37.4787	-0.0558293	0
2644	1.42776	0.0500709	37.4787	-0.0558382	0
2645	1.4283	0.0500709	37.4787	-0.0558471	0
2646	1.42884	0.0500709	37.4787	-0.0558559	0
2647	1.42938	0.0500709	37.4787	-0.0558647	0
2648	1.42992	0.0500709	37.4787	-0.0558735	0
2649	1.43046	0.0500709	37.4787	-0.0558821	0
2650	1.431	0.0500709	37.4787	-0.0558908	0
2651	1.43154	0.0500709	37.4787	-0.0558994	0
2652	1.43208	0.0500709	37.4787	-0.055908	0
2653	1.43262	0.0500709	37.4787	-0.0559165	0
2654	1.43316	0.0500709	37.4787	-0.055925	0
2655	1.4337	0.0500709	37.4787	-0.0559334	0
2656	1.43424	0.0500709	37.4787	-0.0559418	0
2657	1.43478	0.0500709	37.4787	-0.0559501	0
2658	1.43532	0.0500709	37.4787	-0.0559584	0
2659	1.43586	0.0500709	37.4787	-0.0559667	0
2660	1.4364	0.0500709	37.4787	-0.0559749	0
2661	1.43694	0.0500709	37.4787	-0.055983	0
2662	1.43748	0.0500709	37.4787	-0.0559911	0
2663	1.43802	0.0500709	37.4787	-0.0559992	0
2664	1.43856	0.0500709	37.4787	-0.0560072	0
2665	1.4391	0.0500709	37.4787	-0.0560152	0
2666	1.43964	0.0500709	37.4787	-0.0560231	0
2667	1.44018	0.0500709	37.4787	-0.056031	0
2668	1.44072	0.0500709	37.4787	-0.0560388	0
2669	1.44126	0.0500709	37.4787	-0.0560466	4.59912e-006
2670	1.4418	0.0500709	37.4787	-0.0560543	4.59912e-006
2671	1.44234	0.0500709	37.4787	-0.056062	4.59912e-006
2672	1.44288	0.0500709	37.4787	-0.0560697	0
2673	1.44342	0.0500709	37.4787	-0.0560772	0
2674	1.44396	0.0500709	37.4787	-0.0560848	0
2675	1.4445	0.0500709	37.4787	-0.0560923	0
2676	1.44504	0.0500709	37.4787	-0.0560997	0
2677	1.44558	0.0500709	37.4787	-0.0561071	0
2678	1.44612	0.0500709	37.4787	-0.0561145	0
2679	1.44666	0.0500709	37.4787	-0.0561218	0
2680	1.4472	0.0500709	37.4787	-0.056129	0
2681	1.44774	0.0500709	37.4787	-0.0561362	0
2682	1.44828	0.0500709	37.4787	-0.0561433	0
2683	1.44882	0.0500709	37.4787	-0.0561504	0
2684	1.44936	0.0500709	37.4787	-0.0561575	0
2685	1.4499	0.0500709	37.4787	-0.0561645	0
2686	1.45044	0.0500709	37.4787	-0.0561714	0
2687	1.45098	0.0500709	37.4788	-0.0561783	0
2688	1.45152	0.0500709	37.4788	-0.0561851	0
2689	1.45206	0.0500709	37.4788	-0.0561919	0
2690	1.4526	0.0500709	37.4788	-0.0561987	0
2691	1.45314	0.0500709	37.4788	-0.0562053	0
2692	1.45368	0.0500709	37.4788	-0.056212	0
2693	1.45422	0.0500709	37.4788	-0.0562186	0
2694	1.45476	0.0500709	37.4788	-0.0562251	0
2695	1.4553	0.0500709	37.4788	-0.0562316	0
2696	1.45584	0.0500709	37.4788	-0.056238	0
2697	1.45638	0.0500709	37.4788	-0.0562443	0
2698	1.45692	0.0500709	37.4788	-0.0562507	0
2699	1.45746	0.0500709	37.4788	-0.0562569	0
2700	1.458	0.0500709	37.4788	-0.0562631	0
2701	1.45854	0.0500709	37.4788	-0.0562693	0
2702	1.45908	0.0500709	37.4788	-0.0562754	0
2703	1.45962	0.0500709	37.4788	-0.0562814	0
2704	1.46016	0.0500709	37.4788	-0.0562874	0
2705	1.4607	0.0500709	37.4788	-0.0562933	0
2706	1.46124	0.0500709	37.4788	-0.0562992	0
2707	1.46178	0.0500709	37.4788	-0.056305	0
2708	1.46232	0.0500709	37.4788	-0.0563108	0
2709	1.46286	0.0500709	37.4788	-0.0563165	0
2710	1.4634	0.0500709	37.4788	-0.0563222	0
2711	1.46394	0.0500709	37.4788	-0.0563278	0
2712	1.46448	0.0500709	37.4788	-0.0563333	0
2713	1.46502	0.0500709	37.4788	-0.0563388	0
2714	1.46556	0.0500709	37.4795	-0.0563443	-1.83965e-005
2715	1.4661	0.0500709	37.4795	-0.0563497	-1.83965e-005
2716	1.46664	0.0500709	37.4795	-0.056355	-1.83965e-005
2717	1.46718	0.0500709	37.4795	-0.0563602	0
2718	1.46772	0.0500709	37.4795	-0.0563654	0
2719	1.46826	0.0500709	37.4795	-0.0563706	0
2720	1.4688	0.0500663	37.5713	-0.0563757	-0.00281466
2721	1.46934	0.0500663	37.5713	-0.0563807	-0.00281466
2722	1.46988	0.0500663	37.5713	-0.0563857	-0.00281466
2723	1.47042	0.0500663	37.5713	-0.0563906	0
2724	1.47096	0.0500663	37.5713	-0.0563955	0
2725	1.4715	0.0500663	37.5713	-0.0564003	0
2726	1.47204	0.0500579	37.7409	-0.056405	-0.00519471
2727	1.47258	0.0500579	37.7409	-0.0564097	-0.00519471
2728	1.47312	0.0500579	37.7409	-0.0564144	-0.00519471
2729	1.47366	0.0500579	37.7409	-0.0564189	0
2730	1.4742	0.0500579	37.7409	-0.0564235	0
2731	1.47474	0.0500579	37.7409	-0.0564279	0
2732	1.47528	0.0500461	37.979	-0.0564323	-0.00730341
2733	1.47582	0.0500461	37.979	-0.0564366	-0.00730341
2734	1.47636	0.0500461	37.979	-0.0564409	-0.00730341
2735	1.4769	0.0500461	37.979	-0.0564451	0
2736	1.47744	0.0500461	37.979	-0.0564493	0
2737	1.47798	0.0500461	37.979	-0.0564534	0
2738	1.47852	0.0500311	38.2798	-0.0564574	-0.00924654
2739	1.47906	0.0500311	38.2798	-0.0564614	-0.00924654
2740	1.4796	0.0500311	38.2798	-0.0564653	-0.00924654
2741	1.48014	0.0500311	38.2798	-0.0564692	0
2742	1.48068	0.0500311	38.2798	-0.056473	0
2743	1.48122	0.0500311	38.2798	-0.0564767	0
2744	1.48176	0.0500132	38.6377	-0.0564804	-0.0110264
2745	1.4823	0.0500132	38.6377	-0.056484	-0.0110264
2746	1.48284	0.0500132	38.6377	-0.0564875	-0.0110264
2747	1.48338	0.0500132	38.6377	-0.056491	-4.59912e-006
2748	1.48392	0.0500132	38.6377	-0.0564944	-4.59912e-006
2749	1.48446	0.0500132	38.6377	-0.0564978	-4.59912e-006
2750	1.485	0.0499927	39.0482	-0.0565011	-0.0126867
2751	1.48554	0.0499927	39.0482	-0.0565043	-0.0126867
2752	1.48608	0.0499927	39.0482	-0.0565075	-0.0126867
2753	1.48662	0.0499927	39.0482	-0.0565106	2.29956e-006
2754	1.48716	0.0499927	39.0482	-0.0565137	2.29956e-006
2755	1.4877	0.0499927	39.0482	-0.0565167	2.29956e-006
2756	1.48824	0.0499696	39.5067	-0.0565196	-0.0142228
2757	1.48878	0.0499696	39.5067	-0.0565225	-0.0142228
2758	1.48932	0.0499696	39.5067	-0.0565253	-0.0142228
2759	1.48986	0.0499696	39.5067	-0.056528	-2.29956e-006
2760	1.4904	0.0499696	39.5067	-0.0565307	-2.29956e-006
2761	1.49094	0.0499696	39.5067	-0.0565333	-2.29956e-006
2762	1.49148	0.0499447	40.0123	-0.0565359	-0.0154002
2763	1.49202	0.0499447	40.0123	-0.0565384	-0.0154002
2764	1.49256	0.0499447	40.0123	-0.0565408	-0.0154002
2765	1.4931	0.0499447	40.0123	-0.0565431	-4.59912e-006
2766	1.49364	0.0499447	40.0123	-0.0565454	-4.59912e-006
2767	1.49418	0.0499447	40.0123	-0.0565477	-4.59912e-006
2768	1.49472	0.0499231	40.5971	-0.0565498	-0.0133306
2769	1.49526	0.0499231	40.5971	-0.0565519	-0.0133306
2770	1.4958	0.0499231	40.5971	-0.056554	-0.0133306
2771	1.49634	0.0499231	40.597	-0.0565559	-4.59912e-006
2772	1.49688	0.0499231	40.597	-0.0565578	-4.59912e-006
2773	1.49742	0.0499231	40.597	-0.0565597	-4.59912e-006
2774	1.49796	0.0499042	41.2547	-0.0565615	-0.011668
2775	1.4985	0.0499042	41.2547	-0.0565632	-0.011668
2776	1.49904	0.0499042	41.2547	-0.0565648	-0.011668
2777	1.49958	0.0499041	41.2546	-0.0565664	-6.89869e-006
2778	1.50012	0.0499041	41.2546	-0.0565679	-6.89869e-006
2779	1.50066	0.0499041	41.2546	-0.0565694	-6.89869e-006
2780	1.5012	0.0498872	41.9712	-0.0565708	-0.0104446
2781	1.50174	0.0498872	41.9712	-0.0565721	-0.0104446
2782	1.50228	0.0498872	41.9712	-0.0565733	-0.0104446
2783	1.50282	0.0498872	41.9711	-0.0565745	-6.89869e-006
2784	1.50336	0.0498872	41.9711	-0.0565757	-6.89869e-006
2785	1.5039	0.0498872	41.9711	-0.0565767	-6.89869e-006
2786	1.50444	0.0498718	42.739	-0.0565777	-0.00952479
2787	1.50498	0.0498718	42.739	-0.0565786	-0.00952479
2788	1.50552	0.0498718	42.739	-0.0565795	-0.00952479
2789	1.50606	0.0498718	42.739	-0.0565803	-9.19825e-006
2790	1.5066	0.0498718	42.739	-0.056581	-9.19825e-006
2791	1.50714	0.0498718	42.739	-0.0565817	-9.19825e-006
2792	1.50768	0.0498576	43.5516	-0.0565823	-0.00875673
2793	1.50822	0.0498576	43.5516	-0.0565828	-0.00875673
2794	1.50876	0.0498576	43.5516	-0.0565832	-0.00875673
2795	1.5093	0.0498576	43.5515	-0.0565836	-1.14978e-005
2796	1.50984	0.0498576	43.5515	-0.0565839	-1.14978e-005
2797	1.51038	0.0498576	43.5515	-0.0565842	-1.14978e-005
2798	1.51092	0.0498445	44.4039	-0.0565844	-0.00808756
2799	1.51146	0.0498445	44.4039	-0.0565845	-0.00808756
2800	1.512	0.0498445	44.4039	-0.0565846	-0.00808756
2801	1.51254	0.0498444	44.4038	-0.0565846	-1.60969e-005
2802	1.51308	0.0498444	44.4038	-0.0565845	-1.60969e-005
2803	1.51362	0.0498444	44.4038	-0.0565843	-1.60969e-005
2804	1.51416	0.0498323	45.2915	-0.0565841	-0.00749657
2805	1.5147	0.0498323	45.2915	-0.0565838	-0.00749657
2806	1.51524	0.0498323	45.2915	-0.0565835	-0.00749657
2807	1.51578	0.0498323	45.2914	-0.056583	-1.60969e-005
2808	1.51632	0.0498323	45.2914	-0.0565826	-1.60969e-005
2809	1.51686	0.0498323	45.2914	-0.056582	-1.60969e-005
2810	1.5174	0.049821	46.2103	-0.0565814	-0.00695158
2811	1.51794	0.049821	46.2103	-0.0565807	-0.00695158
2812	1.51848	0.049821	46.2103	-0.0565799	-0.00695158
2813	1.51902	0.049821	46.2102	-0.0565791	-1.60969e-005
2814	1.51956	0.049821	46.2102	-0.0565782	-1.60969e-005
2815	1.5201	0.049821	46.2102	-0.0565772	-1.60969e-005
2816	1.52064	0.0498105	47.1566	-0.0565762	-0.00644797
2817	1.52118	0.0498105	47.1566	-0.0565751	-0.00644797
2818	1.52172	0.0498105	47.1566	-0.0565739	-0.00644797
2819	1.52226	0.0498105	47.1564	-0.0565727	-2.52952e-005
2820	1.5228	0.0498105	47.1564	-0.0565713	-2.52952e-005
2821	1.52334	0.0498105	47.1564	-0.05657	-2.52952e-005
2822	1.52388	0.0498008	48.1268	-0.0565685	-0.00597886
2823	1.52442	0.0498008	48.1268	-0.056567	-0.00597886
2824	1.52496	0.0498008	48.1268	-0.0565654	-0.00597886
2825	1.5255	0.0498008	48.1267	-0.0565637	-2.29956e-005
2826	1.52604	0.0498008	48.1267	-0.056562	-2.29956e-005
2827	1.52658	0.0498008	48.1267	-0.0565602	-2.29956e-005
2828	1.52712	0.0497918	49.1178	-0.0565583	-0.00554424
2829	1.52766	0.0497918	49.1178	-0.0565564	-0.00554424
2830	1.5282	0.0497918	49.1178	-0.0565544	-0.00554424
2831	1.52874	0.0497917	49.1176	-0.0565523	-2.98943e-005
2832	1.52928	0.0497917	49.1176	-0.0565502	-2.98943e-005
2833	1.52982	0.0497917	49.1176	-0.056548	-2.98943e-005
2834	1.53036	0.0497834	50.1265	-0.0565457	-0.00513952
2835	1.5309	0.0497834	50.1265	-0.0565433	-0.00513952
2836	1.53144	0.0497834	50.1265	-0.0565409	-0.00513952
2837	1.53198	0.0497834	50.1263	-0.0565384	-2.98943e-005
2838	1.53252	0.0497834	50.1263	-0.0565359	-2.98943e-005
2839	1.53306	0.0497834	50.1263	-0.0565332	-2.98943e-005
2840	1.5336	0.0497757	51.15	-0.0565305	-0.00475779
