TimeSlice	Time	Ib Sensor (Tension)	ml Sensor Length
2790	1.5066	1.8923	0.0777651
2791	1.50714	1.8923	0.0777651
2792	1.50768	1.8923	0.0777651
2793	1.50822	1.8923	0.0777651
2794	1.50876	1.8923	0.0777651
2795	1.5093	1.8923	0.0777651
2796	1.50984	1.8923	0.0777651
2797	1.51038	1.8923	0.0777651
2798	1.51092	1.8923	0.0777651
2799	1.51146	1.8923	0.0777651
2800	1.512	1.8923	0.0777651
2801	1.51254	1.8923	0.0777651
2802	1.51308	1.8923	0.0777651
2803	1.51362	1.8923	0.0777651
2804	1.51416	1.8923	0.0777651
2805	1.5147	1.8923	0.0777651
2806	1.51524	1.8923	0.0777651
2807	1.51578	1.8923	0.0777651
2808	1.51632	1.8923	0.0777651
2809	1.51686	1.8923	0.0777651
2810	1.5174	1.8923	0.0777651
2811	1.51794	1.8923	0.0777651
2812	1.51848	1.8923	0.0777651
2813	1.51902	1.8923	0.0777651
2814	1.51956	1.8923	0.0777651
2815	1.5201	1.8923	0.0777651
2816	1.52064	1.8923	0.0777651
2817	1.52118	1.8923	0.0777651
2818	1.52172	1.8923	0.0777651
2819	1.52226	1.8923	0.0777651
2820	1.5228	1.8923	0.0777651
2821	1.52334	1.8923	0.0777651
2822	1.52388	1.8923	0.0777651
2823	1.52442	1.8923	0.0777651
2824	1.52496	1.8923	0.0777651
2825	1.5255	1.8923	0.0777651
2826	1.52604	1.8923	0.0777651
2827	1.52658	1.8923	0.0777651
2828	1.52712	1.8923	0.0777651
2829	1.52766	1.8923	0.0777651
2830	1.5282	1.8923	0.0777651
2831	1.52874	1.8923	0.0777651
2832	1.52928	1.8923	0.0777651
2833	1.52982	1.8923	0.0777651
2834	1.53036	1.8923	0.0777651
2835	1.5309	1.8923	0.0777651
2836	1.53144	1.8923	0.0777651
2837	1.53198	1.8923	0.0777651
2838	1.53252	1.8923	0.0777651
2839	1.53306	1.8923	0.0777651
2840	1.5336	1.8923	0.0777651
2841	1.53414	1.8923	0.0777651
2842	1.53468	1.8923	0.0777651
2843	1.53522	1.8923	0.0777651
2844	1.53576	1.8923	0.0777651
2845	1.5363	1.8923	0.0777651
2846	1.53684	1.8923	0.0777651
2847	1.53738	1.8923	0.0777651
2848	1.53792	1.8923	0.0777651
2849	1.53846	1.8923	0.0777651
2850	1.539	1.8923	0.0777651
2851	1.53954	1.8923	0.0777651
2852	1.54008	1.8923	0.0777651
2853	1.54062	1.8923	0.0777651
2854	1.54116	1.8923	0.0777651
2855	1.5417	1.8923	0.0777651
2856	1.54224	1.8923	0.0777651
2857	1.54278	1.8923	0.0777651
2858	1.54332	1.8923	0.0777651
2859	1.54386	1.8923	0.0777651
2860	1.5444	1.8923	0.0777651
2861	1.54494	1.8923	0.0777651
2862	1.54548	1.8923	0.0777651
2863	1.54602	1.8923	0.0777651
2864	1.54656	1.8923	0.0777651
2865	1.5471	1.8923	0.0777651
2866	1.54764	1.8923	0.0777651
2867	1.54818	1.8923	0.0777651
2868	1.54872	1.8923	0.0777651
2869	1.54926	1.8923	0.0777651
2870	1.5498	1.8923	0.0777651
2871	1.55034	1.8923	0.0777651
2872	1.55088	1.8923	0.0777651
2873	1.55142	1.8923	0.0777651
2874	1.55196	1.8923	0.0777651
2875	1.5525	1.8923	0.0777651
2876	1.55304	1.8923	0.0777651
2877	1.55358	1.8923	0.0777651
2878	1.55412	1.8923	0.0777651
2879	1.55466	1.8923	0.0777651
2880	1.5552	1.8923	0.0777651
2881	1.55574	1.8923	0.0777651
2882	1.55628	1.8923	0.0777651
2883	1.55682	1.8923	0.0777651
2884	1.55736	1.8923	0.0777651
2885	1.5579	1.8923	0.0777651
2886	1.55844	1.8923	0.0777651
2887	1.55898	1.8923	0.0777651
2888	1.55952	1.8923	0.0777651
2889	1.56006	1.8923	0.0777651
2890	1.5606	1.8923	0.0777651
2891	1.56114	1.8923	0.0777651
2892	1.56168	1.8923	0.0777651
2893	1.56222	1.8923	0.0777651
2894	1.56276	1.8923	0.0777651
2895	1.5633	1.8923	0.0777651
2896	1.56384	1.8923	0.0777651
2897	1.56438	1.8923	0.0777651
2898	1.56492	1.8923	0.0777651
2899	1.56546	1.8923	0.0777651
2900	1.566	1.8923	0.0777651
2901	1.56654	1.8923	0.0777651
2902	1.56708	1.8923	0.0777651
2903	1.56762	1.8923	0.0777651
2904	1.56816	1.8923	0.0777651
2905	1.5687	1.8923	0.0777651
2906	1.56924	1.8923	0.0777651
2907	1.56978	1.8923	0.0777651
2908	1.57032	1.8923	0.0777651
2909	1.57086	1.8923	0.0777651
2910	1.5714	1.8923	0.0777651
2911	1.57194	1.8923	0.0777651
2912	1.57248	1.8923	0.0777651
2913	1.57302	1.8923	0.0777651
2914	1.57356	1.8923	0.0777651
2915	1.5741	1.8923	0.0777651
2916	1.57464	1.8923	0.0777651
2917	1.57518	1.8923	0.0777651
2918	1.57572	1.8923	0.0777651
2919	1.57626	1.8923	0.0777651
2920	1.5768	1.8923	0.0777651
2921	1.57734	1.8923	0.0777651
2922	1.57788	1.8923	0.0777651
2923	1.57842	1.8923	0.0777651
2924	1.57896	1.8923	0.0777651
2925	1.5795	1.8923	0.0777651
2926	1.58004	1.8923	0.0777651
2927	1.58058	1.8923	0.0777651
2928	1.58112	1.8923	0.0777651
2929	1.58166	1.8923	0.0777651
2930	1.5822	1.8923	0.0777651
2931	1.58274	1.8923	0.0777651
2932	1.58328	1.8923	0.0777651
2933	1.58382	1.8923	0.0777651
2934	1.58436	1.8923	0.0777651
2935	1.5849	1.8923	0.0777651
2936	1.58544	1.8923	0.0777651
2937	1.58598	1.8923	0.0777651
2938	1.58652	1.8923	0.0777651
2939	1.58706	1.8923	0.0777651
2940	1.5876	1.8923	0.0777651
2941	1.58814	1.8923	0.0777651
2942	1.58868	1.8923	0.0777651
2943	1.58922	1.8923	0.0777651
2944	1.58976	1.8923	0.0777651
2945	1.5903	1.8923	0.0777651
2946	1.59084	1.8923	0.0777651
2947	1.59138	1.8923	0.0777651
2948	1.59192	1.8923	0.0777651
2949	1.59246	1.8923	0.0777651
2950	1.593	1.8923	0.0777651
2951	1.59354	1.8923	0.0777651
2952	1.59408	1.8923	0.0777651
2953	1.59462	1.8923	0.0777651
2954	1.59516	1.8923	0.0777651
2955	1.5957	1.8923	0.0777651
2956	1.59624	1.8923	0.0777651
2957	1.59678	1.8923	0.0777651
2958	1.59732	1.8923	0.0777651
2959	1.59786	1.8923	0.0777651
2960	1.5984	1.8923	0.0777651
2961	1.59894	1.8923	0.0777651
2962	1.59948	1.8923	0.0777651
2963	1.60002	1.8923	0.0777651
2964	1.60056	1.8923	0.0777651
2965	1.6011	1.8923	0.0777651
2966	1.60164	1.8923	0.0777651
2967	1.60218	1.8923	0.0777651
2968	1.60272	1.8923	0.0777651
2969	1.60326	1.8923	0.0777651
2970	1.6038	1.8923	0.0777651
2971	1.60434	1.8923	0.0777651
2972	1.60488	1.8923	0.0777651
2973	1.60542	1.8923	0.0777651
2974	1.60596	1.8923	0.0777651
2975	1.6065	1.8923	0.0777651
2976	1.60704	1.8923	0.0777651
2977	1.60758	1.8923	0.0777651
2978	1.60812	1.8923	0.0777651
2979	1.60866	1.8923	0.0777651
2980	1.6092	1.8923	0.0777651
2981	1.60974	1.8923	0.0777651
2982	1.61028	1.8923	0.0777651
2983	1.61082	1.8923	0.0777651
2984	1.61136	1.8923	0.0777651
2985	1.6119	1.8923	0.0777651
2986	1.61244	1.8923	0.0777651
2987	1.61298	1.8923	0.0777651
2988	1.61352	1.8923	0.0777651
2989	1.61406	1.8923	0.0777651
2990	1.6146	1.8923	0.0777651
2991	1.61514	1.8923	0.0777651
2992	1.61568	1.8923	0.0777651
2993	1.61622	1.8923	0.0777651
2994	1.61676	1.8923	0.0777651
2995	1.6173	1.8923	0.0777651
2996	1.61784	1.8923	0.0777651
2997	1.61838	1.8923	0.0777651
2998	1.61892	1.8923	0.0777651
2999	1.61946	1.8923	0.0777651
3000	1.62	1.8923	0.0777651
3001	1.62054	1.8923	0.0777651
3002	1.62108	1.8923	0.0777651
3003	1.62162	1.8923	0.0777651
3004	1.62216	1.8923	0.0777651
3005	1.6227	1.8923	0.0777651
3006	1.62324	1.8923	0.0777651
3007	1.62378	1.8923	0.0777651
3008	1.62432	1.8923	0.0777651
3009	1.62486	1.8923	0.0777651
3010	1.6254	1.8923	0.0777651
3011	1.62594	1.8923	0.0777651
3012	1.62648	1.8923	0.0777651
3013	1.62702	1.8923	0.0777651
3014	1.62756	1.8923	0.0777651
3015	1.6281	1.8923	0.0777651
3016	1.62864	1.8923	0.0777651
3017	1.62918	1.8923	0.0777651
3018	1.62972	1.8923	0.0777651
3019	1.63026	1.8923	0.0777651
3020	1.6308	1.8923	0.0777651
3021	1.63134	1.8923	0.0777651
3022	1.63188	1.8923	0.0777651
3023	1.63242	1.8923	0.0777651
3024	1.63296	1.8923	0.0777651
3025	1.6335	1.8923	0.0777651
3026	1.63404	1.8923	0.0777651
3027	1.63458	1.8923	0.0777651
3028	1.63512	1.8923	0.0777651
3029	1.63566	1.8923	0.0777651
3030	1.6362	1.8923	0.0777651
3031	1.63674	1.8923	0.0777651
3032	1.63728	1.8923	0.0777651
3033	1.63782	1.8923	0.0777651
3034	1.63836	1.8923	0.0777651
3035	1.6389	1.8923	0.0777651
3036	1.63944	1.8923	0.0777651
3037	1.63998	1.8923	0.0777651
3038	1.64052	1.8923	0.0777651
3039	1.64106	1.8923	0.0777651
3040	1.6416	1.8923	0.0777651
3041	1.64214	1.8923	0.0777651
3042	1.64268	1.8923	0.0777651
3043	1.64322	1.8923	0.0777651
3044	1.64376	1.8923	0.0777651
3045	1.6443	1.8923	0.0777651
3046	1.64484	1.8923	0.0777651
3047	1.64538	1.8923	0.0777651
3048	1.64592	1.8923	0.0777651
3049	1.64646	1.8923	0.0777651
3050	1.647	1.8923	0.0777651
3051	1.64754	1.8923	0.0777651
3052	1.64808	1.8923	0.0777651
3053	1.64862	1.8923	0.0777651
3054	1.64916	1.8923	0.0777651
3055	1.6497	1.8923	0.0777651
3056	1.65024	1.8923	0.0777651
3057	1.65078	1.8923	0.0777651
3058	1.65132	1.8923	0.0777651
3059	1.65186	1.8923	0.0777651
3060	1.6524	1.8923	0.0777651
3061	1.65294	1.8923	0.0777651
3062	1.65348	1.8923	0.0777651
3063	1.65402	1.8923	0.0777651
3064	1.65456	1.8923	0.0777651
3065	1.6551	1.8923	0.0777651
3066	1.65564	1.8923	0.0777651
3067	1.65618	1.8923	0.0777651
3068	1.65672	1.8923	0.0777651
3069	1.65726	1.8923	0.0777651
3070	1.6578	1.8923	0.0777651
3071	1.65834	1.8923	0.0777651
3072	1.65888	1.8923	0.0777651
3073	1.65942	1.8923	0.0777651
3074	1.65996	1.8923	0.0777651
3075	1.6605	1.8923	0.0777651
3076	1.66104	1.8923	0.0777651
3077	1.66158	1.8923	0.0777651
3078	1.66212	1.8923	0.0777651
3079	1.66266	1.8923	0.0777651
3080	1.6632	1.8923	0.0777651
3081	1.66374	1.8923	0.0777651
3082	1.66428	1.8923	0.0777651
3083	1.66482	1.8923	0.0777651
3084	1.66536	1.8923	0.0777651
3085	1.6659	1.8923	0.0777651
3086	1.66644	1.8923	0.0777651
3087	1.66698	1.8923	0.0777651
3088	1.66752	1.8923	0.0777651
3089	1.66806	1.8923	0.0777651
3090	1.6686	1.8923	0.0777651
3091	1.66914	1.8923	0.0777651
3092	1.66968	1.8923	0.0777651
3093	1.67022	1.8923	0.0777651
3094	1.67076	1.8923	0.0777651
3095	1.6713	1.8923	0.0777651
3096	1.67184	1.8923	0.0777651
3097	1.67238	1.8923	0.0777651
3098	1.67292	1.8923	0.0777651
3099	1.67346	1.8923	0.0777651
3100	1.674	1.8923	0.0777651
3101	1.67454	1.8923	0.0777651
3102	1.67508	1.8923	0.0777651
3103	1.67562	1.8923	0.0777651
3104	1.67616	1.8923	0.0777651
3105	1.6767	1.8923	0.0777651
3106	1.67724	1.8923	0.0777651
3107	1.67778	1.8923	0.0777651
3108	1.67832	1.8923	0.0777651
3109	1.67886	1.8923	0.0777651
3110	1.6794	1.8923	0.0777651
3111	1.67994	1.8923	0.0777651
3112	1.68048	1.8923	0.0777651
3113	1.68102	1.8923	0.0777651
3114	1.68156	1.8923	0.0777651
3115	1.6821	1.8923	0.0777651
3116	1.68264	1.8923	0.0777651
3117	1.68318	1.8923	0.0777651
3118	1.68372	1.8923	0.0777651
3119	1.68426	1.8923	0.0777651
3120	1.6848	1.8923	0.0777651
3121	1.68534	1.8923	0.0777651
3122	1.68588	1.8923	0.0777651
3123	1.68642	1.8923	0.0777651
3124	1.68696	1.8923	0.0777651
3125	1.6875	1.8923	0.0777651
3126	1.68804	1.8923	0.0777651
3127	1.68858	1.8923	0.0777651
3128	1.68912	1.8923	0.0777651
3129	1.68966	1.8923	0.0777651
3130	1.6902	1.8923	0.0777651
3131	1.69074	1.8923	0.0777651
3132	1.69128	1.8923	0.0777651
3133	1.69182	1.8923	0.0777651
3134	1.69236	1.8923	0.0777651
3135	1.6929	1.8923	0.0777651
3136	1.69344	1.8923	0.0777651
3137	1.69398	1.8923	0.0777651
3138	1.69452	1.8923	0.0777651
3139	1.69506	1.8923	0.0777651
3140	1.6956	1.8923	0.0777651
3141	1.69614	1.8923	0.0777651
3142	1.69668	1.8923	0.0777651
3143	1.69722	1.8923	0.0777651
3144	1.69776	1.8923	0.0777651
3145	1.6983	1.8923	0.0777651
3146	1.69884	1.8923	0.0777651
3147	1.69938	1.8923	0.0777651
3148	1.69992	1.8923	0.0777651
3149	1.70046	1.8923	0.0777651
3150	1.701	1.8923	0.0777651
3151	1.70154	1.8923	0.0777651
3152	1.70208	1.8923	0.0777651
3153	1.70262	1.8923	0.0777651
3154	1.70316	1.8923	0.0777651
3155	1.7037	1.8923	0.0777651
3156	1.70424	1.8923	0.0777651
3157	1.70478	1.8923	0.0777651
3158	1.70532	1.8923	0.0777651
3159	1.70586	1.8923	0.0777651
3160	1.7064	1.8923	0.0777651
3161	1.70694	1.8923	0.0777651
3162	1.70748	1.8923	0.0777651
3163	1.70802	1.8923	0.0777651
3164	1.70856	1.8923	0.0777651
3165	1.7091	1.8923	0.0777651
3166	1.70964	1.8923	0.0777651
3167	1.71018	1.8923	0.0777651
3168	1.71072	1.8923	0.0777651
3169	1.71126	1.8923	0.0777651
3170	1.7118	1.8923	0.0777651
3171	1.71234	1.8923	0.0777651
3172	1.71288	1.8923	0.0777651
3173	1.71342	1.8923	0.0777651
3174	1.71396	1.8923	0.0777651
3175	1.7145	1.8923	0.0777651
3176	1.71504	1.8923	0.0777651
3177	1.71558	1.8923	0.0777651
3178	1.71612	1.8923	0.0777651
3179	1.71666	1.8923	0.0777651
3180	1.7172	1.8923	0.0777651
3181	1.71774	1.8923	0.0777651
3182	1.71828	1.8923	0.0777651
3183	1.71882	1.8923	0.0777651
3184	1.71936	1.8923	0.0777651
3185	1.7199	1.8923	0.0777651
3186	1.72044	1.8923	0.0777651
3187	1.72098	1.8923	0.0777651
3188	1.72152	1.8923	0.0777651
3189	1.72206	1.8923	0.0777651
3190	1.7226	1.8923	0.0777651
3191	1.72314	1.8923	0.0777651
3192	1.72368	1.8923	0.0777651
3193	1.72422	1.8923	0.0777651
3194	1.72476	1.8923	0.0777651
3195	1.7253	1.8923	0.0777651
3196	1.72584	1.8923	0.0777651
3197	1.72638	1.8923	0.0777651
3198	1.72692	1.8923	0.0777651
3199	1.72746	1.8923	0.0777651
3200	1.728	1.8923	0.0777651
3201	1.72854	1.8923	0.0777651
3202	1.72908	1.8923	0.0777651
3203	1.72962	1.8923	0.0777651
3204	1.73016	1.8923	0.0777651
3205	1.7307	1.8923	0.0777651
3206	1.73124	1.8923	0.0777651
3207	1.73178	1.8923	0.0777651
3208	1.73232	1.8923	0.0777651
3209	1.73286	1.8923	0.0777651
3210	1.7334	1.8923	0.0777651
3211	1.73394	1.8923	0.0777651
3212	1.73448	1.8923	0.0777651
3213	1.73502	1.8923	0.0777651
3214	1.73556	1.8923	0.0777651
3215	1.7361	1.8923	0.0777651
3216	1.73664	1.8923	0.0777651
3217	1.73718	1.8923	0.0777651
3218	1.73772	1.8923	0.0777651
3219	1.73826	1.8923	0.0777651
3220	1.7388	1.8923	0.0777651
3221	1.73934	1.8923	0.0777651
3222	1.73988	1.8923	0.0777651
3223	1.74042	1.8923	0.0777651
3224	1.74096	1.8923	0.0777651
3225	1.7415	1.8923	0.0777651
3226	1.74204	1.8923	0.0777651
3227	1.74258	1.8923	0.0777651
3228	1.74312	1.8923	0.0777651
3229	1.74366	1.8923	0.0777651
3230	1.7442	1.8923	0.0777651
3231	1.74474	1.8923	0.0777651
3232	1.74528	1.8923	0.0777651
3233	1.74582	1.8923	0.0777651
3234	1.74636	1.8923	0.0777651
3235	1.7469	1.8923	0.0777651
3236	1.74744	1.8923	0.0777651
3237	1.74798	1.8923	0.0777651
3238	1.74852	1.8923	0.0777651
3239	1.74906	1.8923	0.0777651
3240	1.7496	1.8923	0.0777651
3241	1.75014	1.8923	0.0777651
3242	1.75068	1.8923	0.0777651
3243	1.75122	1.8923	0.0777651
3244	1.75176	1.8923	0.0777651
3245	1.7523	1.8923	0.0777651
3246	1.75284	1.8923	0.0777651
3247	1.75338	1.8923	0.0777651
3248	1.75392	1.8923	0.0777651
3249	1.75446	1.8923	0.0777651
3250	1.755	1.8923	0.0777651
3251	1.75554	1.8923	0.0777651
3252	1.75608	1.8923	0.0777651
3253	1.75662	1.8923	0.0777651
3254	1.75716	1.8923	0.0777651
3255	1.7577	1.8923	0.0777651
3256	1.75824	1.8923	0.0777651
3257	1.75878	1.8923	0.0777651
3258	1.75932	1.8923	0.0777651
3259	1.75986	1.8923	0.0777651
3260	1.7604	1.8923	0.0777651
3261	1.76094	1.8923	0.0777651
3262	1.76148	1.8923	0.0777651
3263	1.76202	1.8923	0.0777651
3264	1.76256	1.8923	0.0777651
3265	1.7631	1.8923	0.0777651
3266	1.76364	1.8923	0.0777651
3267	1.76418	1.8923	0.0777651
3268	1.76472	1.8923	0.0777651
3269	1.76526	1.8923	0.0777651
3270	1.7658	1.8923	0.0777651
3271	1.76634	1.8923	0.0777651
3272	1.76688	1.8923	0.0777651
3273	1.76742	1.8923	0.0777651
3274	1.76796	1.8923	0.0777651
3275	1.7685	1.8923	0.0777651
3276	1.76904	1.8923	0.0777651
3277	1.76958	1.8923	0.0777651
3278	1.77012	1.8923	0.0777651
3279	1.77066	1.8923	0.0777651
3280	1.7712	1.8923	0.0777651
3281	1.77174	1.8923	0.0777651
3282	1.77228	1.8923	0.0777651
3283	1.77282	1.8923	0.0777651
3284	1.77336	1.8923	0.0777651
3285	1.7739	1.8923	0.0777651
3286	1.77444	1.8923	0.0777651
3287	1.77498	1.8923	0.0777651
3288	1.77552	1.8923	0.0777651
3289	1.77606	1.8923	0.0777651
3290	1.7766	1.8923	0.0777651
3291	1.77714	1.8923	0.0777651
3292	1.77768	1.8923	0.0777651
3293	1.77822	1.8923	0.0777651
3294	1.77876	1.8923	0.0777651
3295	1.7793	1.8923	0.0777651
3296	1.77984	1.8923	0.0777651
3297	1.78038	1.8923	0.0777651
3298	1.78092	1.8923	0.0777651
3299	1.78146	1.8923	0.0777651
3300	1.782	1.8923	0.0777651
3301	1.78254	1.8923	0.0777651
3302	1.78308	1.8923	0.0777651
3303	1.78362	1.8923	0.0777651
3304	1.78416	1.8923	0.0777651
3305	1.7847	1.8923	0.0777651
3306	1.78524	1.8923	0.0777651
3307	1.78578	1.8923	0.0777651
3308	1.78632	1.8923	0.0777651
3309	1.78686	1.8923	0.0777651
3310	1.7874	1.8923	0.0777651
3311	1.78794	1.8923	0.0777651
3312	1.78848	1.8923	0.0777651
3313	1.78902	1.8923	0.0777651
3314	1.78956	1.8923	0.0777651
3315	1.7901	1.8923	0.0777651
3316	1.79064	1.8923	0.0777651
3317	1.79118	1.8923	0.0777651
3318	1.79172	1.8923	0.0777651
3319	1.79226	1.8923	0.0777651
3320	1.7928	1.8923	0.0777651
3321	1.79334	1.8923	0.0777651
3322	1.79388	1.8923	0.0777651
3323	1.79442	1.8923	0.0777651
3324	1.79496	1.8923	0.0777651
3325	1.7955	1.8923	0.0777651
3326	1.79604	1.8923	0.0777651
3327	1.79658	1.8923	0.0777651
3328	1.79712	1.8923	0.0777651
3329	1.79766	1.8923	0.0777651
3330	1.7982	1.8923	0.0777651
3331	1.79874	1.8923	0.0777651
3332	1.79928	1.8923	0.0777651
3333	1.79982	1.8923	0.0777651
3334	1.80036	1.8923	0.0777651
3335	1.8009	1.8923	0.0777651
3336	1.80144	1.8923	0.0777651
3337	1.80198	1.8923	0.0777651
3338	1.80252	1.8923	0.0777651
3339	1.80306	1.8923	0.0777651
3340	1.8036	1.8923	0.0777651
3341	1.80414	1.8923	0.0777651
3342	1.80468	1.8923	0.0777651
3343	1.80522	1.8923	0.0777651
3344	1.80576	1.8923	0.0777651
3345	1.8063	1.8923	0.0777651
3346	1.80684	1.8923	0.0777651
3347	1.80738	1.8923	0.0777651
3348	1.80792	1.8923	0.0777651
3349	1.80846	1.8923	0.0777651
3350	1.809	1.8923	0.0777651
3351	1.80954	1.8923	0.0777651
3352	1.81008	1.8923	0.0777651
3353	1.81062	1.8923	0.0777651
3354	1.81116	1.8923	0.0777651
3355	1.8117	1.8923	0.0777651
3356	1.81224	1.8923	0.0777651
3357	1.81278	1.8923	0.0777651
3358	1.81332	1.8923	0.0777651
3359	1.81386	1.8923	0.0777651
3360	1.8144	1.8923	0.0777651
3361	1.81494	1.8923	0.0777651
3362	1.81548	1.8923	0.0777651
3363	1.81602	1.8923	0.0777651
3364	1.81656	1.8923	0.0777651
3365	1.8171	1.8923	0.0777651
3366	1.81764	1.8923	0.0777651
3367	1.81818	1.8923	0.0777651
3368	1.81872	1.8923	0.0777651
3369	1.81926	1.8923	0.0777651
3370	1.8198	1.8923	0.0777651
3371	1.82034	1.8923	0.0777651
3372	1.82088	1.8923	0.0777651
3373	1.82142	1.8923	0.0777651
3374	1.82196	1.8923	0.0777651
3375	1.8225	1.8923	0.0777651
3376	1.82304	1.8923	0.0777651
3377	1.82358	1.8923	0.0777651
3378	1.82412	1.8923	0.0777651
3379	1.82466	1.8923	0.0777651
3380	1.8252	1.8923	0.0777651
3381	1.82574	1.8923	0.0777651
3382	1.82628	1.8923	0.0777651
3383	1.82682	1.8923	0.0777651
3384	1.82736	1.8923	0.0777651
3385	1.8279	1.8923	0.0777651
3386	1.82844	1.8923	0.0777651
3387	1.82898	1.8923	0.0777651
3388	1.82952	1.8923	0.0777651
3389	1.83006	1.8923	0.0777651
3390	1.8306	1.8923	0.0777651
3391	1.83114	1.8923	0.0777651
3392	1.83168	1.8923	0.0777651
3393	1.83222	1.8923	0.0777651
3394	1.83276	1.8923	0.0777651
3395	1.8333	1.8923	0.0777651
3396	1.83384	1.8923	0.0777651
3397	1.83438	1.8923	0.0777651
3398	1.83492	1.8923	0.0777651
3399	1.83546	1.8923	0.0777651
3400	1.836	1.8923	0.0777651
3401	1.83654	1.8923	0.0777651
3402	1.83708	1.8923	0.0777651
3403	1.83762	1.8923	0.0777651
3404	1.83816	1.8923	0.0777651
3405	1.8387	1.8923	0.0777651
3406	1.83924	1.8923	0.0777651
3407	1.83978	1.8923	0.0777651
3408	1.84032	1.8923	0.0777651
3409	1.84086	1.8923	0.0777651
3410	1.8414	1.8923	0.0777651
3411	1.84194	1.8923	0.0777651
3412	1.84248	1.8923	0.0777651
3413	1.84302	1.8923	0.0777651
3414	1.84356	1.8923	0.0777651
3415	1.8441	1.8923	0.0777651
3416	1.84464	1.8923	0.0777651
3417	1.84518	1.8923	0.0777651
3418	1.84572	1.8923	0.0777651
3419	1.84626	1.8923	0.0777651
3420	1.8468	1.8923	0.0777651
3421	1.84734	1.8923	0.0777651
3422	1.84788	1.8923	0.0777651
3423	1.84842	1.8923	0.0777651
3424	1.84896	1.8923	0.0777651
3425	1.8495	1.8923	0.0777651
3426	1.85004	1.8923	0.0777651
3427	1.85058	1.8923	0.0777651
3428	1.85112	1.8923	0.0777651
3429	1.85166	1.8923	0.0777651
3430	1.8522	1.8923	0.0777651
3431	1.85274	1.8923	0.0777651
3432	1.85328	1.8923	0.0777651
3433	1.85382	1.8923	0.0777651
3434	1.85436	1.8923	0.0777651
3435	1.8549	1.8923	0.0777651
3436	1.85544	1.8923	0.0777651
3437	1.85598	1.8923	0.0777651
3438	1.85652	1.8923	0.0777651
3439	1.85706	1.8923	0.0777651
3440	1.8576	1.8923	0.0777651
3441	1.85814	1.8923	0.0777651
3442	1.85868	1.8923	0.0777651
3443	1.85922	1.8923	0.0777651
3444	1.85976	1.8923	0.0777651
3445	1.8603	1.8923	0.0777651
3446	1.86084	1.8923	0.0777651
3447	1.86138	1.8923	0.0777651
3448	1.86192	1.8923	0.0777651
3449	1.86246	1.8923	0.0777651
3450	1.863	1.8923	0.0777651
3451	1.86354	1.8923	0.0777651
3452	1.86408	1.8923	0.0777651
3453	1.86462	1.8923	0.0777651
3454	1.86516	1.8923	0.0777651
3455	1.8657	1.8923	0.0777651
3456	1.86624	1.8923	0.0777651
3457	1.86678	1.8923	0.0777651
3458	1.86732	1.8923	0.0777651
3459	1.86786	1.8923	0.0777651
3460	1.8684	1.8923	0.0777651
3461	1.86894	1.8923	0.0777651
3462	1.86948	1.8923	0.0777651
3463	1.87002	1.8923	0.0777651
3464	1.87056	1.8923	0.0777651
3465	1.8711	1.8923	0.0777651
3466	1.87164	1.8923	0.0777651
3467	1.87218	1.8923	0.0777651
3468	1.87272	1.8923	0.0777651
3469	1.87326	1.8923	0.0777651
3470	1.8738	1.8923	0.0777651
3471	1.87434	1.8923	0.0777651
3472	1.87488	1.8923	0.0777651
3473	1.87542	1.8923	0.0777651
3474	1.87596	1.8923	0.0777651
3475	1.8765	1.8923	0.0777651
3476	1.87704	1.8923	0.0777651
3477	1.87758	1.8923	0.0777651
3478	1.87812	1.8923	0.0777651
3479	1.87866	1.8923	0.0777651
3480	1.8792	1.8923	0.0777651
3481	1.87974	1.8923	0.0777651
3482	1.88028	1.8923	0.0777651
3483	1.88082	1.8923	0.0777651
3484	1.88136	1.8923	0.0777651
3485	1.8819	1.8923	0.0777651
3486	1.88244	1.8923	0.0777651
3487	1.88298	1.8923	0.0777651
3488	1.88352	1.8923	0.0777651
3489	1.88406	1.8923	0.0777651
3490	1.8846	1.8923	0.0777651
3491	1.88514	1.8923	0.0777651
3492	1.88568	1.8923	0.0777651
3493	1.88622	1.8923	0.0777651
3494	1.88676	1.8923	0.0777651
3495	1.8873	1.8923	0.0777651
3496	1.88784	1.8923	0.0777651
3497	1.88838	1.8923	0.0777651
3498	1.88892	1.8923	0.0777651
3499	1.88946	1.8923	0.0777651
3500	1.89	1.8923	0.0777651
3501	1.89054	1.8923	0.0777651
3502	1.89108	1.8923	0.0777651
3503	1.89162	1.8923	0.0777651
3504	1.89216	1.8923	0.0777651
3505	1.8927	1.8923	0.0777651
3506	1.89324	1.8923	0.0777651
3507	1.89378	1.8923	0.0777651
3508	1.89432	1.8923	0.0777651
3509	1.89486	1.8923	0.0777651
3510	1.8954	1.8923	0.0777651
3511	1.89594	1.8923	0.0777651
3512	1.89648	1.8923	0.0777651
3513	1.89702	1.8923	0.0777651
3514	1.89756	1.8923	0.0777651
3515	1.8981	1.8923	0.0777651
3516	1.89864	1.8923	0.0777651
3517	1.89918	1.8923	0.0777651
3518	1.89972	1.8923	0.0777651
3519	1.90026	1.8923	0.0777651
3520	1.9008	1.8923	0.0777651
3521	1.90134	1.8923	0.0777651
3522	1.90188	1.8923	0.0777651
3523	1.90242	1.8923	0.0777651
3524	1.90296	1.8923	0.0777651
