TimeSlice	Time	Ib Sensor (Tension)	ml Sensor Length
10573	5.70942	1.45163	0.07524
10574	5.70996	1.45183	0.075239
10575	5.7105	1.45202	0.0752379
10576	5.71104	1.45221	0.0752369
10577	5.71158	1.4524	0.0752358
10578	5.71212	1.45259	0.0752348
10579	5.71266	1.45279	0.0752337
10580	5.7132	1.45299	0.0752327
10581	5.71374	1.45318	0.0752316
10582	5.71428	1.45337	0.0752306
10583	5.71482	1.45356	0.0752295
10584	5.71536	1.45375	0.0752285
10585	5.7159	1.45395	0.0752274
10586	5.71644	1.45414	0.0752264
10587	5.71698	1.45433	0.0752254
10588	5.71752	1.45453	0.0752243
10589	5.71806	1.45472	0.0752233
10590	5.7186	1.45491	0.0752223
10591	5.71914	1.4551	0.0752212
10592	5.71968	1.45529	0.0752202
10593	5.72022	1.45548	0.0752192
10594	5.72076	1.45567	0.0752181
10595	5.7213	1.45586	0.0752171
10596	5.72184	1.45606	0.0752161
10597	5.72238	1.45624	0.0752151
10598	5.72292	1.45643	0.075214
10599	5.72346	1.45663	0.075213
10600	5.724	1.45681	0.075212
10601	5.72454	1.457	0.075211
10602	5.72508	1.45719	0.07521
10603	5.72562	1.45738	0.075209
10604	5.72616	1.45757	0.0752079
10605	5.7267	1.45776	0.0752069
10606	5.72724	1.45795	0.0752059
10607	5.72778	1.45814	0.0752049
10608	5.72832	1.45833	0.0752039
10609	5.72886	1.45852	0.0752029
10610	5.7294	1.45871	0.0752019
10611	5.72994	1.4589	0.0752009
10612	5.73048	1.45909	0.0751999
10613	5.73102	1.45928	0.0751989
10614	5.73156	1.45947	0.0751979
10615	5.7321	1.45966	0.0751969
10616	5.73264	1.45985	0.0751959
10617	5.73318	1.46004	0.0751949
10618	5.73372	1.46023	0.075194
10619	5.73426	1.46041	0.075193
10620	5.7348	1.4606	0.075192
10621	5.73534	1.46079	0.075191
10622	5.73588	1.46097	0.07519
10623	5.73642	1.46116	0.075189
10624	5.73696	1.46134	0.075188
10625	5.7375	1.46153	0.075187
10626	5.73804	1.46171	0.0751861
10627	5.73858	1.4619	0.0751851
10628	5.73912	1.46208	0.0751841
10629	5.73966	1.46227	0.0751831
10630	5.7402	1.46245	0.0751822
10631	5.74074	1.46263	0.0751812
10632	5.74128	1.46282	0.0751802
10633	5.74182	1.463	0.0751792
10634	5.74236	1.46318	0.0751783
10635	5.7429	1.46336	0.0751773
10636	5.74344	1.46355	0.0751764
10637	5.74398	1.46373	0.0751754
10638	5.74452	1.46391	0.0751744
10639	5.74506	1.4641	0.0751735
10640	5.7456	1.46428	0.0751725
10641	5.74614	1.46446	0.0751715
10642	5.74668	1.46464	0.0751706
10643	5.74722	1.46483	0.0751696
10644	5.74776	1.46501	0.0751687
10645	5.7483	1.46519	0.0751677
10646	5.74884	1.46537	0.0751668
10647	5.74938	1.46555	0.0751658
10648	5.74992	1.46573	0.0751649
10649	5.75046	1.46591	0.0751639
10650	5.751	1.46609	0.075163
10651	5.75154	1.46627	0.075162
10652	5.75208	1.46644	0.0751611
10653	5.75262	1.46662	0.0751601
10654	5.75316	1.4668	0.0751592
10655	5.7537	1.46697	0.0751582
10656	5.75424	1.46715	0.0751573
10657	5.75478	1.46733	0.0751564
10658	5.75532	1.46751	0.0751554
10659	5.75586	1.46768	0.0751545
10660	5.7564	1.46785	0.0751536
10661	5.75694	1.46804	0.0751526
10662	5.75748	1.46821	0.0751517
10663	5.75802	1.46838	0.0751508
10664	5.75856	1.46856	0.0751498
10665	5.7591	1.46874	0.0751489
10666	5.75964	1.46891	0.075148
10667	5.76018	1.46908	0.075147
10668	5.76072	1.46925	0.0751461
10669	5.76126	1.46943	0.0751452
10670	5.7618	1.4696	0.0751443
10671	5.76234	1.46977	0.0751433
10672	5.76288	1.46995	0.0751424
10673	5.76342	1.47012	0.0751415
10674	5.76396	1.4703	0.0751406
10675	5.7645	1.47046	0.0751397
10676	5.76504	1.47063	0.0751388
10677	5.76558	1.47081	0.0751378
10678	5.76612	1.47098	0.0751369
10679	5.76666	1.47115	0.075136
10680	5.7672	1.47132	0.0751351
10681	5.76774	1.4715	0.0751342
10682	5.76828	1.47167	0.0751333
10683	5.76882	1.47184	0.0751324
10684	5.76936	1.472	0.0751315
10685	5.7699	1.47217	0.0751306
10686	5.77044	1.47234	0.0751297
10687	5.77098	1.47251	0.0751288
10688	5.77152	1.47268	0.0751279
10689	5.77206	1.47285	0.075127
10690	5.7726	1.47302	0.0751261
10691	5.77314	1.47318	0.0751252
10692	5.77368	1.47335	0.0751243
10693	5.77422	1.47352	0.0751234
10694	5.77476	1.47369	0.0751225
10695	5.7753	1.47385	0.0751216
10696	5.77584	1.47402	0.0751207
10697	5.77638	1.47419	0.0751198
10698	5.77692	1.47436	0.075119
10699	5.77746	1.47452	0.0751181
10700	5.778	1.47468	0.0751172
10701	5.77854	1.47485	0.0751163
10702	5.77908	1.47501	0.0751154
10703	5.77962	1.47518	0.0751145
10704	5.78016	1.47534	0.0751136
10705	5.7807	1.47551	0.0751128
10706	5.78124	1.47567	0.0751119
10707	5.78178	1.47584	0.075111
10708	5.78232	1.476	0.0751101
10709	5.78286	1.47616	0.0751093
10710	5.7834	1.47633	0.0751084
10711	5.78394	1.47649	0.0751075
10712	5.78448	1.47665	0.0751066
10713	5.78502	1.47682	0.0751058
10714	5.78556	1.47698	0.0751049
10715	5.7861	1.47714	0.075104
10716	5.78664	1.4773	0.0751032
10717	5.78718	1.47746	0.0751023
10718	5.78772	1.47763	0.0751015
10719	5.78826	1.4778	0.0751006
10720	5.7888	1.47796	0.0750997
10721	5.78934	1.47812	0.0750989
10722	5.78988	1.47827	0.075098
10723	5.79042	1.47843	0.0750971
10724	5.79096	1.47859	0.0750963
10725	5.7915	1.47876	0.0750954
10726	5.79204	1.47891	0.0750946
10727	5.79258	1.47907	0.0750937
10728	5.79312	1.47923	0.0750929
10729	5.79366	1.47939	0.075092
10730	5.7942	1.47955	0.0750912
10731	5.79474	1.47971	0.0750903
10732	5.79528	1.47986	0.0750895
10733	5.79582	1.48002	0.0750886
10734	5.79636	1.48017	0.0750878
10735	5.7969	1.48033	0.0750869
10736	5.79744	1.48049	0.0750861
10737	5.79798	1.48065	0.0750853
10738	5.79852	1.4808	0.0750844
10739	5.79906	1.48096	0.0750836
10740	5.7996	1.48111	0.0750827
10741	5.80014	1.48127	0.0750819
10742	5.80068	1.48143	0.0750811
10743	5.80122	1.48158	0.0750802
10744	5.80176	1.48174	0.0750794
10745	5.8023	1.48189	0.0750786
10746	5.80284	1.48205	0.0750777
10747	5.80338	1.4822	0.0750769
10748	5.80392	1.48235	0.0750761
10749	5.80446	1.48251	0.0750752
10750	5.805	1.48266	0.0750744
10751	5.80554	1.48282	0.0750736
10752	5.80608	1.48297	0.0750728
10753	5.80662	1.48313	0.075072
10754	5.80716	1.48328	0.0750711
10755	5.8077	1.48343	0.0750703
10756	5.80824	1.48358	0.0750695
10757	5.80878	1.48374	0.0750687
10758	5.80932	1.48389	0.0750679
10759	5.80986	1.48404	0.075067
10760	5.8104	1.48419	0.0750662
10761	5.81094	1.48434	0.0750654
10762	5.81148	1.4845	0.0750646
10763	5.81202	1.48465	0.0750638
10764	5.81256	1.48479	0.075063
10765	5.8131	1.48494	0.0750622
10766	5.81364	1.48509	0.0750613
10767	5.81418	1.48524	0.0750605
10768	5.81472	1.48539	0.0750597
10769	5.81526	1.48554	0.0750589
10770	5.8158	1.48569	0.0750581
10771	5.81634	1.48584	0.0750573
10772	5.81688	1.48599	0.0750565
10773	5.81742	1.48614	0.0750557
10774	5.81796	1.48628	0.0750549
10775	5.8185	1.48643	0.0750541
10776	5.81904	1.48658	0.0750533
10777	5.81958	1.48673	0.0750525
10778	5.82012	1.48687	0.0750517
10779	5.82066	1.48702	0.0750509
10780	5.8212	1.48716	0.0750501
10781	5.82174	1.48731	0.0750493
10782	5.82228	1.48746	0.0750486
10783	5.82282	1.48761	0.0750478
10784	5.82336	1.48775	0.075047
10785	5.8239	1.4879	0.0750462
10786	5.82444	1.48804	0.0750454
10787	5.82498	1.48818	0.0750446
10788	5.82552	1.48833	0.0750438
10789	5.82606	1.48848	0.075043
10790	5.8266	1.48863	0.0750423
10791	5.82714	1.48877	0.0750415
10792	5.82768	1.48891	0.0750407
10793	5.82822	1.48905	0.0750399
10794	5.82876	1.4892	0.0750391
10795	5.8293	1.48934	0.0750384
10796	5.82984	1.48948	0.0750376
10797	5.83038	1.48962	0.0750368
10798	5.83092	1.48976	0.075036
10799	5.83146	1.48991	0.0750352
10800	5.832	1.49005	0.0750345
10801	5.83254	1.49019	0.0750337
10802	5.83308	1.49033	0.0750329
10803	5.83362	1.49047	0.0750322
10804	5.83416	1.49061	0.0750314
10805	5.8347	1.49075	0.0750306
10806	5.83524	1.49089	0.0750299
10807	5.83578	1.49104	0.0750291
10808	5.83632	1.49117	0.0750283
10809	5.83686	1.49131	0.0750275
10810	5.8374	1.49145	0.0750268
10811	5.83794	1.49159	0.075026
10812	5.83848	1.49173	0.0750253
10813	5.83902	1.49187	0.0750245
10814	5.83956	1.49201	0.0750238
10815	5.8401	1.49215	0.075023
10816	5.84064	1.49228	0.0750222
10817	5.84118	1.49242	0.0750215
10818	5.84172	1.49256	0.0750207
10819	5.84226	1.4927	0.07502
10820	5.8428	1.49284	0.0750192
10821	5.84334	1.49297	0.0750185
10822	5.84388	1.49311	0.0750177
10823	5.84442	1.49325	0.075017
10824	5.84496	1.49338	0.0750162
10825	5.8455	1.49352	0.0750155
10826	5.84604	1.49366	0.0750147
10827	5.84658	1.4938	0.075014
10828	5.84712	1.49393	0.0750132
10829	5.84766	1.49406	0.0750125
10830	5.8482	1.4942	0.0750118
10831	5.84874	1.49434	0.075011
10832	5.84928	1.49447	0.0750103
10833	5.84982	1.4946	0.0750095
10834	5.85036	1.49474	0.0750088
10835	5.8509	1.49487	0.075008
10836	5.85144	1.49501	0.0750073
10837	5.85198	1.49514	0.0750066
10838	5.85252	1.49527	0.0750058
10839	5.85306	1.4954	0.0750051
10840	5.8536	1.49553	0.0750044
10841	5.85414	1.49566	0.0750036
10842	5.85468	1.4958	0.0750029
10843	5.85522	1.49593	0.0750022
10844	5.85576	1.49607	0.0750014
10845	5.8563	1.4962	0.0750007
10846	5.85684	1.49633	0.075
10847	5.85738	1.49646	0.0749993
10848	5.85792	1.4966	0.0749985
10849	5.85846	1.49673	0.0749978
10850	5.859	1.49686	0.0749971
10851	5.85954	1.49698	0.0749964
10852	5.86008	1.49711	0.0749956
10853	5.86062	1.49724	0.0749949
10854	5.86116	1.49737	0.0749942
10855	5.8617	1.4975	0.0749935
10856	5.86224	1.49763	0.0749928
10857	5.86278	1.49776	0.0749921
10858	5.86332	1.4979	0.0749913
10859	5.86386	1.49803	0.0749906
10860	5.8644	1.49815	0.0749899
10861	5.86494	1.49828	0.0749892
10862	5.86548	1.4984	0.0749885
10863	5.86602	1.49853	0.0749878
10864	5.86656	1.49866	0.0749871
10865	5.8671	1.49879	0.0749863
10866	5.86764	1.49892	0.0749856
10867	5.86818	1.49905	0.0749849
10868	5.86872	1.49917	0.0749842
10869	5.86926	1.49929	0.0749835
10870	5.8698	1.49942	0.0749828
10871	5.87034	1.49955	0.0749821
10872	5.87088	1.49967	0.0749814
10873	5.87142	1.4998	0.0749807
10874	5.87196	1.49992	0.07498
10875	5.8725	1.50005	0.0749793
10876	5.87304	1.50018	0.0749786
10877	5.87358	1.50031	0.0749779
10878	5.87412	1.50043	0.0749772
10879	5.87466	1.50055	0.0749765
10880	5.8752	1.50068	0.0749758
10881	5.87574	1.5008	0.0749751
10882	5.87628	1.50093	0.0749744
10883	5.87682	1.50105	0.0749737
10884	5.87736	1.50117	0.074973
10885	5.8779	1.5013	0.0749723
10886	5.87844	1.50143	0.0749717
10887	5.87898	1.50155	0.074971
10888	5.87952	1.50167	0.0749703
10889	5.88006	1.50179	0.0749696
10890	5.8806	1.50192	0.0749689
10891	5.88114	1.50204	0.0749682
10892	5.88168	1.50216	0.0749675
10893	5.88222	1.50228	0.0749669
10894	5.88276	1.50241	0.0749662
10895	5.8833	1.50253	0.0749655
10896	5.88384	1.50265	0.0749648
10897	5.88438	1.50277	0.0749641
10898	5.88492	1.50289	0.0749634
10899	5.88546	1.50301	0.0749628
10900	5.886	1.50313	0.0749621
10901	5.88654	1.50325	0.0749614
10902	5.88708	1.50337	0.0749607
10903	5.88762	1.50349	0.0749601
10904	5.88816	1.50361	0.0749594
10905	5.8887	1.50373	0.0749587
10906	5.88924	1.50385	0.074958
10907	5.88978	1.50397	0.0749574
10908	5.89032	1.50409	0.0749567
10909	5.89086	1.50421	0.074956
10910	5.8914	1.50433	0.0749554
10911	5.89194	1.50444	0.0749547
10912	5.89248	1.50456	0.074954
10913	5.89302	1.50468	0.0749534
10914	5.89356	1.5048	0.0749527
10915	5.8941	1.50492	0.074952
10916	5.89464	1.50504	0.0749514
10917	5.89518	1.50515	0.0749507
10918	5.89572	1.50527	0.0749501
10919	5.89626	1.50539	0.0749494
10920	5.8968	1.50551	0.0749487
10921	5.89734	1.50562	0.0749481
10922	5.89788	1.50573	0.0749474
10923	5.89842	1.50585	0.0749468
10924	5.89896	1.50597	0.0749461
10925	5.8995	1.50608	0.0749454
10926	5.90004	1.5062	0.0749448
10927	5.90058	1.50632	0.0749441
10928	5.90112	1.50643	0.0749435
10929	5.90166	1.50655	0.0749428
10930	5.9022	1.50666	0.0749422
10931	5.90274	1.50677	0.0749415
10932	5.90328	1.50689	0.0749409
10933	5.90382	1.50701	0.0749402
10934	5.90436	1.50712	0.0749396
10935	5.9049	1.50723	0.0749389
10936	5.90544	1.50734	0.0749383
10937	5.90598	1.50746	0.0749376
10938	5.90652	1.50757	0.074937
10939	5.90706	1.50769	0.0749364
10940	5.9076	1.5078	0.0749357
10941	5.90814	1.50791	0.0749351
10942	5.90868	1.50802	0.0749344
10943	5.90922	1.50814	0.0749338
10944	5.90976	1.50825	0.0749331
10945	5.9103	1.50836	0.0749325
10946	5.91084	1.50848	0.0749319
10947	5.91138	1.50859	0.0749312
10948	5.91192	1.5087	0.0749306
10949	5.91246	1.50881	0.07493
10950	5.913	1.50892	0.0749293
10951	5.91354	1.50903	0.0749287
10952	5.91408	1.50914	0.074928
10953	5.91462	1.50925	0.0749274
10954	5.91516	1.50936	0.0749268
10955	5.9157	1.50948	0.0749262
10956	5.91624	1.50958	0.0749255
10957	5.91678	1.50969	0.0749249
10958	5.91732	1.50981	0.0749243
10959	5.91786	1.50991	0.0749236
10960	5.9184	1.51002	0.074923
10961	5.91894	1.51013	0.0749224
10962	5.91948	1.51024	0.0749218
10963	5.92002	1.51035	0.0749211
10964	5.92056	1.51046	0.0749205
10965	5.9211	1.51056	0.0749199
10966	5.92164	1.51067	0.0749193
10967	5.92218	1.51078	0.0749187
10968	5.92272	1.51089	0.074918
10969	5.92326	1.51099	0.0749174
10970	5.9238	1.5111	0.0749168
10971	5.92434	1.51121	0.0749162
10972	5.92488	1.51132	0.0749156
10973	5.92542	1.51142	0.0749149
10974	5.92596	1.51152	0.0749143
10975	5.9265	1.51163	0.0749137
10976	5.92704	1.51174	0.0749131
10977	5.92758	1.51185	0.0749125
10978	5.92812	1.51195	0.0749119
10979	5.92866	1.51206	0.0749113
10980	5.9292	1.51217	0.0749106
10981	5.92974	1.51228	0.07491
10982	5.93028	1.51238	0.0749094
10983	5.93082	1.51248	0.0749088
10984	5.93136	1.51259	0.0749082
10985	5.9319	1.5127	0.0749076
10986	5.93244	1.5128	0.074907
10987	5.93298	1.51291	0.0749064
10988	5.93352	1.51301	0.0749058
10989	5.93406	1.51311	0.0749052
10990	5.9346	1.51322	0.0749046
10991	5.93514	1.51332	0.074904
10992	5.93568	1.51343	0.0749034
10993	5.93622	1.51353	0.0749028
10994	5.93676	1.51364	0.0749022
10995	5.9373	1.51373	0.0749016
10996	5.93784	1.51384	0.074901
10997	5.93838	1.51395	0.0749004
10998	5.93892	1.51405	0.0748998
10999	5.93946	1.51415	0.0748992
11000	5.94	1.51425	0.0748986
11001	5.94054	1.51436	0.074898
11002	5.94108	1.51446	0.0748974
11003	5.94162	1.51456	0.0748968
11004	5.94216	1.51467	0.0748962
11005	5.9427	1.51477	0.0748956
11006	5.94324	1.51487	0.074895
11007	5.94378	1.51497	0.0748945
11008	5.94432	1.51507	0.0748939
11009	5.94486	1.51517	0.0748933
11010	5.9454	1.51527	0.0748927
11011	5.94594	1.51537	0.0748921
11012	5.94648	1.51547	0.0748915
11013	5.94702	1.51557	0.0748909
11014	5.94756	1.51567	0.0748903
11015	5.9481	1.51577	0.0748897
11016	5.94864	1.51587	0.0748892
11017	5.94918	1.51597	0.0748886
11018	5.94972	1.51607	0.074888
11019	5.95026	1.51617	0.0748874
11020	5.9508	1.51627	0.0748869
11021	5.95134	1.51637	0.0748863
11022	5.95188	1.51647	0.0748857
11023	5.95242	1.51657	0.0748851
11024	5.95296	1.51667	0.0748845
11025	5.9535	1.51677	0.074884
11026	5.95404	1.51687	0.0748834
11027	5.95458	1.51697	0.0748828
11028	5.95512	1.51706	0.0748822
11029	5.95566	1.51716	0.0748817
11030	5.9562	1.51726	0.0748811
11031	5.95674	1.51736	0.0748805
11032	5.95728	1.51746	0.0748799
11033	5.95782	1.51755	0.0748794
11034	5.95836	1.51766	0.0748788
11035	5.9589	1.51775	0.0748782
11036	5.95944	1.51784	0.0748777
11037	5.95998	1.51794	0.0748771
11038	5.96052	1.51804	0.0748765
11039	5.96106	1.51814	0.074876
11040	5.9616	1.51823	0.0748754
11041	5.96214	1.51833	0.0748748
11042	5.96268	1.51842	0.0748743
11043	5.96322	1.51852	0.0748737
11044	5.96376	1.51862	0.0748732
11045	5.9643	1.51872	0.0748726
11046	5.96484	1.51881	0.074872
11047	5.96538	1.5189	0.0748715
11048	5.96592	1.519	0.0748709
11049	5.96646	1.51909	0.0748704
11050	5.967	1.51919	0.0748698
11051	5.96754	1.51928	0.0748692
11052	5.96808	1.51938	0.0748687
11053	5.96862	1.51947	0.0748681
11054	5.96916	1.51957	0.0748676
11055	5.9697	1.51966	0.074867
11056	5.97024	1.51975	0.0748665
11057	5.97078	1.51985	0.0748659
11058	5.97132	1.51994	0.0748654
11059	5.97186	1.52004	0.0748648
11060	5.9724	1.52013	0.0748643
11061	5.97294	1.52022	0.0748637
11062	5.97348	1.52032	0.0748632
11063	5.97402	1.52041	0.0748626
11064	5.97456	1.5205	0.0748621
11065	5.9751	1.5206	0.0748615
11066	5.97564	1.52069	0.074861
11067	5.97618	1.52078	0.0748604
11068	5.97672	1.52087	0.0748599
11069	5.97726	1.52097	0.0748593
11070	5.9778	1.52106	0.0748588
11071	5.97834	1.52115	0.0748582
11072	5.97888	1.52124	0.0748577
11073	5.97942	1.52133	0.0748572
11074	5.97996	1.52142	0.0748566
11075	5.9805	1.52151	0.0748561
11076	5.98104	1.5216	0.0748555
11077	5.98158	1.52169	0.074855
11078	5.98212	1.52178	0.0748545
11079	5.98266	1.52188	0.0748539
11080	5.9832	1.52197	0.0748534
11081	5.98374	1.52206	0.0748528
11082	5.98428	1.52215	0.0748523
11083	5.98482	1.52224	0.0748518
11084	5.98536	1.52232	0.0748512
11085	5.9859	1.52241	0.0748507
11086	5.98644	1.52251	0.0748502
11087	5.98698	1.52259	0.0748496
11088	5.98752	1.52268	0.0748491
11089	5.98806	1.52278	0.0748486
11090	5.9886	1.52287	0.074848
11091	5.98914	1.52295	0.0748475
11092	5.98968	1.5233	0.0748475
11093	5.99022	1.52391	0.0748475
11094	5.99076	1.52453	0.0748475
11095	5.9913	1.52514	0.0748475
11096	5.99184	1.52573	0.0748475
11097	5.99238	1.52631	0.0748475
11098	5.99292	1.52687	0.0748474
11099	5.99346	1.52742	0.0748474
11100	5.994	1.52796	0.0748473
11101	5.99454	1.52847	0.0748472
11102	5.99508	1.52896	0.0748471
11103	5.99562	1.52943	0.074847
11104	5.99616	1.52988	0.0748469
11105	5.9967	1.53031	0.0748467
11106	5.99724	1.53071	0.0748465
11107	5.99778	1.53109	0.0748463
11108	5.99832	1.53146	0.0748461
11109	5.99886	1.53179	0.0748459
11110	5.9994	1.53212	0.0748456
11111	5.99994	1.53243	0.0748454
11112	6.00048	1.53271	0.0748451
11113	6.00102	1.53298	0.0748448
11114	6.00156	1.53324	0.0748445
11115	6.0021	1.53347	0.0748441
11116	6.00264	1.5337	0.0748438
11117	6.00318	1.53391	0.0748435
11118	6.00372	1.53411	0.0748431
11119	6.00426	1.53429	0.0748427
11120	6.0048	1.53446	0.0748423
11121	6.00534	1.53462	0.074842
11122	6.00588	1.53477	0.0748415
11123	6.00642	1.5349	0.0748411
11124	6.00696	1.53503	0.0748407
11125	6.0075	1.53514	0.0748403
11126	6.00804	1.53523	0.0748398
11127	6.00858	1.5353	0.0748393
11128	6.00912	1.53537	0.0748389
11129	6.00966	1.53542	0.0748384
11130	6.0102	1.53546	0.0748378
11131	6.01074	1.53547	0.0748373
11132	6.01128	1.53547	0.0748368
11133	6.01182	1.53546	0.0748362
11134	6.01236	1.53543	0.0748356
11135	6.0129	1.53538	0.074835
11136	6.01344	1.53532	0.0748344
11137	6.01398	1.53523	0.0748338
11138	6.01452	1.53514	0.0748332
11139	6.01506	1.53503	0.0748325
11140	6.0156	1.53491	0.0748318
11141	6.01614	1.53477	0.0748312
11142	6.01668	1.53463	0.0748305
11143	6.01722	1.53447	0.0748298
11144	6.01776	1.53431	0.0748291
11145	6.0183	1.53415	0.0748284
11146	6.01884	1.53397	0.0748276
11147	6.01938	1.53379	0.0748269
11148	6.01992	1.53361	0.0748262
11149	6.02046	1.53342	0.0748255
11150	6.021	1.53324	0.0748247
11151	6.02154	1.53306	0.074824
11152	6.02208	1.53288	0.0748233
11153	6.02262	1.53271	0.0748226
11154	6.02316	1.53254	0.0748219
11155	6.0237	1.53237	0.0748212
11156	6.02424	1.53221	0.0748204
11157	6.02478	1.53206	0.0748197
11158	6.02532	1.53191	0.0748191
11159	6.02586	1.53177	0.0748184
11160	6.0264	1.53164	0.0748177
11161	6.02694	1.53151	0.074817
11162	6.02748	1.53139	0.0748163
11163	6.02802	1.53128	0.0748157
11164	6.02856	1.53117	0.074815
11165	6.0291	1.53107	0.0748144
11166	6.02964	1.53098	0.0748137
11167	6.03018	1.53089	0.0748131
11168	6.03072	1.53081	0.0748125
11169	6.03126	1.53073	0.0748118
11170	6.0318	1.53065	0.0748112
11171	6.03234	1.53058	0.0748106
11172	6.03288	1.53051	0.07481
11173	6.03342	1.53045	0.0748094
11174	6.03396	1.53039	0.0748088
11175	6.0345	1.53034	0.0748082
11176	6.03504	1.53029	0.0748075
11177	6.03558	1.53025	0.074807
11178	6.03612	1.53021	0.0748064
11179	6.03666	1.53018	0.0748058
11180	6.0372	1.53015	0.0748052
11181	6.03774	1.53013	0.0748046
11182	6.03828	1.53011	0.0748041
11183	6.03882	1.53011	0.0748035
11184	6.03936	1.53011	0.074803
11185	6.0399	1.53012	0.0748024
11186	6.04044	1.53014	0.0748019
11187	6.04098	1.53016	0.0748014
11188	6.04152	1.53019	0.0748009
11189	6.04206	1.53023	0.0748004
11190	6.0426	1.53028	0.0747999
11191	6.04314	1.53034	0.0747994
11192	6.04368	1.53041	0.0747989
11193	6.04422	1.53049	0.0747984
11194	6.04476	1.53058	0.074798
11195	6.0453	1.53066	0.0747975
11196	6.04584	1.53076	0.0747971
11197	6.04638	1.53086	0.0747967
11198	6.04692	1.53097	0.0747962
11199	6.04746	1.53109	0.0747958
11200	6.048	1.53122	0.0747954
11201	6.04854	1.53134	0.074795
11202	6.04908	1.53147	0.0747946
11203	6.04962	1.5316	0.0747942
11204	6.05016	1.53174	0.0747938
11205	6.0507	1.53187	0.0747934
11206	6.05124	1.53201	0.074793
11207	6.05178	1.53215	0.0747926
11208	6.05232	1.53229	0.0747922
11209	6.05286	1.53243	0.0747918
11210	6.0534	1.53256	0.0747914
11211	6.05394	1.5327	0.074791
11212	6.05448	1.53283	0.0747906
11213	6.05502	1.53297	0.0747902
11214	6.05556	1.53309	0.0747898
11215	6.0561	1.53323	0.0747894
11216	6.05664	1.53336	0.074789
11217	6.05718	1.53348	0.0747886
11218	6.05772	1.5336	0.0747882
11219	6.05826	1.53373	0.0747878
11220	6.0588	1.53406	0.0747878
11221	6.05934	1.53458	0.0747878
11222	6.05988	1.53509	0.0747878
11223	6.06042	1.5356	0.0747878
11224	6.06096	1.5361	0.0747878
11225	6.0615	1.53659	0.0747878
11226	6.06204	1.53707	0.0747877
11227	6.06258	1.53754	0.0747877
11228	6.06312	1.53798	0.0747876
11229	6.06366	1.53841	0.0747876
11230	6.0642	1.53883	0.0747875
11231	6.06474	1.53923	0.0747874
11232	6.06528	1.53961	0.0747873
11233	6.06582	1.53996	0.0747871
11234	6.06636	1.54031	0.074787
11235	6.0669	1.54063	0.0747868
11236	6.06744	1.54094	0.0747866
11237	6.06798	1.54123	0.0747864
11238	6.06852	1.54149	0.0747862
11239	6.06906	1.54174	0.074786
11240	6.0696	1.54198	0.0747857
11241	6.07014	1.5422	0.0747855
11242	6.07068	1.5424	0.0747852
11243	6.07122	1.5426	0.0747849
11244	6.07176	1.54279	0.0747846
11245	6.0723	1.54295	0.0747843
11246	6.07284	1.54311	0.074784
11247	6.07338	1.54325	0.0747837
11248	6.07392	1.54339	0.0747833
11249	6.07446	1.5435	0.074783
11250	6.075	1.54361	0.0747826
11251	6.07554	1.54371	0.0747823
11252	6.07608	1.54379	0.0747819
11253	6.07662	1.54387	0.0747815
11254	6.07716	1.54394	0.0747811
11255	6.0777	1.54399	0.0747807
11256	6.07824	1.54402	0.0747803
11257	6.07878	1.54405	0.0747798
11258	6.07932	1.54407	0.0747794
11259	6.07986	1.54406	0.0747789
11260	6.0804	1.54405	0.0747784
11261	6.08094	1.54402	0.074778
11262	6.08148	1.54398	0.0747774
11263	6.08202	1.54392	0.0747769
11264	6.08256	1.54386	0.0747764
11265	6.0831	1.54377	0.0747759
11266	6.08364	1.54368	0.0747753
11267	6.08418	1.54358	0.0747747
11268	6.08472	1.54346	0.0747742
11269	6.08526	1.54334	0.0747736
11270	6.0858	1.54321	0.074773
11271	6.08634	1.54306	0.0747724
11272	6.08688	1.54292	0.0747718
11273	6.08742	1.54277	0.0747712
11274	6.08796	1.54261	0.0747705
11275	6.0885	1.54244	0.0747699
11276	6.08904	1.54228	0.0747693
11277	6.08958	1.54212	0.0747687
11278	6.09012	1.54196	0.074768
11279	6.09066	1.5418	0.0747674
11280	6.0912	1.54164	0.0747668
11281	6.09174	1.54148	0.0747662
11282	6.09228	1.54132	0.0747656
11283	6.09282	1.54117	0.074765
11284	6.09336	1.54103	0.0747643
11285	6.0939	1.54089	0.0747637
11286	6.09444	1.54076	0.0747631
11287	6.09498	1.54063	0.0747625
11288	6.09552	1.5405	0.074762
11289	6.09606	1.54039	0.0747614
11290	6.0966	1.54029	0.0747608
11291	6.09714	1.54018	0.0747602
11292	6.09768	1.54008	0.0747597
11293	6.09822	1.53999	0.0747591
11294	6.09876	1.5399	0.0747586
11295	6.0993	1.53982	0.074758
11296	6.09984	1.53975	0.0747575
11297	6.10038	1.53967	0.0747569
11298	6.10092	1.5396	0.0747564
11299	6.10146	1.53954	0.0747559
11300	6.102	1.53948	0.0747553
11301	6.10254	1.53943	0.0747548
11302	6.10308	1.53937	0.0747543
11303	6.10362	1.53932	0.0747538
11304	6.10416	1.53928	0.0747533
11305	6.1047	1.53925	0.0747528
11306	6.10524	1.53921	0.0747523
11307	6.10578	1.53918	0.0747518
11308	6.10632	1.53916	0.0747513
11309	6.10686	1.53914	0.0747508
11310	6.1074	1.53913	0.0747503
11311	6.10794	1.53912	0.0747498
11312	6.10848	1.53912	0.0747494
11313	6.10902	1.53913	0.0747489
