TimeSlice	Time	bicepsfemorisposterior	gracilisanterior	gracilisposterior	illiopsoas	rectusfemoris	semimembranosus	semitendinosus	tibialisanterior	vastusintermedius	vastuslateralis	vastusmedialis
8901	4.80654	0.0458484	0.00499964	0.0381837	0.121471	0.096181	0.0145819	0.022933	3.55621e-005	0	0	0
8902	4.80708	0.04585	0.00499978	0.0381793	0.121481	0.0961603	0.0145776	0.0229298	3.00333e-005	0	0	0
8903	4.80762	0.0458497	0.00499716	0.0381739	0.121493	0.0961395	0.0145736	0.0229269	3.00678e-005	0	0	0
8904	4.80816	0.0458458	0.00499484	0.0381697	0.121505	0.0961187	0.0145716	0.0229244	3.54929e-005	0	0	0
8905	4.8087	0.0458421	0.00499516	0.0381669	0.121516	0.096096	0.0145679	0.0229205	2.99663e-005	0	0	0
8906	4.80924	0.0458405	0.00499544	0.0381618	0.121526	0.0960715	0.0145625	0.0229187	2.82056e-005	0	0	0
8907	4.80978	0.0458407	0.00499411	0.0381557	0.121537	0.0960506	0.0145592	0.0229172	3.18912e-005	0	0	0
8908	4.81032	0.0458391	0.00499295	0.038151	0.121548	0.0960296	0.0145615	0.0229158	3.18681e-005	0	0	0
8909	4.81086	0.0458376	0.00499388	0.0381476	0.121562	0.0960068	0.0145619	0.0229094	3.00484e-005	0	0	0
8910	4.8114	0.045838	0.0049947	0.0381408	0.121574	0.0959821	0.0145586	0.0229037	3.18796e-005	0	0	0
8911	4.81194	0.045833	0.00499268	0.0381331	0.121584	0.0959629	0.0145573	0.0229057	3.54513e-005	0	0	0
8912	4.81248	0.0458282	0.00499168	0.038129	0.121595	0.0959418	0.0145543	0.0229039	3.53177e-005	0	0	0
8913	4.81302	0.0458292	0.00499277	0.0381262	0.121606	0.0959188	0.0145496	0.0228971	3.15938e-005	0	0	0
8914	4.81356	0.0458318	0.00499137	0.0381236	0.121617	0.0959012	0.0145469	0.0228929	2.79853e-005	0	0	0
8915	4.8141	0.0458289	0.00499013	0.0381164	0.12163	0.0958762	0.0145444	0.0228944	2.44888e-005	0	0	0
8916	4.81464	0.0458244	0.00498904	0.0381094	0.121641	0.0958531	0.0145402	0.0228905	2.82898e-005	0	0	0
8917	4.81518	0.0458256	0.00498808	0.0381072	0.121652	0.0958372	0.014538	0.0228853	3.19728e-005	0	0	0
8918	4.81572	0.0458284	0.0049892	0.0381016	0.121663	0.0958121	0.0145359	0.0228824	3.01499e-005	0	0	0
8919	4.81626	0.0458275	0.00498822	0.0380963	0.121674	0.0957852	0.0145321	0.0228816	2.83835e-005	0	0	0
8920	4.8168	0.0458231	0.00498775	0.0380933	0.121686	0.0957638	0.0145285	0.0228792	3.02664e-005	0	0	0
8921	4.81734	0.0458189	0.00498734	0.0380882	0.121698	0.0957441	0.0145268	0.0228771	3.02936e-005	0	0	0
8922	4.81788	0.0458185	0.00498697	0.0380832	0.121709	0.0957261	0.0145253	0.0228769	2.85228e-005	0	0	0
8923	4.81842	0.0458164	0.00498586	0.0380795	0.121719	0.0957026	0.014522	0.022875	3.39958e-005	0	0	0
8924	4.81896	0.0458144	0.00498489	0.0380748	0.12173	0.0956828	0.0145188	0.0228734	3.39074e-005	0	0	0
8925	4.8195	0.0458143	0.0049856	0.0380703	0.121742	0.0956592	0.0145159	0.0228719	3.38217e-005	0	0	0
8926	4.82004	0.0458142	0.00498544	0.0380647	0.121755	0.0956356	0.014513	0.0228706	3.55359e-005	0	0	0
8927	4.82058	0.0458141	0.00498451	0.0380604	0.121765	0.0956156	0.0145121	0.022866	3.00079e-005	0	0	0
8928	4.82112	0.045814	0.00498448	0.0380563	0.121775	0.0955956	0.0145095	0.0228602	2.46514e-005	0	0	0
8929	4.82166	0.0458103	0.00498446	0.0380477	0.121786	0.0955754	0.014507	0.0228603	2.48529e-005	0	0	0
8930	4.8222	0.0458069	0.00498168	0.0380439	0.121799	0.0955498	0.0145046	0.0228604	2.86425e-005	0	0	0
8931	4.82274	0.0458054	0.00498199	0.0380403	0.121811	0.0955296	0.0145005	0.0228552	2.87201e-005	0	0	0
8932	4.82328	0.045804	0.00498225	0.0380356	0.121822	0.0955075	0.0145002	0.0228524	2.87953e-005	0	0	0
8933	4.82382	0.0458009	0.00497974	0.0380323	0.121832	0.0954854	0.0144999	0.0228482	3.24627e-005	0	0	0
8934	4.82436	0.0457979	0.00498027	0.0380255	0.121845	0.0954651	0.0144961	0.0228427	3.24218e-005	0	0	0
8935	4.8249	0.0458005	0.00498075	0.038019	0.121857	0.0954393	0.014496	0.0228396	3.23822e-005	0	0	0
8936	4.82544	0.0457976	0.0049792	0.0380161	0.121867	0.0954171	0.0144941	0.0228386	2.87493e-005	0	0	0
8937	4.82598	0.0457949	0.0049798	0.0380122	0.121879	0.0953985	0.0144906	0.022836	2.88236e-005	0	0	0
8938	4.82652	0.0457995	0.00497954	0.0380049	0.12189	0.0953762	0.0144854	0.0228354	3.42873e-005	0	0	0
8939	4.82706	0.0457966	0.00497813	0.0379991	0.121902	0.0953575	0.0144804	0.0228349	3.77843e-005	0	0	0
8940	4.8276	0.0457939	0.00497689	0.0379968	0.121914	0.0953386	0.0144793	0.0228275	3.03894e-005	0	0	0
8941	4.82814	0.0457913	0.00497737	0.0379946	0.121925	0.0953143	0.0144764	0.022821	2.50211e-005	0	0	0
8942	4.82868	0.0457853	0.00497819	0.0379879	0.121935	0.0952899	0.0144737	0.0228222	3.24e-005	0	0	0
8943	4.82922	0.0457851	0.00497655	0.0379825	0.121947	0.0952692	0.0144729	0.0228232	3.59555e-005	0	0	0
8944	4.82976	0.0457848	0.0049755	0.0379773	0.121959	0.0952484	0.0144722	0.0228155	3.40091e-005	0	0	0
8945	4.8303	0.0457864	0.00497457	0.0379711	0.12197	0.0952257	0.0144697	0.0228103	3.2123e-005	0	0	0
8946	4.83084	0.0457861	0.00497297	0.0379662	0.12198	0.095203	0.0144637	0.0228128	3.20926e-005	0	0	0
8947	4.83138	0.0457804	0.00497234	0.0379615	0.121992	0.0951803	0.0144598	0.0228097	3.20632e-005	0	0	0
8948	4.83192	0.0457786	0.00497178	0.0379558	0.122005	0.0951558	0.0144579	0.022807	3.02375e-005	0	0	0
8949	4.83246	0.0457805	0.00497326	0.0379514	0.122016	0.0951385	0.014456	0.0228029	3.02656e-005	0	0	0
8950	4.833	0.0457787	0.00497456	0.0379471	0.122027	0.095121	0.0144561	0.0227992	3.20901e-005	0	0	0
8951	4.83354	0.0457734	0.00497296	0.0379418	0.122039	0.0950963	0.0144562	0.0227977	3.3858e-005	0	0	0
8952	4.83408	0.0457702	0.00497233	0.0379379	0.122051	0.0950733	0.0144508	0.0227947	3.37738e-005	0	0	0
8953	4.83462	0.0457726	0.00497178	0.037934	0.122061	0.0950503	0.014444	0.022792	3.36923e-005	0	0	0
8954	4.83516	0.045773	0.00497129	0.0379303	0.122071	0.0950291	0.0144446	0.0227861	3.36133e-005	0	0	0
8955	4.8357	0.0457699	0.00497086	0.0379232	0.122084	0.0950061	0.0144434	0.0227862	3.71312e-005	0	0	0
8956	4.83624	0.0457687	0.0049697	0.0379164	0.122097	0.094983	0.0144423	0.0227845	3.51482e-005	0	0	0
8957	4.83678	0.0457675	0.00496867	0.0379132	0.122106	0.0949617	0.014443	0.0227847	2.7835e-005	0	0	0
8958	4.83732	0.0457665	0.00496855	0.0379089	0.122118	0.0949404	0.0144365	0.0227867	2.97349e-005	0	0	0
8959	4.83786	0.0457655	0.00496688	0.0379048	0.122131	0.0949208	0.0144304	0.0227797	3.15759e-005	0	0	0
8960	4.8384	0.0457645	0.00496501	0.0378985	0.122142	0.0949011	0.0144299	0.0227735	2.97653e-005	0	0	0
8961	4.83894	0.0457636	0.00496532	0.0378935	0.122152	0.0948796	0.0144312	0.0227698	2.44163e-005	0	0	0
8962	4.83948	0.0457628	0.0049652	0.037891	0.122163	0.094858	0.0144271	0.0227718	2.64223e-005	0	0	0
8963	4.84002	0.045762	0.00496549	0.037884	0.122176	0.0948363	0.0144195	0.0227718	3.37577e-005	0	0	0
8964	4.84056	0.0457612	0.00496575	0.0378783	0.122188	0.0948164	0.0144196	0.0227665	3.54739e-005	0	0	0
8965	4.8411	0.0457605	0.00496598	0.0378763	0.122199	0.0947965	0.0144196	0.0227654	2.81506e-005	0	0	0
8966	4.84164	0.0457562	0.00496421	0.0378709	0.122211	0.0947764	0.0144142	0.0227626	2.28518e-005	0	0	0
8967	4.84218	0.0457522	0.00496266	0.0378656	0.122223	0.0947563	0.0144109	0.0227585	2.49062e-005	0	0	0
8968	4.84272	0.045752	0.00496325	0.0378605	0.122233	0.0947343	0.0144114	0.0227565	2.50997e-005	0	0	0
8969	4.84326	0.04575	0.00496299	0.0378544	0.122244	0.0947087	0.0144118	0.0227479	2.52872e-005	0	0	0
8970	4.8438	0.0457463	0.00496118	0.0378485	0.122257	0.0946831	0.0144068	0.0227402	3.26579e-005	0	0	0
8971	4.84434	0.0457483	0.00495999	0.0378439	0.122269	0.0946611	0.0144021	0.0227404	3.62055e-005	0	0	0
8972	4.84488	0.0457483	0.00496089	0.0378395	0.122279	0.0946427	0.014403	0.0227423	3.60485e-005	0	0	0
8973	4.84542	0.0457447	0.0049617	0.0378363	0.122291	0.0946224	0.0143984	0.0227423	3.76936e-005	0	0	0
8974	4.84596	0.0457413	0.00496044	0.0378332	0.122303	0.0945967	0.0143941	0.0227353	3.03015e-005	0	0	0
8975	4.8465	0.0457381	0.00495894	0.0378245	0.122314	0.0945763	0.0143953	0.0227326	2.67331e-005	0	0	0
8976	4.84704	0.0457369	0.00495722	0.0378195	0.122324	0.0945595	0.0143911	0.0227337	2.86672e-005	0	0	0
8977	4.84758	0.0457376	0.00495649	0.0378158	0.122336	0.094539	0.0143853	0.0227294	3.5933e-005	0	0	0
8978	4.84812	0.0457364	0.00495781	0.0378088	0.122349	0.094513	0.014387	0.0227256	3.57845e-005	0	0	0
8979	4.84866	0.0457335	0.00495702	0.0378054	0.122359	0.0944906	0.0143832	0.0227206	2.84516e-005	0	0	0
8980	4.8492	0.0457343	0.0049567	0.0378021	0.122371	0.0944736	0.0143796	0.0227179	2.85351e-005	0	0	0
8981	4.84974	0.0457351	0.00495564	0.0377955	0.122384	0.0944493	0.0143816	0.0227207	3.40078e-005	0	0	0
8982	4.85028	0.0457341	0.0049551	0.0377891	0.122394	0.094425	0.0143763	0.0227179	3.3919e-005	0	0	0
8983	4.85082	0.0457295	0.00495463	0.0377863	0.122407	0.0944043	0.0143712	0.0227103	3.20357e-005	0	0	0
8984	4.85136	0.0457306	0.0049542	0.0377836	0.122419	0.0943835	0.0143664	0.0227105	3.2008e-005	0	0	0
8985	4.8519	0.0457316	0.00495383	0.0377776	0.122429	0.0943645	0.0143654	0.0227107	3.0184e-005	0	0	0
8986	4.85244	0.0457271	0.00495351	0.0377717	0.122442	0.09434	0.014368	0.0227091	3.38083e-005	0	0	0
8987	4.85298	0.045723	0.00495361	0.037766	0.122453	0.0943155	0.0143634	0.022706	3.01312e-005	0	0	0
8988	4.85352	0.045719	0.00495292	0.0377605	0.122462	0.0943	0.0143589	0.022698	2.83654e-005	0	0	0
8989	4.85406	0.0457207	0.00495191	0.0377551	0.122474	0.0942789	0.0143565	0.0226945	3.20461e-005	0	0	0
8990	4.8546	0.045724	0.00495181	0.0377511	0.122487	0.094256	0.0143542	0.0226948	2.66263e-005	0	0	0
8991	4.85514	0.0457218	0.00495251	0.037746	0.122498	0.0942331	0.0143556	0.0226951	2.85637e-005	0	0	0
8992	4.85568	0.0457197	0.00495038	0.0377399	0.122508	0.0942101	0.0143515	0.0226901	3.0441e-005	0	0	0
8993	4.85622	0.0457177	0.00495007	0.0377352	0.122521	0.0941908	0.0143495	0.022684	3.22601e-005	0	0	0
8994	4.85676	0.0457141	0.00495058	0.0377318	0.122533	0.0941659	0.0143475	0.0226821	3.76172e-005	0	0	0
8995	4.8573	0.0457124	0.00494867	0.0377273	0.122543	0.0941465	0.0143438	0.0226804	3.20247e-005	0	0	0
8996	4.85784	0.0457127	0.00494896	0.0377218	0.122556	0.0941252	0.0143421	0.0226754	3.19974e-005	0	0	0
8997	4.85838	0.0457111	0.00494921	0.0377176	0.122568	0.094102	0.0143387	0.0226727	3.37682e-005	0	0	0
8998	4.85892	0.0457096	0.00494707	0.0377147	0.122578	0.0940825	0.0143355	0.0226739	3.36868e-005	0	0	0
8999	4.85946	0.0457064	0.00494519	0.0377108	0.12259	0.0940628	0.0143324	0.0226714	3.00135e-005	0	0	0
9000	4.86	0.0457016	0.00494588	0.0377035	0.122602	0.0940431	0.0143294	0.0226674	3.00486e-005	0	0	0
9001	4.86054	0.0457024	0.0049465	0.0376964	0.122612	0.0940179	0.0143266	0.0226674	3.18798e-005	0	0	0
9002	4.86108	0.0457014	0.00494508	0.0376918	0.122625	0.0939963	0.0143258	0.0226605	3.1857e-005	0	0	0
9003	4.86162	0.0457023	0.00494421	0.0376897	0.122637	0.0939765	0.0143231	0.0226544	3.18349e-005	0	0	0
9004	4.86216	0.0456977	0.00494267	0.0376842	0.122648	0.0939511	0.0143206	0.0226559	2.8219e-005	0	0	0
9005	4.8627	0.0456933	0.00494366	0.0376777	0.122659	0.0939331	0.0143183	0.0226555	2.83097e-005	0	0	0
9006	4.86324	0.0456964	0.00494454	0.0376737	0.122671	0.0939167	0.014316	0.0226517	3.01949e-005	0	0	0
9007	4.86378	0.045694	0.00494335	0.0376676	0.122684	0.093893	0.0143139	0.0226483	3.20216e-005	0	0	0
9008	4.86432	0.0456917	0.00494269	0.0376628	0.122696	0.0938692	0.0143118	0.0226488	3.19944e-005	0	0	0
9009	4.86486	0.0456877	0.00494133	0.0376569	0.122706	0.0938491	0.0143117	0.0226458	2.83735e-005	0	0	0
9010	4.8654	0.0456857	0.00494052	0.0376513	0.122718	0.0938271	0.0143097	0.0226414	2.84595e-005	0	0	0
9011	4.86594	0.0456856	0.0049398	0.0376504	0.12273	0.0938069	0.0143025	0.0226375	2.85428e-005	0	0	0
9012	4.86648	0.0456856	0.00493917	0.0376461	0.12274	0.0937848	0.014301	0.0226358	3.2218e-005	0	0	0
9013	4.86702	0.0456855	0.00493901	0.0376396	0.122752	0.0937609	0.0142996	0.0226325	3.39819e-005	0	0	0
9014	4.86756	0.0456855	0.00493886	0.0376345	0.122765	0.0937405	0.0142964	0.0226314	2.67049e-005	0	0	0
9015	4.8681	0.0456818	0.00493835	0.0376307	0.122775	0.0937219	0.0142934	0.0226304	2.86399e-005	0	0	0
9016	4.86864	0.0456802	0.00493749	0.0376258	0.122787	0.0937014	0.0142923	0.0226226	3.41093e-005	0	0	0
9017	4.86918	0.0456804	0.00493753	0.0376176	0.122799	0.0936791	0.0142913	0.0226209	3.40173e-005	0	0	0
9018	4.86972	0.0456771	0.00493717	0.0376132	0.12281	0.0936585	0.014285	0.0226211	3.39282e-005	0	0	0
9019	4.87026	0.0456775	0.00493685	0.0376089	0.122822	0.0936343	0.0142843	0.0226161	3.02474e-005	0	0	0
9020	4.8708	0.0456761	0.00493657	0.0376047	0.122834	0.09361	0.0142837	0.0226169	3.02752e-005	0	0	0
9021	4.87134	0.045673	0.00493593	0.0376006	0.122846	0.0935894	0.0142777	0.0226176	3.03022e-005	0	0	0
9022	4.87188	0.04567	0.00493615	0.0375932	0.122858	0.0935705	0.0142756	0.0226112	2.49366e-005	0	0	0
9023	4.87242	0.0456726	0.00493595	0.0375872	0.122867	0.093548	0.0142736	0.0226074	3.05209e-005	0	0	0
9024	4.87296	0.0456751	0.00493382	0.0375848	0.12288	0.0935254	0.0142682	0.0226022	3.5932e-005	0	0	0
9025	4.8735	0.0456702	0.00493232	0.0375814	0.122892	0.0935027	0.0142683	0.0225994	3.57835e-005	0	0	0
9026	4.87404	0.0456674	0.00493297	0.0375745	0.122902	0.0934819	0.0142685	0.022597	2.84506e-005	0	0	0
9027	4.87458	0.0456648	0.00493315	0.037568	0.122915	0.0934628	0.0142632	0.022593	2.31424e-005	0	0	0
9028	4.87512	0.0456605	0.00493095	0.0375616	0.122927	0.0934418	0.0142636	0.0225913	2.87823e-005	0	0	0
9029	4.87566	0.0456583	0.0049298	0.0375565	0.122939	0.093419	0.0142622	0.022588	3.06529e-005	0	0	0
9030	4.8762	0.0456598	0.00493035	0.0375551	0.12295	0.0934015	0.0142555	0.0225869	3.24654e-005	0	0	0
9031	4.87674	0.0456612	0.00493044	0.0375525	0.12296	0.0933822	0.0142545	0.0225859	3.42216e-005	0	0	0
9032	4.87728	0.0456589	0.00492935	0.0375466	0.122973	0.0933537	0.0142535	0.022585	3.23289e-005	0	0	0
9033	4.87782	0.0456567	0.00492799	0.037542	0.122985	0.0933307	0.0142508	0.022579	3.0495e-005	0	0	0
9034	4.87836	0.0456511	0.00492876	0.0375364	0.122997	0.0933114	0.0142464	0.0225719	2.87179e-005	0	0	0
9035	4.8789	0.0456458	0.00492787	0.0375309	0.123009	0.0932901	0.0142458	0.0225727	2.69959e-005	0	0	0
9036	4.87944	0.0456462	0.00492708	0.0375268	0.123019	0.0932706	0.014247	0.0225699	3.07191e-005	0	0	0
9037	4.87998	0.0456483	0.00492599	0.0375217	0.123031	0.0932492	0.014241	0.0225656	3.6124e-005	0	0	0
9038	4.88052	0.0456432	0.00492503	0.0375144	0.123043	0.0932242	0.0142353	0.0225653	3.41723e-005	0	0	0
9039	4.88106	0.0456401	0.00492654	0.0375073	0.123055	0.0932046	0.0142353	0.0225616	3.58756e-005	0	0	0
9040	4.8816	0.0456444	0.00492591	0.0375028	0.123067	0.0931867	0.0142352	0.0225601	3.39316e-005	0	0	0
9041	4.88214	0.0456449	0.00492496	0.0374984	0.123077	0.0931651	0.0142316	0.022557	3.20479e-005	0	0	0
9042	4.88268	0.0456399	0.00492373	0.0374952	0.12309	0.0931399	0.0142263	0.0225525	3.56144e-005	0	0	0
9043	4.88322	0.0456388	0.00492343	0.0374922	0.123102	0.0931183	0.0142267	0.0225503	3.54757e-005	0	0	0
9044	4.88376	0.0456378	0.00492317	0.0374881	0.123113	0.093102	0.0142289	0.0225484	3.17469e-005	0	0	0
9045	4.8843	0.0456332	0.00492293	0.0374807	0.123125	0.0930784	0.0142238	0.0225466	2.9931e-005	0	0	0
9046	4.88484	0.0456307	0.00492234	0.0374735	0.123135	0.0930548	0.0142189	0.0225451	3.35631e-005	0	0	0
9047	4.88538	0.0456302	0.00492142	0.0374711	0.123148	0.0930367	0.0142142	0.0225438	3.52853e-005	0	0	0
9048	4.88592	0.0456296	0.00492139	0.0374688	0.12316	0.0930148	0.0142098	0.0225391	3.33596e-005	0	0	0
9049	4.88646	0.0456273	0.00492098	0.0374631	0.123172	0.0929946	0.014211	0.0225385	3.14937e-005	0	0	0
9050	4.887	0.0456269	0.00492061	0.0374576	0.123183	0.0929744	0.0142103	0.0225362	3.32801e-005	0	0	0
9051	4.88754	0.0456284	0.00491872	0.0374546	0.123193	0.0929488	0.0142079	0.0225306	2.78221e-005	0	0	0
9052	4.88808	0.0456279	0.00491901	0.0374482	0.123206	0.092925	0.0142056	0.0225275	2.61279e-005	0	0	0
9053	4.88862	0.0456239	0.00491927	0.037442	0.123218	0.0929048	0.0142016	0.022523	3.34725e-005	0	0	0
9054	4.88916	0.0456219	0.00491753	0.0374371	0.12323	0.0928863	0.0141978	0.0225242	2.80085e-005	0	0	0
9055	4.8897	0.0456219	0.00491758	0.0374324	0.123243	0.0928659	0.0141978	0.0225271	2.27141e-005	0	0	0
9056	4.89024	0.04562	0.00491722	0.0374267	0.123254	0.0928473	0.0141977	0.0225226	3.01646e-005	0	0	0
9057	4.89078	0.0456164	0.00491573	0.0374211	0.123265	0.0928249	0.0141941	0.0225187	3.55867e-005	0	0	0
9058	4.89132	0.0456185	0.00491441	0.0374169	0.123276	0.092799	0.0141907	0.0225152	3.00572e-005	0	0	0
9059	4.89186	0.0456204	0.00491521	0.0374128	0.123288	0.0927785	0.0141874	0.0225122	2.82937e-005	0	0	0
9060	4.8924	0.0456168	0.00491553	0.0374088	0.123299	0.0927543	0.0141843	0.022506	3.19766e-005	0	0	0
9061	4.89294	0.0456134	0.00491384	0.0374004	0.123311	0.0927319	0.0141813	0.0225005	3.19508e-005	0	0	0
9062	4.89348	0.045612	0.00491275	0.0373956	0.123323	0.0927131	0.0141785	0.0224992	2.83313e-005	0	0	0
9063	4.89402	0.0456107	0.00491139	0.0373922	0.123336	0.0926906	0.0141758	0.0224962	3.02158e-005	0	0	0
9064	4.89456	0.0456059	0.00491255	0.0373854	0.123348	0.0926717	0.0141732	0.0224954	3.38391e-005	0	0	0
9065	4.8951	0.0456049	0.00491318	0.0373822	0.123357	0.0926491	0.0141708	0.0224911	3.735e-005	0	0	0
9066	4.89564	0.0456058	0.00491178	0.037378	0.123369	0.0926229	0.0141685	0.0224857	3.53603e-005	0	0	0
9067	4.89618	0.045603	0.00491093	0.0373705	0.123381	0.0926058	0.0141645	0.0224861	2.80405e-005	0	0	0
9068	4.89672	0.0456004	0.00491018	0.0373644	0.123393	0.0925867	0.0141607	0.0224829	2.63395e-005	0	0	0
9069	4.89726	0.0455961	0.00490952	0.0373584	0.123405	0.0925639	0.0141588	0.0224784	2.46913e-005	0	0	0
9070	4.8978	0.0455939	0.00490894	0.0373549	0.123417	0.0925483	0.0141571	0.0224744	2.8486e-005	0	0	0
9071	4.89834	0.0455936	0.00490842	0.0373527	0.123429	0.092529	0.0141554	0.0224726	3.21629e-005	0	0	0
9072	4.89888	0.0455933	0.00490719	0.0373471	0.123441	0.0925042	0.0141539	0.0224711	3.39286e-005	0	0	0
9073	4.89942	0.0455895	0.00490649	0.0373405	0.123453	0.0924794	0.0141506	0.022468	3.56395e-005	0	0	0
9074	4.89996	0.0455876	0.00490626	0.0373353	0.123465	0.09246	0.0141474	0.0224652	3.55001e-005	0	0	0
9075	4.9005	0.0455895	0.00490607	0.0373302	0.123477	0.0924424	0.0141462	0.0224645	3.5365e-005	0	0	0
9076	4.90104	0.0455894	0.00490589	0.0373242	0.123487	0.0924192	0.0141433	0.0224639	3.16395e-005	0	0	0
9077	4.90158	0.0455876	0.00490574	0.0373194	0.123499	0.092396	0.0141405	0.0224633	2.62325e-005	0	0	0
9078	4.90212	0.0455859	0.00490561	0.0373149	0.123511	0.0923729	0.0141397	0.0224629	2.45876e-005	0	0	0
9079	4.90266	0.0455842	0.0049047	0.0373104	0.123522	0.0923497	0.0141389	0.0224555	2.83854e-005	0	0	0
9080	4.9032	0.0455809	0.0049043	0.0373072	0.123535	0.0923301	0.0141363	0.0224489	2.66738e-005	0	0	0
9081	4.90374	0.0455813	0.00490433	0.0373019	0.123548	0.0923158	0.0141338	0.0224501	2.50152e-005	0	0	0
9082	4.90428	0.0455817	0.0049024	0.0372967	0.123559	0.092296	0.0141333	0.0224512	2.87998e-005	0	0	0
9083	4.90482	0.0455821	0.00490148	0.0372939	0.12357	0.0922725	0.014131	0.0224469	2.88726e-005	0	0	0
9084	4.90536	0.0455807	0.00490185	0.0372901	0.123582	0.0922526	0.0141288	0.0224431	2.8943e-005	0	0	0
9085	4.9059	0.0455739	0.00490139	0.0372853	0.123595	0.092229	0.0141267	0.0224381	3.08086e-005	0	0	0
9086	4.90644	0.0455729	0.00490177	0.0372771	0.123606	0.0922054	0.0141248	0.0224336	3.44135e-005	0	0	0
9087	4.90698	0.045572	0.00490014	0.0372704	0.123618	0.0921854	0.0141247	0.0224314	3.61093e-005	0	0	0
9088	4.90752	0.0455676	0.00489871	0.0372684	0.12363	0.0921617	0.0141228	0.0224294	2.87663e-005	0	0	0
9089	4.90806	0.0455687	0.0048994	0.0372654	0.123642	0.0921417	0.0141156	0.0224277	2.88401e-005	0	0	0
9090	4.9086	0.0455681	0.00490002	0.037259	0.123654	0.0921234	0.0141088	0.0224244	3.43033e-005	0	0	0
9091	4.90914	0.0455656	0.0048986	0.0372517	0.123666	0.0921014	0.0141094	0.0224232	3.24081e-005	0	0	0
9092	4.90968	0.0455651	0.00489735	0.037248	0.123677	0.0920793	0.0141101	0.022424	2.69772e-005	0	0	0
9093	4.91022	0.0455664	0.00489781	0.0372421	0.123687	0.0920555	0.0141071	0.0224229	2.89037e-005	0	0	0
9094	4.91076	0.0455659	0.00489587	0.0372364	0.123698	0.0920352	0.0141061	0.0224202	3.61622e-005	0	0	0
9095	4.9113	0.0455618	0.00489494	0.0372309	0.123711	0.0920149	0.0141051	0.0224143	3.42093e-005	0	0	0
9096	4.91184	0.0455597	0.0048949	0.0372256	0.123723	0.0919945	0.0140988	0.0224109	3.41142e-005	0	0	0
9097	4.91238	0.0455559	0.00489408	0.0372204	0.123736	0.0919741	0.0140927	0.0224095	3.58194e-005	0	0	0
9098	4.91292	0.0455524	0.00489258	0.0372154	0.123747	0.0919536	0.0140924	0.0224049	3.02826e-005	0	0	0
9099	4.91346	0.0455526	0.00489204	0.0372105	0.123758	0.0919312	0.0140921	0.0224026	2.49176e-005	0	0	0
9100	4.914	0.045551	0.00489156	0.0372058	0.123771	0.0919106	0.0140882	0.022397	2.33135e-005	0	0	0
9101	4.91454	0.0455495	0.00489114	0.0372012	0.123783	0.09189	0.0140845	0.0223921	2.53536e-005	0	0	0
9102	4.91508	0.0455445	0.00489077	0.0371968	0.123794	0.0918693	0.0140827	0.0223895	3.0925e-005	0	0	0
9103	4.91562	0.0455398	0.00489044	0.0371925	0.123806	0.0918486	0.0140829	0.0223872	3.45263e-005	0	0	0
9104	4.91616	0.0455408	0.00489015	0.0371848	0.123818	0.091826	0.0140812	0.0223869	2.90297e-005	0	0	0
9105	4.9167	0.0455417	0.0048899	0.0371809	0.123831	0.091807	0.014076	0.0223797	2.90953e-005	0	0	0
9106	4.91724	0.0455425	0.00488967	0.0371771	0.123842	0.0917843	0.0140729	0.0223786	3.09561e-005	0	0	0
9107	4.91778	0.0455361	0.00488947	0.0371699	0.123854	0.0917616	0.0140717	0.0223776	3.09619e-005	0	0	0
9108	4.91832	0.0455301	0.0048893	0.0371664	0.123865	0.0917425	0.014067	0.0223697	3.45621e-005	0	0	0
9109	4.91886	0.0455316	0.00488758	0.037163	0.123877	0.0917196	0.0140625	0.0223697	3.26588e-005	0	0	0
9110	4.9194	0.0455294	0.00488763	0.0371563	0.123889	0.0916986	0.0140636	0.0223698	2.90174e-005	0	0	0
9111	4.91994	0.0455273	0.00488689	0.0371509	0.123901	0.0916794	0.0140629	0.0223663	2.90833e-005	0	0	0
9112	4.92048	0.0455289	0.00488505	0.0371446	0.123913	0.0916582	0.0140586	0.0223632	2.91473e-005	0	0	0
9113	4.92102	0.0455269	0.00488619	0.0371407	0.123925	0.0916388	0.0140545	0.0223588	2.7412e-005	0	0	0
9114	4.92156	0.045525	0.0048864	0.037137	0.123937	0.091614	0.0140543	0.0223601	2.9325e-005	0	0	0
9115	4.9221	0.0455286	0.00488384	0.0371322	0.123948	0.0915909	0.0140558	0.0223613	2.5787e-005	0	0	0
9116	4.92264	0.0455283	0.00488433	0.0371275	0.12396	0.0915697	0.01405	0.0223571	2.41559e-005	0	0	0
9117	4.92318	0.0455263	0.00488477	0.0371207	0.123974	0.0915484	0.0140464	0.0223533	2.43727e-005	0	0	0
9118	4.92372	0.0455244	0.00488358	0.0371153	0.123986	0.0915271	0.0140483	0.0223501	2.99745e-005	0	0	0
9119	4.92426	0.0455244	0.00488214	0.0371112	0.123997	0.0915057	0.0140447	0.0223489	3.54025e-005	0	0	0
9120	4.9248	0.0455227	0.00488283	0.037106	0.124009	0.0914861	0.0140413	0.0223461	3.16759e-005	0	0	0
9121	4.92534	0.0455156	0.00488344	0.037101	0.124022	0.0914664	0.0140398	0.0223437	2.80649e-005	0	0	0
9122	4.92588	0.0455143	0.00488202	0.0370962	0.124033	0.0914467	0.0140349	0.0223416	2.99577e-005	0	0	0
