TimeSlice	Time	bicepsfemorisposterior	gracilisanterior	gracilisposterior	illiopsoas	rectusfemoris	semimembranosus	semitendinosus	tibialisanterior	vastusintermedius	vastuslateralis	vastusmedialis
2507	1.35378	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2508	1.35432	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2509	1.35486	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2510	1.3554	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2511	1.35594	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2512	1.35648	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2513	1.35702	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2514	1.35756	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2515	1.3581	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2516	1.35864	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2517	1.35918	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2518	1.35972	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2519	1.36026	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2520	1.3608	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2521	1.36134	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2522	1.36188	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2523	1.36242	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2524	1.36296	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2525	1.3635	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2526	1.36404	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2527	1.36458	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2528	1.36512	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2529	1.36566	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2530	1.3662	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2531	1.36674	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2532	1.36728	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2533	1.36782	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2534	1.36836	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2535	1.3689	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2536	1.36944	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2537	1.36998	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2538	1.37052	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2539	1.37106	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2540	1.3716	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2541	1.37214	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2542	1.37268	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2543	1.37322	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2544	1.37376	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2545	1.3743	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2546	1.37484	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2547	1.37538	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2548	1.37592	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2549	1.37646	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2550	1.377	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2551	1.37754	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2552	1.37808	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2553	1.37862	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2554	1.37916	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2555	1.3797	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2556	1.38024	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2557	1.38078	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2558	1.38132	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2559	1.38186	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2560	1.3824	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2561	1.38294	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2562	1.38348	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2563	1.38402	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2564	1.38456	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2565	1.3851	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2566	1.38564	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2567	1.38618	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2568	1.38672	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2569	1.38726	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2570	1.3878	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2571	1.38834	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2572	1.38888	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2573	1.38942	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2574	1.38996	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2575	1.3905	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2576	1.39104	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2577	1.39158	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2578	1.39212	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2579	1.39266	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2580	1.3932	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2581	1.39374	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2582	1.39428	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2583	1.39482	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2584	1.39536	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2585	1.3959	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2586	1.39644	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2587	1.39698	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2588	1.39752	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2589	1.39806	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2590	1.3986	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2591	1.39914	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2592	1.39968	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2593	1.40022	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2594	1.40076	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2595	1.4013	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2596	1.40184	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2597	1.40238	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2598	1.40292	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2599	1.40346	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2600	1.404	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2601	1.40454	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2602	1.40508	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2603	1.40562	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2604	1.40616	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2605	1.4067	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2606	1.40724	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2607	1.40778	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2608	1.40832	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2609	1.40886	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2610	1.4094	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2611	1.40994	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2612	1.41048	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2613	1.41102	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2614	1.41156	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2615	1.4121	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2616	1.41264	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2617	1.41318	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2618	1.41372	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2619	1.41426	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2620	1.4148	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2621	1.41534	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2622	1.41588	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2623	1.41642	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2624	1.41696	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2625	1.4175	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2626	1.41804	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2627	1.41858	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2628	1.41912	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2629	1.41966	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2630	1.4202	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2631	1.42074	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2632	1.42128	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2633	1.42182	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2634	1.42236	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2635	1.4229	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2636	1.42344	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2637	1.42398	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2638	1.42452	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2639	1.42506	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2640	1.4256	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2641	1.42614	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2642	1.42668	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2643	1.42722	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2644	1.42776	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2645	1.4283	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2646	1.42884	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2647	1.42938	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2648	1.42992	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2649	1.43046	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2650	1.431	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2651	1.43154	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2652	1.43208	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2653	1.43262	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2654	1.43316	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2655	1.4337	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2656	1.43424	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2657	1.43478	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2658	1.43532	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2659	1.43586	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2660	1.4364	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2661	1.43694	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2662	1.43748	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2663	1.43802	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2664	1.43856	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2665	1.4391	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2666	1.43964	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2667	1.44018	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2668	1.44072	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2669	1.44126	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2670	1.4418	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2671	1.44234	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2672	1.44288	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2673	1.44342	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2674	1.44396	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2675	1.4445	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2676	1.44504	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
2677	1.44558	3.31442e-005	7.95787e-005	0.000120266	0.0740935	0.129839	3.37708e-008	0.000179781	3.11445e-005	0.0400003	0.0360367	0.0295834
