TimeSlice	Time	neur1	neur10	neur11	neur12	neur13	neur14	neur15	neur16	neur17	neur18	neur19	neur2	neur20	neur21	neur22	neur23	neur24	neur25	neur26	neur27	neur28	neur29	neur3	neur30	neur31	neur32	neur33	neur34	neur35	neur36	neur37	neur38	neur4	neur5	neur6	neur7	neur8	neur9
159	0.0318	-0.0599831	-0.0599979	-0.0604356	-0.0496326	-0.0599535	-0.0559681	-0.0599999	-0.0502599	-0.0552061	-0.0515491	-0.0563731	-0.0481457	-0.053227	-0.0577104	-0.0512369	-0.05546	-0.0581203	-0.0532269	-0.0534391	-0.0554278	-0.0511076	-0.0541073	-0.0509072	-0.06	-0.0602715	-0.0601067	-0.0599999	-0.06	-0.06	-0.0514122	-0.060438	-0.0599999	-0.0599963	-0.0599965	-0.0599999	-0.0599962	-0.0488205	-0.06
162	0.0324	-0.0599831	-0.0599979	-0.0604284	-0.0496303	-0.0599535	-0.0559904	-0.0599999	-0.0502719	-0.0552303	-0.0515616	-0.05639	-0.0481651	-0.0532575	-0.0577218	-0.051257	-0.0554804	-0.0581288	-0.0532447	-0.0534696	-0.0554521	-0.0511202	-0.0541292	-0.0509091	-0.06	-0.0602665	-0.0601048	-0.0599999	-0.06	-0.06	-0.0514383	-0.0604307	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599962	-0.048812	-0.06
165	0.033	-0.0599831	-0.0599979	-0.0604212	-0.0496282	-0.0599534	-0.0560128	-0.0599999	-0.0502841	-0.0552545	-0.0515742	-0.0564071	-0.0481847	-0.0532882	-0.0577332	-0.0512773	-0.0555009	-0.0581373	-0.0532626	-0.0535002	-0.0554765	-0.0511329	-0.0541512	-0.0509112	-0.06	-0.0602616	-0.0601029	-0.0599999	-0.06	-0.06	-0.0514645	-0.0604234	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599962	-0.0488039	-0.06
168	0.0336	-0.0599831	-0.0599979	-0.0604139	-0.0496264	-0.0599534	-0.0560353	-0.0599999	-0.0502965	-0.0552788	-0.051587	-0.0564241	-0.0482046	-0.0533189	-0.0577447	-0.0512977	-0.0555214	-0.0581458	-0.0532806	-0.0535309	-0.0555009	-0.0511458	-0.0541733	-0.0509134	-0.06	-0.0602566	-0.060101	-0.0599999	-0.06	-0.06	-0.0514907	-0.0604161	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599962	-0.0487959	-0.06
171	0.0342	-0.0599831	-0.0599979	-0.0604067	-0.0496248	-0.0599534	-0.0560577	-0.0599999	-0.050309	-0.0553032	-0.0516	-0.0564413	-0.0482245	-0.0533497	-0.0577562	-0.0513182	-0.055542	-0.0581544	-0.0532988	-0.0535617	-0.0555254	-0.0511587	-0.0541955	-0.0509158	-0.06	-0.0602517	-0.0600991	-0.0599999	-0.06	-0.06	-0.0515169	-0.0604088	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0487882	-0.06
174	0.0348	-0.0599831	-0.0599979	-0.0603996	-0.0496233	-0.0599534	-0.0560802	-0.0599999	-0.0503215	-0.0553276	-0.051613	-0.0564585	-0.0482446	-0.0533807	-0.0577677	-0.0513388	-0.0555627	-0.058163	-0.053317	-0.0535926	-0.0555499	-0.0511718	-0.0542178	-0.0509184	-0.06	-0.0602468	-0.0600973	-0.0599999	-0.06	-0.06	-0.0515432	-0.0604015	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0487806	-0.06
177	0.0354	-0.059983	-0.0599979	-0.0603924	-0.0496219	-0.0599533	-0.0561027	-0.0599999	-0.0503341	-0.055352	-0.0516261	-0.0564757	-0.0482648	-0.0534116	-0.0577793	-0.0513594	-0.0555835	-0.0581717	-0.0533353	-0.0536235	-0.0555744	-0.0511849	-0.0542401	-0.0509211	-0.06	-0.0602419	-0.0600954	-0.0599999	-0.06	-0.06	-0.0515695	-0.0603943	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0487732	-0.06
180	0.036	-0.059983	-0.0599979	-0.0603853	-0.0496207	-0.0599533	-0.0561252	-0.0599999	-0.0503468	-0.0553764	-0.0516393	-0.056493	-0.048285	-0.0534426	-0.0577908	-0.0513802	-0.0556043	-0.0581803	-0.0533536	-0.0536545	-0.0555989	-0.051198	-0.0542625	-0.0509238	-0.06	-0.060237	-0.0600935	-0.0599999	-0.06	-0.06	-0.0515957	-0.0603871	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.048766	-0.06
183	0.0366	-0.059983	-0.0599979	-0.0603782	-0.0496197	-0.0599533	-0.0561476	-0.0599999	-0.0503596	-0.0554008	-0.0516525	-0.0565103	-0.0483053	-0.0534737	-0.0578024	-0.0514009	-0.0556251	-0.058189	-0.053372	-0.0536856	-0.0556234	-0.0512112	-0.054285	-0.0509267	-0.06	-0.0602321	-0.0600917	-0.0599999	-0.06	-0.06	-0.0516219	-0.0603799	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.048759	-0.06
186	0.0372	-0.059983	-0.0599979	-0.0603711	-0.0496187	-0.0599533	-0.0561701	-0.0599999	-0.0503724	-0.0554253	-0.0516658	-0.0565276	-0.0483257	-0.0535048	-0.057814	-0.0514217	-0.0556459	-0.0581977	-0.0533904	-0.0537166	-0.055648	-0.0512244	-0.0543075	-0.0509297	-0.06	-0.0602273	-0.0600898	-0.0599999	-0.06	-0.06	-0.0516481	-0.0603727	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.048752	-0.06
189	0.0378	-0.059983	-0.0599979	-0.0603641	-0.0496178	-0.0599533	-0.0561926	-0.0599999	-0.0503852	-0.0554497	-0.0516791	-0.0565449	-0.0483461	-0.0535359	-0.0578255	-0.0514425	-0.0556668	-0.0582064	-0.0534089	-0.0537477	-0.0556724	-0.0512376	-0.05433	-0.0509327	-0.06	-0.0602225	-0.060088	-0.0599999	-0.06	-0.06	-0.0516741	-0.0603656	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0487452	-0.06
192	0.0384	-0.059983	-0.0599979	-0.060357	-0.049617	-0.0599532	-0.056215	-0.0599999	-0.050398	-0.0554741	-0.0516924	-0.0565623	-0.0483665	-0.053567	-0.0578371	-0.0514633	-0.0556877	-0.0582151	-0.0534273	-0.0537788	-0.0556969	-0.0512508	-0.0543526	-0.0509358	-0.06	-0.0602176	-0.0600862	-0.0599999	-0.06	-0.06	-0.0517002	-0.0603585	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0487385	-0.06
195	0.039	-0.059983	-0.0599979	-0.06035	-0.0496163	-0.0599532	-0.0562374	-0.0599999	-0.0504108	-0.0554985	-0.0517058	-0.0565796	-0.048387	-0.0535981	-0.0578487	-0.0514841	-0.0557086	-0.0582238	-0.0534458	-0.0538099	-0.0557213	-0.0512641	-0.0543752	-0.050939	-0.06	-0.0602129	-0.0600844	-0.0599999	-0.06	-0.06	-0.0517261	-0.0603514	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0487319	-0.06
198	0.0396	-0.059983	-0.0599979	-0.0603431	-0.0496157	-0.0599532	-0.0562598	-0.0599999	-0.0504236	-0.0555229	-0.0517192	-0.056597	-0.0484074	-0.0536291	-0.0578602	-0.0515049	-0.0557295	-0.0582325	-0.0534643	-0.053841	-0.0557457	-0.0512773	-0.0543978	-0.0509422	-0.06	-0.0602081	-0.0600825	-0.0599999	-0.06	-0.06	-0.0517519	-0.0603443	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0487253	-0.06
201	0.0402	-0.0599829	-0.0599979	-0.0603361	-0.0496151	-0.0599532	-0.0562821	-0.0599999	-0.0504364	-0.0555472	-0.0517326	-0.0566143	-0.0484278	-0.0536602	-0.0578718	-0.0515256	-0.0557504	-0.0582413	-0.0534828	-0.0538721	-0.0557701	-0.0512905	-0.0544204	-0.0509455	-0.06	-0.0602034	-0.0600807	-0.0599999	-0.06	-0.06	-0.0517777	-0.0603373	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0487189	-0.06
204	0.0408	-0.0599829	-0.0599979	-0.0603292	-0.0496146	-0.0599532	-0.0563044	-0.0599999	-0.0504492	-0.0555715	-0.051746	-0.0566317	-0.0484482	-0.0536913	-0.0578834	-0.0515464	-0.0557713	-0.05825	-0.0535013	-0.0539032	-0.0557944	-0.0513036	-0.054443	-0.0509488	-0.06	-0.0601986	-0.0600789	-0.0599999	-0.06	-0.06	-0.0518034	-0.0603303	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0487125	-0.06
207	0.0414	-0.0599829	-0.0599979	-0.0603223	-0.0496142	-0.0599532	-0.0563266	-0.0599999	-0.050462	-0.0555958	-0.0517594	-0.0566491	-0.0484686	-0.0537223	-0.0578949	-0.0515671	-0.0557922	-0.0582587	-0.0535198	-0.0539343	-0.0558187	-0.0513168	-0.0544657	-0.0509522	-0.06	-0.0601939	-0.0600771	-0.0599999	-0.06	-0.06	-0.051829	-0.0603234	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0487063	-0.06
210	0.042	-0.0599829	-0.0599979	-0.0603155	-0.0496138	-0.0599531	-0.0563488	-0.0599999	-0.0504747	-0.05562	-0.0517728	-0.0566664	-0.0484889	-0.0537533	-0.0579064	-0.0515878	-0.0558131	-0.0582675	-0.0535383	-0.0539653	-0.055843	-0.0513299	-0.0544883	-0.0509556	-0.06	-0.0601893	-0.0600754	-0.0599999	-0.06	-0.06	-0.0518544	-0.0603164	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0487	-0.06
213	0.0426	-0.0599829	-0.0599979	-0.0603087	-0.0496134	-0.0599531	-0.056371	-0.0599999	-0.0504874	-0.0556442	-0.0517861	-0.0566837	-0.0485093	-0.0537843	-0.0579179	-0.0516085	-0.0558339	-0.0582762	-0.0535568	-0.0539963	-0.0558672	-0.051343	-0.0545109	-0.050959	-0.06	-0.0601846	-0.0600736	-0.0599999	-0.06	-0.06	-0.0518798	-0.0603095	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486939	-0.06
216	0.0432	-0.0599829	-0.0599979	-0.0603019	-0.0496131	-0.0599531	-0.0563931	-0.0599999	-0.0505001	-0.0556684	-0.0517995	-0.0567011	-0.0485295	-0.0538152	-0.0579294	-0.0516291	-0.0558548	-0.0582849	-0.0535753	-0.0540273	-0.0558913	-0.051356	-0.0545335	-0.0509624	-0.06	-0.06018	-0.0600718	-0.0599999	-0.06	-0.06	-0.051905	-0.0603027	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486878	-0.06
219	0.0438	-0.0599829	-0.0599979	-0.0602951	-0.0496128	-0.0599531	-0.0564151	-0.0599999	-0.0505127	-0.0556925	-0.0518128	-0.0567184	-0.0485498	-0.0538461	-0.0579409	-0.0516497	-0.0558757	-0.0582937	-0.0535937	-0.0540583	-0.0559154	-0.051369	-0.0545561	-0.0509659	-0.06	-0.0601754	-0.0600701	-0.0599999	-0.06	-0.06	-0.0519301	-0.0602958	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486818	-0.06
222	0.0444	-0.0599829	-0.0599979	-0.0602884	-0.0496126	-0.0599531	-0.0564371	-0.0599999	-0.0505254	-0.0557166	-0.0518262	-0.0567357	-0.04857	-0.053877	-0.0579524	-0.0516702	-0.0558965	-0.0583024	-0.0536121	-0.0540892	-0.0559394	-0.051382	-0.0545787	-0.0509693	-0.06	-0.0601708	-0.0600683	-0.0599999	-0.06	-0.06	-0.0519551	-0.060289	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486758	-0.06
225	0.045	-0.0599829	-0.0599979	-0.0602817	-0.0496124	-0.059953	-0.0564591	-0.0599999	-0.0505379	-0.0557406	-0.0518395	-0.056753	-0.0485901	-0.0539078	-0.0579638	-0.0516907	-0.0559173	-0.0583111	-0.0536305	-0.05412	-0.0559634	-0.0513949	-0.0546012	-0.0509728	-0.06	-0.0601662	-0.0600666	-0.0599999	-0.06	-0.06	-0.05198	-0.0602823	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486699	-0.06
228	0.0456	-0.0599829	-0.0599979	-0.0602751	-0.0496122	-0.059953	-0.056481	-0.0599999	-0.0505504	-0.0557645	-0.0518528	-0.0567703	-0.0486102	-0.0539386	-0.0579752	-0.0517112	-0.0559381	-0.0583198	-0.0536489	-0.0541509	-0.0559873	-0.0514078	-0.0546238	-0.0509763	-0.06	-0.0601617	-0.0600648	-0.0599999	-0.06	-0.06	-0.0520048	-0.0602755	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.048664	-0.06
231	0.0462	-0.0599828	-0.0599979	-0.0602685	-0.049612	-0.059953	-0.0565028	-0.0599999	-0.0505629	-0.0557885	-0.051866	-0.0567875	-0.0486302	-0.0539693	-0.0579866	-0.0517315	-0.0559589	-0.0583286	-0.0536672	-0.0541817	-0.0560112	-0.0514206	-0.0546463	-0.0509799	-0.06	-0.0601572	-0.0600631	-0.0599999	-0.06	-0.06	-0.0520294	-0.0602688	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486582	-0.06
234	0.0468	-0.0599828	-0.0599979	-0.0602619	-0.0496119	-0.059953	-0.0565246	-0.0599999	-0.0505753	-0.0558123	-0.0518792	-0.0568047	-0.0486502	-0.054	-0.057998	-0.0517519	-0.0559796	-0.0583373	-0.0536856	-0.0542124	-0.056035	-0.0514334	-0.0546689	-0.0509834	-0.06	-0.0601527	-0.0600614	-0.0599999	-0.06	-0.06	-0.0520539	-0.0602622	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486524	-0.06
237	0.0474	-0.0599828	-0.0599979	-0.0602553	-0.0496118	-0.059953	-0.0565463	-0.0599999	-0.0505877	-0.0558361	-0.0518925	-0.056822	-0.0486701	-0.0540306	-0.0580094	-0.0517722	-0.0560004	-0.058346	-0.0537038	-0.0542431	-0.0560588	-0.0514461	-0.0546914	-0.050987	-0.06	-0.0601482	-0.0600597	-0.0599999	-0.06	-0.06	-0.0520783	-0.0602556	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486466	-0.06
240	0.048	-0.0599828	-0.0599979	-0.0602488	-0.0496118	-0.059953	-0.056568	-0.0599999	-0.0506	-0.0558599	-0.0519056	-0.0568391	-0.0486899	-0.0540612	-0.0580207	-0.0517924	-0.0560211	-0.0583547	-0.0537221	-0.0542738	-0.0560824	-0.0514587	-0.0547138	-0.0509905	-0.06	-0.0601438	-0.060058	-0.0599999	-0.06	-0.06	-0.0521026	-0.060249	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486409	-0.06
243	0.0486	-0.0599828	-0.0599979	-0.0602424	-0.0496117	-0.059953	-0.0565896	-0.0599999	-0.0506123	-0.0558836	-0.0519188	-0.0568563	-0.0487097	-0.0540917	-0.058032	-0.0518125	-0.0560417	-0.0583633	-0.0537403	-0.0543044	-0.0561061	-0.0514713	-0.0547363	-0.0509941	-0.06	-0.0601394	-0.0600563	-0.0599999	-0.06	-0.06	-0.0521267	-0.0602424	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486353	-0.06
246	0.0492	-0.0599828	-0.0599979	-0.0602359	-0.0496117	-0.0599529	-0.0566111	-0.0599999	-0.0506245	-0.0559072	-0.0519319	-0.0568735	-0.0487294	-0.0541221	-0.0580433	-0.0518327	-0.0560624	-0.058372	-0.0537585	-0.054335	-0.0561296	-0.0514839	-0.0547587	-0.0509976	-0.06	-0.060135	-0.0600546	-0.0599999	-0.06	-0.06	-0.0521507	-0.0602359	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486296	-0.06
249	0.0498	-0.0599828	-0.0599979	-0.0602295	-0.0496117	-0.0599529	-0.0566326	-0.0599999	-0.0506367	-0.0559308	-0.0519449	-0.0568906	-0.0487491	-0.0541525	-0.0580546	-0.0518527	-0.056083	-0.0583807	-0.0537767	-0.0543655	-0.0561531	-0.0514964	-0.0547811	-0.0510012	-0.06	-0.0601306	-0.060053	-0.0599999	-0.06	-0.06	-0.0521746	-0.0602294	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486241	-0.06
252	0.0504	-0.0599828	-0.0599979	-0.0602231	-0.0496117	-0.0599529	-0.056654	-0.0599999	-0.0506488	-0.0559543	-0.051958	-0.0569077	-0.0487687	-0.0541829	-0.0580659	-0.0518727	-0.0561036	-0.0583894	-0.0537948	-0.0543959	-0.0561765	-0.0515088	-0.0548035	-0.0510048	-0.06	-0.0601263	-0.0600513	-0.0599999	-0.06	-0.06	-0.0521983	-0.0602229	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486185	-0.06
255	0.051	-0.0599828	-0.0599979	-0.0602168	-0.0496117	-0.0599529	-0.0566753	-0.0599999	-0.0506609	-0.0559778	-0.051971	-0.0569248	-0.0487882	-0.0542132	-0.0580771	-0.0518926	-0.0561242	-0.058398	-0.0538129	-0.0544263	-0.0561999	-0.0515212	-0.0548258	-0.0510084	-0.06	-0.0601219	-0.0600497	-0.0599999	-0.06	-0.06	-0.0522219	-0.0602165	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.048613	-0.06
258	0.0516	-0.0599828	-0.0599979	-0.0602105	-0.0496117	-0.0599529	-0.0566966	-0.0599999	-0.0506729	-0.0560012	-0.051984	-0.0569418	-0.0488076	-0.0542434	-0.0580883	-0.0519125	-0.0561447	-0.0584067	-0.053831	-0.0544567	-0.0562232	-0.0515335	-0.0548482	-0.051012	-0.06	-0.0601176	-0.060048	-0.0599999	-0.06	-0.06	-0.0522454	-0.0602102	-0.0599999	-0.0599962	-0.0599964	-0.0599999	-0.0599961	-0.0486075	-0.06
261	0.0522	-0.0599827	-0.0599978	-0.0602042	-0.0496118	-0.0599529	-0.0567178	-0.0599999	-0.0506848	-0.0560246	-0.0519969	-0.0569589	-0.048827	-0.0542736	-0.0580995	-0.0519323	-0.0561652	-0.0584153	-0.053849	-0.054487	-0.0562464	-0.0515457	-0.0548705	-0.0510156	-0.06	-0.0601134	-0.0600464	-0.0599999	-0.06	-0.06	-0.0522687	-0.0602038	-0.0599999	-0.0599961	-0.0599964	-0.0599999	-0.0599961	-0.0486021	-0.06
264	0.0528	-0.0599827	-0.0599978	-0.060198	-0.0496119	-0.0599528	-0.056739	-0.0599999	-0.0506967	-0.0560478	-0.0520098	-0.0569759	-0.0488463	-0.0543037	-0.0581106	-0.051952	-0.0561857	-0.0584239	-0.0538669	-0.0545172	-0.0562696	-0.0515579	-0.0548927	-0.0510191	-0.06	-0.0601091	-0.0600448	-0.0599999	-0.06	-0.06	-0.0522919	-0.0601975	-0.0599999	-0.0599961	-0.0599964	-0.0599999	-0.0599961	-0.0485967	-0.06
267	0.0534	-0.0599827	-0.0599978	-0.0601918	-0.049612	-0.0599528	-0.0567601	-0.0599999	-0.0507085	-0.0560711	-0.0520226	-0.0569929	-0.0488655	-0.0543338	-0.0581218	-0.0519717	-0.0562062	-0.0584325	-0.0538849	-0.0545474	-0.0562927	-0.0515701	-0.054915	-0.0510227	-0.06	-0.0601049	-0.0600432	-0.0599999	-0.06	-0.06	-0.052315	-0.0601912	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485913	-0.06
270	0.054	-0.0599827	-0.0599978	-0.0601856	-0.0496121	-0.0599528	-0.0567811	-0.0599999	-0.0507203	-0.0560942	-0.0520355	-0.0570098	-0.0488847	-0.0543638	-0.0581329	-0.0519913	-0.0562266	-0.0584411	-0.0539028	-0.0545775	-0.0563157	-0.0515821	-0.0549372	-0.0510263	-0.06	-0.0601007	-0.0600416	-0.0599999	-0.06	-0.06	-0.0523379	-0.060185	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.048586	-0.06
273	0.0546	-0.0599827	-0.0599978	-0.0601795	-0.0496122	-0.0599528	-0.0568021	-0.0599999	-0.050732	-0.0561173	-0.0520482	-0.0570267	-0.0489037	-0.0543937	-0.058144	-0.0520108	-0.056247	-0.0584497	-0.0539207	-0.0546075	-0.0563387	-0.0515942	-0.0549594	-0.0510299	-0.06	-0.0600966	-0.06004	-0.0599999	-0.06	-0.06	-0.0523608	-0.0601788	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485806	-0.06
276	0.0552	-0.0599827	-0.0599978	-0.0601734	-0.0496124	-0.0599528	-0.056823	-0.0599999	-0.0507437	-0.0561404	-0.052061	-0.0570436	-0.0489228	-0.0544236	-0.058155	-0.0520303	-0.0562673	-0.0584583	-0.0539385	-0.0546376	-0.0563615	-0.0516061	-0.0549815	-0.0510335	-0.06	-0.0600924	-0.0600384	-0.0599999	-0.06	-0.06	-0.0523834	-0.0601726	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485754	-0.06
279	0.0558	-0.0599827	-0.0599978	-0.0601673	-0.0496125	-0.0599528	-0.0568438	-0.0599999	-0.0507553	-0.0561634	-0.0520737	-0.0570605	-0.0489417	-0.0544534	-0.0581661	-0.0520497	-0.0562876	-0.0584669	-0.0539563	-0.0546675	-0.0563844	-0.051618	-0.0550036	-0.0510371	-0.06	-0.0600883	-0.0600368	-0.0599999	-0.06	-0.06	-0.052406	-0.0601665	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485701	-0.06
282	0.0564	-0.0599827	-0.0599978	-0.0601613	-0.0496127	-0.0599528	-0.0568646	-0.0599999	-0.0507668	-0.0561863	-0.0520864	-0.0570774	-0.0489605	-0.0544832	-0.0581771	-0.052069	-0.0563079	-0.0584755	-0.053974	-0.0546974	-0.0564071	-0.0516298	-0.0550257	-0.0510407	-0.06	-0.0600842	-0.0600352	-0.0599999	-0.06	-0.06	-0.0524284	-0.0601604	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485649	-0.06
285	0.057	-0.0599827	-0.0599978	-0.0601553	-0.0496129	-0.0599528	-0.0568853	-0.0599999	-0.0507783	-0.0562091	-0.052099	-0.0570942	-0.0489793	-0.0545128	-0.0581881	-0.0520883	-0.0563282	-0.058484	-0.0539917	-0.0547272	-0.0564298	-0.0516416	-0.0550478	-0.0510443	-0.06	-0.0600801	-0.0600337	-0.0599999	-0.06	-0.06	-0.0524507	-0.0601544	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485597	-0.06
288	0.0576	-0.0599827	-0.0599978	-0.0601494	-0.0496131	-0.0599527	-0.0569059	-0.0599999	-0.0507897	-0.0562319	-0.0521116	-0.057111	-0.048998	-0.0545425	-0.058199	-0.0521075	-0.0563484	-0.0584926	-0.0540094	-0.054757	-0.0564524	-0.0516533	-0.0550698	-0.0510479	-0.06	-0.0600761	-0.0600321	-0.0599999	-0.06	-0.06	-0.0524728	-0.0601484	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485546	-0.06
291	0.0582	-0.0599827	-0.0599978	-0.0601435	-0.0496133	-0.0599527	-0.0569265	-0.0599999	-0.0508011	-0.0562547	-0.0521241	-0.0571277	-0.0490167	-0.054572	-0.0582099	-0.0521266	-0.0563686	-0.0585011	-0.054027	-0.0547867	-0.056475	-0.051665	-0.0550918	-0.0510515	-0.06	-0.0600721	-0.0600306	-0.0599999	-0.06	-0.06	-0.0524949	-0.0601424	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485494	-0.06
294	0.0588	-0.0599826	-0.0599978	-0.0601376	-0.0496135	-0.0599527	-0.056947	-0.0599999	-0.0508124	-0.0562773	-0.0521366	-0.0571444	-0.0490352	-0.0546015	-0.0582208	-0.0521457	-0.0563887	-0.0585096	-0.0540446	-0.0548163	-0.0564974	-0.0516765	-0.0551138	-0.0510551	-0.06	-0.0600681	-0.0600291	-0.0599999	-0.06	-0.06	-0.0525167	-0.0601364	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485444	-0.06
297	0.0594	-0.0599826	-0.0599978	-0.0601317	-0.0496137	-0.0599527	-0.0569674	-0.0599999	-0.0508236	-0.0562999	-0.0521491	-0.0571611	-0.0490537	-0.0546309	-0.0582317	-0.0521647	-0.0564088	-0.0585181	-0.0540621	-0.0548459	-0.0565198	-0.0516881	-0.0551357	-0.0510587	-0.06	-0.0600641	-0.0600276	-0.0599999	-0.06	-0.06	-0.0525385	-0.0601305	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485393	-0.06
300	0.06	-0.0599826	-0.0599978	-0.0601259	-0.049614	-0.0599527	-0.0569878	-0.0599999	-0.0508348	-0.0563225	-0.0521615	-0.0571778	-0.0490721	-0.0546603	-0.0582426	-0.0521836	-0.0564289	-0.0585266	-0.0540796	-0.0548754	-0.0565422	-0.0516995	-0.0551576	-0.0510623	-0.06	-0.0600602	-0.060026	-0.0599999	-0.06	-0.06	-0.0525601	-0.0601247	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485343	-0.06
303	0.0606	-0.0599826	-0.0599978	-0.0601202	-0.0496142	-0.0599527	-0.0570081	-0.0599999	-0.0508459	-0.0563449	-0.0521739	-0.0571945	-0.0490904	-0.0546896	-0.0582534	-0.0522025	-0.0564489	-0.0585351	-0.054097	-0.0549048	-0.0565644	-0.0517109	-0.0551794	-0.0510659	-0.06	-0.0600563	-0.0600245	-0.0599999	-0.06	-0.06	-0.0525816	-0.0601188	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485293	-0.06
306	0.0612	-0.0599826	-0.0599978	-0.0601144	-0.0496145	-0.0599527	-0.0570283	-0.0599999	-0.050857	-0.0563673	-0.0521862	-0.0572111	-0.0491087	-0.0547188	-0.0582642	-0.0522213	-0.0564689	-0.0585436	-0.0541144	-0.0549342	-0.0565866	-0.0517223	-0.0552013	-0.0510695	-0.06	-0.0600524	-0.0600231	-0.0599999	-0.06	-0.06	-0.052603	-0.060113	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485243	-0.06
309	0.0618	-0.0599826	-0.0599978	-0.0601087	-0.0496148	-0.0599526	-0.0570485	-0.0599999	-0.050868	-0.0563897	-0.0521985	-0.0572276	-0.0491268	-0.054748	-0.058275	-0.05224	-0.0564889	-0.058552	-0.0541318	-0.0549635	-0.0566087	-0.0517335	-0.0552231	-0.0510731	-0.06	-0.0600486	-0.0600216	-0.0599999	-0.06	-0.06	-0.0526242	-0.0601073	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485193	-0.06
312	0.0624	-0.0599826	-0.0599978	-0.0601031	-0.0496151	-0.0599526	-0.0570685	-0.0599999	-0.0508789	-0.0564119	-0.0522108	-0.0572442	-0.0491449	-0.0547771	-0.0582857	-0.0522587	-0.0565088	-0.0585605	-0.0541491	-0.0549928	-0.0566308	-0.0517447	-0.0552448	-0.0510766	-0.06	-0.0600447	-0.0600201	-0.0599999	-0.06	-0.06	-0.0526453	-0.0601016	-0.0599999	-0.0599961	-0.0599963	-0.0599999	-0.059996	-0.0485144	-0.06
