TimeSlice	Time	neur39	neur40	neur41	neur42	neur43	neur44
1668	0.3336	-0.0596704	-0.0550976	-0.059544	-0.0533175	-0.0562762	-0.0599764
1669	0.3338	-0.0596674	-0.0550984	-0.0595446	-0.0533215	-0.0562812	-0.059976
1670	0.334	-0.0596644	-0.0550992	-0.0595452	-0.0533256	-0.0562862	-0.0599757
1671	0.3342	-0.0596613	-0.0551	-0.0595458	-0.0533296	-0.0562912	-0.0599753
1672	0.3344	-0.0596583	-0.0551009	-0.0595463	-0.0533337	-0.0562962	-0.0599749
1673	0.3346	-0.0596552	-0.0551017	-0.0595469	-0.0533378	-0.0563012	-0.0599745
1674	0.3348	-0.0596522	-0.0551025	-0.0595475	-0.0533419	-0.0563062	-0.0599741
1675	0.335	-0.0596491	-0.0551033	-0.0595481	-0.0533459	-0.0563112	-0.0599738
1676	0.3352	-0.059646	-0.0551042	-0.0595486	-0.05335	-0.0563162	-0.0599734
1677	0.3354	-0.0596429	-0.055105	-0.0595492	-0.0533541	-0.0563213	-0.059973
1678	0.3356	-0.0596398	-0.0551058	-0.0595498	-0.0533582	-0.0563263	-0.0599726
1679	0.3358	-0.0596367	-0.0551066	-0.0595504	-0.0533623	-0.0563313	-0.0599722
1680	0.336	-0.0596335	-0.0551075	-0.059551	-0.0533664	-0.0563364	-0.0599718
1681	0.3362	-0.0596304	-0.0551083	-0.0595515	-0.0533705	-0.0563414	-0.0599714
1682	0.3364	-0.0596272	-0.0551092	-0.0595521	-0.0533746	-0.0563465	-0.0599711
1683	0.3366	-0.059624	-0.05511	-0.0595527	-0.0533787	-0.0563516	-0.0599707
1684	0.3368	-0.0596208	-0.0551108	-0.0595533	-0.0533828	-0.0563566	-0.0599703
1685	0.337	-0.0596176	-0.0551117	-0.0595538	-0.053387	-0.0563617	-0.0599699
1686	0.3372	-0.0596144	-0.0551125	-0.0595544	-0.0533911	-0.0563668	-0.0599695
1687	0.3374	-0.0596111	-0.0551134	-0.059555	-0.0533952	-0.0563719	-0.0599691
1688	0.3376	-0.0596079	-0.0551142	-0.0595556	-0.0533993	-0.056377	-0.0599687
1689	0.3378	-0.0596046	-0.0551151	-0.0595561	-0.0534035	-0.0563821	-0.0599683
1690	0.338	-0.0596013	-0.055116	-0.0595567	-0.0534076	-0.0563872	-0.059968
1691	0.3382	-0.059598	-0.0551168	-0.0595573	-0.0534118	-0.0563923	-0.0599676
1692	0.3384	-0.0595947	-0.0551177	-0.0595579	-0.0534159	-0.0563974	-0.0599672
1693	0.3386	-0.0595914	-0.0551185	-0.0595584	-0.05342	-0.0564025	-0.0599668
1694	0.3388	-0.0595881	-0.0551194	-0.059559	-0.0534242	-0.0564077	-0.0599664
1695	0.339	-0.0595847	-0.0551203	-0.0595596	-0.0534283	-0.0564128	-0.059966
1696	0.3392	-0.0595814	-0.0551212	-0.0595602	-0.0534325	-0.0564179	-0.0599656
1697	0.3394	-0.059578	-0.055122	-0.0595607	-0.0534367	-0.0564231	-0.0599652
1698	0.3396	-0.0595746	-0.0551229	-0.0595613	-0.0534408	-0.0564282	-0.0599648
1699	0.3398	-0.0595712	-0.0551238	-0.0595619	-0.053445	-0.0564334	-0.0599644
1700	0.34	-0.0595678	-0.0551247	-0.0595624	-0.0534492	-0.0564385	-0.059964
1701	0.3402	-0.0595643	-0.0551256	-0.059563	-0.0534533	-0.0564437	-0.0599636
1702	0.3404	-0.0595609	-0.0551264	-0.0595636	-0.0534575	-0.0564489	-0.0599632
1703	0.3406	-0.0595574	-0.0551273	-0.0595642	-0.0534617	-0.056454	-0.0599628
1704	0.3408	-0.0595539	-0.0551282	-0.0595647	-0.0534659	-0.0564592	-0.0599624
1705	0.341	-0.0595504	-0.0551291	-0.0595653	-0.05347	-0.0564644	-0.059962
1706	0.3412	-0.0595469	-0.05513	-0.0595659	-0.0534742	-0.0564696	-0.0599616
1707	0.3414	-0.0595434	-0.0551309	-0.0595664	-0.0534784	-0.0564748	-0.0599612
1708	0.3416	-0.0595399	-0.0551318	-0.059567	-0.0534826	-0.05648	-0.0599608
1709	0.3418	-0.0595363	-0.0551327	-0.0595676	-0.0534868	-0.0564852	-0.0599604
1710	0.342	-0.0595328	-0.0551336	-0.0595681	-0.053491	-0.0564904	-0.05996
1711	0.3422	-0.0595292	-0.0551345	-0.0595687	-0.0534952	-0.0564956	-0.0599596
1712	0.3424	-0.0595256	-0.0551355	-0.0595693	-0.0534994	-0.0565009	-0.0599592
1713	0.3426	-0.059522	-0.0551364	-0.0595699	-0.0535036	-0.0565061	-0.0599588
1714	0.3428	-0.0595184	-0.0551373	-0.0595704	-0.0535078	-0.0565113	-0.0599584
1715	0.343	-0.0595147	-0.0551382	-0.059571	-0.053512	-0.0565165	-0.059958
1716	0.3432	-0.0595111	-0.0551391	-0.0595716	-0.0535162	-0.0565218	-0.0599576
1717	0.3434	-0.0595074	-0.0551401	-0.0595721	-0.0535204	-0.056527	-0.0599572
1718	0.3436	-0.0595037	-0.055141	-0.0595727	-0.0535246	-0.0565323	-0.0599568
1719	0.3438	-0.0595	-0.0551419	-0.0595733	-0.0535288	-0.0565375	-0.0599564
1720	0.344	-0.0594963	-0.0551429	-0.0595738	-0.053533	-0.0565428	-0.059956
1721	0.3442	-0.0594926	-0.0551438	-0.0595744	-0.0535373	-0.0565481	-0.0599556
1722	0.3444	-0.0594889	-0.0551448	-0.059575	-0.0535415	-0.0565533	-0.0599552
1723	0.3446	-0.0594851	-0.0551457	-0.0595755	-0.0535457	-0.0565586	-0.0599548
1724	0.3448	-0.0594813	-0.0551466	-0.0595761	-0.0535499	-0.0565639	-0.0599544
1725	0.345	-0.0594775	-0.0551476	-0.0595766	-0.0535541	-0.0565692	-0.0599539
1726	0.3452	-0.0594737	-0.0551485	-0.0595772	-0.0535584	-0.0565744	-0.0599535
1727	0.3454	-0.0594699	-0.0551495	-0.0595778	-0.0535626	-0.0565797	-0.0599531
1728	0.3456	-0.0594661	-0.0551505	-0.0595783	-0.0535668	-0.056585	-0.0599527
1729	0.3458	-0.0594623	-0.0551514	-0.0595789	-0.053571	-0.0565903	-0.0599523
1730	0.346	-0.0594584	-0.0551524	-0.0595795	-0.0535753	-0.0565956	-0.0599519
1731	0.3462	-0.0594545	-0.0551534	-0.05958	-0.0535795	-0.056601	-0.0599515
1732	0.3464	-0.0594506	-0.0551543	-0.0595806	-0.0535837	-0.0566063	-0.0599511
1733	0.3466	-0.0594467	-0.0551553	-0.0595811	-0.053588	-0.0566116	-0.0599507
1734	0.3468	-0.0594428	-0.0551563	-0.0595817	-0.0535922	-0.0566169	-0.0599503
1735	0.347	-0.0594389	-0.0551573	-0.0595823	-0.0535965	-0.0566222	-0.0599498
1736	0.3472	-0.0594349	-0.0551582	-0.0595828	-0.0536007	-0.0566276	-0.0599494
1737	0.3474	-0.059431	-0.0551592	-0.0595834	-0.0536049	-0.0566329	-0.059949
1738	0.3476	-0.059427	-0.0551602	-0.059584	-0.0536092	-0.0566382	-0.0599486
1739	0.3478	-0.059423	-0.0551612	-0.0595845	-0.0536134	-0.0566436	-0.0599482
1740	0.348	-0.059419	-0.0551622	-0.0595851	-0.0536177	-0.0566489	-0.0599478
1741	0.3482	-0.0594149	-0.0551632	-0.0595856	-0.0536219	-0.0566543	-0.0599474
1742	0.3484	-0.0594109	-0.0551642	-0.0595862	-0.0536261	-0.0566596	-0.0599469
1743	0.3486	-0.0594069	-0.0551652	-0.0595868	-0.0536304	-0.056665	-0.0599465
1744	0.3488	-0.0594028	-0.0551662	-0.0595873	-0.0536346	-0.0566704	-0.0599461
1745	0.349	-0.0593987	-0.0551672	-0.0595879	-0.0536389	-0.0566757	-0.0599457
1746	0.3492	-0.0593946	-0.0551682	-0.0595884	-0.0536431	-0.0566811	-0.0599453
1747	0.3494	-0.0593905	-0.0551693	-0.059589	-0.0536474	-0.0566865	-0.0599449
1748	0.3496	-0.0593863	-0.0551703	-0.0595895	-0.0536516	-0.0566918	-0.0599445
1749	0.3498	-0.0593822	-0.0551713	-0.0595901	-0.0536559	-0.0566972	-0.059944
1750	0.35	-0.059378	-0.0551723	-0.0595907	-0.0536601	-0.0567026	-0.0599436
1751	0.3502	-0.0593738	-0.0551733	-0.0595912	-0.0536644	-0.056708	-0.0599432
1752	0.3504	-0.0593696	-0.0551744	-0.0595918	-0.0536686	-0.0567134	-0.0599428
1753	0.3506	-0.0593654	-0.0551754	-0.0595923	-0.0536729	-0.0567188	-0.0599424
1754	0.3508	-0.0593612	-0.0551765	-0.0595929	-0.0536771	-0.0567242	-0.059942
1755	0.351	-0.059357	-0.0551775	-0.0595934	-0.0536814	-0.0567296	-0.0599415
1756	0.3512	-0.0593527	-0.0551785	-0.059594	-0.0536856	-0.056735	-0.0599411
1757	0.3514	-0.0593484	-0.0551796	-0.0595945	-0.0536899	-0.0567404	-0.0599407
1758	0.3516	-0.0593441	-0.0551806	-0.0595951	-0.0536941	-0.0567458	-0.0599403
1759	0.3518	-0.0593398	-0.0551817	-0.0595957	-0.0536984	-0.0567513	-0.0599399
1760	0.352	-0.0593355	-0.0551828	-0.0595962	-0.0537026	-0.0567567	-0.0599395
1761	0.3522	-0.0593312	-0.0551838	-0.0595968	-0.0537069	-0.0567621	-0.059939
1762	0.3524	-0.0593268	-0.0551849	-0.0595973	-0.0537111	-0.0567675	-0.0599386
1763	0.3526	-0.0593224	-0.055186	-0.0595979	-0.0537154	-0.056773	-0.0599382
1764	0.3528	-0.0593181	-0.055187	-0.0595984	-0.0537196	-0.0567784	-0.0599378
1765	0.353	-0.0593137	-0.0551881	-0.059599	-0.0537239	-0.0567838	-0.0599374
1766	0.3532	-0.0593092	-0.0551892	-0.0595995	-0.0537281	-0.0567893	-0.0599369
1767	0.3534	-0.0593048	-0.0551903	-0.0596001	-0.0537324	-0.0567947	-0.0599365
1768	0.3536	-0.0593004	-0.0551913	-0.0596006	-0.0537366	-0.0568002	-0.0599361
1769	0.3538	-0.0592959	-0.0551924	-0.0596012	-0.0537409	-0.0568056	-0.0599357
1770	0.354	-0.0592914	-0.0551935	-0.0596017	-0.0537451	-0.0568111	-0.0599353
1771	0.3542	-0.0592869	-0.0551946	-0.0596023	-0.0537494	-0.0568165	-0.0599348
1772	0.3544	-0.0592824	-0.0551957	-0.0596028	-0.0537536	-0.056822	-0.0599344
1773	0.3546	-0.0592779	-0.0551968	-0.0596034	-0.0537579	-0.0568275	-0.059934
1774	0.3548	-0.0592733	-0.0551979	-0.0596039	-0.0537621	-0.0568329	-0.0599336
1775	0.355	-0.0592688	-0.055199	-0.0596045	-0.0537664	-0.0568384	-0.0599332
1776	0.3552	-0.0592642	-0.0552002	-0.059605	-0.0537706	-0.0568439	-0.0599327
1777	0.3554	-0.0592596	-0.0552013	-0.0596056	-0.0537748	-0.0568494	-0.0599323
1778	0.3556	-0.059255	-0.0552024	-0.0596061	-0.0537791	-0.0568548	-0.0599319
1779	0.3558	-0.0592504	-0.0552035	-0.0596067	-0.0537833	-0.0568603	-0.0599315
1780	0.356	-0.0592457	-0.0552046	-0.0596072	-0.0537876	-0.0568658	-0.0599311
1781	0.3562	-0.0592411	-0.0552058	-0.0596078	-0.0537918	-0.0568713	-0.0599306
1782	0.3564	-0.0592364	-0.0552069	-0.0596083	-0.0537961	-0.0568768	-0.0599302
1783	0.3566	-0.0592317	-0.055208	-0.0596089	-0.0538003	-0.0568823	-0.0599298
1784	0.3568	-0.059227	-0.0552092	-0.0596094	-0.0538045	-0.0568878	-0.0599294
1785	0.357	-0.0592223	-0.0552103	-0.05961	-0.0538088	-0.0568933	-0.059929
1786	0.3572	-0.0592175	-0.0552115	-0.0596105	-0.053813	-0.0568988	-0.0599285
1787	0.3574	-0.0592128	-0.0552126	-0.0596111	-0.0538172	-0.0569043	-0.0599281
1788	0.3576	-0.059208	-0.0552138	-0.0596116	-0.0538215	-0.0569098	-0.0599277
1789	0.3578	-0.0592032	-0.0552149	-0.0596121	-0.0538257	-0.0569153	-0.0599273
1790	0.358	-0.0591984	-0.0552161	-0.0596127	-0.0538299	-0.0569208	-0.0599269
1791	0.3582	-0.0591936	-0.0552173	-0.0596132	-0.0538342	-0.0569263	-0.0599264
1792	0.3584	-0.0591888	-0.0552185	-0.0596138	-0.0538384	-0.0569318	-0.059926
1793	0.3586	-0.0591839	-0.0552196	-0.0596143	-0.0538426	-0.0569374	-0.0599256
1794	0.3588	-0.0591791	-0.0552208	-0.0596149	-0.0538469	-0.0569429	-0.0599252
1795	0.359	-0.0591742	-0.055222	-0.0596154	-0.0538511	-0.0569484	-0.0599248
1796	0.3592	-0.0591693	-0.0552232	-0.059616	-0.0538553	-0.0569539	-0.0599243
1797	0.3594	-0.0591643	-0.0552244	-0.0596165	-0.0538595	-0.0569595	-0.0599239
1798	0.3596	-0.0591594	-0.0552256	-0.059617	-0.0538637	-0.056965	-0.0599235
1799	0.3598	-0.0591545	-0.0552268	-0.0596176	-0.053868	-0.0569705	-0.0599231
1800	0.36	-0.0591495	-0.055228	-0.0596181	-0.0538722	-0.0569761	-0.0599227
1801	0.3602	-0.0591445	-0.0552292	-0.0596187	-0.0538764	-0.0569816	-0.0599222
1802	0.3604	-0.0591395	-0.0552304	-0.0596192	-0.0538806	-0.0569871	-0.0599218
1803	0.3606	-0.0591345	-0.0552316	-0.0596197	-0.0538848	-0.0569927	-0.0599214
1804	0.3608	-0.0591295	-0.0552328	-0.0596203	-0.053889	-0.0569982	-0.059921
1805	0.361	-0.0591244	-0.055234	-0.0596208	-0.0538932	-0.0570038	-0.0599206
1806	0.3612	-0.0591193	-0.0552352	-0.0596214	-0.0538974	-0.0570093	-0.0599201
1807	0.3614	-0.0591143	-0.0552365	-0.0596219	-0.0539016	-0.0570149	-0.0599197
1808	0.3616	-0.0591092	-0.0552377	-0.0596224	-0.0539058	-0.0570204	-0.0599193
1809	0.3618	-0.059104	-0.0552389	-0.059623	-0.05391	-0.057026	-0.0599189
1810	0.362	-0.0590989	-0.0552402	-0.0596235	-0.0539142	-0.0570315	-0.0599185
1811	0.3622	-0.0590938	-0.0552414	-0.0596241	-0.0539184	-0.0570371	-0.059918
1812	0.3624	-0.0590886	-0.0552427	-0.0596246	-0.0539226	-0.0570426	-0.0599176
1813	0.3626	-0.0590834	-0.0552439	-0.0596251	-0.0539268	-0.0570482	-0.0599172
1814	0.3628	-0.0590782	-0.0552452	-0.0596257	-0.053931	-0.0570538	-0.0599168
1815	0.363	-0.059073	-0.0552464	-0.0596262	-0.0539352	-0.0570593	-0.0599164
1816	0.3632	-0.0590678	-0.0552477	-0.0596268	-0.0539394	-0.0570649	-0.059916
1817	0.3634	-0.0590625	-0.0552489	-0.0596273	-0.0539435	-0.0570705	-0.0599155
1818	0.3636	-0.0590572	-0.0552502	-0.0596278	-0.0539477	-0.057076	-0.0599151
1819	0.3638	-0.059052	-0.0552515	-0.0596284	-0.0539519	-0.0570816	-0.0599147
1820	0.364	-0.0590467	-0.0552528	-0.0596289	-0.0539561	-0.0570872	-0.0599143
1821	0.3642	-0.0590413	-0.0552541	-0.0596294	-0.0539602	-0.0570928	-0.0599139
1822	0.3644	-0.059036	-0.0552553	-0.05963	-0.0539644	-0.0570983	-0.0599135
1823	0.3646	-0.0590307	-0.0552566	-0.0596305	-0.0539686	-0.0571039	-0.059913
1824	0.3648	-0.0590253	-0.0552579	-0.059631	-0.0539727	-0.0571095	-0.0599126
1825	0.365	-0.0590199	-0.0552592	-0.0596316	-0.0539769	-0.0571151	-0.0599122
1826	0.3652	-0.0590145	-0.0552605	-0.0596321	-0.053981	-0.0571207	-0.0599118
1827	0.3654	-0.0590091	-0.0552618	-0.0596326	-0.0539852	-0.0571262	-0.0599114
1828	0.3656	-0.0590036	-0.0552631	-0.0596332	-0.0539894	-0.0571318	-0.059911
1829	0.3658	-0.0589982	-0.0552645	-0.0596337	-0.0539935	-0.0571374	-0.0599106
1830	0.366	-0.0589927	-0.0552658	-0.0596342	-0.0539976	-0.057143	-0.0599101
1831	0.3662	-0.0589872	-0.0552671	-0.0596348	-0.0540018	-0.0571486	-0.0599097
1832	0.3664	-0.0589817	-0.0552684	-0.0596353	-0.0540059	-0.0571542	-0.0599093
1833	0.3666	-0.0589762	-0.0552698	-0.0596358	-0.0540101	-0.0571598	-0.0599089
1834	0.3668	-0.0589707	-0.0552711	-0.0596364	-0.0540142	-0.0571654	-0.0599085
1835	0.367	-0.0589651	-0.0552724	-0.0596369	-0.0540183	-0.057171	-0.0599081
1836	0.3672	-0.0589596	-0.0552738	-0.0596374	-0.0540225	-0.0571766	-0.0599077
1837	0.3674	-0.058954	-0.0552751	-0.059638	-0.0540266	-0.0571822	-0.0599073
1838	0.3676	-0.0589484	-0.0552765	-0.0596385	-0.0540307	-0.0571878	-0.0599068
1839	0.3678	-0.0589428	-0.0552778	-0.059639	-0.0540348	-0.0571934	-0.0599064
1840	0.368	-0.0589371	-0.0552792	-0.0596395	-0.0540389	-0.057199	-0.059906
1841	0.3682	-0.0589315	-0.0552805	-0.0596401	-0.0540431	-0.0572046	-0.0599056
1842	0.3684	-0.0589258	-0.0552819	-0.0596406	-0.0540472	-0.0572102	-0.0599052
1843	0.3686	-0.0589201	-0.0552833	-0.0596411	-0.0540513	-0.0572158	-0.0599048
1844	0.3688	-0.0589144	-0.0552847	-0.0596417	-0.0540554	-0.0572214	-0.0599044
1845	0.369	-0.0589087	-0.055286	-0.0596422	-0.0540595	-0.057227	-0.059904
1846	0.3692	-0.0589029	-0.0552874	-0.0596427	-0.0540636	-0.0572326	-0.0599036
1847	0.3694	-0.0588972	-0.0552888	-0.0596432	-0.0540677	-0.0572382	-0.0599032
1848	0.3696	-0.0588914	-0.0552902	-0.0596438	-0.0540717	-0.0572438	-0.0599028
1849	0.3698	-0.0588856	-0.0552916	-0.0596443	-0.0540758	-0.0572494	-0.0599024
1850	0.37	-0.0588798	-0.055293	-0.0596448	-0.0540799	-0.057255	-0.0599019
1851	0.3702	-0.058874	-0.0552944	-0.0596453	-0.054084	-0.0572606	-0.0599015
1852	0.3704	-0.0588681	-0.0552958	-0.0596459	-0.0540881	-0.0572662	-0.0599011
1853	0.3706	-0.0588623	-0.0552972	-0.0596464	-0.0540921	-0.0572718	-0.0599007
1854	0.3708	-0.0588564	-0.0552987	-0.0596469	-0.0540962	-0.0572774	-0.0599003
1855	0.371	-0.0588505	-0.0553001	-0.0596474	-0.0541003	-0.057283	-0.0598999
1856	0.3712	-0.0588446	-0.0553015	-0.059648	-0.0541043	-0.0572887	-0.0598995
1857	0.3714	-0.0588387	-0.0553029	-0.0596485	-0.0541084	-0.0572943	-0.0598991
1858	0.3716	-0.0588327	-0.0553044	-0.059649	-0.0541124	-0.0572999	-0.0598987
1859	0.3718	-0.0588268	-0.0553058	-0.0596495	-0.0541165	-0.0573055	-0.0598983
1860	0.372	-0.0588208	-0.0553073	-0.0596501	-0.0541205	-0.0573111	-0.0598979
1861	0.3722	-0.0588148	-0.0553087	-0.0596506	-0.0541246	-0.0573167	-0.0598975
1862	0.3724	-0.0588088	-0.0553102	-0.0596511	-0.0541286	-0.0573223	-0.0598971
1863	0.3726	-0.0588028	-0.0553116	-0.0596516	-0.0541326	-0.057328	-0.0598967
1864	0.3728	-0.0587967	-0.0553131	-0.0596522	-0.0541366	-0.0573336	-0.0598963
1865	0.373	-0.0587907	-0.0553146	-0.0596527	-0.0541407	-0.0573392	-0.0598959
1866	0.3732	-0.0587846	-0.055316	-0.0596532	-0.0541447	-0.0573448	-0.0598955
1867	0.3734	-0.0587785	-0.0553175	-0.0596537	-0.0541487	-0.0573504	-0.0598951
1868	0.3736	-0.0587724	-0.055319	-0.0596542	-0.0541527	-0.057356	-0.0598947
1869	0.3738	-0.0587662	-0.0553205	-0.0596548	-0.0541567	-0.0573616	-0.0598943
1870	0.374	-0.0587601	-0.055322	-0.0596553	-0.0541607	-0.0573673	-0.0598939
1871	0.3742	-0.0587539	-0.0553235	-0.0596558	-0.0541647	-0.0573729	-0.0598935
1872	0.3744	-0.0587477	-0.0553249	-0.0596563	-0.0541687	-0.0573785	-0.0598931
1873	0.3746	-0.0587415	-0.0553265	-0.0596568	-0.0541727	-0.0573841	-0.0598927
1874	0.3748	-0.0587353	-0.055328	-0.0596574	-0.0541767	-0.0573897	-0.0598923
1875	0.375	-0.0587291	-0.0553295	-0.0596579	-0.0541807	-0.0573953	-0.059892
1876	0.3752	-0.0587228	-0.055331	-0.0596584	-0.0541846	-0.057401	-0.0598916
1877	0.3754	-0.0587166	-0.0553325	-0.0596589	-0.0541886	-0.0574066	-0.0598912
1878	0.3756	-0.0587103	-0.055334	-0.0596594	-0.0541926	-0.0574122	-0.0598908
1879	0.3758	-0.058704	-0.0553356	-0.05966	-0.0541966	-0.0574178	-0.0598904
1880	0.376	-0.0586977	-0.0553371	-0.0596605	-0.0542005	-0.0574234	-0.05989
1881	0.3762	-0.0586913	-0.0553386	-0.059661	-0.0542045	-0.057429	-0.0598896
1882	0.3764	-0.058685	-0.0553402	-0.0596615	-0.0542084	-0.0574347	-0.0598892
1883	0.3766	-0.0586786	-0.0553417	-0.059662	-0.0542124	-0.0574403	-0.0598888
1884	0.3768	-0.0586722	-0.0553433	-0.0596625	-0.0542163	-0.0574459	-0.0598884
1885	0.377	-0.0586658	-0.0553448	-0.059663	-0.0542202	-0.0574515	-0.0598881
1886	0.3772	-0.0586594	-0.0553464	-0.0596636	-0.0542242	-0.0574571	-0.0598877
1887	0.3774	-0.0586529	-0.055348	-0.0596641	-0.0542281	-0.0574627	-0.0598873
1888	0.3776	-0.0586465	-0.0553495	-0.0596646	-0.054232	-0.0574683	-0.0598869
1889	0.3778	-0.05864	-0.0553511	-0.0596651	-0.0542359	-0.057474	-0.0598865
1890	0.378	-0.0586335	-0.0553527	-0.0596656	-0.0542398	-0.0574796	-0.0598861
1891	0.3782	-0.058627	-0.0553543	-0.0596661	-0.0542437	-0.0574852	-0.0598858
1892	0.3784	-0.0586205	-0.0553559	-0.0596667	-0.0542476	-0.0574908	-0.0598854
1893	0.3786	-0.058614	-0.0553574	-0.0596672	-0.0542515	-0.0574964	-0.059885
1894	0.3788	-0.0586074	-0.055359	-0.0596677	-0.0542554	-0.057502	-0.0598846
1895	0.379	-0.0586008	-0.0553606	-0.0596682	-0.0542593	-0.0575076	-0.0598842
1896	0.3792	-0.0585942	-0.0553623	-0.0596687	-0.0542632	-0.0575132	-0.0598839
1897	0.3794	-0.0585876	-0.0553639	-0.0596692	-0.0542671	-0.0575188	-0.0598835
1898	0.3796	-0.058581	-0.0553655	-0.0596697	-0.054271	-0.0575244	-0.0598831
1899	0.3798	-0.0585743	-0.0553671	-0.0596702	-0.0542748	-0.0575301	-0.0598827
1900	0.38	-0.0585677	-0.0553687	-0.0596708	-0.0542787	-0.0575357	-0.0598823
1901	0.3802	-0.058561	-0.0553704	-0.0596713	-0.0542825	-0.0575413	-0.059882
1902	0.3804	-0.0585543	-0.055372	-0.0596718	-0.0542864	-0.0575469	-0.0598816
1903	0.3806	-0.0585476	-0.0553736	-0.0596723	-0.0542902	-0.0575525	-0.0598812
1904	0.3808	-0.0585409	-0.0553753	-0.0596728	-0.0542941	-0.0575581	-0.0598809
1905	0.381	-0.0585341	-0.0553769	-0.0596733	-0.0542979	-0.0575637	-0.0598805
1906	0.3812	-0.0585274	-0.0553786	-0.0596738	-0.0543017	-0.0575693	-0.0598801
1907	0.3814	-0.0585206	-0.0553802	-0.0596743	-0.0543056	-0.0575749	-0.0598797
1908	0.3816	-0.0585138	-0.0553819	-0.0596748	-0.0543094	-0.0575805	-0.0598794
1909	0.3818	-0.058507	-0.0553836	-0.0596753	-0.0543132	-0.0575861	-0.059879
1910	0.382	-0.0585001	-0.0553852	-0.0596758	-0.054317	-0.0575917	-0.0598786
1911	0.3822	-0.0584933	-0.0553869	-0.0596764	-0.0543208	-0.0575973	-0.0598783
1912	0.3824	-0.0584864	-0.0553886	-0.0596769	-0.0543246	-0.0576029	-0.0598779
1913	0.3826	-0.0584796	-0.0553903	-0.0596774	-0.0543284	-0.0576085	-0.0598775
1914	0.3828	-0.0584727	-0.055392	-0.0596779	-0.0543322	-0.0576141	-0.0598772
1915	0.383	-0.0584657	-0.0553937	-0.0596784	-0.054336	-0.0576197	-0.0598768
1916	0.3832	-0.0584588	-0.0553954	-0.0596789	-0.0543398	-0.0576252	-0.0598764
1917	0.3834	-0.0584519	-0.0553971	-0.0596794	-0.0543435	-0.0576308	-0.0598761
1918	0.3836	-0.0584449	-0.0553988	-0.0596799	-0.0543473	-0.0576364	-0.0598757
1919	0.3838	-0.0584379	-0.0554005	-0.0596804	-0.0543511	-0.057642	-0.0598754
1920	0.384	-0.0584309	-0.0554022	-0.0596809	-0.0543548	-0.0576476	-0.059875
1921	0.3842	-0.0584239	-0.0554039	-0.0596814	-0.0543586	-0.0576532	-0.0598747
1922	0.3844	-0.0584169	-0.0554057	-0.0596819	-0.0543623	-0.0576588	-0.0598743
1923	0.3846	-0.0584098	-0.0554074	-0.0596824	-0.054366	-0.0576643	-0.0598739
1924	0.3848	-0.0584028	-0.0554091	-0.0596829	-0.0543698	-0.0576699	-0.0598736
1925	0.385	-0.0583957	-0.0554109	-0.0596834	-0.0543735	-0.0576755	-0.0598732
1926	0.3852	-0.0583886	-0.0554126	-0.0596839	-0.0543772	-0.0576811	-0.0598729
1927	0.3854	-0.0583815	-0.0554144	-0.0596844	-0.0543809	-0.0576867	-0.0598725
1928	0.3856	-0.0583743	-0.0554162	-0.059685	-0.0543846	-0.0576922	-0.0598722
1929	0.3858	-0.0583672	-0.0554179	-0.0596855	-0.0543883	-0.0576978	-0.0598718
1930	0.386	-0.05836	-0.0554197	-0.059686	-0.054392	-0.0577034	-0.0598715
1931	0.3862	-0.0583528	-0.0554215	-0.0596865	-0.0543957	-0.057709	-0.0598711
1932	0.3864	-0.0583456	-0.0554232	-0.059687	-0.0543994	-0.0577145	-0.0598708
1933	0.3866	-0.0583384	-0.055425	-0.0596875	-0.0544031	-0.0577201	-0.0598704
1934	0.3868	-0.0583312	-0.0554268	-0.059688	-0.0544068	-0.0577257	-0.0598701
1935	0.387	-0.0583239	-0.0554286	-0.0596885	-0.0544104	-0.0577312	-0.0598697
1936	0.3872	-0.0583166	-0.0554304	-0.059689	-0.0544141	-0.0577368	-0.0598694
1937	0.3874	-0.0583094	-0.0554322	-0.0596895	-0.0544178	-0.0577423	-0.0598691
1938	0.3876	-0.0583021	-0.055434	-0.05969	-0.0544214	-0.0577479	-0.0598687
1939	0.3878	-0.0582947	-0.0554358	-0.0596905	-0.054425	-0.0577535	-0.0598684
1940	0.388	-0.0582874	-0.0554376	-0.059691	-0.0544287	-0.057759	-0.059868
1941	0.3882	-0.0582801	-0.0554394	-0.0596915	-0.0544323	-0.0577646	-0.0598677
1942	0.3884	-0.0582727	-0.0554413	-0.059692	-0.0544359	-0.0577701	-0.0598674
1943	0.3886	-0.0582653	-0.0554431	-0.0596925	-0.0544396	-0.0577757	-0.059867
1944	0.3888	-0.0582579	-0.0554449	-0.059693	-0.0544432	-0.0577812	-0.0598667
1945	0.389	-0.0582505	-0.0554468	-0.0596935	-0.0544468	-0.0577868	-0.0598664
1946	0.3892	-0.0582431	-0.0554486	-0.059694	-0.0544504	-0.0577923	-0.059866
1947	0.3894	-0.0582356	-0.0554505	-0.0596945	-0.054454	-0.0577978	-0.0598657
1948	0.3896	-0.0582281	-0.0554523	-0.059695	-0.0544576	-0.0578034	-0.0598654
1949	0.3898	-0.0582207	-0.0554542	-0.0596955	-0.0544612	-0.0578089	-0.059865
1950	0.39	-0.0582132	-0.0554561	-0.059696	-0.0544647	-0.0578145	-0.0598647
1951	0.3902	-0.0582056	-0.0554579	-0.0596965	-0.0544683	-0.05782	-0.0598644
