TimeSlice	Time	neur39	neur40	neur41	neur42	neur43	neur44
10335	2.067	-0.0596686	-0.0606178	-0.0589114	-0.0572518	-0.051598	-0.057914
10336	2.0672	-0.059671	-0.0606181	-0.0589084	-0.0572548	-0.0515946	-0.0579165
10337	2.0674	-0.0596733	-0.0606185	-0.0589053	-0.0572579	-0.0515913	-0.0579191
10338	2.0676	-0.0596756	-0.0606188	-0.0589023	-0.0572609	-0.0515879	-0.0579217
10339	2.0678	-0.0596779	-0.0606192	-0.0588992	-0.0572639	-0.0515846	-0.0579242
10340	2.068	-0.0596802	-0.0606195	-0.0588962	-0.057267	-0.0515812	-0.0579268
10341	2.0682	-0.0596824	-0.0606198	-0.0588931	-0.05727	-0.0515779	-0.0579293
10342	2.0684	-0.0596846	-0.0606202	-0.05889	-0.0572731	-0.0515746	-0.0579319
10343	2.0686	-0.0596869	-0.0606205	-0.058887	-0.0572761	-0.0515713	-0.0579345
10344	2.0688	-0.059689	-0.0606208	-0.0588839	-0.0572792	-0.051568	-0.057937
10345	2.069	-0.0596912	-0.0606211	-0.0588808	-0.0572823	-0.0515647	-0.0579396
10346	2.0692	-0.0596934	-0.0606214	-0.0588777	-0.0572854	-0.0515615	-0.0579421
10347	2.0694	-0.0596955	-0.0606217	-0.0588746	-0.0572885	-0.0515582	-0.0579447
10348	2.0696	-0.0596976	-0.060622	-0.0588715	-0.0572916	-0.051555	-0.0579473
10349	2.0698	-0.0596997	-0.0606223	-0.0588684	-0.0572947	-0.0515518	-0.0579498
10350	2.07	-0.0597018	-0.0606225	-0.0588652	-0.0572978	-0.0515485	-0.0579524
10351	2.0702	-0.0597038	-0.0606228	-0.0588621	-0.0573009	-0.0515454	-0.057955
10352	2.0704	-0.0597059	-0.0606231	-0.058859	-0.057304	-0.0515422	-0.0579575
10353	2.0706	-0.0597079	-0.0606233	-0.0588558	-0.0573072	-0.051539	-0.0579601
10354	2.0708	-0.0597099	-0.0606236	-0.0588527	-0.0573103	-0.0515358	-0.0579626
10355	2.071	-0.0597118	-0.0606239	-0.0588495	-0.0573134	-0.0515327	-0.0579652
10356	2.0712	-0.0597138	-0.0606241	-0.0588464	-0.0573166	-0.0515295	-0.0579678
10357	2.0714	-0.0597157	-0.0606243	-0.0588432	-0.0573197	-0.0515264	-0.0579703
10358	2.0716	-0.0597177	-0.0606246	-0.05884	-0.0573229	-0.0515233	-0.0579729
10359	2.0718	-0.0597196	-0.0606248	-0.0588368	-0.0573261	-0.0515202	-0.0579755
10360	2.072	-0.0597215	-0.060625	-0.0588337	-0.0573293	-0.0515171	-0.057978
10361	2.0722	-0.0597233	-0.0606253	-0.0588305	-0.0573325	-0.051514	-0.0579806
10362	2.0724	-0.0597252	-0.0606255	-0.0588273	-0.0573356	-0.051511	-0.0579832
10363	2.0726	-0.059727	-0.0606257	-0.0588241	-0.0573388	-0.0515079	-0.0579857
10364	2.0728	-0.0597288	-0.0606259	-0.0588208	-0.057342	-0.0515049	-0.0579883
10365	2.073	-0.0597306	-0.0606261	-0.0588176	-0.0573453	-0.0515019	-0.0579909
10366	2.0732	-0.0597324	-0.0606263	-0.0588144	-0.0573485	-0.0514988	-0.0579934
10367	2.0734	-0.0597341	-0.0606265	-0.0588112	-0.0573517	-0.0514958	-0.057996
10368	2.0736	-0.0597358	-0.0606267	-0.0588079	-0.0573549	-0.0514929	-0.0579986
10369	2.0738	-0.0597376	-0.0606268	-0.0588047	-0.0573582	-0.0514899	-0.0580011
10370	2.074	-0.0597393	-0.060627	-0.0588014	-0.0573614	-0.0514869	-0.0580037
10371	2.0742	-0.0597409	-0.0606272	-0.0587982	-0.0573647	-0.051484	-0.0580063
10372	2.0744	-0.0597426	-0.0606273	-0.0587949	-0.0573679	-0.051481	-0.0580088
10373	2.0746	-0.0597442	-0.0606275	-0.0587917	-0.0573712	-0.0514781	-0.0580114
10374	2.0748	-0.0597459	-0.0606276	-0.0587884	-0.0573745	-0.0514752	-0.058014
10375	2.075	-0.0597475	-0.0606278	-0.0587851	-0.0573777	-0.0514723	-0.0580166
10376	2.0752	-0.059749	-0.0606279	-0.0587818	-0.057381	-0.0514694	-0.0580191
10377	2.0754	-0.0597506	-0.0606281	-0.0587785	-0.0573843	-0.0514665	-0.0580217
10378	2.0756	-0.0597522	-0.0606282	-0.0587752	-0.0573876	-0.0514636	-0.0580243
10379	2.0758	-0.0597537	-0.0606283	-0.0587719	-0.0573909	-0.0514608	-0.0580268
10380	2.076	-0.0597552	-0.0606284	-0.0587686	-0.0573942	-0.051458	-0.0580294
10381	2.0762	-0.0597567	-0.0606285	-0.0587653	-0.0573975	-0.0514551	-0.058032
10382	2.0764	-0.0597582	-0.0606286	-0.058762	-0.0574008	-0.0514523	-0.0580346
10383	2.0766	-0.0597596	-0.0606287	-0.0587586	-0.0574041	-0.0514495	-0.0580371
10384	2.0768	-0.0597611	-0.0606288	-0.0587553	-0.0574075	-0.0514467	-0.0580397
10385	2.077	-0.0597625	-0.0606289	-0.058752	-0.0574108	-0.0514439	-0.0580423
10386	2.0772	-0.0597639	-0.060629	-0.0587486	-0.0574142	-0.0514412	-0.0580449
10387	2.0774	-0.0597653	-0.0606291	-0.0587453	-0.0574175	-0.0514384	-0.0580474
10388	2.0776	-0.0597667	-0.0606292	-0.0587419	-0.0574209	-0.0514357	-0.05805
10389	2.0778	-0.059768	-0.0606292	-0.0587385	-0.0574242	-0.051433	-0.0580526
10390	2.078	-0.0597694	-0.0606293	-0.0587352	-0.0574276	-0.0514303	-0.0580552
10391	2.0782	-0.0597707	-0.0606294	-0.0587318	-0.057431	-0.0514276	-0.0580577
10392	2.0784	-0.059772	-0.0606294	-0.0587284	-0.0574343	-0.0514249	-0.0580603
10393	2.0786	-0.0597733	-0.0606294	-0.058725	-0.0574377	-0.0514222	-0.0580629
10394	2.0788	-0.0597745	-0.0606295	-0.0587216	-0.0574411	-0.0514195	-0.0580655
10395	2.079	-0.0597758	-0.0606295	-0.0587182	-0.0574445	-0.0514169	-0.058068
10396	2.0792	-0.059777	-0.0606296	-0.0587148	-0.0574479	-0.0514142	-0.0580706
10397	2.0794	-0.0597782	-0.0606296	-0.0587114	-0.0574513	-0.0514116	-0.0580732
10398	2.0796	-0.0597794	-0.0606296	-0.0587079	-0.0574547	-0.051409	-0.0580758
10399	2.0798	-0.0597806	-0.0606296	-0.0587045	-0.0574581	-0.0514064	-0.0580784
10400	2.08	-0.0597817	-0.0606296	-0.0587011	-0.0574615	-0.0514038	-0.0580809
10401	2.0802	-0.0597829	-0.0606296	-0.0586976	-0.057465	-0.0514012	-0.0580835
10402	2.0804	-0.059784	-0.0606296	-0.0586942	-0.0574684	-0.0513987	-0.0580861
10403	2.0806	-0.0597851	-0.0606296	-0.0586907	-0.0574718	-0.0513961	-0.0580887
10404	2.0808	-0.0597862	-0.0606296	-0.0586873	-0.0574753	-0.0513936	-0.0580913
10405	2.081	-0.0597873	-0.0606296	-0.0586838	-0.0574787	-0.0513911	-0.0580938
10406	2.0812	-0.0597883	-0.0606295	-0.0586803	-0.0574822	-0.0513886	-0.0580964
10407	2.0814	-0.0597894	-0.0606295	-0.0586768	-0.0574856	-0.0513861	-0.058099
10408	2.0816	-0.0597904	-0.0606294	-0.0586734	-0.0574891	-0.0513836	-0.0581016
10409	2.0818	-0.0597914	-0.0606294	-0.0586699	-0.0574926	-0.0513811	-0.0581042
10410	2.082	-0.0597924	-0.0606294	-0.0586664	-0.057496	-0.0513786	-0.0581068
10411	2.0822	-0.0597934	-0.0606293	-0.0586629	-0.0574995	-0.0513762	-0.0581093
10412	2.0824	-0.0597943	-0.0606292	-0.0586593	-0.057503	-0.0513738	-0.0581119
10413	2.0826	-0.0597952	-0.0606292	-0.0586558	-0.0575065	-0.0513713	-0.0581145
10414	2.0828	-0.0597962	-0.0606291	-0.0586523	-0.05751	-0.0513689	-0.0581171
10415	2.083	-0.0597971	-0.060629	-0.0586488	-0.0575135	-0.0513665	-0.0581197
10416	2.0832	-0.059798	-0.0606289	-0.0586452	-0.057517	-0.0513641	-0.0581223
10417	2.0834	-0.0597988	-0.0606288	-0.0586417	-0.0575205	-0.0513618	-0.0581249
10418	2.0836	-0.0597997	-0.0606287	-0.0586381	-0.057524	-0.0513594	-0.0581274
10419	2.0838	-0.0598005	-0.0606286	-0.0586346	-0.0575276	-0.0513571	-0.05813
10420	2.084	-0.0598014	-0.0606285	-0.058631	-0.0575311	-0.0513547	-0.0581326
10421	2.0842	-0.0598022	-0.0606284	-0.0586274	-0.0575346	-0.0513524	-0.0581352
10422	2.0844	-0.0598029	-0.0606283	-0.0586239	-0.0575381	-0.0513501	-0.0581378
10423	2.0846	-0.0598037	-0.0606282	-0.0586203	-0.0575417	-0.0513478	-0.0581404
10424	2.0848	-0.0598045	-0.060628	-0.0586167	-0.0575452	-0.0513455	-0.058143
10425	2.085	-0.0598052	-0.0606279	-0.0586131	-0.0575488	-0.0513433	-0.0581456
10426	2.0852	-0.0598059	-0.0606277	-0.0586095	-0.0575523	-0.051341	-0.0581482
10427	2.0854	-0.0598067	-0.0606276	-0.0586059	-0.0575559	-0.0513388	-0.0581508
10428	2.0856	-0.0598073	-0.0606274	-0.0586023	-0.0575595	-0.0513365	-0.0581533
10429	2.0858	-0.059808	-0.0606273	-0.0585987	-0.057563	-0.0513343	-0.0581559
10430	2.086	-0.0598087	-0.0606271	-0.058595	-0.0575666	-0.0513321	-0.0581585
10431	2.0862	-0.0598093	-0.0606269	-0.0585914	-0.0575702	-0.0513299	-0.0581611
10432	2.0864	-0.05981	-0.0606268	-0.0585878	-0.0575738	-0.0513277	-0.0581637
10433	2.0866	-0.0598106	-0.0606266	-0.0585841	-0.0575773	-0.0513256	-0.0581663
10434	2.0868	-0.0598112	-0.0606264	-0.0585805	-0.0575809	-0.0513234	-0.0581689
10435	2.087	-0.0598118	-0.0606262	-0.0585768	-0.0575845	-0.0513213	-0.0581715
10436	2.0872	-0.0598123	-0.060626	-0.0585731	-0.0575881	-0.0513192	-0.0581741
10437	2.0874	-0.0598129	-0.0606258	-0.0585695	-0.0575917	-0.051317	-0.0581767
10438	2.0876	-0.0598134	-0.0606256	-0.0585658	-0.0575954	-0.0513149	-0.0581793
10439	2.0878	-0.0598139	-0.0606253	-0.0585621	-0.057599	-0.0513128	-0.0581819
10440	2.088	-0.0598144	-0.0606251	-0.0585584	-0.0576026	-0.0513108	-0.0581845
10441	2.0882	-0.0598149	-0.0606249	-0.0585547	-0.0576062	-0.0513087	-0.0581871
10442	2.0884	-0.0598154	-0.0606247	-0.058551	-0.0576098	-0.0513067	-0.0581897
10443	2.0886	-0.0598159	-0.0606244	-0.0585473	-0.0576135	-0.0513046	-0.0581923
10444	2.0888	-0.0598163	-0.0606242	-0.0585436	-0.0576171	-0.0513026	-0.0581949
10445	2.089	-0.0598167	-0.0606239	-0.0585399	-0.0576207	-0.0513006	-0.0581975
10446	2.0892	-0.0598172	-0.0606236	-0.0585362	-0.0576244	-0.0512986	-0.0582001
10447	2.0894	-0.0598175	-0.0606234	-0.0585324	-0.057628	-0.0512966	-0.0582027
10448	2.0896	-0.0598179	-0.0606231	-0.0585287	-0.0576317	-0.0512946	-0.0582053
10449	2.0898	-0.0598183	-0.0606228	-0.0585249	-0.0576354	-0.0512927	-0.0582079
10450	2.09	-0.0598187	-0.0606225	-0.0585212	-0.057639	-0.0512907	-0.0582105
10451	2.0902	-0.059819	-0.0606222	-0.0585174	-0.0576427	-0.0512888	-0.0582131
10452	2.0904	-0.0598193	-0.0606219	-0.0585137	-0.0576464	-0.0512869	-0.0582157
10453	2.0906	-0.0598196	-0.0606216	-0.0585099	-0.05765	-0.051285	-0.0582183
10454	2.0908	-0.0598199	-0.0606213	-0.0585061	-0.0576537	-0.0512831	-0.0582209
10455	2.091	-0.0598202	-0.060621	-0.0585023	-0.0576574	-0.0512812	-0.0582235
10456	2.0912	-0.0598205	-0.0606207	-0.0584985	-0.0576611	-0.0512793	-0.0582261
10457	2.0914	-0.0598207	-0.0606204	-0.0584947	-0.0576648	-0.0512774	-0.0582287
10458	2.0916	-0.059821	-0.06062	-0.0584909	-0.0576685	-0.0512756	-0.0582313
10459	2.0918	-0.0598212	-0.0606197	-0.0584871	-0.0576722	-0.0512738	-0.0582339
10460	2.092	-0.0598214	-0.0606194	-0.0584833	-0.0576759	-0.0512719	-0.0582366
10461	2.0922	-0.0598216	-0.060619	-0.0584795	-0.0576796	-0.0512701	-0.0582392
10462	2.0924	-0.0598218	-0.0606186	-0.0584757	-0.0576833	-0.0512684	-0.0582418
10463	2.0926	-0.0598219	-0.0606183	-0.0584718	-0.057687	-0.0512666	-0.0582444
10464	2.0928	-0.0598221	-0.0606179	-0.058468	-0.0576907	-0.0512648	-0.058247
10465	2.093	-0.0598222	-0.0606175	-0.0584641	-0.0576944	-0.0512631	-0.0582496
10466	2.0932	-0.0598223	-0.0606172	-0.0584603	-0.0576981	-0.0512613	-0.0582522
10467	2.0934	-0.0598224	-0.0606168	-0.0584564	-0.0577019	-0.0512596	-0.0582548
10468	2.0936	-0.0598225	-0.0606164	-0.0584526	-0.0577056	-0.0512579	-0.0582574
10469	2.0938	-0.0598226	-0.060616	-0.0584487	-0.0577093	-0.0512562	-0.05826
10470	2.094	-0.0598227	-0.0606156	-0.0584448	-0.0577131	-0.0512545	-0.0582627
10471	2.0942	-0.0598227	-0.0606152	-0.0584409	-0.0577168	-0.0512528	-0.0582653
10472	2.0944	-0.0598228	-0.0606147	-0.058437	-0.0577206	-0.0512511	-0.0582679
10473	2.0946	-0.0598228	-0.0606143	-0.0584331	-0.0577243	-0.0512495	-0.0582705
10474	2.0948	-0.0598228	-0.0606139	-0.0584292	-0.0577281	-0.0512479	-0.0582731
10475	2.095	-0.0598228	-0.0606135	-0.0584253	-0.0577318	-0.0512462	-0.0582757
10476	2.0952	-0.0598228	-0.060613	-0.0584214	-0.0577356	-0.0512446	-0.0582783
10477	2.0954	-0.0598228	-0.0606126	-0.0584175	-0.0577394	-0.051243	-0.058281
10478	2.0956	-0.0598227	-0.0606121	-0.0584136	-0.0577431	-0.0512414	-0.0582836
10479	2.0958	-0.0598227	-0.0606116	-0.0584096	-0.0577469	-0.0512399	-0.0582862
10480	2.096	-0.0598226	-0.0606112	-0.0584057	-0.0577507	-0.0512383	-0.0582888
10481	2.0962	-0.0598225	-0.0606107	-0.0584017	-0.0577544	-0.0512368	-0.0582914
10482	2.0964	-0.0598224	-0.0606102	-0.0583978	-0.0577582	-0.0512352	-0.058294
10483	2.0966	-0.0598223	-0.0606097	-0.0583938	-0.057762	-0.0512337	-0.0582967
10484	2.0968	-0.0598222	-0.0606093	-0.0583899	-0.0577658	-0.0512322	-0.0582993
10485	2.097	-0.0598221	-0.0606088	-0.0583859	-0.0577696	-0.0512307	-0.0583019
10486	2.0972	-0.0598219	-0.0606082	-0.0583819	-0.0577734	-0.0512292	-0.0583045
10487	2.0974	-0.0598218	-0.0606077	-0.0583779	-0.0577772	-0.0512278	-0.0583071
10488	2.0976	-0.0598216	-0.0606072	-0.0583739	-0.057781	-0.0512263	-0.0583098
10489	2.0978	-0.0598214	-0.0606067	-0.0583699	-0.0577848	-0.0512249	-0.0583124
10490	2.098	-0.0598212	-0.0606062	-0.0583659	-0.0577886	-0.0512234	-0.058315
10491	2.0982	-0.059821	-0.0606056	-0.0583619	-0.0577924	-0.051222	-0.0583176
10492	2.0984	-0.0598208	-0.0606051	-0.0583579	-0.0577962	-0.0512206	-0.0583203
10493	2.0986	-0.0598206	-0.0606046	-0.0583539	-0.0578	-0.0512192	-0.0583229
10494	2.0988	-0.0598203	-0.060604	-0.0583499	-0.0578038	-0.0512178	-0.0583255
10495	2.099	-0.05982	-0.0606034	-0.0583458	-0.0578077	-0.0512165	-0.0583281
10496	2.0992	-0.0598198	-0.0606029	-0.0583418	-0.0578115	-0.0512151	-0.0583308
10497	2.0994	-0.0598195	-0.0606023	-0.0583377	-0.0578153	-0.0512138	-0.0583334
10498	2.0996	-0.0598192	-0.0606017	-0.0583337	-0.0578191	-0.0512125	-0.058336
10499	2.0998	-0.0598189	-0.0606011	-0.0583296	-0.057823	-0.0512112	-0.0583386
10500	2.1	-0.0598186	-0.0606006	-0.0583256	-0.0578268	-0.0512099	-0.0583413
10501	2.1002	-0.0598182	-0.0606	-0.0583215	-0.0578306	-0.0512086	-0.0583439
10502	2.1004	-0.0598179	-0.0605994	-0.0583174	-0.0578345	-0.0512073	-0.0583465
10503	2.1006	-0.0598175	-0.0605987	-0.0583133	-0.0578383	-0.051206	-0.0583492
10504	2.1008	-0.0598172	-0.0605981	-0.0583092	-0.0578422	-0.0512048	-0.0583518
10505	2.101	-0.0598168	-0.0605975	-0.0583051	-0.057846	-0.0512036	-0.0583544
10506	2.1012	-0.0598164	-0.0605969	-0.058301	-0.0578499	-0.0512023	-0.058357
10507	2.1014	-0.059816	-0.0605962	-0.0582969	-0.0578537	-0.0512011	-0.0583597
10508	2.1016	-0.0598156	-0.0605956	-0.0582928	-0.0578576	-0.0511999	-0.0583623
10509	2.1018	-0.0598151	-0.060595	-0.0582887	-0.0578614	-0.0511988	-0.0583649
10510	2.102	-0.0598147	-0.0605943	-0.0582846	-0.0578653	-0.0511976	-0.0583676
10511	2.1022	-0.0598143	-0.0605936	-0.0582804	-0.0578692	-0.0511964	-0.0583702
10512	2.1024	-0.0598138	-0.060593	-0.0582763	-0.057873	-0.0511953	-0.0583728
10513	2.1026	-0.0598133	-0.0605923	-0.0582721	-0.0578769	-0.0511942	-0.0583755
10514	2.1028	-0.0598128	-0.0605916	-0.058268	-0.0578808	-0.0511931	-0.0583781
10515	2.103	-0.0598123	-0.060591	-0.0582638	-0.0578846	-0.051192	-0.0583807
10516	2.1032	-0.0598118	-0.0605903	-0.0582597	-0.0578885	-0.0511909	-0.0583834
10517	2.1034	-0.0598113	-0.0605896	-0.0582555	-0.0578924	-0.0511898	-0.058386
10518	2.1036	-0.0598108	-0.0605889	-0.0582513	-0.0578963	-0.0511887	-0.0583887
10519	2.1038	-0.0598102	-0.0605882	-0.0582471	-0.0579002	-0.0511877	-0.0583913
10520	2.104	-0.0598097	-0.0605874	-0.0582429	-0.057904	-0.0511866	-0.0583939
10521	2.1042	-0.0598091	-0.0605867	-0.0582387	-0.0579079	-0.0511856	-0.0583966
10522	2.1044	-0.0598086	-0.060586	-0.0582345	-0.0579118	-0.0511846	-0.0583992
10523	2.1046	-0.059808	-0.0605853	-0.0582303	-0.0579157	-0.0511836	-0.0584018
10524	2.1048	-0.0598074	-0.0605845	-0.0582261	-0.0579196	-0.0511826	-0.0584045
10525	2.105	-0.0598068	-0.0605838	-0.0582219	-0.0579235	-0.0511816	-0.0584071
10526	2.1052	-0.0598062	-0.060583	-0.0582177	-0.0579274	-0.0511807	-0.0584098
10527	2.1054	-0.0598055	-0.0605823	-0.0582134	-0.0579313	-0.0511797	-0.0584124
10528	2.1056	-0.0598049	-0.0605815	-0.0582092	-0.0579352	-0.0511788	-0.058415
10529	2.1058	-0.0598043	-0.0605807	-0.058205	-0.0579391	-0.0511779	-0.0584177
10530	2.106	-0.0598036	-0.0605799	-0.0582007	-0.057943	-0.051177	-0.0584203
10531	2.1062	-0.0598029	-0.0605792	-0.0581964	-0.0579469	-0.0511761	-0.058423
10532	2.1064	-0.0598023	-0.0605784	-0.0581922	-0.0579508	-0.0511752	-0.0584256
10533	2.1066	-0.0598016	-0.0605776	-0.0581879	-0.0579548	-0.0511743	-0.0584283
10534	2.1068	-0.0598009	-0.0605768	-0.0581836	-0.0579587	-0.0511735	-0.0584309
10535	2.107	-0.0598002	-0.0605759	-0.0581793	-0.0579626	-0.0511727	-0.0584335
10536	2.1072	-0.0597995	-0.0605751	-0.0581751	-0.0579665	-0.0511718	-0.0584362
10537	2.1074	-0.0597987	-0.0605743	-0.0581708	-0.0579704	-0.051171	-0.0584388
10538	2.1076	-0.059798	-0.0605735	-0.0581665	-0.0579744	-0.0511702	-0.0584415
10539	2.1078	-0.0597972	-0.0605726	-0.0581622	-0.0579783	-0.0511694	-0.0584441
10540	2.108	-0.0597965	-0.0605718	-0.0581578	-0.0579822	-0.0511686	-0.0584468
10541	2.1082	-0.0597957	-0.060571	-0.0581535	-0.0579861	-0.0511679	-0.0584494
10542	2.1084	-0.059795	-0.0605701	-0.0581492	-0.0579901	-0.0511671	-0.0584521
10543	2.1086	-0.0597942	-0.0605692	-0.0581449	-0.057994	-0.0511664	-0.0584547
10544	2.1088	-0.0597934	-0.0605684	-0.0581405	-0.0579979	-0.0511657	-0.0584574
10545	2.109	-0.0597926	-0.0605675	-0.0581362	-0.0580019	-0.051165	-0.05846
10546	2.1092	-0.0597918	-0.0605666	-0.0581318	-0.0580058	-0.0511643	-0.0584627
10547	2.1094	-0.0597909	-0.0605657	-0.0581275	-0.0580097	-0.0511636	-0.0584653
10548	2.1096	-0.0597901	-0.0605648	-0.0581231	-0.0580137	-0.0511629	-0.058468
10549	2.1098	-0.0597893	-0.0605639	-0.0581188	-0.0580176	-0.0511623	-0.0584706
10550	2.11	-0.0597884	-0.060563	-0.0581144	-0.0580216	-0.0511616	-0.0584733
10551	2.1102	-0.0597876	-0.0605621	-0.05811	-0.0580255	-0.051161	-0.0584759
10552	2.1104	-0.0597867	-0.0605612	-0.0581056	-0.0580295	-0.0511604	-0.0584786
10553	2.1106	-0.0597858	-0.0605603	-0.0581012	-0.0580334	-0.0511598	-0.0584812
10554	2.1108	-0.0597849	-0.0605593	-0.0580968	-0.0580374	-0.0511592	-0.0584839
10555	2.111	-0.059784	-0.0605584	-0.0580924	-0.0580413	-0.0511586	-0.0584865
10556	2.1112	-0.0597831	-0.0605575	-0.058088	-0.0580453	-0.051158	-0.0584892
10557	2.1114	-0.0597822	-0.0605565	-0.0580836	-0.0580492	-0.0511575	-0.0584918
10558	2.1116	-0.0597813	-0.0605555	-0.0580792	-0.0580532	-0.0511569	-0.0584945
10559	2.1118	-0.0597804	-0.0605546	-0.0580747	-0.0580571	-0.0511564	-0.0584971
10560	2.112	-0.0597794	-0.0605536	-0.0580703	-0.0580611	-0.0511559	-0.0584998
10561	2.1122	-0.0597785	-0.0605526	-0.0580659	-0.058065	-0.0511554	-0.0585024
10562	2.1124	-0.0597775	-0.0605517	-0.0580614	-0.058069	-0.0511549	-0.0585051
10563	2.1126	-0.0597766	-0.0605507	-0.058057	-0.058073	-0.0511544	-0.0585077
10564	2.1128	-0.0597756	-0.0605497	-0.0580525	-0.0580769	-0.051154	-0.0585104
10565	2.113	-0.0597746	-0.0605487	-0.058048	-0.0580809	-0.0511535	-0.0585131
10566	2.1132	-0.0597737	-0.0605476	-0.0580436	-0.0580848	-0.0511531	-0.0585157
10567	2.1134	-0.0597727	-0.0605466	-0.0580391	-0.0580888	-0.0511527	-0.0585184
10568	2.1136	-0.0597717	-0.0605456	-0.0580346	-0.0580928	-0.0511523	-0.058521
10569	2.1138	-0.0597706	-0.0605446	-0.0580301	-0.0580967	-0.0511519	-0.0585237
10570	2.114	-0.0597696	-0.0605435	-0.0580256	-0.0581007	-0.0511515	-0.0585263
10571	2.1142	-0.0597686	-0.0605425	-0.0580211	-0.0581047	-0.0511511	-0.058529
10572	2.1144	-0.0597676	-0.0605415	-0.0580166	-0.0581087	-0.0511508	-0.0585317
10573	2.1146	-0.0597665	-0.0605404	-0.0580121	-0.0581126	-0.0511504	-0.0585343
10574	2.1148	-0.0597655	-0.0605393	-0.0580076	-0.0581166	-0.0511501	-0.058537
10575	2.115	-0.0597644	-0.0605383	-0.0580031	-0.0581206	-0.0511498	-0.0585396
10576	2.1152	-0.0597634	-0.0605372	-0.0579985	-0.0581246	-0.0511495	-0.0585423
10577	2.1154	-0.0597623	-0.0605361	-0.057994	-0.0581285	-0.0511492	-0.058545
10578	2.1156	-0.0597612	-0.060535	-0.0579895	-0.0581325	-0.0511489	-0.0585476
10579	2.1158	-0.0597601	-0.0605339	-0.0579849	-0.0581365	-0.0511486	-0.0585503
10580	2.116	-0.059759	-0.0605328	-0.0579804	-0.0581405	-0.0511484	-0.0585529
10581	2.1162	-0.0597579	-0.0605317	-0.0579758	-0.0581444	-0.0511481	-0.0585556
10582	2.1164	-0.0597568	-0.0605306	-0.0579712	-0.0581484	-0.0511479	-0.0585583
10583	2.1166	-0.0597557	-0.0605295	-0.0579667	-0.0581524	-0.0511477	-0.0585609
10584	2.1168	-0.0597546	-0.0605284	-0.0579621	-0.0581564	-0.0511475	-0.0585636
10585	2.117	-0.0597535	-0.0605272	-0.0579575	-0.0581604	-0.0511473	-0.0585662
10586	2.1172	-0.0597523	-0.0605261	-0.0579529	-0.0581643	-0.0511471	-0.0585689
10587	2.1174	-0.0597512	-0.060525	-0.0579483	-0.0581683	-0.051147	-0.0585716
10588	2.1176	-0.0597501	-0.0605238	-0.0579437	-0.0581723	-0.0511468	-0.0585742
10589	2.1178	-0.0597489	-0.0605226	-0.0579391	-0.0581763	-0.0511467	-0.0585769
10590	2.118	-0.0597477	-0.0605215	-0.0579345	-0.0581803	-0.0511466	-0.0585796
10591	2.1182	-0.0597466	-0.0605203	-0.0579299	-0.0581843	-0.0511465	-0.0585822
10592	2.1184	-0.0597454	-0.0605191	-0.0579252	-0.0581883	-0.0511464	-0.0585849
10593	2.1186	-0.0597442	-0.0605179	-0.0579206	-0.0581922	-0.0511463	-0.0585876
10594	2.1188	-0.059743	-0.0605168	-0.057916	-0.0581962	-0.0511462	-0.0585902
10595	2.119	-0.0597419	-0.0605156	-0.0579113	-0.0582002	-0.0511462	-0.0585929
10596	2.1192	-0.0597407	-0.0605144	-0.0579067	-0.0582042	-0.0511461	-0.0585956
10597	2.1194	-0.0597395	-0.0605131	-0.057902	-0.0582082	-0.0511461	-0.0585982
10598	2.1196	-0.0597382	-0.0605119	-0.0578974	-0.0582122	-0.0511461	-0.0586009
10599	2.1198	-0.059737	-0.0605107	-0.0578927	-0.0582162	-0.0511461	-0.0586036
10600	2.12	-0.0597358	-0.0605095	-0.057888	-0.0582202	-0.0511461	-0.0586062
10601	2.1202	-0.0597346	-0.0605082	-0.0578833	-0.0582242	-0.0511461	-0.0586089
10602	2.1204	-0.0597333	-0.060507	-0.0578787	-0.0582282	-0.0511462	-0.0586116
10603	2.1206	-0.0597321	-0.0605057	-0.057874	-0.0582321	-0.0511462	-0.0586142
10604	2.1208	-0.0597309	-0.0605045	-0.0578693	-0.0582361	-0.0511463	-0.0586169
10605	2.121	-0.0597296	-0.0605032	-0.0578646	-0.0582401	-0.0511463	-0.0586196
10606	2.1212	-0.0597284	-0.060502	-0.0578599	-0.0582441	-0.0511464	-0.0586222
10607	2.1214	-0.0597271	-0.0605007	-0.0578551	-0.0582481	-0.0511465	-0.0586249
10608	2.1216	-0.0597258	-0.0604994	-0.0578504	-0.0582521	-0.0511466	-0.0586276
10609	2.1218	-0.0597246	-0.0604981	-0.0578457	-0.0582561	-0.0511468	-0.0586302
10610	2.122	-0.0597233	-0.0604968	-0.057841	-0.0582601	-0.0511469	-0.0586329
10611	2.1222	-0.059722	-0.0604955	-0.0578362	-0.0582641	-0.0511471	-0.0586356
10612	2.1224	-0.0597207	-0.0604942	-0.0578315	-0.0582681	-0.0511472	-0.0586382
10613	2.1226	-0.0597194	-0.0604929	-0.0578267	-0.0582721	-0.0511474	-0.0586409
10614	2.1228	-0.0597181	-0.0604916	-0.057822	-0.0582761	-0.0511476	-0.0586436
10615	2.123	-0.0597168	-0.0604902	-0.0578172	-0.0582801	-0.0511478	-0.0586463
10616	2.1232	-0.0597155	-0.0604889	-0.0578125	-0.0582841	-0.051148	-0.0586489
10617	2.1234	-0.0597142	-0.0604876	-0.0578077	-0.058288	-0.0511483	-0.0586516
