TimeSlice	Time	LH_AnkleZ	LH_Knee	LH_HipZ
1195	0.6453	-0.780089	-0.394649	-0.636547
1196	0.64584	-0.780323	-0.3947	-0.636015
1197	0.64638	-0.780557	-0.394752	-0.635482
1198	0.64692	-0.780791	-0.394803	-0.634948
1199	0.64746	-0.781024	-0.394853	-0.634414
1200	0.648	-0.781257	-0.394903	-0.63388
1201	0.64854	-0.781489	-0.394953	-0.633346
1202	0.64908	-0.781722	-0.395002	-0.632811
1203	0.64962	-0.781954	-0.395051	-0.632275
1204	0.65016	-0.782186	-0.3951	-0.631739
1205	0.6507	-0.782417	-0.395148	-0.631203
1206	0.65124	-0.782648	-0.395196	-0.630667
1207	0.65178	-0.782879	-0.395244	-0.63013
1208	0.65232	-0.78311	-0.395291	-0.629592
1209	0.65286	-0.78334	-0.395338	-0.629055
1210	0.6534	-0.78357	-0.395384	-0.628516
1211	0.65394	-0.7838	-0.39543	-0.627978
1212	0.65448	-0.784029	-0.395476	-0.627439
1213	0.65502	-0.784259	-0.395521	-0.6269
1214	0.65556	-0.784488	-0.395566	-0.62636
1215	0.6561	-0.784716	-0.395611	-0.62582
1216	0.65664	-0.784945	-0.395655	-0.625279
1217	0.65718	-0.785173	-0.395699	-0.624739
1218	0.65772	-0.785401	-0.395742	-0.624197
1219	0.65826	-0.785628	-0.395785	-0.623656
1220	0.6588	-0.785855	-0.395828	-0.623114
1221	0.65934	-0.786082	-0.39587	-0.622571
1222	0.65988	-0.786309	-0.395912	-0.622028
1223	0.66042	-0.786535	-0.395954	-0.621485
1224	0.66096	-0.786762	-0.395995	-0.620942
1225	0.6615	-0.786987	-0.396036	-0.620398
1226	0.66204	-0.787213	-0.396076	-0.619853
1227	0.66258	-0.787438	-0.396116	-0.619309
1228	0.66312	-0.787663	-0.396156	-0.618764
1229	0.66366	-0.787888	-0.396195	-0.618218
1230	0.6642	-0.788113	-0.396234	-0.617672
1231	0.66474	-0.788337	-0.396273	-0.617126
1232	0.66528	-0.788561	-0.396311	-0.616579
1233	0.66582	-0.788784	-0.396349	-0.616032
1234	0.66636	-0.789008	-0.396387	-0.615485
1235	0.6669	-0.789231	-0.396424	-0.614937
1236	0.66744	-0.789454	-0.396461	-0.614389
1237	0.66798	-0.789676	-0.396497	-0.61384
1238	0.66852	-0.789899	-0.396533	-0.613291
1239	0.66906	-0.790121	-0.396569	-0.612742
1240	0.6696	-0.790343	-0.396604	-0.612192
1241	0.67014	-0.790564	-0.396639	-0.611642
1242	0.67068	-0.790785	-0.396674	-0.611092
1243	0.67122	-0.791007	-0.396708	-0.610541
1244	0.67176	-0.791227	-0.396742	-0.60999
1245	0.6723	-0.791448	-0.396775	-0.609438
1246	0.67284	-0.791668	-0.396808	-0.608887
1247	0.67338	-0.791888	-0.396841	-0.608334
1248	0.67392	-0.792108	-0.396873	-0.607782
1249	0.67446	-0.792327	-0.396905	-0.607229
1250	0.675	-0.792546	-0.396937	-0.606675
1251	0.67554	-0.792765	-0.396968	-0.606121
1252	0.67608	-0.792984	-0.396999	-0.605567
1253	0.67662	-0.793202	-0.39703	-0.605013
1254	0.67716	-0.79342	-0.39706	-0.604458
1255	0.6777	-0.793638	-0.39709	-0.603902
1256	0.67824	-0.793856	-0.397119	-0.603347
1257	0.67878	-0.794073	-0.397148	-0.602791
1258	0.67932	-0.794291	-0.397177	-0.602234
1259	0.67986	-0.794507	-0.397205	-0.601678
1260	0.6804	-0.794724	-0.397233	-0.601121
1261	0.68094	-0.79494	-0.397261	-0.600563
1262	0.68148	-0.795157	-0.397288	-0.600005
1263	0.68202	-0.795373	-0.397315	-0.599447
1264	0.68256	-0.795588	-0.397341	-0.598888
1265	0.6831	-0.795804	-0.397367	-0.598329
1266	0.68364	-0.796019	-0.397393	-0.59777
1267	0.68418	-0.796234	-0.397419	-0.59721
1268	0.68472	-0.796448	-0.397444	-0.59665
1269	0.68526	-0.796663	-0.397468	-0.59609
1270	0.6858	-0.796877	-0.397493	-0.595529
1271	0.68634	-0.797091	-0.397517	-0.594968
1272	0.68688	-0.797304	-0.39754	-0.594407
1273	0.68742	-0.797518	-0.397563	-0.593845
1274	0.68796	-0.797731	-0.397586	-0.593283
1275	0.6885	-0.797944	-0.397609	-0.59272
1276	0.68904	-0.798157	-0.397631	-0.592157
1277	0.68958	-0.798369	-0.397653	-0.591594
1278	0.69012	-0.798581	-0.397674	-0.59103
1279	0.69066	-0.798793	-0.397695	-0.590466
1280	0.6912	-0.799005	-0.397716	-0.589902
1281	0.69174	-0.799217	-0.397736	-0.589337
1282	0.69228	-0.799428	-0.397756	-0.588772
1283	0.69282	-0.799639	-0.397775	-0.588207
1284	0.69336	-0.79985	-0.397794	-0.587641
1285	0.6939	-0.80006	-0.397813	-0.587075
1286	0.69444	-0.80027	-0.397832	-0.586508
1287	0.69498	-0.800481	-0.39785	-0.585942
1288	0.69552	-0.80069	-0.397867	-0.585374
1289	0.69606	-0.8009	-0.397885	-0.584807
1290	0.6966	-0.801109	-0.397902	-0.584239
1291	0.69714	-0.801319	-0.397918	-0.583671
1292	0.69768	-0.801528	-0.397935	-0.583102
1293	0.69822	-0.801736	-0.397951	-0.582533
1294	0.69876	-0.801945	-0.397966	-0.581964
1295	0.6993	-0.802153	-0.397981	-0.581394
1296	0.69984	-0.802361	-0.397996	-0.580824
1297	0.70038	-0.802569	-0.39801	-0.580254
1298	0.70092	-0.802776	-0.398024	-0.579683
1299	0.70146	-0.802984	-0.398038	-0.579112
1300	0.702	-0.803191	-0.398052	-0.578541
1301	0.70254	-0.803398	-0.398064	-0.577969
1302	0.70308	-0.803604	-0.398077	-0.577397
1303	0.70362	-0.803811	-0.398089	-0.576825
1304	0.70416	-0.804017	-0.398101	-0.576252
1305	0.7047	-0.804223	-0.398113	-0.575679
1306	0.70524	-0.804429	-0.398124	-0.575106
1307	0.70578	-0.804635	-0.398135	-0.574532
1308	0.70632	-0.80484	-0.398145	-0.573958
1309	0.70686	-0.805045	-0.398155	-0.573383
1310	0.7074	-0.80525	-0.398165	-0.572809
1311	0.70794	-0.805455	-0.398174	-0.572234
1312	0.70848	-0.805659	-0.398183	-0.571658
1313	0.70902	-0.805863	-0.398192	-0.571082
1314	0.70956	-0.806067	-0.3982	-0.570506
1315	0.7101	-0.806271	-0.398208	-0.56993
1316	0.71064	-0.806475	-0.398215	-0.569353
1317	0.71118	-0.806678	-0.398222	-0.568776
1318	0.71172	-0.806881	-0.398229	-0.568198
1319	0.71226	-0.807084	-0.398235	-0.567621
1320	0.7128	-0.807287	-0.398241	-0.567042
1321	0.71334	-0.80749	-0.398247	-0.566464
1322	0.71388	-0.807692	-0.398252	-0.565885
1323	0.71442	-0.807894	-0.398257	-0.565306
1324	0.71496	-0.808096	-0.398262	-0.564727
1325	0.7155	-0.808298	-0.398266	-0.564147
1326	0.71604	-0.808499	-0.39827	-0.563567
1327	0.71658	-0.808701	-0.398273	-0.562986
1328	0.71712	-0.808902	-0.398276	-0.562406
1329	0.71766	-0.809103	-0.398279	-0.561824
1330	0.7182	-0.809303	-0.398281	-0.561243
1331	0.71874	-0.809504	-0.398283	-0.560661
1332	0.71928	-0.809704	-0.398285	-0.560079
1333	0.71982	-0.809904	-0.398286	-0.559497
1334	0.72036	-0.810104	-0.398287	-0.558914
1335	0.7209	-0.810304	-0.398288	-0.558331
1336	0.72144	-0.810503	-0.398288	-0.557748
1337	0.72198	-0.810702	-0.398288	-0.557164
1338	0.72252	-0.810902	-0.398287	-0.55658
1339	0.72306	-0.8111	-0.398286	-0.555996
1340	0.7236	-0.811299	-0.398285	-0.555411
1341	0.72414	-0.811498	-0.398283	-0.554826
1342	0.72468	-0.811696	-0.398281	-0.554241
1343	0.72522	-0.811894	-0.398279	-0.553655
1344	0.72576	-0.812092	-0.398276	-0.553069
1345	0.7263	-0.812289	-0.398273	-0.552483
1346	0.72684	-0.812487	-0.398269	-0.551896
1347	0.72738	-0.812684	-0.398265	-0.551309
1348	0.72792	-0.812881	-0.398261	-0.550722
1349	0.72846	-0.813078	-0.398256	-0.550135
1350	0.729	-0.813275	-0.398251	-0.549547
1351	0.72954	-0.813472	-0.398246	-0.548959
1352	0.73008	-0.813668	-0.39824	-0.54837
1353	0.73062	-0.813864	-0.398234	-0.547782
1354	0.73116	-0.81406	-0.398228	-0.547192
1355	0.7317	-0.814256	-0.398221	-0.546603
1356	0.73224	-0.814451	-0.398214	-0.546013
1357	0.73278	-0.814647	-0.398206	-0.545423
1358	0.73332	-0.814842	-0.398198	-0.544833
1359	0.73386	-0.815037	-0.39819	-0.544242
1360	0.7344	-0.815232	-0.398181	-0.543651
1361	0.73494	-0.815426	-0.398172	-0.54306
1362	0.73548	-0.815621	-0.398163	-0.542469
1363	0.73602	-0.815815	-0.398153	-0.541877
1364	0.73656	-0.816009	-0.398143	-0.541285
1365	0.7371	-0.816203	-0.398132	-0.540692
1366	0.73764	-0.816397	-0.398121	-0.5401
1367	0.73818	-0.81659	-0.39811	-0.539506
1368	0.73872	-0.816784	-0.398098	-0.538913
1369	0.73926	-0.816977	-0.398086	-0.538319
1370	0.7398	-0.81717	-0.398074	-0.537725
1371	0.74034	-0.817363	-0.398061	-0.537131
1372	0.74088	-0.817555	-0.398048	-0.536537
1373	0.74142	-0.817748	-0.398035	-0.535942
1374	0.74196	-0.81794	-0.398021	-0.535347
1375	0.7425	-0.818132	-0.398007	-0.534751
1376	0.74304	-0.818324	-0.397992	-0.534155
1377	0.74358	-0.818516	-0.397977	-0.533559
1378	0.74412	-0.818707	-0.397962	-0.532963
1379	0.74466	-0.818899	-0.397946	-0.532366
1380	0.7452	-0.81909	-0.39793	-0.531769
1381	0.74574	-0.819281	-0.397913	-0.531172
1382	0.74628	-0.819472	-0.397897	-0.530575
1383	0.74682	-0.819663	-0.397879	-0.529977
1384	0.74736	-0.819853	-0.397862	-0.529379
1385	0.7479	-0.820044	-0.397844	-0.52878
1386	0.74844	-0.820234	-0.397826	-0.528182
1387	0.74898	-0.820424	-0.397807	-0.527583
1388	0.74952	-0.820614	-0.397788	-0.526983
1389	0.75006	-0.820803	-0.397768	-0.526384
1390	0.7506	-0.820993	-0.397749	-0.525784
1391	0.75114	-0.821182	-0.397728	-0.525184
1392	0.75168	-0.821371	-0.397708	-0.524583
1393	0.75222	-0.82156	-0.397687	-0.523983
1394	0.75276	-0.821749	-0.397666	-0.523382
1395	0.7533	-0.821938	-0.397644	-0.52278
1396	0.75384	-0.822126	-0.397622	-0.522179
1397	0.75438	-0.822314	-0.3976	-0.521577
1398	0.75492	-0.822503	-0.397577	-0.520975
1399	0.75546	-0.822691	-0.397554	-0.520373
1400	0.756	-0.822878	-0.39753	-0.51977
1401	0.75654	-0.823066	-0.397506	-0.519167
1402	0.75708	-0.823254	-0.397482	-0.518564
1403	0.75762	-0.823441	-0.397457	-0.51796
1404	0.75816	-0.823628	-0.397432	-0.517356
1405	0.7587	-0.823815	-0.397407	-0.516752
1406	0.75924	-0.824002	-0.397381	-0.516148
1407	0.75978	-0.824189	-0.397355	-0.515543
1408	0.76032	-0.824375	-0.397328	-0.514939
1409	0.76086	-0.824561	-0.397301	-0.514333
1410	0.7614	-0.824748	-0.397274	-0.513728
1411	0.76194	-0.824934	-0.397246	-0.513122
1412	0.76248	-0.825119	-0.397218	-0.512516
1413	0.76302	-0.825305	-0.39719	-0.51191
1414	0.76356	-0.825491	-0.397161	-0.511304
1415	0.7641	-0.825676	-0.397132	-0.510697
1416	0.76464	-0.825861	-0.397102	-0.51009
1417	0.76518	-0.826046	-0.397072	-0.509482
1418	0.76572	-0.826231	-0.397042	-0.508875
1419	0.76626	-0.826416	-0.397011	-0.508267
1420	0.7668	-0.826601	-0.39698	-0.507659
1421	0.76734	-0.826785	-0.396949	-0.50705
1422	0.76788	-0.826969	-0.396917	-0.506442
1423	0.76842	-0.827154	-0.396885	-0.505833
1424	0.76896	-0.827338	-0.396852	-0.505224
1425	0.7695	-0.827521	-0.396819	-0.504614
1426	0.77004	-0.827705	-0.396786	-0.504005
1427	0.77058	-0.827889	-0.396752	-0.503395
1428	0.77112	-0.828072	-0.396718	-0.502784
1429	0.77166	-0.828255	-0.396683	-0.502174
1430	0.7722	-0.828438	-0.396648	-0.501563
1431	0.77274	-0.828621	-0.396613	-0.500952
1432	0.77328	-0.828804	-0.396577	-0.500341
1433	0.77382	-0.828987	-0.396541	-0.49973
1434	0.77436	-0.829169	-0.396505	-0.499118
1435	0.7749	-0.829351	-0.396468	-0.498506
1436	0.77544	-0.829533	-0.396431	-0.497894
1437	0.77598	-0.829715	-0.396393	-0.497281
1438	0.77652	-0.829897	-0.396355	-0.496668
1439	0.77706	-0.830079	-0.396317	-0.496055
1440	0.7776	-0.830261	-0.396278	-0.495442
1441	0.77814	-0.830442	-0.396239	-0.494828
1442	0.77868	-0.830623	-0.3962	-0.494215
1443	0.77922	-0.830804	-0.39616	-0.493601
1444	0.77976	-0.830985	-0.39612	-0.492986
1445	0.7803	-0.831166	-0.396079	-0.492372
1446	0.78084	-0.831347	-0.396038	-0.491757
1447	0.78138	-0.831527	-0.395997	-0.491142
1448	0.78192	-0.831708	-0.395955	-0.490527
1449	0.78246	-0.831888	-0.395913	-0.489911
1450	0.783	-0.832068	-0.39587	-0.489296
1451	0.78354	-0.832248	-0.395827	-0.48868
1452	0.78408	-0.832428	-0.395784	-0.488064
1453	0.78462	-0.832607	-0.39574	-0.487447
1454	0.78516	-0.832787	-0.395696	-0.48683
1455	0.7857	-0.832966	-0.395652	-0.486214
1456	0.78624	-0.833145	-0.395607	-0.485596
1457	0.78678	-0.833324	-0.395561	-0.484979
1458	0.78732	-0.833503	-0.395516	-0.484361
1459	0.78786	-0.833682	-0.39547	-0.483743
1460	0.7884	-0.833861	-0.395423	-0.483125
1461	0.78894	-0.834039	-0.395377	-0.482507
1462	0.78948	-0.834217	-0.395329	-0.481888
1463	0.79002	-0.834396	-0.395282	-0.48127
1464	0.79056	-0.834574	-0.395234	-0.480651
1465	0.7911	-0.834752	-0.395185	-0.480031
1466	0.79164	-0.834929	-0.395137	-0.479412
1467	0.79218	-0.835107	-0.395087	-0.478792
1468	0.79272	-0.835285	-0.395038	-0.478172
1469	0.79326	-0.835462	-0.394988	-0.477552
1470	0.7938	-0.835639	-0.394938	-0.476932
1471	0.79434	-0.835816	-0.394887	-0.476311
1472	0.79488	-0.835993	-0.394836	-0.47569
1473	0.79542	-0.83617	-0.394784	-0.475069
1474	0.79596	-0.836346	-0.394732	-0.474448
1475	0.7965	-0.836523	-0.39468	-0.473826
1476	0.79704	-0.836699	-0.394627	-0.473204
1477	0.79758	-0.836875	-0.394574	-0.472583
1478	0.79812	-0.837052	-0.394521	-0.47196
1479	0.79866	-0.837228	-0.394467	-0.471338
1480	0.7992	-0.837403	-0.394413	-0.470715
1481	0.79974	-0.837579	-0.394358	-0.470092
1482	0.80028	-0.837754	-0.394303	-0.469469
1483	0.80082	-0.83793	-0.394248	-0.468846
1484	0.80136	-0.838105	-0.394192	-0.468223
1485	0.8019	-0.83828	-0.394136	-0.467599
1486	0.80244	-0.838455	-0.394079	-0.466975
1487	0.80298	-0.83863	-0.394022	-0.466351
1488	0.80352	-0.838805	-0.393964	-0.465727
1489	0.80406	-0.838979	-0.393907	-0.465102
1490	0.8046	-0.839154	-0.393848	-0.464477
1491	0.80514	-0.839328	-0.39379	-0.463852
1492	0.80568	-0.839502	-0.393731	-0.463227
1493	0.80622	-0.839676	-0.393671	-0.462602
1494	0.80676	-0.83985	-0.393612	-0.461976
1495	0.8073	-0.840024	-0.393551	-0.46135
1496	0.80784	-0.840197	-0.393491	-0.460724
1497	0.80838	-0.840371	-0.39343	-0.460098
1498	0.80892	-0.840544	-0.393368	-0.459472
1499	0.80946	-0.840717	-0.393306	-0.458845
1500	0.81	-0.84089	-0.393244	-0.458218
1501	0.81054	-0.841063	-0.393182	-0.457591
1502	0.81108	-0.841236	-0.393119	-0.456964
1503	0.81162	-0.841408	-0.393055	-0.456337
1504	0.81216	-0.841581	-0.392991	-0.455709
1505	0.8127	-0.841753	-0.392927	-0.455081
1506	0.81324	-0.841925	-0.392863	-0.454453
1507	0.81378	-0.842097	-0.392798	-0.453825
1508	0.81432	-0.842269	-0.392732	-0.453196
1509	0.81486	-0.842441	-0.392666	-0.452568
1510	0.8154	-0.842613	-0.3926	-0.451939
1511	0.81594	-0.842784	-0.392533	-0.45131
1512	0.81648	-0.842956	-0.392466	-0.450681
1513	0.81702	-0.843127	-0.392399	-0.450052
1514	0.81756	-0.843298	-0.392331	-0.449422
1515	0.8181	-0.843469	-0.392263	-0.448792
1516	0.81864	-0.84364	-0.392194	-0.448162
1517	0.81918	-0.84381	-0.392125	-0.447532
1518	0.81972	-0.843981	-0.392056	-0.446902
1519	0.82026	-0.844151	-0.391986	-0.446271
1520	0.8208	-0.844321	-0.391916	-0.445641
1521	0.82134	-0.844492	-0.391845	-0.44501
1522	0.82188	-0.844662	-0.391774	-0.444379
1523	0.82242	-0.844831	-0.391702	-0.443748
1524	0.82296	-0.845001	-0.39163	-0.443116
1525	0.8235	-0.845171	-0.391558	-0.442485
1526	0.82404	-0.84534	-0.391485	-0.441853
1527	0.82458	-0.845509	-0.391412	-0.441221
1528	0.82512	-0.845679	-0.391339	-0.440589
1529	0.82566	-0.845848	-0.391265	-0.439956
1530	0.8262	-0.846016	-0.39119	-0.439324
1531	0.82674	-0.846185	-0.391116	-0.438691
1532	0.82728	-0.846354	-0.39104	-0.438058
1533	0.82782	-0.846522	-0.390965	-0.437425
1534	0.82836	-0.846691	-0.390889	-0.436792
1535	0.8289	-0.846859	-0.390812	-0.436159
1536	0.82944	-0.847027	-0.390736	-0.435525
1537	0.82998	-0.847195	-0.390658	-0.434892
1538	0.83052	-0.847362	-0.390581	-0.434258
1539	0.83106	-0.84753	-0.390503	-0.433624
1540	0.8316	-0.847697	-0.390424	-0.43299
1541	0.83214	-0.847865	-0.390345	-0.432355
1542	0.83268	-0.848032	-0.390266	-0.431721
1543	0.83322	-0.848199	-0.390186	-0.431086
1544	0.83376	-0.848366	-0.390106	-0.430451
1545	0.8343	-0.848533	-0.390025	-0.429816
1546	0.83484	-0.848699	-0.389944	-0.429181
1547	0.83538	-0.848866	-0.389863	-0.428546
1548	0.83592	-0.849032	-0.389781	-0.42791
1549	0.83646	-0.849198	-0.389699	-0.427274
1550	0.837	-0.849364	-0.389616	-0.426639
1551	0.83754	-0.84953	-0.389533	-0.426003
1552	0.83808	-0.849696	-0.38945	-0.425366
1553	0.83862	-0.849862	-0.389366	-0.42473
1554	0.83916	-0.850027	-0.389282	-0.424094
1555	0.8397	-0.850193	-0.389197	-0.423457
1556	0.84024	-0.850358	-0.389112	-0.42282
1557	0.84078	-0.850523	-0.389026	-0.422183
1558	0.84132	-0.850688	-0.38894	-0.421546
1559	0.84186	-0.850853	-0.388854	-0.420909
1560	0.8424	-0.851017	-0.388767	-0.420272
1561	0.84294	-0.851182	-0.38868	-0.419634
1562	0.84348	-0.851346	-0.388592	-0.418997
1563	0.84402	-0.85151	-0.388504	-0.418359
1564	0.84456	-0.851674	-0.388416	-0.417721
1565	0.8451	-0.851838	-0.388327	-0.417083
1566	0.84564	-0.852002	-0.388237	-0.416445
1567	0.84618	-0.852165	-0.388148	-0.415806
1568	0.84672	-0.852329	-0.388057	-0.415168
1569	0.84726	-0.852492	-0.387967	-0.414529
1570	0.8478	-0.852655	-0.387876	-0.41389
1571	0.84834	-0.852818	-0.387784	-0.413251
1572	0.84888	-0.852981	-0.387692	-0.412612
1573	0.84942	-0.853144	-0.3876	-0.411973
1574	0.84996	-0.853306	-0.387507	-0.411334
1575	0.8505	-0.853469	-0.387414	-0.410694
1576	0.85104	-0.853631	-0.387321	-0.410055
1577	0.85158	-0.853793	-0.387226	-0.409415
1578	0.85212	-0.853955	-0.387132	-0.408775
1579	0.85266	-0.854117	-0.387037	-0.408135
1580	0.8532	-0.854279	-0.386942	-0.407495
1581	0.85374	-0.85444	-0.386846	-0.406854
1582	0.85428	-0.854601	-0.38675	-0.406214
1583	0.85482	-0.854762	-0.386653	-0.405573
1584	0.85536	-0.854924	-0.386556	-0.404933
1585	0.8559	-0.855084	-0.386459	-0.404292
1586	0.85644	-0.855245	-0.386361	-0.403651
1587	0.85698	-0.855406	-0.386263	-0.40301
1588	0.85752	-0.855566	-0.386164	-0.402369
1589	0.85806	-0.855726	-0.386065	-0.401728
1590	0.8586	-0.855886	-0.385965	-0.401086
1591	0.85914	-0.856046	-0.385865	-0.400445
1592	0.85968	-0.856206	-0.385765	-0.399803
1593	0.86022	-0.856366	-0.385664	-0.399161
1594	0.86076	-0.856525	-0.385563	-0.398519
1595	0.8613	-0.856685	-0.385461	-0.397877
1596	0.86184	-0.856844	-0.385359	-0.397235
1597	0.86238	-0.857003	-0.385256	-0.396593
1598	0.86292	-0.857162	-0.385153	-0.395951
1599	0.86346	-0.85732	-0.38505	-0.395308
1600	0.864	-0.857479	-0.384946	-0.394665
1601	0.86454	-0.857637	-0.384841	-0.394023
1602	0.86508	-0.857795	-0.384737	-0.39338
1603	0.86562	-0.857953	-0.384631	-0.392737
1604	0.86616	-0.858111	-0.384526	-0.392094
1605	0.8667	-0.858269	-0.38442	-0.391451
1606	0.86724	-0.858426	-0.384313	-0.390808
1607	0.86778	-0.858584	-0.384206	-0.390164
1608	0.86832	-0.858741	-0.384099	-0.389521
1609	0.86886	-0.858898	-0.383991	-0.388877
1610	0.8694	-0.859055	-0.383883	-0.388234
1611	0.86994	-0.859212	-0.383774	-0.38759
1612	0.87048	-0.859368	-0.383665	-0.386946
1613	0.87102	-0.859524	-0.383555	-0.386302
1614	0.87156	-0.859681	-0.383445	-0.385658
1615	0.8721	-0.859837	-0.383335	-0.385014
1616	0.87264	-0.859992	-0.383224	-0.38437
1617	0.87318	-0.860148	-0.383113	-0.383725
1618	0.87372	-0.860304	-0.383001	-0.383081
1619	0.87426	-0.860459	-0.382889	-0.382436
1620	0.8748	-0.860614	-0.382776	-0.381792
1621	0.87534	-0.860769	-0.382663	-0.381147
1622	0.87588	-0.860924	-0.382549	-0.380502
1623	0.87642	-0.861079	-0.382435	-0.379857
1624	0.87696	-0.861233	-0.382321	-0.379212
1625	0.8775	-0.861387	-0.382206	-0.378567
1626	0.87804	-0.861541	-0.382091	-0.377922
1627	0.87858	-0.861695	-0.381975	-0.377277
1628	0.87912	-0.861849	-0.381859	-0.376631
1629	0.87966	-0.862003	-0.381742	-0.375986
1630	0.8802	-0.862156	-0.381625	-0.37534
1631	0.88074	-0.862309	-0.381508	-0.374695
1632	0.88128	-0.862462	-0.38139	-0.374049
1633	0.88182	-0.862615	-0.381271	-0.373403
1634	0.88236	-0.862768	-0.381153	-0.372758
1635	0.8829	-0.86292	-0.381033	-0.372112
1636	0.88344	-0.863072	-0.380914	-0.371466
1637	0.88398	-0.863225	-0.380793	-0.37082
1638	0.88452	-0.863376	-0.380673	-0.370173
1639	0.88506	-0.863528	-0.380552	-0.369527
1640	0.8856	-0.86368	-0.38043	-0.368881
1641	0.88614	-0.863831	-0.380308	-0.368235
1642	0.88668	-0.863982	-0.380186	-0.367588
1643	0.88722	-0.864133	-0.380063	-0.366942
1644	0.88776	-0.864284	-0.37994	-0.366295
1645	0.8883	-0.864435	-0.379816	-0.365648
1646	0.88884	-0.864585	-0.379692	-0.365002
1647	0.88938	-0.864735	-0.379567	-0.364355
1648	0.88992	-0.864885	-0.379442	-0.363708
1649	0.89046	-0.865035	-0.379316	-0.363061
1650	0.891	-0.865185	-0.37919	-0.362414
1651	0.89154	-0.865334	-0.379064	-0.361767
1652	0.89208	-0.865483	-0.378937	-0.36112
1653	0.89262	-0.865632	-0.37881	-0.360473
1654	0.89316	-0.865781	-0.378682	-0.359826
1655	0.8937	-0.86593	-0.378554	-0.359178
1656	0.89424	-0.866078	-0.378425	-0.358531
1657	0.89478	-0.866226	-0.378296	-0.357884
1658	0.89532	-0.866374	-0.378166	-0.357236
1659	0.89586	-0.866522	-0.378036	-0.356589
1660	0.8964	-0.86667	-0.377906	-0.355941
1661	0.89694	-0.866817	-0.377775	-0.355293
1662	0.89748	-0.866965	-0.377643	-0.354646
1663	0.89802	-0.867112	-0.377511	-0.353998
1664	0.89856	-0.867258	-0.377379	-0.35335
1665	0.8991	-0.867405	-0.377246	-0.352702
1666	0.89964	-0.867551	-0.377113	-0.352055
1667	0.90018	-0.867697	-0.376979	-0.351407
1668	0.90072	-0.867843	-0.376845	-0.350759
1669	0.90126	-0.867989	-0.376711	-0.350111
1670	0.9018	-0.868135	-0.376575	-0.349463
1671	0.90234	-0.86828	-0.37644	-0.348814
1672	0.90288	-0.868425	-0.376304	-0.348166
1673	0.90342	-0.86857	-0.376168	-0.347518
1674	0.90396	-0.868715	-0.376031	-0.34687
1675	0.9045	-0.868859	-0.375893	-0.346222
1676	0.90504	-0.869003	-0.375756	-0.345573
1677	0.90558	-0.869147	-0.375617	-0.344925
1678	0.90612	-0.869291	-0.375479	-0.344277
1679	0.90666	-0.869435	-0.37534	-0.343628
1680	0.9072	-0.869578	-0.3752	-0.34298
1681	0.90774	-0.869721	-0.37506	-0.342331
1682	0.90828	-0.869864	-0.374919	-0.341683
1683	0.90882	-0.870007	-0.374778	-0.341034
1684	0.90936	-0.870149	-0.374637	-0.340386
1685	0.9099	-0.870291	-0.374495	-0.339737
1686	0.91044	-0.870433	-0.374353	-0.339089
1687	0.91098	-0.870575	-0.37421	-0.33844
1688	0.91152	-0.870717	-0.374067	-0.337791
1689	0.91206	-0.870858	-0.373923	-0.337143
1690	0.9126	-0.870999	-0.373779	-0.336494
1691	0.91314	-0.87114	-0.373634	-0.335845
1692	0.91368	-0.87128	-0.373489	-0.335196
1693	0.91422	-0.871421	-0.373343	-0.334548
1694	0.91476	-0.871561	-0.373197	-0.333899
1695	0.9153	-0.871701	-0.373051	-0.33325
1696	0.91584	-0.87184	-0.372904	-0.332601
1697	0.91638	-0.87198	-0.372756	-0.331952
1698	0.91692	-0.872119	-0.372609	-0.331304
1699	0.91746	-0.872258	-0.37246	-0.330655
1700	0.918	-0.872396	-0.372311	-0.330006
1701	0.91854	-0.872535	-0.372162	-0.329357
1702	0.91908	-0.872673	-0.372012	-0.328708
1703	0.91962	-0.872811	-0.371862	-0.328059
1704	0.92016	-0.872948	-0.371712	-0.32741
1705	0.9207	-0.873086	-0.37156	-0.326761
1706	0.92124	-0.873223	-0.371409	-0.326112
1707	0.92178	-0.87336	-0.371257	-0.325463
1708	0.92232	-0.873496	-0.371104	-0.324814
1709	0.92286	-0.873633	-0.370951	-0.324165
1710	0.9234	-0.873769	-0.370798	-0.323516
1711	0.92394	-0.873905	-0.370644	-0.322867
1712	0.92448	-0.87404	-0.37049	-0.322219
1713	0.92502	-0.874176	-0.370335	-0.32157
1714	0.92556	-0.874311	-0.37018	-0.320921
1715	0.9261	-0.874446	-0.370024	-0.320272
1716	0.92664	-0.87458	-0.369868	-0.319623
1717	0.92718	-0.874715	-0.369711	-0.318974
1718	0.92772	-0.874849	-0.369554	-0.318325
1719	0.92826	-0.874982	-0.369396	-0.317676
1720	0.9288	-0.875116	-0.369238	-0.317027
1721	0.92934	-0.875249	-0.36908	-0.316378
1722	0.92988	-0.875382	-0.368921	-0.315729
1723	0.93042	-0.875515	-0.368761	-0.31508
1724	0.93096	-0.875647	-0.368601	-0.314431
1725	0.9315	-0.875779	-0.368441	-0.313782
1726	0.93204	-0.875911	-0.36828	-0.313133
1727	0.93258	-0.876043	-0.368119	-0.312484
1728	0.93312	-0.876174	-0.367957	-0.311835
1729	0.93366	-0.876305	-0.367795	-0.311187
1730	0.9342	-0.876436	-0.367632	-0.310538
1731	0.93474	-0.876566	-0.367469	-0.309889
